"","LastName","FirstName","DatasetID","Dataset","SpeciesName","Altitude","Latitude","Longitude","Plant height vegetative","Wood density; stem specific density; wood specific gravity"
"1","Cornwell","Will",55,"Jasper Ridge Californian Woody Plants Database","Pseudotsuga menziesii var. menziesii","120","37.40806","-122.22583","45","0.52"
