"","LastName","FirstName","DatasetID","Dataset","SpeciesName","Latitude","Longitude","Photosynthesis per leaf area at leaf temperature (A_area)","Reference / source","Stomata conductance to water vapour per leaf area"
"149","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.44","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"150","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.34","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"151","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.57","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"152","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.69","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"153","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.8","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"154","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.36","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.06"
"155","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.98","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"156","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.32","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.06"
"157","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.21","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.1"
"158","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.33","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"159","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","1.41","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.03"
"160","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","2.64","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.05"
"161","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","-0.59","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.05"
"162","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.47","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"163","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","0.79","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.04"
"164","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.6","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"165","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.5","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"166","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.57","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.05"
"167","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.06","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"168","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","2.47","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"169","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.55","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"170","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.06","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"171","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.25","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.05"
"172","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","1.56","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.03"
"173","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","0.52","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.02"
"174","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","2.64","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.05"
"175","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","0.15","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.03"
"176","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","1.71","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.05"
"177","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.52","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.06"
"178","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.34","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"179","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.51","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"180","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.3","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.1"
"181","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.35","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.18"
"182","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","12.63","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.23"
"183","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.14","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"184","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","12.74","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"185","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.61","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"186","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","12.84","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.15"
"187","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","10.57","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"188","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","10.9","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.17"
"189","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.93","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"190","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.99","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"191","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.35","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.1"
"192","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","11.81","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"193","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.78","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"194","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","11.38","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.15"
"195","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.57","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"196","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.86","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"197","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","12.15","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.19"
"198","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","10.65","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.12"
"199","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.8","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"200","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.85","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"201","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","11.82","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"202","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","10.42","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.15"
"203","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.75","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.1"
"204","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.82","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"205","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.54","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.05"
"206","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.43","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.1"
"207","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.04","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"208","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.66","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.1"
"209","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.22","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"210","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.17","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"211","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.14","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"212","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.99","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"213","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","2.69","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.03"
"214","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","2.6","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.01"
"215","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.91","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.03"
"216","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","10.58","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.06"
"217","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","2.45","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.03"
"218","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.72","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.03"
"219","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","0.68","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.03"
"220","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.11","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"221","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","0.52","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.03"
"222","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.53","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"223","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","10.17","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.76"
"224","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.61","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.1"
"225","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.51","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.06"
"226","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.82","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"227","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.41","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.1"
"228","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.56","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.12"
"229","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","10.24","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"230","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.3","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"231","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","12.55","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.17"
"232","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.08","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"233","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.59","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"234","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","2.49","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.04"
"235","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.04","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.05"
"236","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.2","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.06"
"237","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.03","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"238","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.28","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.05"
"239","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.86","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"240","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","1.75","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.04"
"241","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.22","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.2"
"242","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.71","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"243","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.48","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"244","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.01","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"245","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.25","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"246","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.6","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.15"
"247","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.26","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"248","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.18","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.15"
"249","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.85","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"250","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.8","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"251","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.83","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.18"
"252","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.48","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.2"
"253","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.77","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.27"
"254","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.51","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"255","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.21","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"256","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.17","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.22"
"257","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","11.7","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.15"
"258","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.25","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"259","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.33","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.12"
"260","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","10.42","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.12"
"261","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","10.24","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"262","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","10.36","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.17"
"263","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.6","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.26"
"264","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.06","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.23"
"265","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.17","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"266","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.16","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"267","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.91","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.12"
"268","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.62","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"269","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.01","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.15"
"270","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.01","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"271","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.92","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.15"
"272","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.99","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"273","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.56","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.1"
"274","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.44","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"275","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.21","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"276","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.6","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.17"
"277","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.21","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"278","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","10.58","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.15"
"279","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.13","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"280","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.04","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.1"
"281","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.19","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"282","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.5","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"283","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.43","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"284","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.16","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"285","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.56","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"286","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.39","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"287","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.46","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"288","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.51","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"289","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.6","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"290","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.35","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.1"
"291","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.27","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.06"
"292","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.55","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"293","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.9","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"294","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.17","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.05"
"295","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","3.69","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"296","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","5.61","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.44"
"297","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","6.21","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
