"","LastName","FirstName","DatasetID","Dataset","SpeciesName","Altitude","Average tree height","Diameter at base","Latitude","Leaf carbon content per dry mass","Leaf photosynthesis at saturating light and saturating CO2 per leaf area (Amax)","Light-saturated rate of photosynthesis","Longitude","Specific leaf area (SLA) per fresh weight","Stem diameter at base of crown (seedlings)","Stem diameter at breast height (1.3 m","stomata conductance in the limit of saturating light","stomata conductance to water vapour under conditions of light saturation"
"12","Medlyn","Belinda",12,"ECOCRAFT","Alnus glutinosa","300",NA,"16.66","56 12 N",NA,NA,NA,"00 36 W",NA,NA,NA,NA,NA
"13","Medlyn","Belinda",12,"ECOCRAFT","Alnus glutinosa","300",NA,"23.55","56 12 N",NA,NA,NA,"00 36 W",NA,NA,NA,NA,NA
"14","Medlyn","Belinda",12,"ECOCRAFT","Alnus glutinosa","300",NA,"26.57","56 12 N",NA,NA,NA,"00 36 W",NA,NA,NA,NA,NA
"15","Medlyn","Belinda",12,"ECOCRAFT","Alnus glutinosa","300",NA,"25.21","56 12 N",NA,NA,NA,"00 36 W",NA,NA,NA,NA,NA
"16","Medlyn","Belinda",12,"ECOCRAFT","Alnus glutinosa","300",NA,"21.85","56 12 N",NA,NA,NA,"00 36 W",NA,NA,NA,NA,NA
"17","Medlyn","Belinda",12,"ECOCRAFT","Alnus glutinosa","300",NA,"25.14","56 12 N",NA,NA,NA,"00 36 W",NA,NA,NA,NA,NA
"18","Medlyn","Belinda",12,"ECOCRAFT","Alnus glutinosa","300",NA,"25.72","56 12 N",NA,NA,NA,"00 36 W",NA,NA,NA,NA,NA
"19","Medlyn","Belinda",12,"ECOCRAFT","Alnus glutinosa","300",NA,"27.45","56 12 N",NA,NA,NA,"00 36 W",NA,NA,NA,NA,NA
"20","Medlyn","Belinda",12,"ECOCRAFT","Alnus glutinosa","300",NA,"24.32","56 12 N",NA,NA,NA,"00 36 W",NA,NA,NA,NA,NA
"21","Medlyn","Belinda",12,"ECOCRAFT","Alnus glutinosa","300",NA,"25.83","56 12 N",NA,NA,NA,"00 36 W",NA,NA,NA,NA,NA
"22","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,"on a projected area basis","3 12 W",NA,NA,NA,NA,NA
"23","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,"on a projected area basis","3 12 W",NA,NA,NA,NA,NA
"24","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,"on a projected area basis","3 12 W",NA,NA,NA,NA,NA
"25","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,"on a projected area basis","3 12 W",NA,NA,NA,NA,NA
"26","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,"on a projected area basis","3 12 W",NA,NA,NA,NA,NA
"27","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,"on a projected area basis","3 12 W",NA,NA,NA,NA,NA
"28","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,"on a projected area basis","3 12 W",NA,NA,NA,NA,NA
"29","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,"on a projected area basis","3 12 W",NA,NA,NA,NA,NA
"30","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,"on a projected area basis","3 12 W",NA,NA,NA,NA,NA
"31","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,"on a projected area basis","3 12 W",NA,NA,NA,NA,NA
"32","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,"on a projected area basis","3 12 W",NA,NA,NA,NA,NA
"33","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,"on a projected area basis","3 12 W",NA,NA,NA,NA,NA
"34","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,"22.5",NA,NA,NA
"35","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,"22.4",NA,NA,NA
"36","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,"23.6",NA,NA,NA
"37","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,"37.1",NA,NA,NA
"38","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,"34.9",NA,NA,NA
"39","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,"35.5",NA,NA,NA
"40","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,NA
"41","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,NA
"42","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,NA
"43","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,"and growth CO2 concentration."
"44","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,"and growth CO2 concentration."
"45","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,"and growth CO2 concentration."
"46","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,"and growth CO2 concentration."
"47","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,"and growth CO2 concentration."
"48","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,"and growth CO2 concentration."
"49","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,"and growth CO2 concentration."
"50","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,"and growth CO2 concentration."
"51","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,"and growth CO2 concentration."
"52","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,"and growth CO2 concentration."
"53","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,"and growth CO2 concentration."
"54","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,NA,NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,"and growth CO2 concentration."
"55","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,"2.92",NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,NA
"56","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,"4.38",NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,NA
"57","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,"2.69",NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,NA
"58","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,"4.14",NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,NA
"59","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,"2.68",NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,NA
"60","Medlyn","Belinda",12,"ECOCRAFT","Betula pendula",NA,"3.75",NA,"55 31 N",NA,NA,NA,"3 12 W",NA,NA,NA,NA,NA
"61","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,"on a projected area basis","00 50 W",NA,NA,NA,NA,NA
"62","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,"on a projected area basis","00 50 W",NA,NA,NA,NA,NA
"63","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,"on a projected area basis","00 50 W",NA,NA,NA,NA,NA
"64","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,"on a projected area basis","00 50 W",NA,NA,NA,NA,NA
"65","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"13.7","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"66","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"14.1","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"67","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"13","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"68","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"13.7","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"69","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"14.8","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"70","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"14.6","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"71","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"15.2","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"72","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"15.9","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"73","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"12.8","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"74","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"13.4","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"75","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"15.6","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"76","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"17","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"77","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"15.5","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"78","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"16.4","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"79","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"17.9","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"80","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"17.6","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"81","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"17.7","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"82","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"18.8","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"83","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"14.3","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"84","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"17.2","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"85","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"19.2","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"86","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"22.6","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"87","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"18.1","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"88","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"21.2","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"89","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"22.7","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"90","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"22.8","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"91","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"20.4","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"92","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"23.1","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"93","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"17.3","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"94","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,"22.9","51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"95","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,"and growth CO2 concentration."
"96","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,"and growth CO2 concentration."
"97","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,"and growth CO2 concentration."
"98","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,"and growth CO2 concentration."
"99","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,"and growth CO2 concentration."
"100","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,"and growth CO2 concentration."
"101","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,"and growth CO2 concentration."
"102","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,"and growth CO2 concentration."
"103","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,"maximum soil water content and at the reference value of Cs = 350 ppm",NA
"104","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,"maximum soil water content and at the reference value of Cs = 350 ppm",NA
"105","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","0.769",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"106","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","0.76",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"107","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","0.759",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"108","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","0.765",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"109","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","0.856",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"110","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","0.865",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"111","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","0.829",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"112","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","0.852",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"113","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","0.671",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"114","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","0.684",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"115","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.16",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"116","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.346",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"117","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.019",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"118","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.305",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"119","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.181",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"120","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.309",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"121","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.171",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"122","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.348",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"123","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","0.859",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"124","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.088",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"125","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.608",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"126","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.944",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"127","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.482",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"128","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.813",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"129","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.716",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"130","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.888",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"131","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.716",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"132","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.945",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"133","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.136",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"134","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80","1.488",NA,"51 08 N",NA,NA,NA,"00 50 W",NA,NA,NA,NA,NA
"135","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","5.03",NA,NA,NA,NA
"136","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","5.69",NA,NA,NA,NA
"137","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","5",NA,NA,NA,NA
"138","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","6.44",NA,NA,NA,NA
"139","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","6.24",NA,NA,NA,NA
"140","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","5.33",NA,NA,NA,NA
"141","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","6.06",NA,NA,NA,NA
"142","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","5.46",NA,NA,NA,NA
"143","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","5.63",NA,NA,NA,NA
"144","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","5.58",NA,NA,NA,NA
"145","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","4.36",NA,NA,NA,NA
"146","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","5.69",NA,NA,NA,NA
"147","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","5.19",NA,NA,NA,NA
"148","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","7.04",NA,NA,NA,NA
"149","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","5.89",NA,NA,NA,NA
"150","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","5.6",NA,NA,NA,NA
"151","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","5.83",NA,NA,NA,NA
"152","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","5.46",NA,NA,NA,NA
"153","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","4.58",NA,NA,NA,NA
"154","Medlyn","Belinda",12,"ECOCRAFT","Fraxinus excelsior","80",NA,NA,"51 08 N",NA,NA,NA,"00 50 W","5.6",NA,NA,NA,NA
"155","Medlyn","Belinda",12,"ECOCRAFT","Picea abies","495",NA,NA,"50 17 N",NA,NA,"on a projected area basis","5 55 E",NA,NA,NA,NA,NA
"156","Medlyn","Belinda",12,"ECOCRAFT","Picea abies","495",NA,NA,"50 17 N",NA,NA,"on a projected area basis","5 55 E",NA,NA,NA,NA,NA
"157","Medlyn","Belinda",12,"ECOCRAFT","Picea abies","495",NA,NA,"50 17 N",NA,NA,"on a projected area basis","5 55 E",NA,NA,NA,NA,NA
"158","Medlyn","Belinda",12,"ECOCRAFT","Picea abies","495",NA,NA,"50 17 N",NA,NA,"on a projected area basis","5 55 E",NA,NA,NA,NA,NA
"159","Medlyn","Belinda",12,"ECOCRAFT","Picea abies","495",NA,NA,"50 17 N",NA,NA,"on a projected area basis","5 55 E",NA,NA,NA,NA,NA
