"","LastName","FirstName","DatasetID","Dataset","SpeciesName","ObservationID","Crown depth","Dataset reference (citation)","Latitude","Longitude","Mean annual temperature (MAT)","Plant height vegetative","Reference DOI (digital object identifier)","Stem diameter at base (basal diameter)","Stem diameter at breast height (1.3 m"
"415","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012500,"0.06",NA,"46.12777778","-75.15666667","3.9","0.09",NA,"0.0018",NA
"416","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012501,"0.315",NA,"46.12777778","-75.15666667","3.9","0.595",NA,"0.0045",NA
"417","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012502,"0.17",NA,"46.12777778","-75.15666667","3.9","0.19",NA,"0.001",NA
"418","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012503,"0.099",NA,"46.12777778","-75.15666667","3.9","0.244",NA,"0.002",NA
"419","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012504,"0.215",NA,"46.12777778","-75.15666667","3.9","0.255",NA,"0.002",NA
"420","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012505,"0.095",NA,"46.12777778","-75.15666667","3.9","0.155",NA,"0.001",NA
"421","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012506,"0.313",NA,"46.12777778","-75.15666667","3.9","0.358",NA,"0.0032",NA
"422","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012507,"7.00E-03",NA,"46.12777778","-75.15666667","3.9","0.262",NA,"0.0028",NA
"423","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012508,"0.046",NA,"46.12777778","-75.15666667","3.9","0.146",NA,"0.0021",NA
"424","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012509,"0.142",NA,"46.12777778","-75.15666667","3.9","0.172",NA,"0.0016",NA
"425","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012510,"0.08",NA,"46.12777778","-75.15666667","3.9","0.1",NA,"0.0017",NA
"426","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012511,"0.075",NA,"46.12777778","-75.15666667","3.9","0.105",NA,"0.0022",NA
"427","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012512,"0.14",NA,"46.12777778","-75.15666667","3.9","0.17",NA,"0.0015",NA
"428","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012513,"0.07",NA,"46.12777778","-75.15666667","3.9","0.095",NA,"0.0017",NA
"429","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012514,"0.05",NA,"46.12777778","-75.15666667","3.9","0.065",NA,"0.0014",NA
"430","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012515,"0.05",NA,"46.12777778","-75.15666667","3.9","0.15",NA,"0.002",NA
"431","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012516,"0.095",NA,"46.12777778","-75.15666667","3.9","0.125",NA,"0.003",NA
"432","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012517,"0.13",NA,"46.12777778","-75.15666667","3.9","0.16",NA,"0.002",NA
"433","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012518,"0.125",NA,"46.12777778","-75.15666667","3.9","0.165",NA,"0.004",NA
"434","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012519,"0.135",NA,"46.12777778","-75.15666667","3.9","0.175",NA,"0.004",NA
"435","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012520,"0.225",NA,"46.12777778","-75.15666667","3.9","0.255",NA,"0.003",NA
"436","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012521,"0.12",NA,"46.12777778","-75.15666667","3.9","0.15",NA,"0.003",NA
"437","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012522,"0.11",NA,"46.12777778","-75.15666667","3.9","0.145",NA,"0.001",NA
"438","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012523,"0.07",NA,"46.12777778","-75.15666667","3.9","0.1",NA,"0.002",NA
"439","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012524,"0.1",NA,"46.12777778","-75.15666667","3.9","0.12",NA,"0.002",NA
"440","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012525,"0.13",NA,"46.12777778","-75.15666667","3.9","0.17",NA,"0.001",NA
"441","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012526,"0.127",NA,"46.12777778","-75.15666667","3.9","0.182",NA,"0.002",NA
"442","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012527,"0.095",NA,"46.12777778","-75.15666667","3.9","0.395",NA,"0.004",NA
"443","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012528,"0.23",NA,"46.12777778","-75.15666667","3.9","0.27",NA,"0.002",NA
"444","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012529,"0.36",NA,"46.12777778","-75.15666667","3.9","0.405",NA,"0.003",NA
"445","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012530,"0.085",NA,"46.12777778","-75.15666667","3.9","0.1",NA,"0.0014",NA
"446","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012531,"0.054",NA,"46.12777778","-75.15666667","3.9","0.074",NA,"0.0008",NA
"447","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012532,"2.00E-03",NA,"46.12777778","-75.15666667","3.9","0.142",NA,"0.002",NA
"448","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012533,"0.02",NA,"46.12777778","-75.15666667","3.9","0.105",NA,"0.0029",NA
"449","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012534,"0.074",NA,"46.12777778","-75.15666667","3.9","0.094",NA,"0.0013",NA
"450","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012535,"0.094",NA,"46.12777778","-75.15666667","3.9","0.154",NA,"0.0022",NA
"451","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012536,"0.069",NA,"46.12777778","-75.15666667","3.9","0.114",NA,"0.0014",NA
"452","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012537,"0.072",NA,"46.12777778","-75.15666667","3.9","0.132",NA,"0.0018",NA
"453","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012538,"0.026",NA,"46.12777778","-75.15666667","3.9","0.141",NA,"0.0042",NA
"454","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012539,"0.057",NA,"46.12777778","-75.15666667","3.9","0.097",NA,"0.0013",NA
"455","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012540,"0.058",NA,"46.12777778","-75.15666667","3.9","0.273",NA,"0.0062",NA
"456","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012541,"0.107",NA,"46.12777778","-75.15666667","3.9","0.21",NA,"0.0025",NA
"457","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012542,"0.275",NA,"46.12777778","-75.15666667","3.9","0.32",NA,"0.004",NA
"458","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012543,"0.13",NA,"46.12777778","-75.15666667","3.9","0.14",NA,"0.0018",NA
"459","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012544,"0.125",NA,"46.12777778","-75.15666667","3.9","0.15",NA,"0.0031",NA
"460","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012545,"0.095",NA,"46.12777778","-75.15666667","3.9","0.1",NA,"0.0019",NA
"461","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012546,"0.09",NA,"46.12777778","-75.15666667","3.9","0.095",NA,"0.0016",NA
"462","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012547,"0.125",NA,"46.12777778","-75.15666667","3.9","0.13",NA,"0.002",NA
"463","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012548,"0.085",NA,"46.12777778","-75.15666667","3.9","0.09",NA,"0.0016",NA
"464","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3012549,"0.11",NA,"46.12777778","-75.15666667","3.9","0.115",NA,"0.0021",NA
"465","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013030,"0.17","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.23","10.1093/treephys/24.7.775","0.003",NA
"466","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013031,"0.27","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.29","10.1093/treephys/24.7.775","0.0032",NA
"467","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013032,"0.55","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","1.09","10.1093/treephys/24.7.775","0.0105",NA
"468","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013033,"0.455","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.805","10.1093/treephys/24.7.775","0.0066",NA
"469","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013034,"0.82","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","1.07","10.1093/treephys/24.7.775","0.0098",NA
"470","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013035,"0.58","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","1","10.1093/treephys/24.7.775","0.0104",NA
"471","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013036,"0.29","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.54","10.1093/treephys/24.7.775","0.0045",NA
"472","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013037,"0.16","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.22","10.1093/treephys/24.7.775","0.0037",NA
"473","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013038,"0.24","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.46","10.1093/treephys/24.7.775","0.0078",NA
"474","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013039,"0.125","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.145","10.1093/treephys/24.7.775","0.0028",NA
"475","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013040,"0.13","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.22","10.1093/treephys/24.7.775","0.0048",NA
"476","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013041,"0.49","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.77","10.1093/treephys/24.7.775","0.0076",NA
"477","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013042,"0.27","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.71","10.1093/treephys/24.7.775","0.0061",NA
"478","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013043,"0.56","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","1.28","10.1093/treephys/24.7.775","0.0105",NA
"479","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013044,"0.81","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","1.73","10.1093/treephys/24.7.775","0.0169",NA
"480","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013045,"1.06","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","1.96","10.1093/treephys/24.7.775","0.0206",NA
"481","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013046,"0.76","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","1.03","10.1093/treephys/24.7.775","0.0088",NA
"482","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013047,"0.58","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.89","10.1093/treephys/24.7.775","0.011",NA
"483","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013048,"0.83","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","1.46","10.1093/treephys/24.7.775","0.0133",NA
"484","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013049,"0.42","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.6","10.1093/treephys/24.7.775","0.0076",NA
"485","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013050,NA,"http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","2.02","10.1093/treephys/24.7.775","0.0186",NA
"486","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013051,"0.98","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","1.53","10.1093/treephys/24.7.775","0.0153",NA
"487","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013052,"1.87","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","3.09","10.1093/treephys/24.7.775","0.0284",NA
"488","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013053,"1.23","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","2.04","10.1093/treephys/24.7.775","0.0169",NA
"489","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013054,"0.225","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.615","10.1093/treephys/24.7.775","0.0097",NA
"490","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013055,"0.285","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.505","10.1093/treephys/24.7.775","0.0063",NA
"491","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013056,"0.245","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.375","10.1093/treephys/24.7.775","0.0053",NA
"492","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013057,"0.36","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.77","10.1093/treephys/24.7.775","0.0093",NA
"493","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013058,"0.3","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.43","10.1093/treephys/24.7.775","0.0059",NA
"494","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013059,"0.51","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.74","10.1093/treephys/24.7.775","0.0074",NA
"495","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013060,"0.225","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.415","10.1093/treephys/24.7.775","0.0067",NA
"496","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013061,"0.25","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.4","10.1093/treephys/24.7.775","0.006",NA
"497","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013062,"0.36","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.52","10.1093/treephys/24.7.775","0.007",NA
"498","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013063,"0.295","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.345","10.1093/treephys/24.7.775","0.005",NA
"499","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013064,"0.33","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.47","10.1093/treephys/24.7.775","0.0113",NA
"500","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013065,"1.01","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","2.25","10.1093/treephys/24.7.775","0.02",NA
"501","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013066,"0.67","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","1.5","10.1093/treephys/24.7.775","0.0207",NA
"502","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013067,"0.93","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","1.4","10.1093/treephys/24.7.775","0.012",NA
"503","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013068,"0.72","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.95","10.1093/treephys/24.7.775","0.0096",NA
"504","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013069,"0.28","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.63","10.1093/treephys/24.7.775","0.0049",NA
"505","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013070,"2.18","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","3.88","10.1093/treephys/24.7.775","0.0286",NA
"506","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013071,"0.305","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","0.915","10.1093/treephys/24.7.775","0.0161",NA
"507","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013072,"1.26","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","1.98","10.1093/treephys/24.7.775","0.0185",NA
"508","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013073,"1.08","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","2.23","10.1093/treephys/24.7.775","0.0355",NA
"509","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013074,"1.02","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","3.19","10.1093/treephys/24.7.775","0.0387",NA
"510","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013075,"1.86","http://doi.org/10.1093/treephys/24.7.775","46.91","-71.67","4","3.1","10.1093/treephys/24.7.775","0.0223",NA
"511","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013403,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","4.74","10.1139/x10-248","0.026","d.bh"
"512","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013404,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","4.66","10.1139/x10-248","0.035","d.bh"
"513","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013405,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","6.47","10.1139/x10-248","0.048","d.bh"
"514","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013406,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","5.69","10.1139/x10-248","0.077","d.bh"
"515","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013407,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","10.5","10.1139/x10-248","0.07","d.bh"
"516","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013408,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","9.67","10.1139/x10-248","0.1","d.bh"
"517","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013409,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","11.11","10.1139/x10-248","0.096","d.bh"
"518","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013410,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","12.55","10.1139/x10-248","0.121","d.bh"
"519","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013411,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","13.67","10.1139/x10-248","0.117","d.bh"
"520","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013412,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","16.1","10.1139/x10-248","0.123","d.bh"
"521","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013413,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","15.58","10.1139/x10-248","0.18","d.bh"
"522","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3013414,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","15.03","10.1139/x10-248","0.171","d.bh"
"523","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027029,NA,"http://doi.org/10.2307/1942313","44","-72","6","18.73","10.2307/1942313",NA,"d.bh"
"524","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027030,NA,"http://doi.org/10.2307/1942313","44","-72","6","20.07","10.2307/1942313",NA,"d.bh"
"525","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027031,NA,"http://doi.org/10.2307/1942313","44","-72","6","17.85","10.2307/1942313",NA,"d.bh"
"526","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027032,NA,"http://doi.org/10.2307/1942313","44","-72","6","13.05","10.2307/1942313",NA,"d.bh"
"527","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027033,NA,"http://doi.org/10.2307/1942313","44","-72","6","18.39","10.2307/1942313",NA,"d.bh"
"528","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027034,NA,"http://doi.org/10.2307/1942313","44","-72","6","12.08","10.2307/1942313",NA,"d.bh"
"529","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027035,NA,"http://doi.org/10.2307/1942313","44","-72","6","16.25","10.2307/1942313",NA,"d.bh"
"530","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027036,NA,"http://doi.org/10.2307/1942313","44","-72","6","13.86","10.2307/1942313",NA,"d.bh"
"531","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027037,NA,"http://doi.org/10.2307/1942313","44","-72","6","10.84","10.2307/1942313",NA,"d.bh"
"532","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027038,NA,"http://doi.org/10.2307/1942313","44","-72","6","8.4","10.2307/1942313",NA,"d.bh"
"533","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027039,NA,"http://doi.org/10.2307/1942313","44","-72","6","4.13","10.2307/1942313",NA,"d.bh"
"534","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027040,NA,"http://doi.org/10.2307/1942313","44","-72","6","24.56","10.2307/1942313",NA,"d.bh"
"535","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027041,NA,"http://doi.org/10.2307/1942313","44","-72","6","26.08","10.2307/1942313",NA,"d.bh"
"536","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027042,NA,"http://doi.org/10.2307/1942313","44","-72","6","21.52","10.2307/1942313",NA,"d.bh"
"537","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027043,NA,"http://doi.org/10.2307/1942313","44","-72","6","16.61","10.2307/1942313",NA,"d.bh"
"538","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027044,NA,"http://doi.org/10.2307/1942313","44","-72","6","28.3","10.2307/1942313",NA,"d.bh"
"539","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027045,NA,"http://doi.org/10.2307/1942313","44","-72","6","23.28","10.2307/1942313",NA,"d.bh"
"540","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027046,NA,"http://doi.org/10.2307/1942313","44","-72","6","20.05","10.2307/1942313",NA,"d.bh"
"541","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027047,NA,"http://doi.org/10.2307/1942313","44","-72","6","6","10.2307/1942313",NA,"d.bh"
"542","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027048,NA,"http://doi.org/10.2307/1942313","44","-72","6","4.45","10.2307/1942313",NA,"d.bh"
"543","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Acer saccharum",3027049,NA,"http://doi.org/10.2307/1942313","44","-72","6","8.3","10.2307/1942313",NA,"d.bh"
"544","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Betula alleghaneinsis",3013415,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","5.25","10.1139/x10-248","0.029","d.bh"
"545","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Betula alleghaneinsis",3013416,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","5.44","10.1139/x10-248",NA,"d.bh"
"546","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Betula alleghaneinsis",3013417,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","4.55","10.1139/x10-248","0.04","d.bh"
"547","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Betula alleghaneinsis",3013418,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","4.3","10.1139/x10-248","0.056","d.bh"
"548","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Betula alleghaneinsis",3013419,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","6.25","10.1139/x10-248","0.072","d.bh"
"549","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Betula alleghaneinsis",3013420,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","7.95","10.1139/x10-248","0.073","d.bh"
"550","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Betula alleghaneinsis",3013421,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","8.83","10.1139/x10-248","0.062","d.bh"
"551","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Betula alleghaneinsis",3013422,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","8.05","10.1139/x10-248","0.081","d.bh"
"552","Falster","Daniel",431,"BAAD: a biomass and allometry database for woody plants","Betula alleghaneinsis",3013423,NA,"http://doi.org/10.1139/x10-248","44","-71","7.3","9.45","10.1139/x10-248","0.105","d.bh"
