"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1981/1982",1982,2466,2590.5,134.991582498597,5.85174521927739
"1982/1983",1983,2095,2277,129.159624478042,7.7872640439397
"1983/1984",1984,2559,2296.5,131.776096915746,5.86333326933285
"1984/1985",1985,2273,2071,116.916043308984,5.3972876822655
"1985/1986",1986,2282,2186,120.832051342546,5.50719334018628
"1986/1987",1987,2093,2178.5,124.072061644455,5.87226408674329
"1987/1988",1988,2764,2687,138.653578741466,7.50873229358818
"1988/1989",1989,2264,2529.5,131.827572790987,8.16889139390023
"1989/1990",1990,2345,2523,128.113157161078,8.00886781257138
"1990/1991",1991,2319,2253,125.787508759993,6.77617916087884
"1991/1992",1992,2701,2887.5,137.864172585612,6.61239428545388
"1992/1993",1993,2199,2341.5,125.595148039932,7.48502348465757
"1993/1994",1994,2231,2864.5,136.957728206987,8.02363196318477
"1994/1995",1995,2233,2185.5,120.217965496757,8.44908006688281
"1995/1996",1996,2056,1870.5,114.160767256347,5.93530509871007
"1996/1997",1997,2569,2588.5,133.239629776934,6.95249991165474
"1997/1998",1998,2102,2392.5,128.870770887972,8.18799516705814
"1998/1999",1999,2394,2515.5,131.649921930737,7.2895517909135
"1999/2000",2000,2335,2771.5,134.721457892338,7.95582148547289
"2000/2001",2001,2314,2262,124.990426426941,8.61193383682765
"2001/2002",2002,2186,2874.5,140.014189321821,8.27275931610691
"2002/2003",2003,2478,2349.5,128.482071751779,7.42981122174072
"2003/2004",2004,2350,2123,123.553625055827,7.08154920454491
"2004/2005",2005,1896,1954,115.526550578691,6.97009425088412
"2005/2006",2006,1992,1880,116.595729886343,6.03985842261991
"2006/2007",2007,2448,2720.5,129.309393466959,10.4530422862417
"2007/2008",2008,2509,2673.5,138.794502684458,7.51100928884244
"2008/2009",2009,2283,2201,119.424544965545,7.22384424521236
"2009/2010",2010,1951,2015,112.416706338722,7.04646217370546
"2010/2011",2011,2466,2384,128.756207997699,7.53863197402537
"2011/2012",2012,2383,2650,131.003736294094,7.58610318387758
"2012/2013",2013,2367,2215,125.635940186722,6.86908010219856
"1978/1979",1979,2628,2776,133.852930744044,5.07974995351397
"1979/1980",1980,2595,2761,134.967905558887,6.8982158753094
"1980/1981",1981,2011,1975.5,119.707699272908,6.34509426485396
"1981/1982",1982,2386,2750,137.088883496477,5.85174521927739
"1982/1983",1983,2104,2305,126.647730545313,7.7872640439397
"1983/1984",1984,2616,2528,132.361614759527,5.86333326933285
"1984/1985",1985,2236,2223.5,120.687575230784,5.3972876822655
"1985/1986",1986,2295,2329.5,123.360952242068,5.50719334018628
"1986/1987",1987,2009,2296,124.946641537001,5.87226408674329
"1987/1988",1988,2692,2878.5,135.16250253761,7.50873229358818
"1988/1989",1989,2192,2545.5,130.344068455119,8.16889139390023
"1989/1990",1990,2278,2548,127.338895972665,8.00886781257138
"1990/1991",1991,2308,2387,125.897369097602,6.77617916087884
"1991/1992",1992,2610,3009.5,137.448944414215,6.61239428545388
"1992/1993",1993,2005,2363,127.465859405532,7.48502348465757
"1993/1994",1994,2011,2781,134.469083741083,8.02363196318477
"1994/1995",1995,2254,2236.5,119.109659873977,8.44908006688281
"1995/1996",1996,2167,1992.5,115.026005505517,5.93530509871007
"1996/1997",1997,2412,2727,134.70039767141,6.95249991165474
"1997/1998",1998,2016,2380.5,125.993149228536,8.18799516705814
"1998/1999",1999,2293,2612.5,129.570456517792,7.2895517909135
"1999/2000",2000,2173,2718,131.404262909594,7.95582148547289
"2000/2001",2001,2301,2344,121.97060890039,8.61193383682765
"2001/2002",2002,1932,2747.5,136.032858772255,8.27275931610691
"2002/2003",2003,2444,2506,128.837717299755,7.42981122174072
"2003/2004",2004,2348,2287,122.38867380459,7.08154920454491
"2004/2005",2005,1909,2015,114.550445717053,6.97009425088412
"2005/2006",2006,2017,1908.5,116.603610955544,6.03985842261991
"2006/2007",2007,2238,2673.5,126.544720804042,10.4530422862417
"2007/2008",2008,2382,2734.5,136.857602375205,7.51100928884244
"2008/2009",2009,2245,2274,119.266749345035,7.22384424521236
"2009/2010",2010,1942,2033.5,114.973877959033,7.04646217370546
"2010/2011",2011,2387,2498.5,129.175831162223,7.53863197402537
"2011/2012",2012,2126,2646,130.760942468848,7.58610318387758
"2012/2013",2013,2360,2344,123.005678702582,6.86908010219856
"1978/1979",1979,2499,2900,133.270165405874,5.07974995351397
"1979/1980",1980,2524,2819.5,134.571679713807,6.8982158753094
"1980/1981",1981,2024,1989,115.450136623732,6.34509426485396
"1981/1982",1982,2250,2734,134.866788106721,5.85174521927739
"1982/1983",1983,2007,2249.5,125.059172931374,7.7872640439397
"1983/1984",1984,2663,2686,130.918630032286,5.86333326933285
"1984/1985",1985,2205,2335,122.451587734926,5.3972876822655
"1985/1986",1986,2186,2397,123.804644222297,5.50719334018628
"1986/1987",1987,1909,2289,124.251819666667,5.87226408674329
"1987/1988",1988,2566,2906,134.360708340865,7.50873229358818
"1988/1989",1989,2144,2438,125.112307135709,8.16889139390023
"1989/1990",1990,2159,2431.5,126.657268481381,8.00886781257138
"1990/1991",1991,2304,2443,127.830645600999,6.77617916087884
"1991/1992",1992,2355,2989.5,135.755545317977,6.61239428545388
"1992/1993",1993,1875,2280,121.872357933304,7.48502348465757
"1993/1994",1994,1752,2546,129.995128856811,8.02363196318477
"1994/1995",1995,2212,2222,118.644025725828,8.44908006688281
"1995/1996",1996,2251,2104,115.692432632145,5.93530509871007
"1996/1997",1997,2312,2714,131.759625656283,6.95249991165474
