"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1979/1980",1980,2647,2501.5,132.860197890925,4.8982158753094
"1980/1981",1981,1998,1900.5,120.675939153368,4.34509426485396
"1981/1982",1982,2466,2590.5,134.991582498597,3.85174521927739
"1982/1983",1983,2095,2277,129.159624478042,5.7872640439397
"1983/1984",1984,2559,2296.5,131.776096915746,3.86333326933285
"1984/1985",1985,2273,2071,116.916043308984,3.3972876822655
"1985/1986",1986,2282,2186,120.832051342546,3.50719334018628
"1986/1987",1987,2093,2178.5,124.072061644455,3.87226408674329
"1987/1988",1988,2764,2687,138.653578741466,5.50873229358818
"1988/1989",1989,2264,2529.5,131.827572790987,6.16889139390023
"1989/1990",1990,2345,2523,128.113157161078,6.00886781257138
"1990/1991",1991,2319,2253,125.787508759993,4.77617916087884
"1991/1992",1992,2701,2887.5,137.864172585612,4.61239428545388
"1992/1993",1993,2199,2341.5,125.595148039932,5.48502348465757
"1993/1994",1994,2231,2864.5,136.957728206987,6.02363196318477
"1994/1995",1995,2233,2185.5,120.217965496757,6.44908006688281
"1995/1996",1996,2056,1870.5,114.160767256347,3.93530509871007
"1996/1997",1997,2569,2588.5,133.239629776934,4.95249991165474
"1997/1998",1998,2102,2392.5,128.870770887972,6.18799516705814
"1998/1999",1999,2394,2515.5,131.649921930737,5.2895517909135
"1999/2000",2000,2335,2771.5,134.721457892338,5.95582148547289
"2000/2001",2001,2314,2262,124.990426426941,6.61193383682765
"2001/2002",2002,2186,2874.5,140.014189321821,6.27275931610691
"2002/2003",2003,2478,2349.5,128.482071751779,5.42981122174072
"2003/2004",2004,2350,2123,123.553625055827,5.08154920454491
"2004/2005",2005,1896,1954,115.526550578691,4.97009425088412
"2005/2006",2006,1992,1880,116.595729886343,4.03985842261991
"2006/2007",2007,2448,2720.5,129.309393466959,8.45304228624171
"2007/2008",2008,2509,2673.5,138.794502684458,5.51100928884244
"2008/2009",2009,2283,2201,119.424544965545,5.22384424521236
"2009/2010",2010,1951,2015,112.416706338722,5.04646217370546
"2010/2011",2011,2466,2384,128.756207997699,5.53863197402537
"2011/2012",2012,2383,2650,131.003736294094,5.58610318387758
"2012/2013",2013,2367,2215,125.635940186722,4.86908010219856
