"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1979/1980",1980,2565,2209,130.48150351061,3.8982158753094
"1980/1981",1981,1918,1785,116.249621154081,3.34509426485396
"1981/1982",1982,2471,2357,131.339824388239,2.85174521927739
"1982/1983",1983,2094,2169,126.417563787142,4.7872640439397
"1983/1984",1984,2365,2090,129.86583863014,2.86333326933285
"1984/1985",1985,2126,1894,116.039169795178,2.3972876822655
"1985/1986",1986,2219,1988,120.283776132297,2.50719334018628
"1986/1987",1987,2124,2054,118.564210144619,2.87226408674329
"1987/1988",1988,2713,2424,136.878099371857,4.50873229358818
"1988/1989",1989,2377,2437,128.208607656455,5.16889139390023
"1989/1990",1990,2454,2341,126.115846084476,5.00886781257138
"1990/1991",1991,2229,2050.5,119.676310988171,3.77617916087884
"1991/1992",1992,2789,2602.5,136.771026318105,3.61239428545388
"1992/1993",1993,2278,2236,122.791981759316,4.48502348465757
"1993/1994",1994,2497,2844.5,141.770059270172,5.02363196318477
"1994/1995",1995,2177,2064,120.057735504207,5.44908006688281
"1995/1996",1996,1878,1687,113.00800405897,2.93530509871007
"1996/1997",1997,2612,2389,131.673628071249,3.95249991165474
"1997/1998",1998,2138,2371.5,126.79396448468,5.18799516705814
"1998/1999",1999,2438,2354.5,131.227265884397,4.2895517909135
"1999/2000",2000,2499,2733,135.85227498294,4.95582148547289
"2000/2001",2001,2257,2159,120.018339399123,5.61193383682765
"2001/2002",2002,2445,2884,137.87357355125,5.27275931610691
"2002/2003",2003,2435,2141.5,127.022043496802,4.42981122174072
"2003/2004",2004,2202,1943.5,120.90643754736,4.08154920454491
"2004/2005",2005,1920,1859,111.961901894375,3.97009425088412
"2005/2006",2006,1858,1846,117.739133416314,3.03985842261991
"2006/2007",2007,2631,2602,128.28013202195,7.45304228624171
"2007/2008",2008,2544,2589,138.336660360503,4.51100928884244
"2008/2009",2009,2265,2030.5,121.294091537845,4.22384424521236
"2009/2010",2010,1997,1890,114.185033743343,4.04646217370546
"2010/2011",2011,2448,2229,127.228052521197,4.53863197402537
"2011/2012",2012,2498,2544.5,132.55656751672,4.58610318387758
"2012/2013",2013,2243,2041.5,122.234871200782,3.86908010219856
