"LastName","FirstName","SpeciesName","ObservationID","DatasetID","Dataset","Altitude","Canopy position: sun vers. Shade leaf qualifier","Exposition","Latitude","Longitude","Plant developmental status / plant age / maturity / plant life stage","Trait","value"
"Lukes","Petr","Picea abies",2471516,311,"Structural and biochemical leaf traits of boreal tree species in Finland ","180","Canopy position","natural environment","61.851581","24.294763","juvenile","LDMC","20.96398495"
"Lukes","Petr","Picea abies",2471517,311,"Structural and biochemical leaf traits of boreal tree species in Finland ","180","Canopy position","natural environment","61.851581","24.294763","mature","LDMC","49.16201117"
"Lukes","Petr","Picea abies",2471518,311,"Structural and biochemical leaf traits of boreal tree species in Finland ","180","Canopy position","natural environment","61.851581","24.294763","mature","LDMC","45.47011801"
"Lukes","Petr","Picea abies",2471519,311,"Structural and biochemical leaf traits of boreal tree species in Finland ","180","Canopy position","natural environment","61.851581","24.294763","juvenile","LDMC","23.63319116"
"Lukes","Petr","Picea abies",2471520,311,"Structural and biochemical leaf traits of boreal tree species in Finland ","180","Canopy position","natural environment","61.851581","24.294763","mature","LDMC","44.63201821"
"Lukes","Petr","Picea abies",2471521,311,"Structural and biochemical leaf traits of boreal tree species in Finland ","180","Canopy position","natural environment","61.851581","24.294763","mature","LDMC","51.01571483"
"Lukes","Petr","Picea abies",2471522,311,"Structural and biochemical leaf traits of boreal tree species in Finland ","180","Canopy position","natural environment","61.851581","24.294763","juvenile","LDMC","20.5166326"
"Lukes","Petr","Picea abies",2471523,311,"Structural and biochemical leaf traits of boreal tree species in Finland ","180","Canopy position","natural environment","61.851581","24.294763","mature","LDMC","49.61197339"
"Lukes","Petr","Picea abies",2471524,311,"Structural and biochemical leaf traits of boreal tree species in Finland ","180","Canopy position","natural environment","61.851581","24.294763","mature","LDMC","52.75921329"
"Lukes","Petr","Picea abies",2471525,311,"Structural and biochemical leaf traits of boreal tree species in Finland ","169","Canopy position","natural environment","61.861547","24.312136","juvenile","LDMC","27.64671476"
"Lukes","Petr","Picea abies",2471526,311,"Structural and biochemical leaf traits of boreal tree species in Finland ","169","Canopy position","natural environment","61.861547","24.312136","mature","LDMC","51.08855787"
"Lukes","Petr","Picea abies",2471527,311,"Structural and biochemical leaf traits of boreal tree species in Finland ","169","Canopy position","natural environment","61.861547","24.312136","mature","LDMC","49.85008995"
