"LastName","FirstName","DatasetID","Dataset","SpeciesName","ObservationID","Altitude","Latitude","Location Site ID","Longitude","Trait","value"
"Wright","Ian",65,"Overton/Wright New Zealand Database","Sorbus aucuparia",754092,"130","-43.7753","WaiporiRiver","171.0536","Plant height vegetative","40"
