Tray location,Species,Strat length (days),"Temp (from lowest to highest temperature treatments: LL, LM, HM, HH) ",individual,Collection location,Substrate
31d8,CHEMAJ,60,HM,EU08,"Bois de Boulogne, Paris, France",Soil
31d9,CHEMAJ,60,HM,EU29,"Grenoble, France",Soil
31e1,PLAMAJ,60,HM,US25,Walden,Soil
31e10,RUMCRI,60,HM,EU05,"Grenoble, France",Soil
31e11,TAROFF,60,HM,EU01,"Grenoble, France",Soil
31e2,PLAMAJ,60,HM,US205,Arnold Arboretum ,Soil
31e3,PLAMAJ,60,HM,EU01,"Schaan, Liechtenstein",Soil
31e4,PLAMAJ,60,HM,EU08,"Grenoble, France",Soil
31e5,PLAMED,60,HM,EU05,"Le Tretien, Switzerland",Soil
31e6,CAPBUR,30,HM,US01,Harvard Forest,Soil
31e7,DACGLO,60,HM,EU40,"Tacconaz, France",Soil
31e8,CHEMAJ,60,HM,EU08,"Bois de Boulogne, Paris, France",Soil
31e9,CHEMAJ,60,HM,EU29,"Grenoble, France",Soil
31f1,PLAMAJ,60,HM,US25,Walden,Soil
31f10,RUMCRI,60,HM,EU05,"Grenoble, France",Soil
31f11,TAROFF,60,HM,EU01,"Grenoble, France",Soil
31f2,PLAMAJ,60,HM,US205,Arnold Arboretum ,Soil
31f3,PLAMAJ,60,HM,EU01,"Schaan, Liechtenstein",Soil
31f4,PLAMAJ,60,HM,EU08,"Grenoble, France",Soil
31f5,CAPBUR,30,HM,US02,Harvard Forest,Soil
31f6,CAPBUR,30,HM,US01,Harvard Forest,Soil
31f7,DACGLO,60,HM,EU40,"Tacconaz, France",Soil
31f8,CHEMAJ,60,HM,EU08,"Bois de Boulogne, Paris, France",Soil
31f9,RUMCRI,60,HM,EU03,"Grenoble, France",Soil
32a10,RUMCRI,60,HH,EU03,"Grenoble, France",Soil
32a11,RUMCRI,60,HH,EU05,"Grenoble, France",Soil
32a12,TAROFF,60,HH,EU01,"Grenoble, France",Soil
32a2,PLAMAJ,60,HH,US25,Walden,Soil
32a3,PLAMAJ,60,HH,US205,Arnold Arboretum ,Soil
32a4,PLAMAJ,60,HH,EU01,"Schaan, Liechtenstein",Soil
32a5,PLAMED,60,HH,EU05,"Le Tretien, Switzerland",Soil
32a6,CAPBUR,30,HH,US02,Harvard Forest,Soil
32a7,CAPBUR,30,HH,US01,Harvard Forest,Soil
32a8,DACGLO,60,HH,EU40,"Tacconaz, France",Soil
32a9,CHEMAJ,60,HH,EU29,"Grenoble, France",Soil
32b10,RUMCRI,60,HH,EU03,"Grenoble, France",Soil
32b11,RUMCRI,60,HH,EU05,"Grenoble, France",Soil
32b12,TAROFF,60,HH,EU01,"Grenoble, France",Soil
32b2,PLAMAJ,60,HH,US25,Walden,Soil
32b3,PLAMAJ,60,HH,US205,Arnold Arboretum ,Soil
32b4,PLAMAJ,60,HH,EU08,"Grenoble, France",Soil
32b5,PLAMED,60,HH,EU05,"Le Tretien, Switzerland",Soil
32b6,CAPBUR,30,HH,US02,Harvard Forest,Soil
32b7,CAPBUR,30,HH,US01,Harvard Forest,Soil
32b8,CHEMAJ,60,HH,EU08,"Bois de Boulogne, Paris, France",Soil
32b9,CHEMAJ,60,HH,EU29,"Grenoble, France",Soil
32c10,RUMCRI,60,HH,EU03,"Grenoble, France",Soil
32c11,RUMCRI,60,HH,EU05,"Grenoble, France",Soil
32c2,PLAMAJ,60,HH,US25,Walden,Soil
32c3,PLAMAJ,60,HH,EU01,"Schaan, Liechtenstein",Soil
32c4,PLAMAJ,60,HH,EU08,"Grenoble, France",Soil
32c5,PLAMED,60,HH,EU05,"Le Tretien, Switzerland",Soil
32c6,CAPBUR,30,HH,US02,Harvard Forest,Soil
32c7,CAPBUR,30,HH,US01,Harvard Forest,Soil
32c8,CHEMAJ,60,HH,EU08,"Bois de Boulogne, Paris, France",Soil
32c9,CHEMAJ,60,HH,EU29,"Grenoble, France",Soil
32d10,RUMCRI,60,HH,EU03,"Grenoble, France",Soil
32d11,TAROFF,60,HH,EU01,"Grenoble, France",Soil
32d2,PLAMAJ,60,HH,US205,Arnold Arboretum ,Soil
32d3,PLAMAJ,60,HH,EU01,"Schaan, Liechtenstein",Soil
32d4,PLAMAJ,60,HH,EU08,"Grenoble, France",Soil
32d5,PLAMED,60,HH,EU05,"Le Tretien, Switzerland",Soil
32d6,CAPBUR,30,HH,US02,Harvard Forest,Soil
32d7,DACGLO,60,HH,EU40,"Tacconaz, France",Soil
32d8,CHEMAJ,60,HH,EU08,"Bois de Boulogne, Paris, France",Soil
32d9,CHEMAJ,60,HH,EU29,"Grenoble, France",Soil
32e1,PLAMAJ,60,HH,US25,Walden,Soil
32e10,RUMCRI,60,HH,EU05,"Grenoble, France",Soil
32e11,TAROFF,60,HH,EU01,"Grenoble, France",Soil
32e2,PLAMAJ,60,HH,US205,Arnold Arboretum ,Soil
32e3,PLAMAJ,60,HH,EU01,"Schaan, Liechtenstein",Soil
32e4,PLAMAJ,60,HH,EU08,"Grenoble, France",Soil
32e5,PLAMED,60,HH,EU05,"Le Tretien, Switzerland",Soil
32e6,CAPBUR,30,HH,US01,Harvard Forest,Soil
32e7,DACGLO,60,HH,EU40,"Tacconaz, France",Soil
32e8,CHEMAJ,60,HH,EU08,"Bois de Boulogne, Paris, France",Soil
32e9,CHEMAJ,60,HH,EU29,"Grenoble, France",Soil
32f1,PLAMAJ,60,HH,US25,Walden,Soil
32f10,RUMCRI,60,HH,EU05,"Grenoble, France",Soil
32f11,TAROFF,60,HH,EU01,"Grenoble, France",Soil
32f2,PLAMAJ,60,HH,US205,Arnold Arboretum ,Soil
32f3,PLAMAJ,60,HH,EU01,"Schaan, Liechtenstein",Soil
32f4,PLAMAJ,60,HH,EU08,"Grenoble, France",Soil
32f5,CAPBUR,30,HH,US02,Harvard Forest,Soil
32f6,CAPBUR,30,HH,US01,Harvard Forest,Soil
32f7,DACGLO,60,HH,EU40,"Tacconaz, France",Soil
32f8,CHEMAJ,60,HH,EU08,"Bois de Boulogne, Paris, France",Soil
32f9,RUMCRI,60,HH,EU03,"Grenoble, France",Soil
3a5,PLALAN,60,HM,US05,Walden,Soil
3a6,PLALAN,60,HM,US25,Arnold Arboretum ,Soil
3a7,PLALAN,60,HM,US27,Arnold Arboretum ,Soil
3b5,PLALAN,60,HM,US20,Arnold Arboretum ,Soil
3b6,PLALAN,60,HM,US25,Arnold Arboretum ,Soil
3b7,PLALAN,60,HM,US27,Arnold Arboretum ,Soil
3c4,PLALAN,60,HM,US01,Walden,Soil
3c5,PLALAN,60,HM,US21,Arnold Arboretum ,Soil
3c6,PLALAN,60,HM,US25,Arnold Arboretum ,Soil
3c7,PLALAN,60,HM,US27,Arnold Arboretum ,Soil
3d4,PLALAN,60,HM,US02,Walden,Soil
3d5,PLALAN,60,HM,US24,Arnold Arboretum ,Soil
3d6,PLALAN,60,HM,US25,Arnold Arboretum ,Soil
3d7,PLALAN,60,HM,US27,Arnold Arboretum ,Soil
3e4,PLALAN,60,HM,US03,Walden,Soil
3e5,PLALAN,60,HM,US25,Arnold Arboretum ,Soil
3e6,PLALAN,60,HM,US27,Arnold Arboretum ,Soil
3f4,PLALAN,60,HM,US03,Walden,Soil
3f5,PLALAN,60,HM,US25,Arnold Arboretum ,Soil
3f6,PLALAN,60,HM,US27,Arnold Arboretum ,Soil
4a5,PLALAN,60,HH,US05,Walden,Soil
4a6,PLALAN,60,HH,US25,Arnold Arboretum ,Soil
4a7,PLALAN,60,HH,US27,Arnold Arboretum ,Soil
4b5,PLALAN,60,HH,US20,Arnold Arboretum ,Soil
4b6,PLALAN,60,HH,US25,Arnold Arboretum ,Soil
4b7,PLALAN,60,HH,US27,Arnold Arboretum ,Soil
4c4,PLALAN,60,HH,US01,Walden,Soil
4c5,PLALAN,60,HH,US21,Arnold Arboretum ,Soil
4c6,PLALAN,60,HH,US25,Arnold Arboretum ,Soil
4c7,PLALAN,60,HH,US27,Arnold Arboretum ,Soil
4d4,PLALAN,60,HH,US02,Walden,Soil
4d5,PLALAN,60,HH,US24,Arnold Arboretum ,Soil
4d6,PLALAN,60,HH,US25,Arnold Arboretum ,Soil
4d7,PLALAN,60,HH,US27,Arnold Arboretum ,Soil
4e4,PLALAN,60,HH,US03,Walden,Soil
4e5,PLALAN,60,HH,US25,Arnold Arboretum ,Soil
4e6,PLALAN,60,HH,US27,Arnold Arboretum ,Soil
4f4,PLALAN,60,HH,US03,Walden,Soil
4f5,PLALAN,60,HH,US25,Arnold Arboretum ,Soil
4f6,PLALAN,60,HH,US27,Arnold Arboretum ,Soil
5a10,CAPBUR,60,LL,EU13,"Copenhagen, Denmark",Soil
5a11,PLACOR,60,LL,EU04,"Vlieland, The Netherlands",Soil
5a12,DACGLO,60,LL,EU06,"Bois de Boulogne, Paris, France",Soil
5a3,PLALAN,30,LL,US01,Walden,Soil
5a4,PLALAN,30,LL,US21,Arnold Arboretum ,Soil
5a5,PLALAN,30,LL,US25,Arnold Arboretum ,Soil
5a6,PLALAN,30,LL,US27,Arnold Arboretum ,Soil
5a8,DACGLO,60,LL,US22,Arnold Arboretum ,Soil
5a9,CAPBUR,60,LL,EU07,"Leer, Germany",Soil
5b10,PLACOR,60,LL,EU01,"Vlieland, The Netherlands",Soil
5b11,PLACOR,60,LL,EU04,"Vlieland, The Netherlands",Soil
5b12,DACGLO,60,LL,EU06,"Bois de Boulogne, Paris, France",Soil
5b3,PLALAN,30,LL,US02,Walden,Soil
5b4,PLALAN,30,LL,US24,Arnold Arboretum ,Soil
5b5,PLALAN,30,LL,US25,Arnold Arboretum ,Soil
5b6,PLALAN,30,LL,US27,Arnold Arboretum ,Soil
5b8,DACGLO,60,LL,US22,Arnold Arboretum ,Soil
5b9,CAPBUR,60,LL,EU07,"Leer, Germany",Soil
5c10,PLACOR,60,LL,EU01,"Vlieland, The Netherlands",Soil
5c11,PLACOR,60,LL,EU04,"Vlieland, The Netherlands",Soil
5c12,DACGLO,60,LL,EU06,"Bois de Boulogne, Paris, France",Soil
5c3,PLALAN,30,LL,US03,Walden,Soil
5c4,PLALAN,30,LL,US25,Arnold Arboretum ,Soil
5c5,PLALAN,30,LL,US27,Arnold Arboretum ,Soil
5c8,DACGLO,60,LL,US22,Arnold Arboretum ,Soil
5c9,CAPBUR,60,LL,EU13,"Copenhagen, Denmark",Soil
5d10,PLACOR,60,LL,EU01,"Vlieland, The Netherlands",Soil
5d11,PLACOR,60,LL,EU04,"Vlieland, The Netherlands",Soil
5d3,PLALAN,30,LL,US03,Walden,Soil
5d4,PLALAN,30,LL,US25,Arnold Arboretum ,Soil
5d5,PLALAN,30,LL,US27,Arnold Arboretum ,Soil
5d8,CAPBUR,60,LL,EU07,"Leer, Germany",Soil
5d9,CAPBUR,60,LL,EU13,"Copenhagen, Denmark",Soil
5e10,PLACOR,60,LL,EU01,"Vlieland, The Netherlands",Soil
5e11,PLACOR,60,LL,EU04,"Vlieland, The Netherlands",Soil
5e3,PLALAN,30,LL,US05,Walden,Soil
5e4,PLALAN,30,LL,US25,Arnold Arboretum ,Soil
5e5,PLALAN,30,LL,US27,Arnold Arboretum ,Soil
5e7,DACGLO,60,LL,US22,Arnold Arboretum ,Soil
5e8,CAPBUR,60,LL,EU07,"Leer, Germany",Soil
5e9,CAPBUR,60,LL,EU13,"Copenhagen, Denmark",Soil
5f10,PLACOR,60,LL,EU01,"Vlieland, The Netherlands",Soil
5f11,DACGLO,60,LL,EU06,"Bois de Boulogne, Paris, France",Soil
5f3,PLALAN,30,LL,US20,Arnold Arboretum ,Soil
5f4,PLALAN,30,LL,US25,Arnold Arboretum ,Soil
5f5,PLALAN,30,LL,US27,Arnold Arboretum ,Soil
5f7,DACGLO,60,LL,US22,Arnold Arboretum ,Soil
5f8,CAPBUR,60,LL,EU07,"Leer, Germany",Soil
5f9,CAPBUR,60,LL,EU13,"Copenhagen, Denmark",Soil
6a10,CAPBUR,60,LM,EU13,"Copenhagen, Denmark",Soil
6a11,PLACOR,60,LM,EU04,"Vlieland, The Netherlands",Soil
6a12,DACGLO,60,LM,EU06,"Bois de Boulogne, Paris, France",Soil
6a3,PLALAN,30,LM,US01,Walden,Soil
6a4,PLALAN,30,LM,US21,Arnold Arboretum ,Soil
6a5,PLALAN,30,LM,US25,Arnold Arboretum ,Soil
6a6,PLALAN,30,LM,US27,Arnold Arboretum ,Soil
6a8,DACGLO,60,LM,US22,Arnold Arboretum ,Soil
6a9,CAPBUR,60,LM,EU07,"Leer, Germany",Soil
6b10,PLACOR,60,LM,EU01,"Vlieland, The Netherlands",Soil
6b11,PLACOR,60,LM,EU04,"Vlieland, The Netherlands",Soil
6b12,DACGLO,60,LM,EU06,"Bois de Boulogne, Paris, France",Soil
6b3,PLALAN,30,LM,US02,Walden,Soil
6b4,PLALAN,30,LM,US24,Arnold Arboretum ,Soil
6b5,PLALAN,30,LM,US25,Arnold Arboretum ,Soil
6b6,PLALAN,30,LM,US27,Arnold Arboretum ,Soil
6b8,DACGLO,60,LM,US22,Arnold Arboretum ,Soil
6b9,CAPBUR,60,LM,EU07,"Leer, Germany",Soil
6c10,PLACOR,60,LM,EU01,"Vlieland, The Netherlands",Soil
6c11,PLACOR,60,LM,EU04,"Vlieland, The Netherlands",Soil
6c12,DACGLO,60,LM,EU06,"Bois de Boulogne, Paris, France",Soil
6c3,PLALAN,30,LM,US03,Walden,Soil
6c4,PLALAN,30,LM,US25,Arnold Arboretum ,Soil
6c5,PLALAN,30,LM,US27,Arnold Arboretum ,Soil
6c8,DACGLO,60,LM,US22,Arnold Arboretum ,Soil
6c9,CAPBUR,60,LM,EU13,"Copenhagen, Denmark",Soil
6d10,PLACOR,60,LM,EU01,"Vlieland, The Netherlands",Soil
6d11,PLACOR,60,LM,EU04,"Vlieland, The Netherlands",Soil
6d3,PLALAN,30,LM,US03,Walden,Soil
6d4,PLALAN,30,LM,US25,Arnold Arboretum ,Soil
6d5,PLALAN,30,LM,US27,Arnold Arboretum ,Soil
6d8,CAPBUR,60,LM,EU07,"Leer, Germany",Soil
6d9,CAPBUR,60,LM,EU13,"Copenhagen, Denmark",Soil
6e10,PLACOR,60,LM,EU01,"Vlieland, The Netherlands",Soil
6e11,PLACOR,60,LM,EU04,"Vlieland, The Netherlands",Soil
6e3,PLALAN,30,LM,US05,Walden,Soil
6e4,PLALAN,30,LM,US25,Arnold Arboretum ,Soil
6e5,PLALAN,30,LM,US27,Arnold Arboretum ,Soil
6e7,DACGLO,60,LM,US22,Arnold Arboretum ,Soil
6e8,CAPBUR,60,LM,EU07,"Leer, Germany",Soil
6e9,CAPBUR,60,LM,EU13,"Copenhagen, Denmark",Soil
6f10,PLACOR,60,LM,EU01,"Vlieland, The Netherlands",Soil
6f11,DACGLO,60,LM,EU06,"Bois de Boulogne, Paris, France",Soil
6f3,PLALAN,30,LM,US20,Arnold Arboretum ,Soil
6f4,PLALAN,30,LM,US25,Arnold Arboretum ,Soil
6f5,PLALAN,30,LM,US27,Arnold Arboretum ,Soil
6f7,DACGLO,60,LM,US22,Arnold Arboretum ,Soil
6f8,CAPBUR,60,LM,EU07,"Leer, Germany",Soil
6f9,CAPBUR,60,LM,EU13,"Copenhagen, Denmark",Soil
7a10,CAPBUR,60,HM,EU13,"Copenhagen, Denmark",Soil
7a11,PLACOR,60,HM,EU04,"Vlieland, The Netherlands",Soil
7a12,DACGLO,60,HM,EU06,"Bois de Boulogne, Paris, France",Soil
7a3,PLALAN,30,HM,US01,Walden,Soil
7a4,PLALAN,30,HM,US21,Arnold Arboretum ,Soil
7a5,PLALAN,30,HM,US25,Arnold Arboretum ,Soil
7a6,PLALAN,30,HM,US27,Arnold Arboretum ,Soil
7a8,DACGLO,60,HM,US22,Arnold Arboretum ,Soil
7a9,CAPBUR,60,HM,EU07,"Leer, Germany",Soil
7b10,PLACOR,60,HM,EU01,"Vlieland, The Netherlands",Soil
7b11,PLACOR,60,HM,EU04,"Vlieland, The Netherlands",Soil
7b12,DACGLO,60,HM,EU06,"Bois de Boulogne, Paris, France",Soil
7b3,PLALAN,30,HM,US02,Walden,Soil
7b4,PLALAN,30,HM,US24,Arnold Arboretum ,Soil
7b5,PLALAN,30,HM,US25,Arnold Arboretum ,Soil
7b6,PLALAN,30,HM,US27,Arnold Arboretum ,Soil
7b8,DACGLO,60,HM,US22,Arnold Arboretum ,Soil
7b9,CAPBUR,60,HM,EU07,"Leer, Germany",Soil
7c10,PLACOR,60,HM,EU01,"Vlieland, The Netherlands",Soil
7c11,PLACOR,60,HM,EU04,"Vlieland, The Netherlands",Soil
7c12,DACGLO,60,HM,EU06,"Bois de Boulogne, Paris, France",Soil
7c3,PLALAN,30,HM,US03,Walden,Soil
7c4,PLALAN,30,HM,US25,Arnold Arboretum ,Soil
7c5,PLALAN,30,HM,US27,Arnold Arboretum ,Soil
7c8,DACGLO,60,HM,US22,Arnold Arboretum ,Soil
7c9,CAPBUR,60,HM,EU13,"Copenhagen, Denmark",Soil
7d10,PLACOR,60,HM,EU01,"Vlieland, The Netherlands",Soil
7d11,PLACOR,60,HM,EU04,"Vlieland, The Netherlands",Soil
7d3,PLALAN,30,HM,US03,Walden,Soil
7d4,PLALAN,30,HM,US25,Arnold Arboretum ,Soil
7d5,PLALAN,30,HM,US27,Arnold Arboretum ,Soil
7d8,CAPBUR,60,HM,EU07,"Leer, Germany",Soil
7d9,CAPBUR,60,HM,EU13,"Copenhagen, Denmark",Soil
7e10,PLACOR,60,HM,EU01,"Vlieland, The Netherlands",Soil
7e11,PLACOR,60,HM,EU04,"Vlieland, The Netherlands",Soil
7e3,PLALAN,30,HM,US05,Walden,Soil
7e4,PLALAN,30,HM,US25,Arnold Arboretum ,Soil
7e5,PLALAN,30,HM,US27,Arnold Arboretum ,Soil
7e7,DACGLO,60,HM,US22,Arnold Arboretum ,Soil
7e8,CAPBUR,60,HM,EU07,"Leer, Germany",Soil
7e9,CAPBUR,60,HM,EU13,"Copenhagen, Denmark",Soil
7f10,PLACOR,60,HM,EU01,"Vlieland, The Netherlands",Soil
7f11,DACGLO,60,HM,EU06,"Bois de Boulogne, Paris, France",Soil
7f3,PLALAN,30,HM,US20,Arnold Arboretum ,Soil
7f4,PLALAN,30,HM,US25,Arnold Arboretum ,Soil
7f5,PLALAN,30,HM,US27,Arnold Arboretum ,Soil
7f7,DACGLO,60,HM,US22,Arnold Arboretum ,Soil
7f8,CAPBUR,60,HM,EU07,"Leer, Germany",Soil
7f9,CAPBUR,60,HM,EU13,"Copenhagen, Denmark",Soil
8a10,CAPBUR,60,HH,EU13,"Copenhagen, Denmark",Soil
8a11,PLACOR,60,HH,EU04,"Vlieland, The Netherlands",Soil
8a12,DACGLO,60,HH,EU06,"Bois de Boulogne, Paris, France",Soil
8a3,PLALAN,30,HH,US01,Walden,Soil
8a4,PLALAN,30,HH,US21,Arnold Arboretum ,Soil
8a5,PLALAN,30,HH,US25,Arnold Arboretum ,Soil
8a6,PLALAN,30,HH,US27,Arnold Arboretum ,Soil
8a8,DACGLO,60,HH,US22,Arnold Arboretum ,Soil
8a9,CAPBUR,60,HH,EU07,"Leer, Germany",Soil
8b10,PLACOR,60,HH,EU01,"Vlieland, The Netherlands",Soil
8b11,PLACOR,60,HH,EU04,"Vlieland, The Netherlands",Soil
8b12,DACGLO,60,HH,EU06,"Bois de Boulogne, Paris, France",Soil
8b3,PLALAN,30,HH,US02,Walden,Soil
8b4,PLALAN,30,HH,US24,Arnold Arboretum ,Soil
8b5,PLALAN,30,HH,US25,Arnold Arboretum ,Soil
8b6,PLALAN,30,HH,US27,Arnold Arboretum ,Soil
8b8,DACGLO,60,HH,US22,Arnold Arboretum ,Soil
8b9,CAPBUR,60,HH,EU07,"Leer, Germany",Soil
8c10,PLACOR,60,HH,EU01,"Vlieland, The Netherlands",Soil
8c11,PLACOR,60,HH,EU04,"Vlieland, The Netherlands",Soil
8c12,DACGLO,60,HH,EU06,"Bois de Boulogne, Paris, France",Soil
8c3,PLALAN,30,HH,US03,Walden,Soil
8c4,PLALAN,30,HH,US25,Arnold Arboretum ,Soil
8c5,PLALAN,30,HH,US27,Arnold Arboretum ,Soil
8c8,DACGLO,60,HH,US22,Arnold Arboretum ,Soil
8c9,CAPBUR,60,HH,EU13,"Copenhagen, Denmark",Soil
8d10,PLACOR,60,HH,EU01,"Vlieland, The Netherlands",Soil
8d11,PLACOR,60,HH,EU04,"Vlieland, The Netherlands",Soil
8d3,PLALAN,30,HH,US03,Walden,Soil
8d4,PLALAN,30,HH,US25,Arnold Arboretum ,Soil
8d5,PLALAN,30,HH,US27,Arnold Arboretum ,Soil
8d8,CAPBUR,60,HH,EU07,"Leer, Germany",Soil
8d9,CAPBUR,60,HH,EU13,"Copenhagen, Denmark",Soil
8e10,PLACOR,60,HH,EU01,"Vlieland, The Netherlands",Soil
8e11,PLACOR,60,HH,EU04,"Vlieland, The Netherlands",Soil
8e3,PLALAN,30,HH,US05,Walden,Soil
8e4,PLALAN,30,HH,US25,Arnold Arboretum ,Soil
8e5,PLALAN,30,HH,US27,Arnold Arboretum ,Soil
8e7,DACGLO,60,HH,US22,Arnold Arboretum ,Soil
8e8,CAPBUR,60,HH,EU07,"Leer, Germany",Soil
8e9,CAPBUR,60,HH,EU13,"Copenhagen, Denmark",Soil
8f10,PLACOR,60,HH,EU01,"Vlieland, The Netherlands",Soil
8f11,DACGLO,60,HH,EU06,"Bois de Boulogne, Paris, France",Soil
8f3,PLALAN,30,HH,US20,Arnold Arboretum ,Soil
8f4,PLALAN,30,HH,US25,Arnold Arboretum ,Soil
8f5,PLALAN,30,HH,US27,Arnold Arboretum ,Soil
8f7,DACGLO,60,HH,US22,Arnold Arboretum ,Soil
8f8,CAPBUR,60,HH,EU07,"Leer, Germany",Soil
8f9,CAPBUR,60,HH,EU13,"Copenhagen, Denmark",Soil
9a1,PLALAN,30,LL,EU20,"Copenhagen, Denmark",Soil
9a10,PLAMAJ,30,LL,US205,Walden,Soil
9a11,PLAMAJ,30,LL,US205,Arnold Arboretum ,Soil
9a12,PLAMAJ,30,LL,EU01,"Schaan, Liechtenstein",Soil
9a2,PLALAN,30,LL,EU35,"Zell Am See, Austria",Soil
9a3,PLALAN,30,LL,EU22,"Copenhagen, Denmark",Soil
9a4,PLALAN,30,LL,EU44,"Podhom, Slovenia",Soil
9a5,CHEMAJ,30,LL,EU29,"Grenoble, France",Soil
9a6,RUMCRI,30,LL,EU03,"Grenoble, France",Soil
9a7,RUMCRI,30,LL,EU05,"Grenoble, France",Soil
9a8,TAROFF,30,LL,EU01,"Grenoble, France",Soil
9a9,TAROFF,30,LL,EU11,"Arna, Norway",Soil
9b1,PLALAN,30,LL,EU21,"Copenhagen, Denmark",Soil
9b10,PLAMAJ,30,LL,US25,Walden,Soil
9b11,PLAMAJ,30,LL,US205,Arnold Arboretum ,Soil
9b2,PLALAN,30,LL,EU37,"Zell Am See, Austria",Soil
9b3,PLALAN,30,LL,EU22,"Copenhagen, Denmark",Soil
9b4,PLALAN,30,LL,EU45,"Podhom, Slovenia",Soil
9b5,CHEMAJ,30,LL,EU29,"Grenoble, France",Soil
9b6,RUMCRI,30,LL,EU03,"Grenoble, France",Soil
9b7,RUMCRI,30,LL,EU05,"Grenoble, France",Soil
9b8,TAROFF,30,LL,EU01,"Grenoble, France",Soil
9b9,PLAMAJ,30,LL,US25,Walden,Soil
9c1,PLALAN,30,LL,EU22,"Copenhagen, Denmark",Soil
9c10,PLAMAJ,30,LL,US25,Walden,Soil
9c11,PLAMAJ,30,LL,EU01,"Schaan, Liechtenstein",Soil
9c2,PLALAN,30,LL,EU38,"Just below Enzianhutte, above Zell Am See, Austria",Soil
9c3,PLALAN,30,LL,EU22,"Copenhagen, Denmark",Soil
9c4,PLALAN,30,LL,EU46,"Podhom, Slovenia",Soil
9c5,CHEMAJ,30,LL,EU29,"Grenoble, France",Soil
9c6,RUMCRI,30,LL,EU03,"Grenoble, France",Soil
9c7,RUMCRI,30,LL,EU05,"Grenoble, France",Soil
9c8,TAROFF,30,LL,EU11,"Arna, Norway",Soil
9c9,PLAMAJ,30,LL,US25,Walden,Soil
9d1,PLALAN,30,LL,EU28,"Zell Am See, Austria",Soil
9d10,PLAMAJ,30,LL,US205,Arnold Arboretum ,Soil
9d11,PLAMAJ,30,LL,EU01,"Schaan, Liechtenstein",Soil
9d2,PLALAN,30,LL,EU39,"Just below Enzianhutte, above Zell Am See, Austria",Soil
9d3,PLALAN,30,LL,EU22,"Copenhagen, Denmark",Soil
9d4,PLALAN,30,LL,EU49,"Podhom, Slovenia",Soil
9d5,CHEMAJ,30,LL,EU29,"Grenoble, France",Soil
9d6,RUMCRI,30,LL,EU03,"Grenoble, France",Soil
9d7,TAROFF,30,LL,EU01,"Grenoble, France",Soil
9d8,TAROFF,30,LL,EU11,"Arna, Norway",Soil
9d9,PLAMAJ,30,LL,US25,Walden,Soil
9e1,PLALAN,30,LL,EU29,"Zell Am See, Austria",Soil
9e10,PLAMAJ,30,LL,US205,Arnold Arboretum ,Soil
9e11,PLAMAJ,30,LL,EU01,"Schaan, Liechtenstein",Soil
9e2,PLALAN,30,LL,EU40,"Just below Enzianhutte, above Zell Am See, Austria",Soil
9e3,PLALAN,30,LL,EU22,"Copenhagen, Denmark",Soil
9e4,PLALAN,30,LL,EU52,"Podhom, Slovenia",Soil
9e5,CHEMAJ,30,LL,EU29,"Grenoble, France",Soil
9e6,RUMCRI,30,LL,EU05,"Grenoble, France",Soil
9e7,TAROFF,30,LL,EU01,"Grenoble, France",Soil
9e8,TAROFF,30,LL,EU11,"Arna, Norway",Soil
9e9,PLAMAJ,30,LL,US25,Walden,Soil
9f1,PLALAN,30,LL,EU34,"Zell Am See, Austria",Soil
9f10,PLAMAJ,30,LL,US205,Arnold Arboretum ,Soil
9f11,PLAMAJ,30,LL,EU01,"Schaan, Liechtenstein",Soil
9f2,PLALAN,30,LL,EU41,"Just below Enzianhutte, above Zell Am See, Austria",Soil
9f3,PLALAN,30,LL,EU42,"Just below Enzianhutte, above Zell Am See, Austria",Soil
9f4,PLALAN,30,LL,EU53,"Divaca Kras, Slovenia",Soil
9f5,RUMCRI,30,LL,EU03,"Grenoble, France",Soil
9f6,RUMCRI,30,LL,EU05,"Grenoble, France",Soil
9f7,TAROFF,30,LL,EU01,"Grenoble, France",Soil
9f8,TAROFF,30,LL,EU11,"Arna, Norway",Soil
9f9,PLAMAJ,30,LL,US25,Walden,Soil
1d12,CAPBUR,60,LL,EU02,"Vlieland, The Netherlands",Filter
2d12,CAPBUR,60,LM,EU02,"Vlieland, The Netherlands",Filter
3d12,CAPBUR,60,HM,EU02,"Vlieland, The Netherlands",Filter
4d12,CAPBUR,60,HH,EU02,"Vlieland, The Netherlands",Filter
5b23,CAPBUR,30,LL,EU02,"Vlieland, The Netherlands",Filter
6b23,CAPBUR,30,LM,EU02,"Vlieland, The Netherlands",Filter
7b23,CAPBUR,30,HM,EU02,"Vlieland, The Netherlands",Filter
8b23,CAPBUR,30,HH,EU02,"Vlieland, The Netherlands",Filter
1e12,CAPBUR,60,LL,EU03,"Vlieland, The Netherlands",Filter
2e12,CAPBUR,60,LM,EU03,"Vlieland, The Netherlands",Filter
3e12,CAPBUR,60,HM,EU03,"Vlieland, The Netherlands",Filter
4e12,CAPBUR,60,HH,EU03,"Vlieland, The Netherlands",Filter
5c23,CAPBUR,30,LL,EU03,"Vlieland, The Netherlands",Filter
6c23,CAPBUR,30,LM,EU03,"Vlieland, The Netherlands",Filter
7c23,CAPBUR,30,HM,EU03,"Vlieland, The Netherlands",Filter
8c23,CAPBUR,30,HH,EU03,"Vlieland, The Netherlands",Filter
1f12,CAPBUR,60,LL,EU04,"Vlieland, The Netherlands",Filter
