Tray location,Substrate,Date of measurement,Height (cm)
29c8,soil,12/15/2015,NA
29c9,soil,12/15/2015,NA
29d10,soil,12/15/2015,1.5
29d11,soil,12/15/2015,1.5
29d2,soil,12/15/2015,0.5
29d3,soil,12/15/2015,1.0
29d4,soil,12/15/2015,1.0
29d5,soil,12/15/2015,NA
29d6,soil,12/15/2015,0.5
29d7,soil,12/15/2015,1.0
29d8,soil,12/15/2015,NA
29d9,soil,12/15/2015,NA
29e1,soil,12/15/2015,1.0
29e10,soil,12/15/2015,1.5
29e11,soil,12/15/2015,1.5
29e2,soil,12/15/2015,0.5
29e3,soil,12/15/2015,1.0
29e4,soil,12/15/2015,1.0
29e5,soil,12/15/2015,NA
29e6,soil,12/15/2015,NA
29e7,soil,12/15/2015,7.0
29e8,soil,12/15/2015,NA
29e9,soil,12/15/2015,NA
29f1,soil,12/15/2015,1.0
29f10,soil,12/15/2015,NA
29f11,soil,12/15/2015,1.5
29f2,soil,12/15/2015,0.5
29f3,soil,12/15/2015,1.0
29f4,soil,12/15/2015,1.0
29f5,soil,12/15/2015,NA
29f6,soil,12/15/2015,NA
29f7,soil,12/15/2015,7.0
29f8,soil,12/15/2015,NA
29f9,soil,12/15/2015,1.5
2a5,soil,12/15/2015,2.0
2a6,soil,12/15/2015,6.0
2a7,soil,12/15/2015,7.0
2b5,soil,12/15/2015,NA
2b6,soil,12/15/2015,NA
2b7,soil,12/15/2015,2.0
2c4,soil,12/15/2015,3.5
2c5,soil,12/15/2015,4.0
2c6,soil,12/15/2015,6.0
2c7,soil,12/15/2015,3.5
2d4,soil,12/15/2015,NA
2d5,soil,12/15/2015,4.5
2d6,soil,12/15/2015,5.5
2d7,soil,12/15/2015,2.5
2e4,soil,12/15/2015,2.5
2e5,soil,12/15/2015,6.5
2e6,soil,12/15/2015,6.0
2f4,soil,12/15/2015,1.5
2f5,soil,12/15/2015,6.0
2f6,soil,12/15/2015,6.0
30a10,soil,12/15/2015,1.5
30a11,soil,12/15/2015,2.0
30a12,soil,12/15/2015,3.0
30a2,soil,12/15/2015,1.0
30a3,soil,12/15/2015,1.0
30a4,soil,12/15/2015,1.0
30a5,soil,12/15/2015,NA
30a6,soil,12/15/2015,NA
30a7,soil,12/15/2015,NA
30a8,soil,12/15/2015,11.0
30a9,soil,12/15/2015,NA
30b10,soil,12/15/2015,2.0
30b11,soil,12/15/2015,2.0
30b12,soil,12/15/2015,4.0
30b2,soil,12/15/2015,1.0
30b3,soil,12/15/2015,1.0
30b4,soil,12/15/2015,1.5
30b5,soil,12/15/2015,NA
30b6,soil,12/15/2015,NA
30b7,soil,12/15/2015,NA
30b8,soil,12/15/2015,1.0
30b9,soil,12/15/2015,1.0
30c10,soil,12/15/2015,2.0
30c11,soil,12/15/2015,2.0
30c2,soil,12/15/2015,1.0
30c3,soil,12/15/2015,1.0
30c4,soil,12/15/2015,1.5
30c5,soil,12/15/2015,NA
30c6,soil,12/15/2015,2.0
30c7,soil,12/15/2015,NA
30c8,soil,12/15/2015,NA
30c9,soil,12/15/2015,1.5
30d10,soil,12/15/2015,2.5
30d11,soil,12/15/2015,1.0
30d2,soil,12/15/2015,1.0
30d3,soil,12/15/2015,1.0
30d4,soil,12/15/2015,1.5
30d5,soil,12/15/2015,NA
30d6,soil,12/15/2015,NA
30d7,soil,12/15/2015,12.5
30d8,soil,12/15/2015,0.0
30d9,soil,12/15/2015,NA
30e1,soil,12/15/2015,1.0
30e10,soil,12/15/2015,2.5
30e11,soil,12/15/2015,4.5
30e2,soil,12/15/2015,1.5
30e3,soil,12/15/2015,1.0
30e4,soil,12/15/2015,1.5
30e5,soil,12/15/2015,NA
30e6,soil,12/15/2015,NA
30e7,soil,12/15/2015,9.5
30e8,soil,12/15/2015,0.5
30e9,soil,12/15/2015,1.5
30f1,soil,12/15/2015,1.0
30f10,soil,12/15/2015,2.0
30f11,soil,12/15/2015,4.5
30f2,soil,12/15/2015,1.5
30f3,soil,12/15/2015,1.0
30f4,soil,12/15/2015,1.5
30f5,soil,12/15/2015,NA
30f6,soil,12/15/2015,2.0
30f7,soil,12/15/2015,8.5
30f8,soil,12/15/2015,NA
30f9,soil,12/15/2015,0.5
31a10,soil,12/15/2015,1.5
31a11,soil,12/15/2015,1.5
31a12,soil,12/15/2015,2.0
31a2,soil,12/15/2015,1.0
31a3,soil,12/15/2015,0.5
31a4,soil,12/15/2015,0.5
31a5,soil,12/15/2015,NA
31a6,soil,12/15/2015,NA
31a7,soil,12/15/2015,NA
31a8,soil,12/15/2015,9.0
31a9,soil,12/15/2015,NA
31b10,soil,12/15/2015,2.0
31b11,soil,12/15/2015,1.5
31b12,soil,12/15/2015,2.5
31b2,soil,12/15/2015,1.0
31b3,soil,12/15/2015,1.0
31b4,soil,12/15/2015,1.0
31b5,soil,12/15/2015,NA
31b6,soil,12/15/2015,1.0
31b7,soil,12/15/2015,NA
31b8,soil,12/15/2015,1.5
31b9,soil,12/15/2015,NA
31c10,soil,12/15/2015,2.5
31c11,soil,12/15/2015,2.0
31c2,soil,12/15/2015,1.0
31c3,soil,12/15/2015,1.0
31c4,soil,12/15/2015,1.0
31c5,soil,12/15/2015,NA
31c6,soil,12/15/2015,NA
31c7,soil,12/15/2015,NA
31c8,soil,12/15/2015,NA
31c9,soil,12/15/2015,NA
31d10,soil,12/15/2015,2.5
31d11,soil,12/15/2015,2.0
31d2,soil,12/15/2015,1.0
31d3,soil,12/15/2015,1.0
31d4,soil,12/15/2015,1.5
31d5,soil,12/15/2015,NA
31d6,soil,12/15/2015,NA
31d7,soil,12/15/2015,10.5
31d8,soil,12/15/2015,NA
31d9,soil,12/15/2015,1.0
31e1,soil,12/15/2015,1.0
31e10,soil,12/15/2015,2.5
31e11,soil,12/15/2015,4.5
31e2,soil,12/15/2015,1.0
31e3,soil,12/15/2015,1.5
31e4,soil,12/15/2015,1.5
31e5,soil,12/15/2015,NA
31e6,soil,12/15/2015,NA
31e7,soil,12/15/2015,7.5
31e8,soil,12/15/2015,NA
31e9,soil,12/15/2015,1.0
31f1,soil,12/15/2015,1.0
31f10,soil,12/15/2015,2.0
31f11,soil,12/15/2015,3.0
31f2,soil,12/15/2015,1.0
31f3,soil,12/15/2015,1.0
31f4,soil,12/15/2015,1.0
31f5,soil,12/15/2015,NA
31f6,soil,12/15/2015,NA
31f7,soil,12/15/2015,9.5
31f8,soil,12/15/2015,NA
31f9,soil,12/15/2015,2.0
32a10,soil,12/15/2015,NA
32a11,soil,12/15/2015,1.5
32a12,soil,12/15/2015,3.5
32a2,soil,12/15/2015,1.0
32a3,soil,12/15/2015,0.5
32a4,soil,12/15/2015,1.5
32a5,soil,12/15/2015,NA
32a6,soil,12/15/2015,NA
32a7,soil,12/15/2015,NA
32a8,soil,12/15/2015,9.0
32a9,soil,12/15/2015,1.5
32b10,soil,12/15/2015,1.5
32b11,soil,12/15/2015,1.5
32b12,soil,12/15/2015,3.0
32b2,soil,12/15/2015,1.0
32b3,soil,12/15/2015,1.0
32b4,soil,12/15/2015,1.0
32b5,soil,12/15/2015,NA
32b6,soil,12/15/2015,NA
32b7,soil,12/15/2015,NA
32b8,soil,12/15/2015,1.5
32b9,soil,12/15/2015,0.5
32c10,soil,12/15/2015,1.5
32c11,soil,12/15/2015,1.5
32c2,soil,12/15/2015,1.0
32c3,soil,12/15/2015,1.5
32c4,soil,12/15/2015,1.5
32c5,soil,12/15/2015,NA
32c6,soil,12/15/2015,NA
32c7,soil,12/15/2015,NA
32c8,soil,12/15/2015,1.5
32c9,soil,12/15/2015,NA
32d10,soil,12/15/2015,NA
32d11,soil,12/15/2015,NA
32d2,soil,12/15/2015,0.5
32d3,soil,12/15/2015,0.5
32d4,soil,12/15/2015,1.5
32d5,soil,12/15/2015,NA
32d6,soil,12/15/2015,NA
32d7,soil,12/15/2015,13.0
32d8,soil,12/15/2015,1.5
32d9,soil,12/15/2015,NA
32e1,soil,12/15/2015,0.5
32e10,soil,12/15/2015,NA
32e11,soil,12/15/2015,4.0
32e2,soil,12/15/2015,0.5
32e3,soil,12/15/2015,1.0
32e4,soil,12/15/2015,1.5
32e5,soil,12/15/2015,NA
32e6,soil,12/15/2015,NA
32e7,soil,12/15/2015,12.0
32e8,soil,12/15/2015,1.5
32e9,soil,12/15/2015,NA
32f1,soil,12/15/2015,1.0
32f10,soil,12/15/2015,2.0
32f11,soil,12/15/2015,3.5
32f2,soil,12/15/2015,1.0
32f3,soil,12/15/2015,1.0
32f4,soil,12/15/2015,1.0
32f5,soil,12/15/2015,NA
32f6,soil,12/15/2015,NA
32f7,soil,12/15/2015,1.5
32f8,soil,12/15/2015,NA
32f9,soil,12/15/2015,NA
3a5,soil,12/15/2015,2.0
3a6,soil,12/15/2015,4.5
3a7,soil,12/15/2015,NA
3b5,soil,12/15/2015,NA
3b6,soil,12/15/2015,6.5
3b7,soil,12/15/2015,NA
3c4,soil,12/15/2015,2.5
3c5,soil,12/15/2015,5.5
3c6,soil,12/15/2015,7.0
3c7,soil,12/15/2015,NA
3d4,soil,12/15/2015,NA
3d5,soil,12/15/2015,NA
3d6,soil,12/15/2015,7.0
3d7,soil,12/15/2015,6.5
3e4,soil,12/15/2015,1.5
3e5,soil,12/15/2015,NA
3e6,soil,12/15/2015,6.0
3f4,soil,12/15/2015,2.5
3f5,soil,12/15/2015,6.5
3f6,soil,12/15/2015,NA
4a5,soil,12/15/2015,3.0
4a6,soil,12/15/2015,NA
4a7,soil,12/15/2015,NA
4b5,soil,12/15/2015,1.5
4b6,soil,12/15/2015,7.0
4b7,soil,12/15/2015,NA
4c4,soil,12/15/2015,2.0
4c5,soil,12/15/2015,6.5
4c6,soil,12/15/2015,7.0
4c7,soil,12/15/2015,5.5
4d4,soil,12/15/2015,NA
4d5,soil,12/15/2015,6.5
4d6,soil,12/15/2015,NA
4d7,soil,12/15/2015,NA
4e4,soil,12/15/2015,4.0
4e5,soil,12/15/2015,7.0
4e6,soil,12/15/2015,5.0
4f4,soil,12/15/2015,NA
4f5,soil,12/15/2015,6.0
4f6,soil,12/15/2015,6.0
5a10,soil,12/15/2015,NA
5a11,soil,12/15/2015,NA
5a12,soil,12/15/2015,6.5
5a3,soil,12/15/2015,NA
5a4,soil,12/15/2015,4.5
5a5,soil,12/15/2015,4.0
5a6,soil,12/15/2015,3.5
5a8,soil,12/15/2015,5.0
5a9,soil,12/15/2015,1.5
5b10,soil,12/15/2015,1.0
5b11,soil,12/15/2015,NA
5b12,soil,12/15/2015,7.0
5b3,soil,12/15/2015,3.0
5b4,soil,12/15/2015,4.0
5b5,soil,12/15/2015,4.0
5b6,soil,12/15/2015,4.5
5b8,soil,12/15/2015,6.0
5b9,soil,12/15/2015,1.5
5c10,soil,12/15/2015,1.0
5c11,soil,12/15/2015,1.0
5c12,soil,12/15/2015,6.0
5c3,soil,12/15/2015,2.0
5c4,soil,12/15/2015,4.0
5c5,soil,12/15/2015,2.0
5c8,soil,12/15/2015,5.5
5c9,soil,12/15/2015,NA
5d10,soil,12/15/2015,1.0
5d11,soil,12/15/2015,1.0
5d3,soil,12/15/2015,2.5
5d4,soil,12/15/2015,NA
5d5,soil,12/15/2015,3.5
5d8,soil,12/15/2015,2.0
5d9,soil,12/15/2015,NA
5e10,soil,12/15/2015,1.0
5e11,soil,12/15/2015,1.0
5e3,soil,12/15/2015,2.0
5e4,soil,12/15/2015,4.5
5e5,soil,12/15/2015,NA
5e7,soil,12/15/2015,NA
5e8,soil,12/15/2015,NA
5e9,soil,12/15/2015,NA
5f10,soil,12/15/2015,1.0
5f11,soil,12/15/2015,0.5
5f3,soil,12/15/2015,NA
5f4,soil,12/15/2015,NA
5f5,soil,12/15/2015,2.0
5f7,soil,12/15/2015,0.5
5f8,soil,12/15/2015,1.5
5f9,soil,12/15/2015,NA
6a10,soil,12/15/2015,NA
6a11,soil,12/15/2015,NA
6a12,soil,12/15/2015,NA
6a3,soil,12/15/2015,4.0
6a4,soil,12/15/2015,NA
6a5,soil,12/15/2015,0.5
6a6,soil,12/15/2015,NA
6a8,soil,12/15/2015,5.0
6a9,soil,12/15/2015,NA
6b10,soil,12/15/2015,1.0
6b11,soil,12/15/2015,0.5
6b12,soil,12/15/2015,10.0
6b3,soil,12/15/2015,5.5
6b4,soil,12/15/2015,3.5
6b5,soil,12/15/2015,7.0
6b6,soil,12/15/2015,NA
6b8,soil,12/15/2015,7.0
6b9,soil,12/15/2015,2.5
6c10,soil,12/15/2015,1.5
6c11,soil,12/15/2015,NA
6c12,soil,12/15/2015,6.5
6c3,soil,12/15/2015,NA
6c4,soil,12/15/2015,NA
6c5,soil,12/15/2015,6.0
6c8,soil,12/15/2015,7.0
6c9,soil,12/15/2015,NA
6d10,soil,12/15/2015,2.0
6d11,soil,12/15/2015,NA
6d3,soil,12/15/2015,2.5
6d4,soil,12/15/2015,5.0
6d5,soil,12/15/2015,5.5
6d8,soil,12/15/2015,NA
6d9,soil,12/15/2015,NA
6e10,soil,12/15/2015,2.0
6e11,soil,12/15/2015,NA
6e3,soil,12/15/2015,4.0
6e4,soil,12/15/2015,NA
6e5,soil,12/15/2015,NA
6e7,soil,12/15/2015,NA
6e8,soil,12/15/2015,2.5
6e9,soil,12/15/2015,NA
6f10,soil,12/15/2015,1.0
6f11,soil,12/15/2015,2.5
6f3,soil,12/15/2015,NA
6f4,soil,12/15/2015,4.0
6f5,soil,12/15/2015,NA
6f7,soil,12/15/2015,5.0
6f8,soil,12/15/2015,1.0
6f9,soil,12/15/2015,NA
7a10,soil,12/15/2015,NA
7a11,soil,12/15/2015,2.0
7a12,soil,12/15/2015,6.5
7a3,soil,12/15/2015,4.5
7a4,soil,12/15/2015,NA
7a5,soil,12/15/2015,7.5
7a6,soil,12/15/2015,NA
7a8,soil,12/15/2015,8.5
7a9,soil,12/15/2015,3.0
7b10,soil,12/15/2015,2.0
7b11,soil,12/15/2015,NA
7b12,soil,12/15/2015,10.0
7b3,soil,12/15/2015,4.0
7b4,soil,12/15/2015,7.0
7b5,soil,12/15/2015,6.0
7b6,soil,12/15/2015,NA
7b8,soil,12/15/2015,NA
7b9,soil,12/15/2015,3.0
7c10,soil,12/15/2015,2.5
7c11,soil,12/15/2015,NA
7c12,soil,12/15/2015,NA
7c3,soil,12/15/2015,NA
7c4,soil,12/15/2015,5.0
7c5,soil,12/15/2015,6.5
7c8,soil,12/15/2015,9.5
7c9,soil,12/15/2015,NA
7d10,soil,12/15/2015,2.5
7d11,soil,12/15/2015,2.0
7d3,soil,12/15/2015,NA
7d4,soil,12/15/2015,6.5
7d5,soil,12/15/2015,NA
7d8,soil,12/15/2015,4.0
7d9,soil,12/15/2015,NA
7e10,soil,12/15/2015,2.0
7e11,soil,12/15/2015,NA
7e3,soil,12/15/2015,NA
7e4,soil,12/15/2015,5.0
7e5,soil,12/15/2015,NA
7e7,soil,12/15/2015,5.0
7e8,soil,12/15/2015,3.0
7e9,soil,12/15/2015,NA
7f10,soil,12/15/2015,1.0
7f11,soil,12/15/2015,8.5
7f3,soil,12/15/2015,4.5
7f4,soil,12/15/2015,5.0
7f5,soil,12/15/2015,NA
7f7,soil,12/15/2015,8.5
7f8,soil,12/15/2015,3.0
7f9,soil,12/15/2015,NA
8a10,soil,12/15/2015,NA
8a11,soil,12/15/2015,2.0
8a12,soil,12/15/2015,8.0
8a3,soil,12/15/2015,4.0
8a4,soil,12/15/2015,6.5
8a5,soil,12/15/2015,5.0
8a6,soil,12/15/2015,NA
8a8,soil,12/15/2015,NA
8a9,soil,12/15/2015,5.0
8b10,soil,12/15/2015,3.0
8b11,soil,12/15/2015,NA
8b12,soil,12/15/2015,NA
8b3,soil,12/15/2015,2.5
8b4,soil,12/15/2015,6.5
8b5,soil,12/15/2015,7.5
8b6,soil,12/15/2015,5.5
8b8,soil,12/15/2015,9.0
8b9,soil,12/15/2015,4.0
8c10,soil,12/15/2015,2.5
8c11,soil,12/15/2015,2.5
8c12,soil,12/15/2015,9.5
8c3,soil,12/15/2015,4.0
8c4,soil,12/15/2015,6.0
8c5,soil,12/15/2015,NA
8c8,soil,12/15/2015,9.0
8c9,soil,12/15/2015,NA
8d10,soil,12/15/2015,2.5
8d11,soil,12/15/2015,2.5
8d3,soil,12/15/2015,4.0
8d4,soil,12/15/2015,4.0
8d5,soil,12/15/2015,7.5
8d8,soil,12/15/2015,NA
8d9,soil,12/15/2015,NA
8e10,soil,12/15/2015,3.0
8e11,soil,12/15/2015,NA
8e3,soil,12/15/2015,NA
8e4,soil,12/15/2015,6.5
8e5,soil,12/15/2015,5.0
8e7,soil,12/15/2015,8.5
8e8,soil,12/15/2015,4.0
8e9,soil,12/15/2015,NA
8f10,soil,12/15/2015,NA
8f11,soil,12/15/2015,8.5
8f3,soil,12/15/2015,8.5
8f4,soil,12/15/2015,4.0
8f5,soil,12/15/2015,7.5
8f7,soil,12/15/2015,8.5
8f8,soil,12/15/2015,4.0
8f9,soil,12/15/2015,NA
9a1,soil,12/15/2015,2.0
9a10,soil,12/15/2015,0.5
9a11,soil,12/15/2015,0.5
9a12,soil,12/15/2015,0.5
9a2,soil,12/15/2015,4.5
9a3,soil,12/15/2015,2.0
9a4,soil,12/15/2015,5.5
9a5,soil,12/15/2015,NA
9a6,soil,12/15/2015,0.5
9a7,soil,12/15/2015,1.0
9a8,soil,12/15/2015,1.0
9a9,soil,12/15/2015,1.0
9b1,soil,12/15/2015,2.0
9b10,soil,12/15/2015,0.5
9b11,soil,12/15/2015,0.5
9b2,soil,12/15/2015,3.5
9b3,soil,12/15/2015,2.5
9b4,soil,12/15/2015,NA
9b5,soil,12/15/2015,NA
9b6,soil,12/15/2015,1.0
9b7,soil,12/15/2015,0.5
9b8,soil,12/15/2015,1.0
9b9,soil,12/15/2015,NA
9c1,soil,12/15/2015,1.5
9c10,soil,12/15/2015,0.5
9c11,soil,12/15/2015,0.5
9c2,soil,12/15/2015,5.0
9c3,soil,12/15/2015,NA
9c4,soil,12/15/2015,6.0
9c5,soil,12/15/2015,NA
9c6,soil,12/15/2015,1.0
9c7,soil,12/15/2015,0.0
9c8,soil,12/15/2015,1.0
9c9,soil,12/15/2015,NA
9d1,soil,12/15/2015,NA
9d10,soil,12/15/2015,0.5
9d11,soil,12/15/2015,0.5
9d2,soil,12/15/2015,3.5
9d3,soil,12/15/2015,NA
9d4,soil,12/15/2015,NA
9d5,soil,12/15/2015,NA
9d6,soil,12/15/2015,NA
9d7,soil,12/15/2015,1.0
9d8,soil,12/15/2015,NA
9d9,soil,12/15/2015,NA
9e1,soil,12/15/2015,2.5
9e10,soil,12/15/2015,NA
9e11,soil,12/15/2015,0.5
9e2,soil,12/15/2015,NA
9e3,soil,12/15/2015,NA
9e4,soil,12/15/2015,4.5
9e5,soil,12/15/2015,NA
9e6,soil,12/15/2015,0.0
9e7,soil,12/15/2015,0.0
9e8,soil,12/15/2015,1.5
9e9,soil,12/15/2015,NA
9f1,soil,12/15/2015,NA
9f10,soil,12/15/2015,0.5
9f11,soil,12/15/2015,0.5
9f2,soil,12/15/2015,NA
9f3,soil,12/15/2015,NA
9f4,soil,12/15/2015,5.0
9f5,soil,12/15/2015,0.0
9f6,soil,12/15/2015,NA
9f7,soil,12/15/2015,1.0
9f8,soil,12/15/2015,0.5
9f9,soil,12/15/2015,NA
10a1,soil,12/21/2015,NA
10a10,soil,12/21/2015,NA
10a11,soil,12/21/2015,1.0
10a2,soil,12/21/2015,4.5
10a3,soil,12/21/2015,NA
10a4,soil,12/21/2015,8.0
10a5,soil,12/21/2015,0.5
10a6,soil,12/21/2015,3.0
10a7,soil,12/21/2015,3.5
10a8,soil,12/21/2015,3.0
10a9,soil,12/21/2015,NA
10b1,soil,12/21/2015,2.0
10b10,soil,12/21/2015,1.0
10b11,soil,12/21/2015,1.0
10b2,soil,12/21/2015,4.0
10b3,soil,12/21/2015,NA
10b4,soil,12/21/2015,6.0
10b5,soil,12/21/2015,NA
10b6,soil,12/21/2015,2.5
10b7,soil,12/21/2015,3.0
10b8,soil,12/21/2015,4.0
10b9,soil,12/21/2015,NA
10c1,soil,12/21/2015,3.0
10c10,soil,12/21/2015,NA
10c11,soil,12/21/2015,1.0
10c2,soil,12/21/2015,6.0
10c3,soil,12/21/2015,NA
10c4,soil,12/21/2015,7.5
10c5,soil,12/21/2015,0.5
10c6,soil,12/21/2015,3.0
10c7,soil,12/21/2015,3.5
10c8,soil,12/21/2015,3.0
10c9,soil,12/21/2015,2.0
10d1,soil,12/21/2015,NA
10d10,soil,12/21/2015,1.5
10d11,soil,12/21/2015,1.0
10d2,soil,12/21/2015,7.0
10d3,soil,12/21/2015,NA
10d4,soil,12/21/2015,9.0
10d5,soil,12/21/2015,1.0
10d6,soil,12/21/2015,2.0
10d7,soil,12/21/2015,4.0
10d8,soil,12/21/2015,4.0
10d9,soil,12/21/2015,2.0
10e1,soil,12/21/2015,NA
10e10,soil,12/21/2015,NA
10e2,soil,12/21/2015,3.0
10e3,soil,12/21/2015,NA
10e4,soil,12/21/2015,5.0
10e5,soil,12/21/2015,1.0
10e6,soil,12/21/2015,2.5
10e7,soil,12/21/2015,4.0
10e8,soil,12/21/2015,NA
10e9,soil,12/21/2015,1.5
10f1,soil,12/21/2015,NA
10f10,soil,12/21/2015,1.0
10f2,soil,12/21/2015,4.5
10f3,soil,12/21/2015,4.5
10f4,soil,12/21/2015,6.0
10f5,soil,12/21/2015,2.0
10f6,soil,12/21/2015,2.0
10f7,soil,12/21/2015,NA
10f8,soil,12/21/2015,0.5
10f9,soil,12/21/2015,1.0
11a1,soil,12/21/2015,1.0
11a10,soil,12/21/2015,0.5
11a11,soil,12/21/2015,NA
11a2,soil,12/21/2015,NA
11a3,soil,12/21/2015,NA
11a4,soil,12/21/2015,7.0
11a5,soil,12/21/2015,NA
11a6,soil,12/21/2015,NA
11a7,soil,12/21/2015,NA
11a8,soil,12/21/2015,4.5
11a9,soil,12/21/2015,6.0
11b1,soil,12/21/2015,NA
11b10,soil,12/21/2015,1.0
11b11,soil,12/21/2015,1.0
11b2,soil,12/21/2015,5.0
11b3,soil,12/21/2015,3.0
11b4,soil,12/21/2015,6.0
11b5,soil,12/21/2015,NA
11b6,soil,12/21/2015,3.0
11b7,soil,12/21/2015,NA
11b8,soil,12/21/2015,4.0
11b9,soil,12/21/2015,1.5
11c1,soil,12/21/2015,NA
11c10,soil,12/21/2015,NA
11c11,soil,12/21/2015,1.5
11c2,soil,12/21/2015,5.0
11c3,soil,12/21/2015,1.5
11c4,soil,12/21/2015,6.5
11c5,soil,12/21/2015,0.5
11c6,soil,12/21/2015,2.5
11c7,soil,12/21/2015,2.5
11c8,soil,12/21/2015,NA
11c9,soil,12/21/2015,2.0
11d1,soil,12/21/2015,NA
11d10,soil,12/21/2015,1.5
11d11,soil,12/21/2015,1.5
11d2,soil,12/21/2015,9.5
11d3,soil,12/21/2015,3.5
11d4,soil,12/21/2015,7.0
11d5,soil,12/21/2015,NA
11d6,soil,12/21/2015,NA
11d7,soil,12/21/2015,3.5
11d8,soil,12/21/2015,NA
11d9,soil,12/21/2015,2.0
11e1,soil,12/21/2015,NA
11e10,soil,12/21/2015,1.0
11e2,soil,12/21/2015,7.0
11e3,soil,12/21/2015,2.0
11e4,soil,12/21/2015,NA
11e5,soil,12/21/2015,NA
11e6,soil,12/21/2015,0.5
11e7,soil,12/21/2015,NA
11e8,soil,12/21/2015,5.0
11e9,soil,12/21/2015,1.0
11f1,soil,12/21/2015,NA
11f10,soil,12/21/2015,1.0
11f2,soil,12/21/2015,6.5
11f3,soil,12/21/2015,6.5
11f4,soil,12/21/2015,6.0
11f5,soil,12/21/2015,NA
11f6,soil,12/21/2015,2.0
11f7,soil,12/21/2015,4.0
11f8,soil,12/21/2015,NA
11f9,soil,12/21/2015,1.0
12a1,soil,12/21/2015,NA
12a10,soil,12/21/2015,1.5
12a11,soil,12/21/2015,2.5
12a2,soil,12/21/2015,NA
12a3,soil,12/21/2015,3.0
12a4,soil,12/21/2015,NA
12a5,soil,12/21/2015,1.0
12a6,soil,12/21/2015,NA
12a7,soil,12/21/2015,2.0
12a8,soil,12/21/2015,6.5
12a9,soil,12/21/2015,6.0
12b1,soil,12/21/2015,NA
12b10,soil,12/21/2015,1.5
12b11,soil,12/21/2015,1.0
12b2,soil,12/21/2015,NA
12b3,soil,12/21/2015,3.5
12b4,soil,12/21/2015,8.0
12b5,soil,12/21/2015,1.0
12b6,soil,12/21/2015,2.0
12b7,soil,12/21/2015,2.0
12b8,soil,12/21/2015,4.5
12b9,soil,12/21/2015,NA
12c1,soil,12/21/2015,4.0
12c10,soil,12/21/2015,1.5
12c11,soil,12/21/2015,2.0
12c2,soil,12/21/2015,7.0
12c3,soil,12/21/2015,NA
12c4,soil,12/21/2015,5.5
12c5,soil,12/21/2015,1.5
12c6,soil,12/21/2015,1.5
12c7,soil,12/21/2015,1.5
12c8,soil,12/21/2015,NA
12c9,soil,12/21/2015,2.0
12d1,soil,12/21/2015,3.0
12d10,soil,12/21/2015,1.0
12d11,soil,12/21/2015,NA
12d2,soil,12/21/2015,8.0
12d3,soil,12/21/2015,3.0
12d4,soil,12/21/2015,6.0
12d5,soil,12/21/2015,NA
12d6,soil,12/21/2015,2.0
12d7,soil,12/21/2015,1.0
12d8,soil,12/21/2015,NA
12d9,soil,12/21/2015,2.0
12e1,soil,12/21/2015,4.0
12e10,soil,12/21/2015,1.5
12e2,soil,12/21/2015,6.5
12e3,soil,12/21/2015,4.0
12e4,soil,12/21/2015,10.0
12e5,soil,12/21/2015,1.5
12e6,soil,12/21/2015,NA
12e7,soil,12/21/2015,5.0
12e8,soil,12/21/2015,5.5
12e9,soil,12/21/2015,NA
12f1,soil,12/21/2015,1.0
12f10,soil,12/21/2015,1.5
12f2,soil,12/21/2015,6.0
12f3,soil,12/21/2015,4.0
12f4,soil,12/21/2015,5.5
12f5,soil,12/21/2015,1.5
12f6,soil,12/21/2015,NA
12f7,soil,12/21/2015,5.0
12f8,soil,12/21/2015,NA
12f9,soil,12/21/2015,1.5
13a1,soil,12/21/2015,NA
13a10,soil,12/21/2015,5.0
13a11,soil,12/21/2015,NA
13a12,soil,12/21/2015,NA
13a2,soil,12/21/2015,3.0
13a3,soil,12/21/2015,5.5
13a4,soil,12/21/2015,2.0
13a5,soil,12/21/2015,NA
13a6,soil,12/21/2015,NA
13a7,soil,12/21/2015,2.0
13a8,soil,12/21/2015,2.0
13a9,soil,12/21/2015,1.5
13b1,soil,12/21/2015,NA
13b10,soil,12/21/2015,7.0
13b11,soil,12/21/2015,NA
13b12,soil,12/21/2015,0.5
13b2,soil,12/21/2015,NA
13b3,soil,12/21/2015,2.0
13b4,soil,12/21/2015,6.0
13b5,soil,12/21/2015,NA
13b6,soil,12/21/2015,NA
13b7,soil,12/21/2015,2.0
13b8,soil,12/21/2015,1.5
13b9,soil,12/21/2015,NA
13c1,soil,12/21/2015,2.0
13c10,soil,12/21/2015,5.0
13c11,soil,12/21/2015,7.0
13c12,soil,12/21/2015,0.5
13c2,soil,12/21/2015,5.5
13c3,soil,12/21/2015,1.0
13c4,soil,12/21/2015,NA
13c5,soil,12/21/2015,NA
13c6,soil,12/21/2015,NA
13c7,soil,12/21/2015,NA
13c8,soil,12/21/2015,1.0
13c9,soil,12/21/2015,1.5
13d1,soil,12/21/2015,2.0
13d10,soil,12/21/2015,4.5
13d12,soil,12/21/2015,2.0
13d2,soil,12/21/2015,7.0
13d3,soil,12/21/2015,4.0
13d4,soil,12/21/2015,5.5
13d5,soil,12/21/2015,1.0
13d6,soil,12/21/2015,2.5
13d7,soil,12/21/2015,2.5
13d8,soil,12/21/2015,1.0
13d9,soil,12/21/2015,1.0
13e1,soil,12/21/2015,2.5
13e10,soil,12/21/2015,1.5
