"chillport","siteslist","year","lat","long","lat.long","winter","mat","lo","cc","chillutah"
133.616524168005,1,2004,51.5833,9.3,"51.5833 9.3","0",11.8568129217928,102,"post",2076
133.297046627162,1,2005,51.5833,9.3,"51.5833 9.3","0",12.5162634565034,110,"post",1920
98.15833370607,1,2006,51.5833,9.3,"51.5833 9.3","0",12.3439557680471,117,"post",1248
155.366698243674,1,2007,51.5833,9.3,"51.5833 9.3","0",14.2921974827423,103,"post",3360
162.317644204085,1,2008,51.5833,9.3,"51.5833 9.3","0",12.7249447705204,102,"post",3048
135.17769241828,1,2009,51.5833,9.3,"51.5833 9.3","0",13.2338458580466,99,"post",2508
135.404866796492,1,2010,51.5833,9.3,"51.5833 9.3","0",11.5291206214249,112,"post",1848
150.182566090939,2,2000,48.7167,9.21667,"48.7167 9.21667","0",14.4608787976533,102,"post",2940
138.889736814587,2,2001,48.7167,9.21667,"48.7167 9.21667","0",12.6023074106242,99,"post",2376
160.073985042586,2,2002,48.7167,9.21667,"48.7167 9.21667","0",13.5806590371079,93,"post",3096
125.197774368174,2,2003,48.7167,9.21667,"48.7167 9.21667","0",14.8324172508872,104,"post",2472
132.380635685333,2,2004,48.7167,9.21667,"48.7167 9.21667","0",12.3775821409219,105,"post",1776
133.649652121542,2,2005,48.7167,9.21667,"48.7167 9.21667","0",13.4718678307484,106,"post",1584
106.588881854437,2,2006,48.7167,9.21667,"48.7167 9.21667","0",13.1291205856622,114,"post",1332
152.178640553894,2,2007,48.7167,9.21667,"48.7167 9.21667","0",14.8108787898302,102,"post",3288
142.383545328179,2,2008,48.7167,9.21667,"48.7167 9.21667","0",13.4829667315992,107,"post",2688
131.40434810408,2,2009,48.7167,9.21667,"48.7167 9.21667","0",14.2216480337697,104,"post",2232
136.454307263057,2,2010,48.7167,9.21667,"48.7167 9.21667","0",12.4939557646944,109,"post",1848
132.481215181525,3,2005,51.5333,9.93333,"51.5333 9.93333","0",12.0339557749762,103,"post",2040
133.368764029677,3,2006,51.5333,9.93333,"51.5333 9.93333","0",12.0860436858998,110,"post",1476
157.956622963497,3,2007,51.5333,9.93333,"51.5333 9.93333","0",13.7204392537638,93,"post",3396
152.660529234014,3,2008,51.5333,9.93333,"51.5333 9.93333","0",12.555164554535,101,"post",3000
134.573666814492,3,2009,51.5333,9.93333,"51.5333 9.93333","0",12.9830766328825,96,"post",2496
128.255771353482,3,2010,51.5333,9.93333,"51.5333 9.93333","0",11.4183513931316,98,"post",1848
142.933979180881,4,2000,53.0333,9.83333,"53.0333 9.83333","0",13.4806590393431,92,"post",3216
143.529762389409,4,2001,53.0333,9.83333,"53.0333 9.83333","0",11.4239557886107,120,"post",2076
139.077504123619,4,2002,53.0333,9.83333,"53.0333 9.83333","0",12.7369227922307,97,"post",2760
135.133747809062,4,2003,53.0333,9.83333,"53.0333 9.83333","0",13.3032964059449,110,"post",2580
135.048715048495,4,2004,53.0333,9.83333,"53.0333 9.83333","0",11.9734063257801,104,"post",2364
131.624452335277,4,2005,53.0333,9.83333,"53.0333 9.83333","0",12.4734063146042,103,"post",1872
121.844410000717,4,2006,53.0333,9.83333,"53.0333 9.83333","0",12.5791205979556,116,"post",1428
152.352551816153,4,2007,53.0333,9.83333,"53.0333 9.83333","0",14.2052744077621,102,"post",3336
160.949596753021,4,2008,53.0333,9.83333,"53.0333 9.83333","0",12.8876920196299,115,"post",3144
131.031038778067,4,2009,53.0333,9.83333,"53.0333 9.83333","0",13.2598898135085,100,"post",2568
119.307208515922,4,2010,53.0333,9.83333,"53.0333 9.83333","0",11.4714283150222,108,"post",1692
134.489738714929,5,2000,49.4,11.4,"49.4 11.4","0",14.1267029809469,111,"post",2724
146.734223828917,5,2001,49.4,11.4,"49.4 11.4","0",12.2083513754737,119,"post",2160
147.065906395672,5,2002,49.4,11.4,"49.4 11.4","0",13.4397799193777,109,"post",3024
129.480934763108,5,2003,49.4,11.4,"49.4 11.4","0",14.7717579115837,108,"post",2184
132.943061112045,5,2004,49.4,11.4,"49.4 11.4","0",12.2583513743561,110,"post",1656
126.203378268434,5,2005,49.4,11.4,"49.4 11.4","0",12.7150546608513,113,"post",1548
118.883548899045,5,2006,49.4,11.4,"49.4 11.4","0",12.4537359853736,117,"post",1464
153.953611656308,5,2007,49.4,11.4,"49.4 11.4","0",14.2058238582993,103,"post",3144
145.884780692059,5,2008,49.4,11.4,"49.4 11.4","0",13.0671425650695,110,"post",2664
117.331427179505,5,2009,49.4,11.4,"49.4 11.4","0",13.4392304688406,98,"post",2028
135.680083872011,5,2010,49.4,11.4,"49.4 11.4","0",11.8906590748824,114,"post",1836
149.39617819197,6,2000,51.5333,9.95,"51.5333 9.95","0",13.3369227788196,103,"post",2940
148.68513918846,6,2001,51.5333,9.95,"51.5333 9.95","0",11.3552744714646,113,"post",2256
146.535543358987,6,2002,51.5333,9.95,"51.5333 9.95","0",12.3113184061393,96,"post",2904
143.44734060902,6,2003,51.5333,9.95,"51.5333 9.95","0",13.2286810229973,110,"post",2484
135.346210391046,6,2004,51.5333,9.95,"51.5333 9.95","0",11.4582415021301,104,"post",2100
132.481215181525,6,2005,51.5333,9.95,"51.5333 9.95","0",12.0339557749762,106,"post",2040
133.368764029677,6,2006,51.5333,9.95,"51.5333 9.95","0",12.0860436858998,116,"post",1476
157.956622963497,6,2007,51.5333,9.95,"51.5333 9.95","0",13.7204392537638,104,"post",3396
152.660529234014,6,2008,51.5333,9.95,"51.5333 9.95","0",12.555164554535,114,"post",3000
134.573666814492,6,2009,51.5333,9.95,"51.5333 9.95","0",12.9830766328825,105,"post",2496
132.292628865985,7,2000,49.1667,11.45,"49.1667 11.45","0",14.1380216620126,104,"post",2784
147.8695997903,7,2001,49.1667,11.45,"49.1667 11.45","0",12.2141755511677,102,"post",2148
145.262604990207,7,2002,49.1667,11.45,"49.1667 11.45","0",13.4371425567993,98,"post",3000
127.606082811817,7,2003,49.1667,11.45,"49.1667 11.45","0",14.7390106595684,108,"post",2088
138.280704068573,7,2004,49.1667,11.45,"49.1667 11.45","0",12.0918678615938,108,"post",1668
130.429105125992,7,2005,49.1667,11.45,"49.1667 11.45","0",12.8921975140347,106,"post",1608
136.949465913775,7,2006,49.1667,11.45,"49.1667 11.45","0",12.6242854321109,116,"post",1452
147.235039689348,7,2007,49.1667,11.45,"49.1667 11.45","0",14.439779897026,100,"post",3120
147.378000308977,7,2008,49.1667,11.45,"49.1667 11.45","0",13.2699997033924,103,"post",2628
134.573046956655,7,2009,49.1667,11.45,"49.1667 11.45","0",13.587252443554,101,"post",2004
127.709245488043,7,2010,49.1667,11.45,"49.1667 11.45","0",11.9884612704985,101,"post",1836
142.92825640549,8,2000,47.7333,10.3167,"47.7333 10.3167","0",11.8416480869669,130,"post",2580
138.086754326923,8,2001,47.7333,10.3167,"47.7333 10.3167","0",9.77340637495393,129,"post",2244
150.159515662794,8,2002,47.7333,10.3167,"47.7333 10.3167","0",11.0892305213671,120,"post",3108
138.650418227899,8,2003,47.7333,10.3167,"47.7333 10.3167","0",12.5259337859576,94,"post",2028
143.385560222741,8,2004,47.7333,10.3167,"47.7333 10.3167","0",9.58659319231635,100,"post",1620
129.192821414315,8,2005,47.7333,10.3167,"47.7333 10.3167","0",10.8785711854164,115,"post",1620
142.037544063258,8,2007,47.7333,10.3167,"47.7333 10.3167","0",12.4659337872987,103,"post",2700
143.514621654941,8,2008,47.7333,10.3167,"47.7333 10.3167","0",10.8520876695248,113,"post",2280
124.409827121459,8,2009,47.7333,10.3167,"47.7333 10.3167","0",11.5518678736638,110,"post",1560
132.553479162306,8,2010,47.7333,10.3167,"47.7333 10.3167","0",9.87065912003291,110,"post",1800
142.537448434722,9,2000,47.9667,10.15,"47.9667 10.15","0",12.9209887221824,114,"post",2808
143.722986176268,9,2001,47.9667,10.15,"47.9667 10.15","0",11.1334063445556,120,"post",2316
154.570426744162,9,2002,47.9667,10.15,"47.9667 10.15","0",12.2125271995562,117,"post",3084
126.614954991838,9,2003,47.9667,10.15,"47.9667 10.15","0",13.6369227721141,113,"post",2148
132.2921934443,9,2004,47.9667,10.15,"47.9667 10.15","0",10.8439558015747,113,"post",1584
128.448569289763,9,2005,47.9667,10.15,"47.9667 10.15","0",12.1213184103861,113,"post",1572
118.811200380131,9,2006,47.9667,10.15,"47.9667 10.15","0",11.8423074276115,121,"post",1572
148.904212401605,9,2007,47.9667,10.15,"47.9667 10.15","0",13.4694502483849,106,"post",2856
154.739807716685,9,2008,47.9667,10.15,"47.9667 10.15","0",12.1593403875582,115,"post",2328
118.960738611672,9,2009,47.9667,10.15,"47.9667 10.15","0",12.7543953193126,114,"post",1764
141.973430704422,10,2000,48.2833,8.85,"48.2833 8.85","0",13.5120876100692,110,"post",3036
135.688447148758,10,2001,48.2833,8.85,"48.2833 8.85","0",11.8191206149429,101,"post",2400
148.561278592032,10,2002,48.2833,8.85,"48.2833 8.85","0",12.8421975151523,91,"post",3144
141.358709892739,10,2003,48.2833,8.85,"48.2833 8.85","0",14.1679117712346,107,"post",2472
128.191663513008,10,2004,48.2833,8.85,"48.2833 8.85","0",11.5151645777808,110,"post",1740
125.865069559821,10,2005,48.2833,8.85,"48.2833 8.85","0",12.6619777389608,104,"post",1572
122.526498537588,10,2006,48.2833,8.85,"48.2833 8.85","0",12.2375821440511,114,"post",1452
153.293006500447,10,2007,48.2833,8.85,"48.2833 8.85","0",13.951977710127,101,"post",3132
157.378962933043,10,2008,48.2833,8.85,"48.2833 8.85","0",12.6438458712342,110,"post",2568
128.28773723571,10,2009,48.2833,8.85,"48.2833 8.85","0",13.2412084952447,103,"post",2184
138.810940170657,10,2010,48.2833,8.85,"48.2833 8.85","0",11.5846151256791,113,"post",1896
142.99667048957,11,2000,49.4167,6.91667,"49.4167 6.91667","0",14.4415381387449,85,"post",3036
139.709002295785,11,2001,49.4167,6.91667,"49.4167 6.91667","0",13.0331865218724,93,"post",2520
150.65673871963,11,2002,49.4167,6.91667,"49.4167 6.91667","0",13.8151645263718,84,"post",3024
136.504370827039,11,2003,49.4167,6.91667,"49.4167 6.91667","0",15.3648348214043,99,"post",2532
137.306186693695,11,2004,49.4167,6.91667,"49.4167 6.91667","0",13.4092304695111,103,"post",2124
126.771616155277,11,2005,49.4167,6.91667,"49.4167 6.91667","0",14.1349447390044,95,"post",1680
120.46221731515,11,2006,49.4167,6.91667,"49.4167 6.91667","0",13.7408788137465,93,"post",1584
140.449260654647,11,2007,49.4167,6.91667,"49.4167 6.91667","0",15.5580216302731,100,"post",3348
151.182699945572,11,2008,49.4167,6.91667,"49.4167 6.91667","0",14.0883513334525,115,"post",2820
133.030319929837,11,2009,49.4167,6.91667,"49.4167 6.91667","0",14.4674722040993,88,"post",2460
131.263875072823,11,2010,49.4167,6.91667,"49.4167 6.91667","0",13.1099997069687,101,"post",1860
