"","x.1","y.1","GDD.1","GDD.lastfrost.1","DayLastFrost.1","MeanTmins.1","SDev.Tmins.1","Mean.Chill.Utah.1","Mean.Chill.Portions.1","x.2","y.2","GDD.2","GDD.lastfrost.2","DayLastFrost.2","MeanTmins.2","SDev.Tmins.2","Mean.Chill.Utah.2","Mean.Chill.Portions.2","x.3","y.3","GDD.3","GDD.lastfrost.3","DayLastFrost.3","MeanTmins.3","SDev.Tmins.3","Mean.Chill.Utah.3","Mean.Chill.Portions.3","x.4","y.4","GDD.4","GDD.lastfrost.4","DayLastFrost.4","MeanTmins.4","SDev.Tmins.4","Mean.Chill.Utah.4","Mean.Chill.Portions.4","x.5","y.5","GDD.5","GDD.lastfrost.5","DayLastFrost.5","MeanTmins.5","SDev.Tmins.5","Mean.Chill.Utah.5","Mean.Chill.Portions.5","x.6","y.6","GDD.6","GDD.lastfrost.6","DayLastFrost.6","MeanTmins.6","SDev.Tmins.6","Mean.Chill.Utah.6","Mean.Chill.Portions.6"
"11",-110.875,56.875,NA,NA,NA,NA,NA,NA,NA,-110.875,56.875,NA,NA,NA,NA,NA,NA,NA,-110.875,56.875,NA,NA,NA,NA,NA,NA,NA,-110.875,56.875,NA,NA,NA,NA,NA,NA,NA,-110.875,56.875,NA,NA,NA,NA,NA,NA,NA,-110.875,56.875,3889.64667358399,3712.26248168945,61,-7.82583961237488,14.1097791733263,944.5,66.9178156097333
"12",-110.625,56.875,NA,NA,NA,NA,NA,NA,NA,-110.625,56.875,NA,NA,NA,NA,NA,NA,NA,-110.625,56.875,NA,NA,NA,NA,NA,NA,NA,-110.625,56.875,NA,NA,NA,NA,NA,NA,NA,-110.625,56.875,NA,NA,NA,NA,NA,NA,NA,-110.625,56.875,3887.67672729492,3714.68505249023,61,-7.95769998388351,14.0380808491887,931.5,66.8903117237528
"13",-110.375,56.875,NA,NA,NA,NA,NA,NA,NA,-110.375,56.875,NA,NA,NA,NA,NA,NA,NA,-110.375,56.875,NA,NA,NA,NA,NA,NA,NA,-110.375,56.875,NA,NA,NA,NA,NA,NA,NA,-110.375,56.875,NA,NA,NA,NA,NA,NA,NA,-110.375,56.875,4233.68590087891,4027.75117797852,61,-7.77639176113151,14.3176180452234,961.5,66.379774814282
"14",-110.125,56.875,NA,NA,NA,NA,NA,NA,NA,-110.125,56.875,NA,NA,NA,NA,NA,NA,NA,-110.125,56.875,NA,NA,NA,NA,NA,NA,NA,-110.125,56.875,NA,NA,NA,NA,NA,NA,NA,-110.125,56.875,NA,NA,NA,NA,NA,NA,NA,-110.125,56.875,4194.86488037109,4014.49746704102,61,-8.66363090565,14.1909122267709,771.5,51.244635124945
"15",-114.875,56.625,NA,NA,NA,NA,NA,NA,NA,-114.875,56.625,NA,NA,NA,NA,NA,NA,NA,-114.875,56.625,NA,NA,NA,NA,NA,NA,NA,-114.875,56.625,NA,NA,NA,NA,NA,NA,NA,-114.875,56.625,NA,NA,NA,NA,NA,NA,NA,-114.875,56.625,4263.83758544922,4039.63478393555,61,-6.95706749211727,14.376680142814,1058.5,71.9873404927491
"16",-114.625,56.625,NA,NA,NA,NA,NA,NA,NA,-114.625,56.625,NA,NA,NA,NA,NA,NA,NA,-114.625,56.625,NA,NA,NA,NA,NA,NA,NA,-114.625,56.625,NA,NA,NA,NA,NA,NA,NA,-114.625,56.625,NA,NA,NA,NA,NA,NA,NA,-114.625,56.625,4120.58637695313,3996.51088256836,61,-9.661980762357,14.2730042329529,615,43.7069243268661
"17",-114.375,56.625,NA,NA,NA,NA,NA,NA,NA,-114.375,56.625,NA,NA,NA,NA,NA,NA,NA,-114.375,56.625,NA,NA,NA,NA,NA,NA,NA,-114.375,56.625,NA,NA,NA,NA,NA,NA,NA,-114.375,56.625,NA,NA,NA,NA,NA,NA,NA,-114.375,56.625,4159.70844116211,4008.02220458984,61,-8.17730517418554,14.2275650673865,886,62.8569143677945
"18",-114.125,56.625,NA,NA,NA,NA,NA,NA,NA,-114.125,56.625,NA,NA,NA,NA,NA,NA,NA,-114.125,56.625,NA,NA,NA,NA,NA,NA,NA,-114.125,56.625,NA,NA,NA,NA,NA,NA,NA,-114.125,56.625,NA,NA,NA,NA,NA,NA,NA,-114.125,56.625,4580.35668334961,4353.25787963867,61,-7.15392013250611,14.4934909609554,1082.5,75.8442631431692
"19",-113.875,56.625,NA,NA,NA,NA,NA,NA,NA,-113.875,56.625,NA,NA,NA,NA,NA,NA,NA,-113.875,56.625,NA,NA,NA,NA,NA,NA,NA,-113.875,56.625,NA,NA,NA,NA,NA,NA,NA,-113.875,56.625,NA,NA,NA,NA,NA,NA,NA,-113.875,56.625,4567.99193725586,4347.2748840332,61,-7.28019169826131,14.3816459564511,1023.5,70.8427572811667
"20",-113.625,56.625,NA,NA,NA,NA,NA,NA,NA,-113.625,56.625,NA,NA,NA,NA,NA,NA,NA,-113.625,56.625,NA,NA,NA,NA,NA,NA,NA,-113.625,56.625,NA,NA,NA,NA,NA,NA,NA,-113.625,56.625,NA,NA,NA,NA,NA,NA,NA,-113.625,56.625,4547.82932128906,4338.9219909668,61,-7.22865857891006,14.2963489387649,1018.5,69.4433750433183
"21",-113.375,56.625,NA,NA,NA,NA,NA,NA,NA,-113.375,56.625,NA,NA,NA,NA,NA,NA,NA,-113.375,56.625,NA,NA,NA,NA,NA,NA,NA,-113.375,56.625,NA,NA,NA,NA,NA,NA,NA,-113.375,56.625,NA,NA,NA,NA,NA,NA,NA,-113.375,56.625,4451.09717407227,4309.4292175293,61,-8.65847572875176,14.2021631330847,774,52.3085369510667
"22",-113.125,56.625,NA,NA,NA,NA,NA,NA,NA,-113.125,56.625,NA,NA,NA,NA,NA,NA,NA,-113.125,56.625,NA,NA,NA,NA,NA,NA,NA,-113.125,56.625,NA,NA,NA,NA,NA,NA,NA,-113.125,56.625,NA,NA,NA,NA,NA,NA,NA,-113.125,56.625,4844.27174682617,4644.68248291016,61,-7.91920594857407,14.3755582009128,935.5,66.4435764896108
"23",-112.875,56.625,NA,NA,NA,NA,NA,NA,NA,-112.875,56.625,NA,NA,NA,NA,NA,NA,NA,-112.875,56.625,NA,NA,NA,NA,NA,NA,NA,-112.875,56.625,NA,NA,NA,NA,NA,NA,NA,-112.875,56.625,NA,NA,NA,NA,NA,NA,NA,-112.875,56.625,4885.01965942383,4661.78243408203,61,-6.75201240489683,14.3047920685605,1106,75.3498071441881
"24",-112.625,56.625,NA,NA,NA,NA,NA,NA,NA,-112.625,56.625,NA,NA,NA,NA,NA,NA,NA,-112.625,56.625,NA,NA,NA,NA,NA,NA,NA,-112.625,56.625,NA,NA,NA,NA,NA,NA,NA,-112.625,56.625,NA,NA,NA,NA,NA,NA,NA,-112.625,56.625,4826.88831787109,4637.41393432617,61,-7.11156612221709,14.2264132139632,1035,71.9130832283929
"25",-112.375,56.625,NA,NA,NA,NA,NA,NA,NA,-112.375,56.625,NA,NA,NA,NA,NA,NA,NA,-112.375,56.625,NA,NA,NA,NA,NA,NA,NA,-112.375,56.625,NA,NA,NA,NA,NA,NA,NA,-112.375,56.625,NA,NA,NA,NA,NA,NA,NA,-112.375,56.625,4762.45373535156,4619.21022338867,61,-7.85572340223522,14.1226959526814,906,63.3858865650115
"26",-112.125,56.625,NA,NA,NA,NA,NA,NA,NA,-112.125,56.625,NA,NA,NA,NA,NA,NA,NA,-112.125,56.625,NA,NA,NA,NA,NA,NA,NA,-112.125,56.625,NA,NA,NA,NA,NA,NA,NA,-112.125,56.625,NA,NA,NA,NA,NA,NA,NA,-112.125,56.625,5096.0369934082,4934.37033691406,61,-9.23034053627959,14.4029314785237,747.5,56.6070601115292
"27",-111.875,56.625,NA,NA,NA,NA,NA,NA,NA,-111.875,56.625,NA,NA,NA,NA,NA,NA,NA,-111.875,56.625,NA,NA,NA,NA,NA,NA,NA,-111.875,56.625,NA,NA,NA,NA,NA,NA,NA,-111.875,56.625,NA,NA,NA,NA,NA,NA,NA,-111.875,56.625,5147.77060546875,4953.27582397461,61,-7.75766783072276,14.3311634051474,980,70.3128352715829
"28",-111.625,56.625,NA,NA,NA,NA,NA,NA,NA,-111.625,56.625,NA,NA,NA,NA,NA,NA,NA,-111.625,56.625,NA,NA,NA,NA,NA,NA,NA,-111.625,56.625,NA,NA,NA,NA,NA,NA,NA,-111.625,56.625,NA,NA,NA,NA,NA,NA,NA,-111.625,56.625,5174.21420898438,4964.35430297852,61,-6.85150290096505,14.2827535448587,1074,73.310225179915
"29",-111.375,56.625,NA,NA,NA,NA,NA,NA,NA,-111.375,56.625,NA,NA,NA,NA,NA,NA,NA,-111.375,56.625,NA,NA,NA,NA,NA,NA,NA,-111.375,56.625,NA,NA,NA,NA,NA,NA,NA,-111.375,56.625,NA,NA,NA,NA,NA,NA,NA,-111.375,56.625,5110.13591308594,4937.84367675781,61,-7.30044729195387,14.1859320517908,996.5,68.8206067429545
"30",-111.125,56.625,NA,NA,NA,NA,NA,NA,NA,-111.125,56.625,NA,NA,NA,NA,NA,NA,NA,-111.125,56.625,NA,NA,NA,NA,NA,NA,NA,-111.125,56.625,NA,NA,NA,NA,NA,NA,NA,-111.125,56.625,NA,NA,NA,NA,NA,NA,NA,-111.125,56.625,5373.01235351563,5237.18248291016,62,-10.2622719957937,14.4501626220043,645.5,51.8334723826718
"31",-110.875,56.625,NA,NA,NA,NA,NA,NA,NA,-110.875,56.625,NA,NA,NA,NA,NA,NA,NA,-110.875,56.625,NA,NA,NA,NA,NA,NA,NA,-110.875,56.625,NA,NA,NA,NA,NA,NA,NA,-110.875,56.625,NA,NA,NA,NA,NA,NA,NA,-110.875,56.625,5449.60101928711,5260.39429321289,61,-8.16374170639933,14.3860507532493,922.5,69.4865861941465
"32",-110.625,56.625,NA,NA,NA,NA,NA,NA,NA,-110.625,56.625,NA,NA,NA,NA,NA,NA,NA,-110.625,56.625,NA,NA,NA,NA,NA,NA,NA,-110.625,56.625,NA,NA,NA,NA,NA,NA,NA,-110.625,56.625,NA,NA,NA,NA,NA,NA,NA,-110.625,56.625,5472.81411743164,5269.12841796875,61,-7.40426709542864,14.3218651210416,1006.5,71.0160157043531
"33",-110.375,56.625,NA,NA,NA,NA,NA,NA,NA,-110.375,56.625,NA,NA,NA,NA,NA,NA,NA,-110.375,56.625,NA,NA,NA,NA,NA,NA,NA,-110.375,56.625,NA,NA,NA,NA,NA,NA,NA,-110.375,56.625,NA,NA,NA,NA,NA,NA,NA,-110.375,56.625,5438.11637573242,5253.82288818359,61,-7.33198222241368,14.2368663204467,988.5,68.0384516111221
"34",-110.125,56.625,NA,NA,NA,NA,NA,NA,NA,-110.125,56.625,NA,NA,NA,NA,NA,NA,NA,-110.125,56.625,NA,NA,NA,NA,NA,NA,NA,-110.125,56.625,NA,NA,NA,NA,NA,NA,NA,-110.125,56.625,NA,NA,NA,NA,NA,NA,NA,-110.125,56.625,5408.6321472168,5243.10031738281,61,-6.79965024461931,14.1527441511,1053.5,72.4632617189095
"35",-109.875,56.625,NA,NA,NA,NA,NA,NA,NA,-109.875,56.625,NA,NA,NA,NA,NA,NA,NA,-109.875,56.625,NA,NA,NA,NA,NA,NA,NA,-109.875,56.625,NA,NA,NA,NA,NA,NA,NA,-109.875,56.625,NA,NA,NA,NA,NA,NA,NA,-109.875,56.625,5689.22828369141,5549.82654418945,62,-10.543953330844,14.5101669237187,639,52.5184799557964
"36",-109.625,56.625,NA,NA,NA,NA,NA,NA,NA,-109.625,56.625,NA,NA,NA,NA,NA,NA,NA,-109.625,56.625,NA,NA,NA,NA,NA,NA,NA,-109.625,56.625,NA,NA,NA,NA,NA,NA,NA,-109.625,56.625,NA,NA,NA,NA,NA,NA,NA,-109.625,56.625,5742.57089233399,5564.06762695312,61,-8.83718955844054,14.4282605161306,816.5,66.0153134279828
"37",-109.375,56.625,NA,NA,NA,NA,NA,NA,NA,-109.375,56.625,NA,NA,NA,NA,NA,NA,NA,-109.375,56.625,NA,NA,NA,NA,NA,NA,NA,-109.375,56.625,NA,NA,NA,NA,NA,NA,NA,-109.375,56.625,NA,NA,NA,NA,NA,NA,NA,-109.375,56.625,5802.52495117188,5588.14100952149,61,-7.37372867359832,14.3463154192969,999,71.5498355238695
"38",-109.125,56.625,NA,NA,NA,NA,NA,NA,NA,-109.125,56.625,NA,NA,NA,NA,NA,NA,NA,-109.125,56.625,NA,NA,NA,NA,NA,NA,NA,-109.125,56.625,NA,NA,NA,NA,NA,NA,NA,-109.125,56.625,NA,NA,NA,NA,NA,NA,NA,-109.125,56.625,5752.8723815918,5565.19110717773,61,-7.63544802198221,14.2630350942991,919.5,64.9990885665653
"39",-108.875,56.625,NA,NA,NA,NA,NA,NA,NA,-108.875,56.625,NA,NA,NA,NA,NA,NA,NA,-108.875,56.625,NA,NA,NA,NA,NA,NA,NA,-108.875,56.625,NA,NA,NA,NA,NA,NA,NA,-108.875,56.625,NA,NA,NA,NA,NA,NA,NA,-108.875,56.625,5723.73656616211,5553.26384887695,61,-7.23720798866419,14.2170896933326,988.5,68.1285771022145
"40",-108.625,56.625,NA,NA,NA,NA,NA,NA,NA,-108.625,56.625,NA,NA,NA,NA,NA,NA,NA,-108.625,56.625,NA,NA,NA,NA,NA,NA,NA,-108.625,56.625,NA,NA,NA,NA,NA,NA,NA,-108.625,56.625,NA,NA,NA,NA,NA,NA,NA,-108.625,56.625,5975.6643371582,5851.54586181641,62,-11.1031592275582,14.2668685897063,596.5,52.252354890795
"41",-116.625,56.375,NA,NA,NA,NA,NA,NA,NA,-116.625,56.375,NA,NA,NA,NA,NA,NA,NA,-116.625,56.375,NA,NA,NA,NA,NA,NA,NA,-116.625,56.375,NA,NA,NA,NA,NA,NA,NA,-116.625,56.375,NA,NA,NA,NA,NA,NA,NA,-116.625,56.375,6012.46591186524,5860.90480957031,62,-9.76137531754236,14.5631114715531,687,58.0903697141371
"42",-116.375,56.375,NA,NA,NA,NA,NA,NA,NA,-116.375,56.375,NA,NA,NA,NA,NA,NA,NA,-116.375,56.375,NA,NA,NA,NA,NA,NA,NA,-116.375,56.375,NA,NA,NA,NA,NA,NA,NA,-116.375,56.375,NA,NA,NA,NA,NA,NA,NA,-116.375,56.375,6088.76878051758,5887.82896118164,61,-7.89571459402444,14.4898309246059,897,68.5453441259695
"43",-116.125,56.375,NA,NA,NA,NA,NA,NA,NA,-116.125,56.375,NA,NA,NA,NA,NA,NA,NA,-116.125,56.375,NA,NA,NA,NA,NA,NA,NA,-116.125,56.375,NA,NA,NA,NA,NA,NA,NA,-116.125,56.375,NA,NA,NA,NA,NA,NA,NA,-116.125,56.375,6078.18294067383,5882.02754516602,61,-7.51577802670545,14.4288448937349,920,67.7051571865762
"44",-115.875,56.375,NA,NA,NA,NA,NA,NA,NA,-115.875,56.375,NA,NA,NA,NA,NA,NA,NA,-115.875,56.375,NA,NA,NA,NA,NA,NA,NA,-115.875,56.375,NA,NA,NA,NA,NA,NA,NA,-115.875,56.375,NA,NA,NA,NA,NA,NA,NA,-115.875,56.375,6059.48992919922,5870.81738891602,59,-7.07726725659337,14.4063637434038,993,70.080686909914
"45",-115.625,56.375,NA,NA,NA,NA,NA,NA,NA,-115.625,56.375,NA,NA,NA,NA,NA,NA,NA,-115.625,56.375,NA,NA,NA,NA,NA,NA,NA,-115.625,56.375,NA,NA,NA,NA,NA,NA,NA,-115.625,56.375,NA,NA,NA,NA,NA,NA,NA,-115.625,56.375,6002.14786376953,5854.40921630859,61,-7.85234791874104,14.3048591538192,853,64.0941597417449
"46",-115.375,56.375,NA,NA,NA,NA,NA,NA,NA,-115.375,56.375,NA,NA,NA,NA,NA,NA,NA,-115.375,56.375,NA,NA,NA,NA,NA,NA,NA,-115.375,56.375,NA,NA,NA,NA,NA,NA,NA,-115.375,56.375,NA,NA,NA,NA,NA,NA,NA,-115.375,56.375,5995.8587890625,5857.75374755859,61,-8.01352002511614,14.2151974493121,822.5,63.3828872955512
"47",-115.125,56.375,NA,NA,NA,NA,NA,NA,NA,-115.125,56.375,NA,NA,NA,NA,NA,NA,NA,-115.125,56.375,NA,NA,NA,NA,NA,NA,NA,-115.125,56.375,NA,NA,NA,NA,NA,NA,NA,-115.125,56.375,NA,NA,NA,NA,NA,NA,NA,-115.125,56.375,6353.4276184082,6184.14001464844,62,-9.07028591180936,14.307871276839,781.5,68.056678346401
"48",-114.875,56.375,NA,NA,NA,NA,NA,NA,NA,-114.875,56.375,NA,NA,NA,NA,NA,NA,NA,-114.875,56.375,NA,NA,NA,NA,NA,NA,NA,-114.875,56.375,NA,NA,NA,NA,NA,NA,NA,-114.875,56.375,NA,NA,NA,NA,NA,NA,NA,-114.875,56.375,6413.68291625977,6212.69456787109,62,-7.58273638556983,14.2353324897386,926.5,72.9417449209629
"49",-114.625,56.375,NA,NA,NA,NA,NA,NA,NA,-114.625,56.375,NA,NA,NA,NA,NA,NA,NA,-114.625,56.375,NA,NA,NA,NA,NA,NA,NA,-114.625,56.375,NA,NA,NA,NA,NA,NA,NA,-114.625,56.375,NA,NA,NA,NA,NA,NA,NA,-114.625,56.375,6328.56247558594,6170.44686889648,62,-8.60122914033775,14.1551396219958,728,58.1028567541117
"50",-114.375,56.375,NA,NA,NA,NA,NA,NA,NA,-114.375,56.375,NA,NA,NA,NA,NA,NA,NA,-114.375,56.375,NA,NA,NA,NA,NA,NA,NA,-114.375,56.375,NA,NA,NA,NA,NA,NA,NA,-114.375,56.375,NA,NA,NA,NA,NA,NA,NA,-114.375,56.375,6348.57660522461,6178.63305664063,62,-7.72892166835808,14.1488848545661,848,66.8559443958857
"51",-114.125,56.375,NA,NA,NA,NA,NA,NA,NA,-114.125,56.375,NA,NA,NA,NA,NA,NA,NA,-114.125,56.375,NA,NA,NA,NA,NA,NA,NA,-114.125,56.375,NA,NA,NA,NA,NA,NA,NA,-114.125,56.375,NA,NA,NA,NA,NA,NA,NA,-114.125,56.375,6348.94763183594,6179.69946289063,61,-7.52537151660792,14.0892182255708,875,68.6379631809812
"52",-113.875,56.375,NA,NA,NA,NA,NA,NA,NA,-113.875,56.375,NA,NA,NA,NA,NA,NA,NA,-113.875,56.375,NA,NA,NA,NA,NA,NA,NA,-113.875,56.375,NA,NA,NA,NA,NA,NA,NA,-113.875,56.375,NA,NA,NA,NA,NA,NA,NA,-113.875,56.375,6316.5437866211,6172.13099975586,62,-8.24590928819442,14.0206593520335,763.5,61.6756582248097
"53",-113.625,56.375,NA,NA,NA,NA,NA,NA,NA,-113.625,56.375,NA,NA,NA,NA,NA,NA,NA,-113.625,56.375,NA,NA,NA,NA,NA,NA,NA,-113.625,56.375,NA,NA,NA,NA,NA,NA,NA,-113.625,56.375,NA,NA,NA,NA,NA,NA,NA,-113.625,56.375,6358.91052856445,6195.08239135742,61,-7.19468583250355,13.9304815415295,907,69.5937915309509
"54",-113.375,56.375,NA,NA,NA,NA,NA,NA,NA,-113.375,56.375,NA,NA,NA,NA,NA,NA,NA,-113.375,56.375,NA,NA,NA,NA,NA,NA,NA,-113.375,56.375,NA,NA,NA,NA,NA,NA,NA,-113.375,56.375,NA,NA,NA,NA,NA,NA,NA,-113.375,56.375,6590.50176391602,6464.80420532227,62,-9.19570238699319,13.8813214565841,648.5,50.1964261035481
"55",-113.125,56.375,NA,NA,NA,NA,NA,NA,NA,-113.125,56.375,NA,NA,NA,NA,NA,NA,NA,-113.125,56.375,NA,NA,NA,NA,NA,NA,NA,-113.125,56.375,NA,NA,NA,NA,NA,NA,NA,-113.125,56.375,NA,NA,NA,NA,NA,NA,NA,-113.125,56.375,6614.66628417969,6473.28587646484,62,-8.38253329407933,13.8776577654125,744,58.7404973435314
"56",-112.875,56.375,NA,NA,NA,NA,NA,NA,NA,-112.875,56.375,NA,NA,NA,NA,NA,NA,NA,-112.875,56.375,NA,NA,NA,NA,NA,NA,NA,-112.875,56.375,NA,NA,NA,NA,NA,NA,NA,-112.875,56.375,NA,NA,NA,NA,NA,NA,NA,-112.875,56.375,6626.55831298828,6479.91606445313,62,-8.09885176116343,13.8431359423266,785.5,62.283643464028
"57",-112.625,56.375,NA,NA,NA,NA,NA,NA,NA,-112.625,56.375,NA,NA,NA,NA,NA,NA,NA,-112.625,56.375,NA,NA,NA,NA,NA,NA,NA,-112.625,56.375,NA,NA,NA,NA,NA,NA,NA,-112.625,56.375,NA,NA,NA,NA,NA,NA,NA,-112.625,56.375,6648.30290527344,6493.30144042969,62,-7.94499180612998,13.8307901908035,799,64.8074661707366
"58",-112.375,56.375,NA,NA,NA,NA,NA,NA,NA,-112.375,56.375,NA,NA,NA,NA,NA,NA,NA,-112.375,56.375,NA,NA,NA,NA,NA,NA,NA,-112.375,56.375,NA,NA,NA,NA,NA,NA,NA,-112.375,56.375,NA,NA,NA,NA,NA,NA,NA,-112.375,56.375,6667.87040405274,6508.45653686523,62,-7.37609597997726,13.7590571964888,853.5,68.5530798895285
"59",-112.125,56.375,NA,NA,NA,NA,NA,NA,NA,-112.125,56.375,NA,NA,NA,NA,NA,NA,NA,-112.125,56.375,NA,NA,NA,NA,NA,NA,NA,-112.125,56.375,NA,NA,NA,NA,NA,NA,NA,-112.125,56.375,NA,NA,NA,NA,NA,NA,NA,-112.125,56.375,6587.31141357422,6476.12799072266,62,-7.91989049973828,13.5988410037765,733.5,57.5615056537124
"60",-111.875,56.375,NA,NA,NA,NA,NA,NA,NA,-111.875,56.375,NA,NA,NA,NA,NA,NA,NA,-111.875,56.375,NA,NA,NA,NA,NA,NA,NA,-111.875,56.375,NA,NA,NA,NA,NA,NA,NA,-111.875,56.375,NA,NA,NA,NA,NA,NA,NA,-111.875,56.375,6537.38408813477,6458.22607421875,62,-8.80284571429481,13.498561745507,582.5,45.5542833895149
"61",-111.625,56.375,NA,NA,NA,NA,NA,NA,NA,-111.625,56.375,NA,NA,NA,NA,NA,NA,NA,-111.625,56.375,NA,NA,NA,NA,NA,NA,NA,-111.625,56.375,NA,NA,NA,NA,NA,NA,NA,-111.625,56.375,NA,NA,NA,NA,NA,NA,NA,-111.625,56.375,6542.95313110352,6460.67833862305,62,-8.85350469452102,13.4799800330009,558,43.8793405084627
"62",-111.375,56.375,NA,NA,NA,NA,NA,NA,NA,-111.375,56.375,NA,NA,NA,NA,NA,NA,NA,-111.375,56.375,NA,NA,NA,NA,NA,NA,NA,-111.375,56.375,NA,NA,NA,NA,NA,NA,NA,-111.375,56.375,NA,NA,NA,NA,NA,NA,NA,-111.375,56.375,6621.15877075195,6492.85452270508,62,-6.84418975231692,13.4991758534711,839,63.830508292555
