"","GDD.1","GDD.sd.1","UtahChill.1","UtahChill.sd.1","ChillPortions.1","ChillPortions.sd.1"
"1980",365.186679789967,157.015228241086,706.721856598545,214.607150600809,63.9918700476668,10.8932877595129
"1981",393.73779613587,159.60113443349,686.879286456529,226.720321129216,63.1730212645247,11.7914689201153
"1982",404.244515051306,163.908274738958,909.137512989262,199.669011379103,71.5365981927146,9.66678180408716
"1983",290.4944987801,155.825017825622,722.950294423277,137.710595504068,64.9419174828103,7.61174417770501
"1984",313.158184257846,131.649057508884,757.779355732594,220.496614288165,66.1284366062363,13.2573534507772
"1985",430.341458253604,206.106193969277,800.08850017319,214.849440940442,68.4559221097056,10.0727587180467
"1986",467.276943680695,170.030411715581,623.002078281954,129.128486281476,57.0963053844153,8.31789515492295
"1987",461.303475023326,162.619359514214,689.814166955317,207.985237853873,62.3761635842531,13.1150330349564
"1988",403.614730230431,144.372801330093,803.478697609976,254.33536210514,67.4740202716456,15.2399591184987
"1989",366.746026965686,142.088350417544,818.013682022861,249.770806381707,67.8967371731446,14.7178969456892
"1990",395.952094187045,181.691339652887,630.525285763769,164.773498071489,59.7105353078665,11.622179511629
"1991",473.897767980702,198.74989739015,750.81745756841,216.034407711742,68.5723342100033,12.9064290676234
"1992",356.101221758829,141.62223060521,696.140110841704,194.223944459058,64.1111011794749,11.5523623445048
"1993",353.623058850426,151.32343771087,739.642189123658,302.735114143028,61.4626826648381,18.1122338495935
"1994",342.818096485038,170.735575514007,768.702286110149,268.245095015031,63.399730296439,15.4379359320395
"1995",334.811736435363,183.453024248603,812.794076896432,153.252678094978,66.3000175445436,7.67000757164184
"1996",310.388786556246,162.399779290201,597.910460685833,146.946927078165,57.993784031884,11.8685581862495
"1997",255.184127401937,148.185622176073,791.630412192587,253.744067964083,67.6100922001255,12.3145888471519
"1998",499.582409369499,148.04865192556,644.30013855213,290.172898240276,60.1285102936097,17.931880083256
