"","GDD.1","GDD.sd.1","UtahChill.1","UtahChill.sd.1","ChillPortions.1","ChillPortions.sd.1"
"1980",341.392673087628,163.08226070469,798.388960619755,208.800632351916,69.3128708628321,9.02666524110817
"1981",392.157410003809,155.069002301575,732.547449967721,217.522991392896,66.2158537032959,10.8040924761946
"1982",375.645670404726,166.145952130502,1009.58683021304,194.105755444626,74.9629133207371,8.92505363279099
"1983",296.636721018825,149.230673581918,773.344092963202,153.979586045994,66.7882980559228,8.29874619201919
"1984",303.868710800484,130.941354475505,812.121368624919,223.690476734232,71.3364855630301,11.4236540368721
"1985",392.692257196712,196.398178751167,898.067785668173,216.117802690711,73.0418854885234,9.68732588828125
"1986",446.408672562292,174.905204005911,671.252743705617,133.751964657114,60.9275885065306,7.94974471135346
"1987",417.343497375818,155.11893763193,763.516462233699,207.534941222684,67.5674600934427,11.4392042732544
"1988",380.537793835322,143.478791566421,818.147191736604,235.087217775497,68.2091680383045,14.6732080354179
"1989",359.278616521218,135.952488833104,893.595545513234,210.219035455264,71.3956608058662,13.5740823865377
"1990",368.184379131162,187.12984154362,710.538089089735,141.513286217906,63.9154641395431,10.5757495260073
"1991",442.468528794505,195.548948228457,773.637830858618,220.557630768881,71.046999952127,11.8517655028428
"1992",334.72733734355,136.974931654875,767.146868947708,206.183022696813,66.4453997484646,12.1207897892361
"1993",352.6014570649,152.431033755303,804.243382827631,281.711888306751,66.3370438227216,15.6975704341743
"1994",318.294798196687,169.927394228787,857.333118140736,243.148907506494,68.0748040345399,12.4517468659016
"1995",321.736352206203,184.448843576585,881.87378954164,147.638799660798,69.6449455998686,7.12634325304569
"1996",308.578221361126,163.174959605294,644.299870884442,150.270842819004,61.6586978355579,10.6553837356863
"1997",246.869101320426,143.598468739345,928.224661071659,229.770100972688,74.513328869208,8.89273444477523
"1998",482.71687049365,151.503696664903,752.007101355713,265.68788203479,65.5513482489406,16.2429140007937
