Lat	Lon	MeanFitness
52.1800	-10.2500	 0.266
52.0100	-10.0900	 0.251
52.1800	-10.0900	 0.323
52.3400	-10.0900	 0.174
51.8400	-9.9200	 0.228
52.0100	-9.9200	 0.221
52.1800	-9.9200	 0.236
52.3400	-9.9200	 0.217
53.5100	-9.9200	 0.805
53.6700	-9.9200	 0.755
54.0000	-9.9200	 0.658
54.3400	-9.9200	 0.723
51.8400	-9.7600	 0.246
52.0100	-9.7600	 0.174
52.1800	-9.7600	 0.383
52.3400	-9.7600	 0.276
53.5100	-9.7600	 0.741
53.6700	-9.7600	 0.577
53.8400	-9.7600	 0.751
54.0000	-9.7600	 0.642
54.1700	-9.7600	 0.771
54.3400	-9.7600	 0.726
51.6800	-9.5900	 0.308
51.8400	-9.5900	 0.215
52.0100	-9.5900	 0.190
52.1800	-9.5900	 0.390
52.3400	-9.5900	 0.445
52.5100	-9.5900	 0.592
52.6700	-9.5900	 0.724
53.5100	-9.5900	 0.740
53.6700	-9.5900	 0.466
53.8400	-9.5900	 0.578
54.0000	-9.5900	 0.591
54.1700	-9.5900	 0.592
54.3400	-9.5900	 0.626
51.6800	-9.4200	 0.344
51.8400	-9.4200	 0.244
52.0100	-9.4200	 0.282
52.1800	-9.4200	 0.469
52.3400	-9.4200	 0.536
52.5100	-9.4200	 0.660
52.6700	-9.4200	 0.768
52.8400	-9.4200	 0.845
53.3400	-9.4200	 0.879
53.5100	-9.4200	 0.755
53.6700	-9.4200	 0.476
53.8400	-9.4200	 0.639
54.0000	-9.4200	 0.614
54.1700	-9.4200	 0.511
54.3400	-9.4200	 0.510
38.9000	-9.2600	 0.584
39.0600	-9.2600	 0.588
39.2300	-9.2600	 0.594
51.6800	-9.2600	 0.424
51.8400	-9.2600	 0.310
52.0100	-9.2600	 0.234
52.1800	-9.2600	 0.510
52.3400	-9.2600	 0.520
52.5100	-9.2600	 0.741
52.6700	-9.2600	 0.852
52.8400	-9.2600	 0.839
53.0100	-9.2600	 0.802
53.3400	-9.2600	 0.838
53.5100	-9.2600	 0.783
53.6700	-9.2600	 0.778
53.8400	-9.2600	 0.714
54.0000	-9.2600	 0.666
54.1700	-9.2600	 0.621
54.3400	-9.2600	 0.557
38.7300	-9.0900	 0.421
38.9000	-9.0900	 0.533
39.0600	-9.0900	 0.602
39.2300	-9.0900	 0.591
39.4000	-9.0900	 0.644
39.5600	-9.0900	 0.701
43.0500	-9.0900	 0.263
43.2100	-9.0900	 0.300
51.6800	-9.0900	 0.550
51.8400	-9.0900	 0.353
52.0100	-9.0900	 0.367
52.1800	-9.0900	 0.499
