Lat	Lon	MeanFitness
52.1800	-10.2500	 0.575
52.0100	-10.0900	 0.566
52.1800	-10.0900	 0.618
52.3400	-10.0900	 0.470
51.8400	-9.9200	 0.553
52.0100	-9.9200	 0.539
52.1800	-9.9200	 0.548
52.3400	-9.9200	 0.524
53.5100	-9.9200	 0.908
53.6700	-9.9200	 0.888
54.0000	-9.9200	 0.820
54.3400	-9.9200	 0.889
51.8400	-9.7600	 0.583
52.0100	-9.7600	 0.498
52.1800	-9.7600	 0.663
52.3400	-9.7600	 0.572
53.5100	-9.7600	 0.876
53.6700	-9.7600	 0.779
53.8400	-9.7600	 0.895
54.0000	-9.7600	 0.848
54.1700	-9.7600	 0.911
54.3400	-9.7600	 0.893
51.6800	-9.5900	 0.647
51.8400	-9.5900	 0.569
52.0100	-9.5900	 0.527
52.1800	-9.5900	 0.675
52.3400	-9.5900	 0.692
52.5100	-9.5900	 0.803
52.6700	-9.5900	 0.874
53.5100	-9.5900	 0.887
53.6700	-9.5900	 0.696
53.8400	-9.5900	 0.794
54.0000	-9.5900	 0.801
54.1700	-9.5900	 0.805
54.3400	-9.5900	 0.821
51.6800	-9.4200	 0.706
51.8400	-9.4200	 0.623
52.0100	-9.4200	 0.646
52.1800	-9.4200	 0.750
52.3400	-9.4200	 0.772
52.5100	-9.4200	 0.840
52.6700	-9.4200	 0.895
52.8400	-9.4200	 0.932
53.3400	-9.4200	 0.950
53.5100	-9.4200	 0.897
53.6700	-9.4200	 0.744
53.8400	-9.4200	 0.821
54.0000	-9.4200	 0.813
54.1700	-9.4200	 0.768
54.3400	-9.4200	 0.733
38.9000	-9.2600	 0.250
39.0600	-9.2600	 0.200
39.2300	-9.2600	 0.100
51.6800	-9.2600	 0.773
51.8400	-9.2600	 0.711
52.0100	-9.2600	 0.635
52.1800	-9.2600	 0.794
52.3400	-9.2600	 0.784
52.5100	-9.2600	 0.887
52.6700	-9.2600	 0.935
52.8400	-9.2600	 0.928
53.0100	-9.2600	 0.913
53.3400	-9.2600	 0.937
53.5100	-9.2600	 0.916
53.6700	-9.2600	 0.913
53.8400	-9.2600	 0.887
54.0000	-9.2600	 0.834
54.1700	-9.2600	 0.820
54.3400	-9.2600	 0.793
38.7300	-9.0900	 0.000
38.9000	-9.0900	 0.000
39.0600	-9.0900	 0.050
39.2300	-9.0900	 0.050
39.4000	-9.0900	 0.050
39.5600	-9.0900	 0.050
43.0500	-9.0900	 0.768
43.2100	-9.0900	 0.813
51.6800	-9.0900	 0.848
51.8400	-9.0900	 0.769
52.0100	-9.0900	 0.766
52.1800	-9.0900	 0.808
52.3400	-9.0900	 0.766
52.5100	-9.0900	 0.907
52.6700	-9.0900	 0.947
52.8400	-9.0900	 0.926
53.0100	-9.0900	 0.931
53.1700	-9.0900	 0.912
53.3400	-9.0900	 0.954
53.5100	-9.0900	 0.966
53.6700	-9.0900	 0.965
53.8400	-9.0900	 0.946
54.0000	-9.0900	 0.927
54.1700	-9.0900	 0.945
54.3400	-9.0900	 0.874
38.5600	-8.9300	 0.000
38.7300	-8.9300	 0.000
38.9000	-8.9300	 0.000
39.0600	-8.9300	 0.000
39.2300	-8.9300	 0.000
39.4000	-8.9300	 0.000
39.5600	-8.9300	 0.000
39.7300	-8.9300	 0.000
42.7200	-8.9300	 0.585
42.8800	-8.9300	 0.561
43.0500	-8.9300	 0.492
43.2100	-8.9300	 0.631
51.6800	-8.9300	 0.904
51.8400	-8.9300	 0.928
52.0100	-8.9300	 0.906
52.1800	-8.9300	 0.928
52.3400	-8.9300	 0.885
52.5100	-8.9300	 0.966
52.6700	-8.9300	 0.982
52.8400	-8.9300	 0.970
