"year","gdd","gdd.sd","utah","utah.sd","ports","ports.sd","gen","spp","species","complex_name","continent"
2015,482.896640003348,86.173931434799,909.111111111111,165.748638338633,47.5758624031539,4.3255190366359,"Aes","hip","Aeship","Aesculus_hippocastanum","europe"
2016,557.21552529393,82.6270205374919,833.666666666667,113.865600600006,47.8489967422986,3.03267383140015,"Aes","hip","Aeship","Aesculus_hippocastanum","europe"
2017,546.008858430717,85.5842353899835,1181,138.749774774592,55.7184517433682,3.49646695718735,"Aes","hip","Aeship","Aesculus_hippocastanum","europe"
1980,282.785125789936,158.142084950986,1690.02224099099,512.773326013802,87.9198782488275,18.4543954038457,"Aln","rub","alnrub","Alnus_rubra","north america"
1981,297.421997350846,157.442283522422,1889.79617117117,474.802064742692,94.15595923116,13.6893546212706,"Aln","rub","alnrub","Alnus_rubra","north america"
1982,198.79822451005,151.8065164793,2221.79617117117,623.143541537566,102.387801812651,15.8852349595651,"Aln","rub","alnrub","Alnus_rubra","north america"
1983,322.752131115314,143.161951184353,1685.25703828829,648.2712029903,87.3653341739487,22.6446451451033,"Aln","rub","alnrub","Alnus_rubra","north america"
1984,257.983522259227,159.072747158261,2077.92342342342,714.533338732976,97.2525963423258,20.1844569776762,"Aln","rub","alnrub","Alnus_rubra","north america"
1985,231.293032125012,165.803688129503,1920.60754504505,674.560863919463,95.102951663874,18.5457623689074,"Aln","rub","alnrub","Alnus_rubra","north america"
1986,249.978753918129,180.375184765941,1823.61402027027,654.611353856384,92.4835032138499,18.1144235455132,"Aln","rub","alnrub","Alnus_rubra","north america"
1987,289.52042039351,208.795616532704,2004.53828828829,614.788485966387,97.5345850663851,16.2440122813899,"Aln","rub","alnrub","Alnus_rubra","north america"
1988,281.11913444469,165.647879306214,2173.41638513513,653.558915233104,100.32060451917,16.0615912949912,"Aln","rub","alnrub","Alnus_rubra","north america"
1989,316.470683653279,164.605980467023,1925.54222972973,639.778516399723,94.0571112752216,17.973343912743,"Aln","rub","alnrub","Alnus_rubra","north america"
1990,327.702366116694,164.873813046548,1930.6722972973,604.368435234819,95.3772545927335,16.9322930506993,"Aln","rub","alnrub","Alnus_rubra","north america"
1991,253.567383495235,132.39141487884,1757.19087837838,710.603054263079,90.1490993406046,23.1103524073349,"Aln","rub","alnrub","Alnus_rubra","north america"
1992,350.628650429667,223.250740519347,2017.00619369369,637.726055554772,97.9326465080404,15.7311160133891,"Aln","rub","alnrub","Alnus_rubra","north america"
1993,379.934191700806,164.139324332113,2142.85585585586,655.316414316574,100.335050926825,16.6622230727288,"Aln","rub","alnrub","Alnus_rubra","north america"
1994,340.506115815818,192.506057977294,1907.17961711712,519.732422598203,95.9789251902692,15.0857469120311,"Aln","rub","alnrub","Alnus_rubra","north america"
1995,354.530979729009,151.055959900914,1946.14695945946,692.124042510976,94.9413934659355,21.5029026596459,"Aln","rub","alnrub","Alnus_rubra","north america"
1996,274.882413309361,169.255843103737,1996.08023648649,628.303018899702,96.8192458753121,17.6759368480737,"Aln","rub","alnrub","Alnus_rubra","north america"
1997,319.072033322238,163.081697724593,1684.86852477477,532.474357274818,88.9352452998593,16.7100234430951,"Aln","rub","alnrub","Alnus_rubra","north america"
1998,317.791258365401,148.713609308631,2241.31024774775,686.489044691057,102.343768287862,16.9550096758515,"Aln","rub","alnrub","Alnus_rubra","north america"
1999,191.019013825941,144.013432297519,2127.37865990991,654.632989792468,98.8128084253758,17.6691149643159,"Aln","rub","alnrub","Alnus_rubra","north america"
2000,234.974678535595,174.081428801922,2098.90709459459,745.195683978417,98.7363993080657,18.8739271534676,"Aln","rub","alnrub","Alnus_rubra","north america"
2001,215.892212748721,169.687415414981,2021.22888513514,580.771519258719,97.7913116535667,16.481326597907,"Aln","rub","alnrub","Alnus_rubra","north america"
2002,208.269635547353,139.113933609828,2118.48141891892,687.684824175311,98.9591024761629,18.1245093515625,"Aln","rub","alnrub","Alnus_rubra","north america"
2003,261.276458984217,143.247150273448,2212.88626126126,582.5306235194,101.975285969826,16.3860965529323,"Aln","rub","alnrub","Alnus_rubra","north america"
2004,347.462217575602,187.452823659556,2044.92483108108,651.052723558924,98.4876998351641,17.2072439315649,"Aln","rub","alnrub","Alnus_rubra","north america"
2005,369.578776169209,155.74229170822,2185.88288288288,659.598510892519,100.172750462662,15.6905125421581,"Aln","rub","alnrub","Alnus_rubra","north america"
2006,251.183390477124,152.57980162625,2140.8490990991,595.69813347884,100.632695792663,16.2289635655423,"Aln","rub","alnrub","Alnus_rubra","north america"
2007,240.252665475068,172.275151868095,1977.73958333333,725.321450760754,95.0956945603469,20.3518171235783,"Aln","rub","alnrub","Alnus_rubra","north america"
2008,224.168662976726,127.066470860214,1991.36373873874,704.728525306131,94.8535193059142,21.0787956905885,"Aln","rub","alnrub","Alnus_rubra","north america"
2009,219.704139319019,145.880042471837,1826.89217342342,664.782798205109,90.6828664854822,21.4825878084227,"Aln","rub","alnrub","Alnus_rubra","north america"
2010,268.012755295831,136.501061362581,1811.03519144144,632.368665672363,92.239824594962,21.0329313290608,"Aln","rub","alnrub","Alnus_rubra","north america"
2011,197.591392674654,124.22747354693,2181.45777027027,649.238661095221,99.7011894921856,17.400097793102,"Aln","rub","alnrub","Alnus_rubra","north america"
2012,215.773871982167,158.844568129079,1936.65484234234,630.446516219384,95.0554597192485,18.8294522658579,"Aln","rub","alnrub","Alnus_rubra","north america"
2013,273.232440041883,175.361645497217,1913.09938063063,759.354262815423,93.1226978969715,20.9560697790546,"Aln","rub","alnrub","Alnus_rubra","north america"
2014,310.516461791376,187.23022243579,2128.82685810811,735.0940899856,97.9395963488354,20.0048218549255,"Aln","rub","alnrub","Alnus_rubra","north america"
2015,355.244773781882,185.581596518308,1976.65653153153,614.594182371752,95.9245506127988,17.0298772863087,"Aln","rub","alnrub","Alnus_rubra","north america"
2016,247.860189464987,155.103295299876,2083.42426801802,636.202094104637,98.7244880338324,16.8288293429722,"Aln","rub","alnrub","Alnus_rubra","north america"
1980,259.54268452654,137.738618852093,848.339083578849,287.980337909927,48.8031927533602,11.8938187719718,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1981,374.236944465552,158.548964100173,757.696038145449,273.538554612873,43.656708096862,11.2343714513336,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1982,332.751942049476,174.903845268222,1012.55907892697,282.138707740829,54.1523894761742,8.68492160885963,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1983,427.559999766087,224.7551450481,855.572414327803,248.271174275624,48.1929276735904,9.80706412867948,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1984,379.234612981591,144.967385308028,862.005621026516,304.884669493332,45.5949450576408,11.7060407133039,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1985,364.1269238771,185.197379201562,782.337106528144,253.028160336555,44.5210131059359,10.5497296288032,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1986,409.446372450514,203.443018691787,929.313188091177,299.543215429946,49.2087956848701,9.56809233906427,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1987,303.802455549658,159.269976263991,875.798185765235,352.2187703669,47.2304421152356,13.9987993998395,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1988,372.004283592431,152.209562907805,713.262056132734,361.803952711605,44.2006853911985,14.7082858060481,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1989,438.86754591768,191.7701561869,878.847224375872,239.403492038288,48.5608728881471,8.54788141646106,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1990,431.932624222139,206.599715301022,828.960071328888,265.391067258889,47.1094334831299,10.2820548087053,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1991,306.960499252072,169.08982024048,840.561249806172,331.439704133894,47.4279179812295,11.7919679367176,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1992,376.910704536729,183.578830252718,844.361102496511,425.508529864865,46.3064941622038,13.858397198792,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1993,435.924873353179,163.984051866071,705.539502248411,378.760759538373,41.998206934828,15.1133002519221,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1994,369.363905650618,215.553243510755,877.351217242983,364.128986830008,49.7895597363331,12.1477887982742,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1995,398.136230079621,195.460198739508,630.51422701194,208.472152891916,39.7269289365132,9.2336725761294,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1996,377.960641656864,197.106631671224,955.684834858117,206.928530635612,49.2192976577476,7.10309700841992,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1997,353.57200934922,229.458314622418,789.822142967902,325.230861157477,45.2671935929909,12.5375895956939,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1998,396.598463175787,184.602114669667,789.055047294154,279.633038094821,44.0809704273656,10.7164544496758,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1999,400.834567232363,198.581625441487,844.029810823384,293.462352978942,47.7111430003882,10.4586509258084,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2000,468.677342043983,202.928486007456,1075.05900139557,283.516199570827,52.822540845842,8.78743393979152,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2001,412.745710454718,204.071029999846,640.573189641805,204.064059677259,39.6815287368118,9.48989063205454,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2002,450.538900886494,190.783162722395,774.975926500233,439.973435654013,42.3499330251605,16.108899754042,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2003,455.491797872756,211.909737110133,935.938866490929,339.527912697206,51.3352485457335,11.4227800615948,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2004,360.372717423733,172.376340875307,922.198286556055,263.26808769624,50.1874374876561,9.82935004436327,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2005,417.077492050351,208.965011870746,807.187432160025,182.077272128411,46.8322834272707,7.14316021429252,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2006,380.552126879609,194.9986743149,997.283380018674,299.371562217277,52.5757693818314,8.91883098185521,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2007,499.124962268516,212.017913552849,855.061887731301,280.104546090078,46.787472480838,10.9122998600397,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2008,406.798051794479,188.73298850524,985.77487948997,202.723559289072,50.8049459035892,7.40077980349297,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2009,452.789148618533,200.913849410096,957.889458955224,312.743671592523,49.25726218397,10.4111882592344,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2010,429.660857589665,184.140836146639,857.322217039801,226.383615810538,45.2532609167596,10.4240607224655,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2011,480.500672953485,222.166445703925,986.141674440299,285.695047749357,53.4371177406935,8.58818043206562,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2012,492.10325626663,225.376380518089,894.759617626486,291.202575332184,48.1453681522525,9.98046554264439,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2013,432.922363036888,198.92350773006,988.644406437068,281.02178109329,53.462995380807,7.30312841410383,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2014,489.921849623493,200.525940199572,827.405908619727,301.163404698378,45.9058902295884,10.0347071097822,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2015,417.708925641459,216.454342106012,1054.1621319716,326.69993125255,54.7035107186974,9.41879929694613,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2016,437.07020915176,170.44620603456,861.434446481231,389.652779388206,47.8621411896278,14.6901681442198,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
2017,419.008955074085,250.450315486075,948.8309240476,287.058099626537,51.3448588371604,9.82051419615236,"Aln","glu","Alnglu","Alnus_glutinosa","europe"
1980,182.005104661125,111.681449639676,548.136714116251,254.982720824282,34.4401992853043,14.2515036834213,"Aln","inc","Alninc","Alnus_incana","north america"
1981,244.180191575518,150.155817005655,552.912366548043,191.821161530142,32.5257674526849,11.5057119635162,"Aln","inc","Alninc","Alnus_incana","north america"
1982,218.915660651182,140.426286576638,636.462930011862,412.902962069906,40.7018335615895,15.6257879566753,"Aln","inc","Alninc","Alnus_incana","north america"
1983,297.749040396828,206.267861455459,600.67793594306,257.936977473943,36.4788020736607,12.7657989351111,"Aln","inc","Alninc","Alnus_incana","north america"
1984,302.996941819406,130.454814502056,558.942763938316,301.918372715675,31.9139358461165,14.3800676259402,"Aln","inc","Alninc","Alnus_incana","north america"
1985,218.02142059076,171.46488265398,520.264679715302,265.051566669907,31.3018542299801,13.8590801974909,"Aln","inc","Alninc","Alnus_incana","north america"
1986,277.312838404442,193.449224296002,640.207888493476,348.950434724536,37.2817169640949,13.5139307329586,"Aln","inc","Alninc","Alnus_incana","north america"
1987,214.712616020808,125.08648610111,611.366103202847,300.294438865467,34.0591414533468,15.1225902255757,"Aln","inc","Alninc","Alnus_incana","north america"
1988,248.708331557889,146.899177952979,473.67734282325,219.823176997684,31.7368902500916,14.3247621722258,"Aln","inc","Alninc","Alnus_incana","north america"
1989,287.198628874937,171.289373972953,620.9128113879,298.538954537944,36.816522064082,13.1596192287267,"Aln","inc","Alninc","Alnus_incana","north america"
1990,250.766550206486,191.340822326951,521.216192170819,333.411730969738,33.5241618930199,15.6543542842971,"Aln","inc","Alninc","Alnus_incana","north america"
1991,246.074252819839,166.48368329327,605.210557532622,262.494384115403,36.6607684168718,12.9198961313004,"Aln","inc","Alninc","Alnus_incana","north america"
1992,238.070345452204,142.638541729124,473.091488730724,361.924743192166,31.1082182017512,15.9974070884739,"Aln","inc","Alninc","Alnus_incana","north america"
1993,298.387695630232,181.227546576541,399.261862396204,257.922576092581,26.3064115042877,15.2337974074814,"Aln","inc","Alninc","Alnus_incana","north america"
1994,227.052406230159,176.492811104039,605.112841043891,345.862418402692,36.9091503677655,15.7507207984417,"Aln","inc","Alninc","Alnus_incana","north america"
1995,308.301633453332,175.747593606647,468.332888493476,157.912244913565,31.1739993502721,9.13448061711846,"Aln","inc","Alninc","Alnus_incana","north america"
1996,244.311897201479,179.680626600444,683.996737841044,298.923772843451,37.8838980794529,11.847805310636,"Aln","inc","Alninc","Alnus_incana","north america"
1997,198.677986193374,157.085777952196,506.696619217082,277.204030722688,31.9687431611632,13.7426557883207,"Aln","inc","Alninc","Alnus_incana","north america"
1998,251.684645571176,167.49317917334,534.032473309609,234.809990715034,32.7393807169218,10.8716415260352,"Aln","inc","Alninc","Alnus_incana","north america"
1999,235.512560511125,174.43462348244,582.796411625148,279.67947549671,35.4626611105526,12.6241993385525,"Aln","inc","Alninc","Alnus_incana","north america"
2000,323.937783185809,201.468254269534,815.879893238434,329.824996231421,40.675422476427,13.3268265713272,"Aln","inc","Alninc","Alnus_incana","north america"
2001,285.05656791546,186.75296105727,451.307680901542,209.169316667201,29.7189908942661,10.6657138248694,"Aln","inc","Alninc","Alnus_incana","north america"
