"","Temp.Mean","Temp.SD","Geo.Mean","Geo.SD","variable"
"GDD",294.541947203524,131.42373113057,291.866077802556,61.4680460183251,"GDD"
"GDD.lastfrost",41.1716009268402,40.8685797740637,40.4463039345647,29.6062453487854,"GDD.lastfrost"
"DayLastFrost",96.3690761754251,12.2694832091624,96.4422324262689,10.974075874757,"DayLastFrost"
"MeanTmins",3.41420832887685,2.2651593990541,3.36930378906761,1.09383199972535,"MeanTmins"
"SDev.Tmins",11.8166879002986,0.506234938904525,11.8128332395424,0.407629948755247,"SDev.Tmins"
"Mean.Chill.Utah",934.76738636257,156.11322573383,935.490165336374,171.347656914303,"Mean.Chill.Utah"
"Mean.Chill.Portions",75.2018778085807,5.5790314867997,75.2052247884132,5.66080246690157,"Mean.Chill.Portions"
"GDD.1",156.606901606545,105.028669399545,153.871662955122,48.4944942159528,"GDD"
"GDD.lastfrost.1",17.6932683232971,22.869880160305,17.429856948001,17.6309352458047,"GDD.lastfrost"
"DayLastFrost.1",109.69613078157,16.2924907608939,110.059568207261,10.2239043762881,"DayLastFrost"
"MeanTmins.1",-0.384584659997448,3.32195843513448,-0.479268033613001,1.3382083552997,"MeanTmins"
"SDev.Tmins.1",12.5836051035774,1.05634401734876,12.5973635105901,0.53298126561476,"SDev.Tmins"
"Mean.Chill.Utah.1",752.877425773446,215.027091227183,748.236512163051,144.2567567555,"Mean.Chill.Utah"
"Mean.Chill.Portions.1",62.2820007084867,13.5735117749373,61.9488993340179,7.40948382667131,"Mean.Chill.Portions"
"GDD.2",432.333194752075,325.487419966229,418.868476171989,67.8606482838128,"GDD"
"GDD.lastfrost.2",51.4254756448063,56.0085784456045,49.7950665570413,35.6059411975419,"GDD.lastfrost"
"DayLastFrost.2",88.3555625072393,24.1159557866805,88.1700520519265,12.8193680329998,"DayLastFrost"
"MeanTmins.2",4.70165387472774,4.74393275891354,4.49940931822189,1.14866204112828,"MeanTmins"
"SDev.Tmins.2",12.0323423665231,0.736308495497541,12.0290292860718,0.413900405739724,"SDev.Tmins"
"Mean.Chill.Utah.2",658.844484816171,417.528656602407,669.919710469273,194.939653606683,"Mean.Chill.Utah"
"Mean.Chill.Portions.2",65.1218864497918,13.0525931166347,65.3358749933678,6.58000195287796,"Mean.Chill.Portions"
"GDD.3",316.412745283564,226.765282074523,308.087561981633,63.088072800665,"GDD"
