"","x","y","GDD","GDD.lastfrost","DayLastFrost","MeanTmins","SDev.Tmins","Mean.Chill.Utah","Mean.Chill.Portions","year"
"1",-0.25,47.75,427.739969205111,1.1399997510016,14,3.00254895943491,5.89093603814084,1975.5,103.64624520112,1980
"2",-2.25,47.25,475.519965007901,4.68999922461808,14,3.84287573767254,5.69514798485474,2128,106.006886144786,1980
"3",-1.75,47.25,466.739965427667,2.88999926485121,14,3.56633979621422,5.74789630768925,2090.5,104.231534206993,1980
"4",-1.25,47.25,449.139966715127,1.33999952301383,14,3.38254895072211,5.76425690937546,2059,102.298990594849,1980
"5",-0.75,47.25,435.289968589321,0.749999759718776,14,3.13732019810651,5.7850484845405,2009,102.6463205757,1980
"6",-0.25,47.25,455.139967922121,0.819999758154154,15,3.12209144035001,5.8983087381767,1962,101.148900771468,1980
"7",0.25,47.25,446.139968570322,0.199999772012234,15,3.04993457929079,5.87952510937185,1932.5,99.7808371790577,1980
"8",-1.75,46.75,433.459966171533,2.55999927222729,14,4.83294107501998,5.54094261882048,2176.5,104.392069571155,1980
"9",-1.25,46.75,434.189967049286,0.929999532178044,14,4.06745089612463,5.5815019812262,2145,103.573742526695,1980
"10",-1.25,46.25,475.129965240136,2.34999927692115,14,4.96601296747042,5.6420531778497,2131.5,101.705964665322,1980
"11",-0.75,46.25,518.289964051917,1.74999951384962,15,4.06790841245427,5.77127197496519,2082.5,102.101269088394,1980
"12",-0.75,45.75,520.679962880909,1.85999951139092,15,4.12797377051579,5.83460385492102,2023,102.306292534105,1980
"13",4.75,45.75,381.83997425437,0,14,0.313398693182987,6.14357145298399,1372.5,88.094636605134,1980
"14",10.75,45.75,205.549983559176,0,54,-1.91026138695675,6.59539522254886,1220,84.6968866046366,1980
"15",13.25,45.75,612.469960829243,0,14,1.29535945678994,6.13910344428087,1699,94.4405412095501,1980
"16",13.75,45.75,329.999974295497,0,14,0.00163399558392615,6.55209352933734,1489,92.4578713075283,1980
"17",0.75,45.25,505.859965000302,0,15,2.64424831362965,5.81993658093461,1928.5,100.651811198266,1980
"18",1.25,45.25,474.749966589734,0,14,2.2730718514109,5.87261603857156,1877,99.9546936203869,1980
"19",4.75,45.25,346.819975260645,0,14,0.0481699408683317,6.05199604477092,1383.5,89.938870953852,1980
"20",12.25,45.25,520.509967355058,0,14,2.34718949842005,6.49785151578227,1696.5,96.6712049236606,1980
"21",13.75,45.25,372.429971558973,0,14,3.35888882243117,6.10933331955001,1924.5,98.6767188696188,1980
"22",14.25,45.25,214.949982007965,7.17999916896224,64,-0.25098037785467,7.09253226269831,1416,89.9528591118176,1980
"23",0.75,44.75,557.379963178188,0,17,2.74209144862454,5.8474310499484,1910,99.5203504091677,1980
"24",1.25,44.75,528.149964725599,0,17,2.25666662294637,5.92876787041211,1851.5,99.2034947182006,1980
"25",1.75,44.75,469.859966922551,0,17,1.3471895191648,5.9954123547431,1761,97.7593777860109,1980
"26",4.25,44.75,162.059985648841,0,17,-0.773660106267902,6.02546416406645,1273,88.2274979436721,1980
"27",4.75,44.75,438.149970313534,0,13,1.21679736565482,5.87007463438744,1563.5,94.9505664035394,1980
"28",5.25,44.75,240.299980323762,0,28,-1.01045748644989,5.96274448875162,1309.5,87.9937108713464,1980
"29",12.25,44.75,567.589964291081,0,14,2.88457510725053,6.53887695357899,1633.5,94.6752051124181,1980
"30",1.25,44.25,542.419963959605,0,17,2.44980387345833,5.8116804726354,1902.5,99.1091102757562,1980
"31",1.75,44.25,483.669965943322,0,17,1.63084964347042,5.83431288661943,1802,98.433949706529,1980
