"","Temp.Mean","Temp.SD","Geo.Mean","Geo.SD","species","variable"
"GDD",222.383381383939,111.409099582667,224.803572569683,46.5175668516052,"Abies_alba","GDD"
"GDD.lastfrost",6.25639072566499,12.5678693182669,6.41210184949187,11.4166939661235,"Abies_alba","GDD.lastfrost"
"DayLastFrost",44.4308135921976,13.6376372440574,43.1558189444914,8.28405825123579,"Abies_alba","DayLastFrost"
"MeanTmins",-1.36372570161373,2.51652588987648,-1.42192053497355,0.899714008371543,"Abies_alba","MeanTmins"
"SDev.Tmins",4.60856710929526,1.21200866212538,4.65775872086415,0.478785884647023,"Abies_alba","SDev.Tmins"
"Mean.Chill.Utah",609.135486480574,304.079232220219,599.036244842535,125.701714742553,"Abies_alba","Mean.Chill.Utah"
"Mean.Chill.Portions",36.3712311898141,12.944798116588,35.7209700806048,4.83185124833989,"Abies_alba","Mean.Chill.Portions"
"GDD.1",223.653552875223,111.845123684109,224.208430560406,47.0112983744011,"Acer_pseudoplatanus","GDD"
"GDD.lastfrost.1",6.25951659425817,12.5777775626079,6.37617238018243,11.4070368053312,"Acer_pseudoplatanus","GDD.lastfrost"
"DayLastFrost.1",44.3889943634627,13.6594322907776,43.1889738220412,8.28821047208071,"Acer_pseudoplatanus","DayLastFrost"
"MeanTmins.1",-1.34494765421153,2.5184294892212,-1.41701418272259,0.900343475653921,"Acer_pseudoplatanus","MeanTmins"
"SDev.Tmins.1",4.61002839910862,1.2133907780921,4.65508955535748,0.478485551919564,"Acer_pseudoplatanus","SDev.Tmins"
"Mean.Chill.Utah.1",611.841527932769,305.054099927497,599.614739502172,125.735235724601,"Acer_pseudoplatanus","Mean.Chill.Utah"
"Mean.Chill.Portions.1",36.4642855472517,12.9630704169028,35.7938272431311,4.83093842076979,"Acer_pseudoplatanus","Mean.Chill.Portions"
"GDD.2",224.810517689748,111.008982040889,224.882934201835,46.2108694198107,"Aesculus_hippocastanum","GDD"
"GDD.lastfrost.2",6.53667570708743,12.629731580395,6.44043014789191,11.4214957704004,"Aesculus_hippocastanum","GDD.lastfrost"
"DayLastFrost.2",44.1898301591247,13.4684151271089,43.1496500019729,8.2827228889558,"Aesculus_hippocastanum","DayLastFrost"
"MeanTmins.2",-1.29522227589237,2.49962295139606,-1.42496440275753,0.898199767365523,"Aesculus_hippocastanum","MeanTmins"
"SDev.Tmins.2",4.59451171171965,1.20283984590458,4.65731121421467,0.478879177695071,"Aesculus_hippocastanum","SDev.Tmins"
"Mean.Chill.Utah.2",614.924385188759,301.450188026665,598.734829500335,125.595025221943,"Aesculus_hippocastanum","Mean.Chill.Utah"
"Mean.Chill.Portions.2",36.5557278770204,12.8127077181187,35.6924432473697,4.82847560377104,"Aesculus_hippocastanum","Mean.Chill.Portions"
"GDD.3",223.339525663532,112.131783608975,222.833987008229,47.8171652640597,"Alnus_glutinosa","GDD"
"GDD.lastfrost.3",6.25040022434754,12.6002087523355,6.30024756025577,11.3203815710743,"Alnus_glutinosa","GDD.lastfrost"
"DayLastFrost.3",44.536870111151,13.6850833235131,43.1260486401694,8.25466040721962,"Alnus_glutinosa","DayLastFrost"
"MeanTmins.3",-1.37468728401983,2.5434208735526,-1.42995673737539,0.894986080052606,"Alnus_glutinosa","MeanTmins"
"SDev.Tmins.3",4.61990181060369,1.22590642046083,4.64830203145572,0.481297924738855,"Alnus_glutinosa","SDev.Tmins"
"Mean.Chill.Utah.3",607.798474627699,308.067496156781,597.351296283754,125.210534810174,"Alnus_glutinosa","Mean.Chill.Utah"
"Mean.Chill.Portions.3",36.1872064213012,13.150755915791,35.6669665588795,4.80043259379605,"Alnus_glutinosa","Mean.Chill.Portions"
"GDD.4",220.715052437731,110.865228945604,185.4491316606,47.0142673609269,"Alnus_incana","GDD"
"GDD.lastfrost.4",6.26435897178078,12.5950026056412,6.42135189694258,11.3038115423588,"Alnus_incana","GDD.lastfrost"
"DayLastFrost.4",44.6056882485483,13.521472770084,47.830858776208,8.21155160211453,"Alnus_incana","DayLastFrost"
"MeanTmins.4",-1.42625060860878,2.53164651997353,-2.44561213198986,0.890090411991066,"Alnus_incana","MeanTmins"
"SDev.Tmins.4",4.61870371159516,1.22060487667807,4.93488272280556,0.477431462693413,"Alnus_incana","SDev.Tmins"
"Mean.Chill.Utah.4",598.854186871363,303.282869868524,505.901308578461,124.599687618895,"Alnus_incana","Mean.Chill.Utah"
"Mean.Chill.Portions.4",35.7215509847208,13.0215506634862,31.0717412476123,4.78076675056115,"Alnus_incana","Mean.Chill.Portions"
"GDD.5",221.39899187173,111.159850255602,183.932870662167,47.344304266888,"Betula_pendula","GDD"
"GDD.lastfrost.5",6.26433105026287,12.5921520053703,6.56207087498624,11.2823086142115,"Betula_pendula","GDD.lastfrost"
"DayLastFrost.5",44.5238032914947,13.6327555759905,48.5035330023729,8.21494067020786,"Betula_pendula","DayLastFrost"
"MeanTmins.5",-1.41035519347955,2.54501710384952,-2.62706552573946,0.890257440650417,"Betula_pendula","MeanTmins"
"SDev.Tmins.5",4.61594741568047,1.22731978475729,5.02917575397657,0.47858529074515,"Betula_pendula","SDev.Tmins"
"Mean.Chill.Utah.5",601.658558990273,306.539973861994,492.005278576338,124.499294192818,"Betula_pendula","Mean.Chill.Utah"
"Mean.Chill.Portions.5",35.8425978794265,13.1204991691114,30.2784150278692,4.77729815365956,"Betula_pendula","Mean.Chill.Portions"
