"","x","y","GDD","GDD.lastfrost","DayLastFrost","MeanTmins","SDev.Tmins","Mean.Chill.Utah","Mean.Chill.Portions","year","ID","weights"
"1",15.875,48.125,39.9199946373701,0,82,2.42627655673138,6.13683221678241,1215.5,82.7851131630265,1980,1,1.6383966233182
"2",14.125,47.875,21.2999968416989,0,66,1.64319146737615,5.98676483835795,1005,74.0906653226049,1980,2,1.64337335641362
"3",14.375,47.875,23.489997016266,0,66,1.69287231738897,5.99271424328178,976.5,71.9695890724089,1980,3,1.64337335641362
"4",14.625,47.875,24.1999967768788,0,66,1.72521274225747,5.99339865670244,943,70.0495639207303,1980,4,1.64337335641362
"5",14.875,47.875,17.409997375682,0,82,1.3291489213824,6.00649902551547,943.5,71.2162675002024,1980,5,1.64337335641362
"6",15.125,47.875,8.5499984677881,0,82,0.5395744710051,6.05419146707804,912,66.9929867885803,1980,6,1.64337335641362
"7",15.375,47.875,8.26999847404659,0,82,0.4472340475966,6.07425148202539,924.5,69.8052816142031,1980,7,1.64337335641362
"8",15.625,47.875,7.08999827690423,0,82,0.457340430408875,6.13226636422204,978,69.6200433544386,1980,8,1.64337335641362
"9",15.875,47.875,12.8699977006763,0,82,0.877021272151553,6.22108283825929,1086.5,75.049780934486,1980,9,1.64337335641362
"10",10.875,47.625,3.19999948143959,0,98,0.176063839762293,6.02725623556099,895.5,68.7687499997691,1980,10,1.64833027299454
"11",11.125,47.625,7.85999825969338,0,97,1.07968084090092,5.8949880297947,969,72.7658319102286,1980,11,1.64833027299454
"12",11.375,47.625,9.27999800443649,0,97,1.29499998508378,5.89306258748609,986,73.9312173315491,1980,12,1.64833027299454
"13",11.625,47.625,4.64999900199473,0,97,0.638936170020161,5.98909564702419,892,67.1282846918338,1980,13,1.64833027299454
"14",11.875,47.625,4.0899990145117,0,97,0.201382988370321,6.09548477603734,813,64.5682476103381,1980,14,1.64833027299454
"15",12.125,47.625,14.4799972176552,0,65,1.09393615996901,5.93452442337537,852,67.1634957860545,1980,15,1.64833027299454
"16",12.375,47.625,5.7499987538904,0,73,0.0598936299496192,6.09294912673825,738.5,68.6358824427147,1980,16,1.64833027299454
"17",12.625,47.625,4.05999901518226,0,97,-0.503936144622399,6.17220926020307,740.5,65.474081002475,1980,17,1.64833027299454
"18",12.875,47.625,2.88999926485121,0,97,-0.546702101053868,6.2124276049866,771,65.4894661889469,1980,18,1.64833027299454
"19",13.125,47.625,5.2299987655133,0,97,0.016808524708006,6.16273586754972,775,67.6496861603999,1980,19,1.64833027299454
"20",13.375,47.625,2.87999904155731,0,97,-0.283297851503371,6.27348240158691,670,63.0178837242689,1980,20,1.64833027299454
"21",13.625,47.625,3.69999902322888,0,97,-0.141276578022603,6.19543965766248,688,62.3301311506793,1980,21,1.64833027299454
"22",13.875,47.625,0.699999537318945,0,97,-0.570319121564798,6.17893411595508,710.5,61.6860004100188,1980,22,1.64833027299454
"23",14.125,47.625,0.469999765977263,0,97,-0.539893590270522,6.15472788218936,768.5,63.4365805676796,1980,23,1.64833027299454
"24",14.375,47.625,3.39999902993441,0,82,0.147234054004892,6.10766791633343,805.5,66.121016237404,1980,24,1.64833027299454
