"","Geo.Mean","Geo.SD","Temp.Mean","Temp.SD","species","variable"
"GDD",404.718287559934,147.823252064107,404.694788390207,92.2401107660293,"Abies_alba","GDD"
"GDD.lastfrost",19.3971499143111,24.7634121283566,19.3970353706389,27.6905230200701,"Abies_alba","GDD.lastfrost"
"DayLastFrost",75.2228886483382,21.1348935737305,74.2663432554678,19.167532433581,"Abies_alba","DayLastFrost"
"MeanTmins",-0.698551727909767,2.40001410476077,-0.698260016236247,1.21574134844398,"Abies_alba","MeanTmins"
"SDev.Tmins",6.80962825430934,0.761881691783355,6.80959293002296,0.69131918614477,"Abies_alba","SDev.Tmins"
"Mean.Chill.Utah",1320.9044771772,309.985918201246,1321.16505128559,254.445620776864,"Abies_alba","Mean.Chill.Utah"
"Mean.Chill.Portions",82.4894469112505,9.768322451808,82.4972519551673,8.39167811025097,"Abies_alba","Mean.Chill.Portions"
"GDD.1",485.689977052427,166.760578472576,485.412070592923,100.606745147752,"Acer_pseudoplatanus","GDD"
"GDD.lastfrost.1",16.6821139058932,23.9426701278541,16.6993930040227,25.6495052908388,"Acer_pseudoplatanus","GDD.lastfrost"
"DayLastFrost.1",67.2547990725479,21.0180647861828,65.896316263085,19.4346990127103,"Acer_pseudoplatanus","DayLastFrost"
"MeanTmins.1",0.232701196536011,2.40505921411734,0.228751063638653,1.27711763301953,"Acer_pseudoplatanus","MeanTmins"
"SDev.Tmins.1",6.83432393571245,0.839254318656654,6.83590739924462,0.720728273470935,"Acer_pseudoplatanus","SDev.Tmins"
"Mean.Chill.Utah.1",1433.59156166493,347.384403992038,1432.79437811165,267.942883186906,"Acer_pseudoplatanus","Mean.Chill.Utah"
"Mean.Chill.Portions.1",84.5415746284374,9.80024815474794,84.5248431207605,8.45977973038866,"Acer_pseudoplatanus","Mean.Chill.Portions"
"GDD.2",596.136857048105,93.1720264382717,596.136857048105,106.83655259778,"Aesculus_hippocastanum","GDD"
"GDD.lastfrost.2",33.9511674139481,20.0746427689146,33.9511674139481,36.5700212499248,"Aesculus_hippocastanum","GDD.lastfrost"
"DayLastFrost.2",52.6680555555556,12.9188607513466,52.941161093335,22.9488595578412,"Aesculus_hippocastanum","DayLastFrost"
"MeanTmins.2",3.36651909984026,1.30016399865114,3.36651909984026,1.47164203494224,"Aesculus_hippocastanum","MeanTmins"
"SDev.Tmins.2",5.80742765015721,0.191224272509199,5.80742765015721,0.543331881482893,"Aesculus_hippocastanum","SDev.Tmins"
"Mean.Chill.Utah.2",1729.93018018018,100.263780568413,1729.93018018018,247.219435474324,"Aesculus_hippocastanum","Mean.Chill.Utah"
"Mean.Chill.Portions.2",91.9881745877069,2.53608139203608,91.9881745877069,5.45016989949325,"Aesculus_hippocastanum","Mean.Chill.Portions"
"GDD.3",412.830946468482,207.247708591464,411.852910055401,88.4259159177501,"Alnus_glutinosa","GDD"
"GDD.lastfrost.3",11.5533323256451,23.2793248567992,11.6436984462639,20.9354063275498,"Alnus_glutinosa","GDD.lastfrost"
"DayLastFrost.3",82.3927884870693,25.3083355429781,79.7853065444281,15.2664104623647,"Alnus_glutinosa","DayLastFrost"
"MeanTmins.3",-2.55141442401676,4.69722983959803,-2.65407087088979,1.65462716703366,"Alnus_glutinosa","MeanTmins"
"SDev.Tmins.3",8.5484410482024,2.26595558560275,8.60120270239281,0.88981732546416,"Alnus_glutinosa","SDev.Tmins"
"Mean.Chill.Utah.3",1123.90537671368,569.852416049753,1104.49577818361,231.568439012613,"Alnus_glutinosa","Mean.Chill.Utah"
"Mean.Chill.Portions.3",66.9201988053811,24.3280083612852,65.9541789093537,8.88239099555606,"Alnus_glutinosa","Mean.Chill.Portions"
"GDD.4",272.20435650409,177.922187102041,270.635180146305,70.5165457770451,"Alnus_incana","GDD"
"GDD.lastfrost.4",11.4930484177866,22.3565801240271,11.7144394479877,20.4683362356643,"Alnus_incana","GDD.lastfrost"
"DayLastFrost.4",99.4969652924536,22.8813424841326,99.8499028700254,12.897977718515,"Alnus_incana","DayLastFrost"
"MeanTmins.4",-6.36540956671552,4.49693685518586,-6.54467934277125,1.95383428951686,"Alnus_incana","MeanTmins"
"SDev.Tmins.4",10.0726122646726,2.23348145035608,10.1671739266278,1.03498637069083,"Alnus_incana","SDev.Tmins"
