"","Temp.Mean","Temp.SD","Geo.Mean","Geo.SD","species","variable"
"GDD",574.982718636298,324.810117422341,577.291288675349,91.9007020728187,"Abies_alba","GDD"
"GDD.lastfrost",69.1522599970321,84.551200790869,69.0903210389686,64.2372023201281,"Abies_alba","GDD.lastfrost"
"DayLastFrost",49.6619519836852,13.3966369784308,48.973215935431,8.12083106913047,"Abies_alba","DayLastFrost"
"MeanTmins",2.33139471319416,2.63422078053068,2.31965089037763,0.966528787653177,"Abies_alba","MeanTmins"
"SDev.Tmins",5.63311549043239,1.38034138448329,5.7061214329458,0.798072231591256,"Abies_alba","SDev.Tmins"
"GDD.1",577.880572166433,325.926473549659,576.863956381939,92.8754743856135,"Acer_pseudoplatanus","GDD"
"GDD.lastfrost.1",68.6569257257266,84.5388653689401,68.982016110488,64.2430769250642,"Acer_pseudoplatanus","GDD.lastfrost"
"DayLastFrost.1",49.517382439727,13.3799254086616,48.9792751319445,8.11863690808529,"Acer_pseudoplatanus","DayLastFrost"
"MeanTmins.1",2.35713109221272,2.63606694755125,2.31562191291743,0.973550993951566,"Acer_pseudoplatanus","MeanTmins"
"SDev.Tmins.1",5.64274987516965,1.3880187394082,5.70667570397898,0.798234637982821,"Acer_pseudoplatanus","SDev.Tmins"
"GDD.2",585.304653230646,322.949442992397,576.82339303297,91.2437680191421,"Aesculus_hippocastanum","GDD"
"GDD.lastfrost.2",71.3676916130985,83.7616829819794,69.1595315240719,64.2312357362842,"Aesculus_hippocastanum","GDD.lastfrost"
"DayLastFrost.2",49.338999239709,13.2112811008221,48.9627246087199,8.11353918775808,"Aesculus_hippocastanum","DayLastFrost"
"MeanTmins.2",2.39398936334878,2.61589859290647,2.31721686059563,0.962551754932071,"Aesculus_hippocastanum","MeanTmins"
"SDev.Tmins.2",5.62454183723358,1.36875093663753,5.70854315811022,0.79765493730909,"Aesculus_hippocastanum","SDev.Tmins"
"GDD.3",575.034117326899,326.865171352739,572.543371391848,94.6432989324059,"Alnus_glutinosa","GDD"
"GDD.lastfrost.3",68.115527689481,84.2418164718408,68.179802502365,63.9334624615329,"Alnus_glutinosa","GDD.lastfrost"
"DayLastFrost.3",49.623313763543,13.366821124647,48.9545172325097,8.09332597783549,"Alnus_glutinosa","DayLastFrost"
"MeanTmins.3",2.30788345368789,2.65981992039699,2.26666468913755,1.00416300612126,"Alnus_glutinosa","MeanTmins"
"SDev.Tmins.3",5.68479414461597,1.42106238511999,5.72281411090959,0.8001309344245,"Alnus_glutinosa","SDev.Tmins"
"GDD.4",567.160146872631,322.415120773707,470.93757627225,92.9743654911083,"Alnus_incana","GDD"
"GDD.lastfrost.4",67.5689065400996,83.3109889464226,59.8166638985423,63.7766671120276,"Alnus_incana","GDD.lastfrost"
"DayLastFrost.4",49.647082603111,13.2176159795769,53.1903339252342,8.05523104996776,"Alnus_incana","DayLastFrost"
