"","GDD.1","GDD.sd.1","UtahChill.1","UtahChill.sd.1","ChillPortions.1","ChillPortions.sd.1"
"1999",504.821630254816,186.589210284832,1042.2433982684,228.465718313256,76.5215023118588,9.43374510319897
"2000",505.399856386467,252.43936374775,913.759090909091,166.848743858521,73.4690986109096,7.63783340530917
"2001",526.112633274307,215.197813178153,635.127164502165,201.703615388745,61.7140272289121,9.89358137985121
"2002",443.272548712365,261.364681641117,818.306818181818,121.700223190339,65.58882753477,9.94540317314977
"2003",476.320151946019,263.584243667098,864.600757575758,343.924187097278,71.6512516393977,17.2193983174908
"2004",514.519181100445,285.92482462191,753.876623376623,171.283535108576,63.6708380771291,10.9070286723409
"2005",443.675360615971,222.749359771356,797.044155844156,183.355132369949,65.1594083787993,11.6315265145505
"2006",533.646662272263,223.297069407041,709.59816017316,143.994278676214,64.4677549229146,9.61389334532797
"2007",551.154499043434,273.583725654535,1047.80800865801,304.845631598189,75.9707987117548,13.4416740393592
"2008",437.855247967593,227.405959876367,586.454329004329,127.673346507423,59.8140836682205,13.0260532150582
"2009",494.150904495717,262.469027100168,727.069805194805,210.883924734883,64.0730405331944,14.2868258094235
"2010",606.132883838736,225.498268013216,962.092640692641,165.123507246992,69.6754822123353,12.006853455188
"2011",499.010594624119,250.21895450847,732.071536796537,183.410221332562,62.5237032356542,11.0540138342027
"2012",668.621545531713,285.286958305694,824.903138528139,171.180840798376,66.0925961600373,10.6993505885675
"2013",463.64386710725,205.947284296561,947.584632034632,252.993233695076,72.677703377072,15.0609339144504
"2014",465.244121144809,232.811980513807,691.055411255411,184.380387406493,63.0043530665622,14.9142743489429
"2015",551.915171903974,241.116599329251,763.3079004329,173.910444999042,63.9121125227796,13.2061465078919
"2016",509.475178925267,268.241608968372,857.493398268398,171.757314017543,62.4452630237243,8.08759630797549
