"continent","latbi","rangeclim","latbinum","alphachill","betachill","alphaforce","betaforce","alphaphoto","betaphoto","betatraitchill","betatraitforce","betatraitphoto"
"europe","Abies_alba",2.01460740771059,1,-8.81460905003271,-14.0364491284706,-17.0478911673777,-12.0824885779434,3.09032215726843,-1.77743586054142,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Carpinus_betulus",2.42152227245281,7,-3.38564903495877,-9.66220793409127,-16.7707420576752,-10.8024164593524,10.1071174252278,4.25615886530046,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Cornus_mas",2.96611018671044,8,2.02002118955875,-5.66810354916086,-12.4186256542846,-5.10805430163766,5.75598740152661,-1.41082166896865,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Quercus_robur",2.1894872299736,19,1.68243987592239,-3.99268676410962,-14.9847767916899,-9.58834792935452,1.49164555125806,-3.79866261389852,-2.59198891975288,2.46469985687036,-2.41623156907856
"North America","Pseudotsuga_menziesii",27.3039189810738,15,3.36465723729979,-9.47255745980136,0.0725008035103553,-5.70294796686348,-3.51535086304812,-3.84314400301707,-0.470160151954725,-0.211524535154722,-0.0120053513268981
"North America","Alnus_incana",14.5374483197746,4,-11.8276161405348,-18.662545051594,2.61400986792581,-0.461017130250306,-0.952875651376604,-1.12740282585212,-0.470160151954725,-0.211524535154722,-0.0120053513268981
"North America","Picea_glauca",11.8717108374617,11,-0.888203554058342,-6.46980892536189,-0.880862902016282,-3.39202101840165,-4.17530819454483,-4.3178322539999,-0.470160151954725,-0.211524535154722,-0.0120053513268981
"North America","Quercus_rubra",45.5858993097306,16,20.3074660433261,-1.12520730312966,-0.0609294048175629,-9.7034655659183,-0.633322415108847,-1.18059715187476,-0.470160151954725,-0.211524535154722,-0.0120053513268981
"North America","Acer_saccharum",33.0362251259567,3,4.57247749536473,-10.9598391298656,0.815915816332582,-6.17205634670216,-3.18807469207892,-3.58468618123053,-0.470160151954725,-0.211524535154722,-0.0120053513268981
"North America","Betula_alleghaniensis",25.5853405402564,5,10.6392043971712,-1.39000319904917,0.923644862231783,-4.48828240232122,-2.59120887266997,-2.89836987467408,-0.470160151954725,-0.211524535154722,-0.0120053513268981
"North America","Betula_papyrifera",13.6767235670057,7,-26.6705952889531,-33.1008457194593,-0.0603644764051343,-2.95332707135565,-0.40651098274247,-0.57070485416524,-0.470160151954725,-0.211524535154722,-0.0120053513268981
"North America","Acer_pensylvanicum",24.2422546832683,1,5.35669334907024,-6.04104879654032,-0.281702342767276,-5.40953399574799,-3.30348505844365,-3.59452184287243,-0.470160151954725,-0.211524535154722,-0.0120053513268981
"North America","Populus_grandidentata",22.869880160305,12,-3.57872981597921,-14.3312361473345,-0.898312695010047,-5.73585346496277,-4.90088123367647,-5.17544217980499,-0.470160151954725,-0.211524535154722,-0.0120053513268981
"North America","Corylus_cornuta",27.0716586226777,8,-2.49368051958448,-15.2216956512891,-0.99955908776586,-6.72587909379509,-3.40339040483594,-3.72839517760304,-0.470160151954725,-0.211524535154722,-0.0120053513268981
"North America","Acer_rubrum",55.7711978108273,2,-3.17051087982817,-29.3919057172637,1.57372853057375,-10.2232481613836,-3.53733671464025,-4.20688953828117,-0.470160151954725,-0.211524535154722,-0.0120053513268981
"North America","Fagus_grandifolia",56.0085784456045,9,6.75533417016765,-19.5776675825859,0.177016054411375,-11.6701724659719,-2.20165421269098,-2.87405687425059,-0.470160151954725,-0.211524535154722,-0.0120053513268981
"North America","Betula_lenta",40.8685797740637,6,-58.7652796630779,-77.9800573398255,3.51269095209482,-5.13201638704769,-2.31103806153813,-2.80167971995713,-0.470160151954725,-0.211524535154722,-0.0120053513268981
"North America","Prunus_pensylvanica",17.9057257699085,14,5.13386558340167,-3.28469316543814,0.273886580828392,-3.51361373925943,-2.7009053645892,-2.91586989322005,-0.470160151954725,-0.211524535154722,-0.0120053513268981
"North America","Fraxinus_nigra",18.7658106872503,10,7.46776920302418,-1.35516720124702,3.50292481190662,-0.466504570515519,-3.93616046798814,-4.16145061822264,-0.470160151954725,-0.211524535154722,-0.0120053513268981
"North America","Robinia_pseudoacacia",42.4700989144207,17,1.43394941832452,-18.5337987408117,-0.719749066722997,-9.70321699757091,-3.13498112467149,-3.64484958302723,-0.470160151954725,-0.211524535154722,-0.0120053513268981
"North America","Populus_tremuloides",17.4040808607176,13,3.26126444465112,-4.92144085745618,2.49209572149688,-1.18929439236161,-1.76649373770233,-1.97543584295699,-0.470160151954725,-0.211524535154722,-0.0120053513268981
