"continent","latbi","rangeclim","latbinum","alphachill","betachill","alphaforce","betaforce","alphaphoto","betaphoto","betatraitchill","betatraitforce","betatraitphoto"
"europe","Fagus_sylvatica",2.41998021646524,10,-11.1226679588146,-17.3952298659137,-13.2101380087062,-7.24561311555523,3.1015005264817,-2.74573206908718,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Betula_pendula",2.13775105351427,5,-3.72524685158045,-9.26627389547949,-14.8349567129865,-9.56604199736544,4.47063485193627,-0.694666730395855,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Prunus_padus",1.94966355450539,16,0.069375197132705,-4.98413113339129,-5.13339797422852,-0.328062490493718,4.36369420574743,-0.347144423730412,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Betula_pubescens",1.86299041292646,6,-0.777247919071949,-5.60609842698318,-14.7499654826701,-10.1582532785794,4.27975831202034,-0.22165793658327,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Populus_tremula",2.26098694043789,14,1.65093138167187,-4.20952171564912,-6.95056395070536,-1.37790976222233,5.07599622100502,-0.387071801755352,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Alnus_glutinosa",2.40160802543529,4,4.2055760796912,-2.01936531182667,-12.5051259751812,-6.58588301863211,5.06783604061589,-0.735005086993285,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Quercus_ilex",2.74267421551379,17,-7.01375195537326,-14.1227331324769,-8.29396079348535,-1.53409204706648,6.3027126695026,-0.324223353719596,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Acer_pseudoplatanus",2.26684494402555,2,0.15870515991628,-5.71693181779579,-9.09074683143001,-3.50365442234293,5.05044879118088,-0.426773524779777,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Aesculus_hippocastanum",0.622480224343122,3,-4.31980517327613,-5.93326701753879,-7.60089398626844,-6.06666706642531,1.81875867668324,0.314702307498283,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Corylus_avellana",2.24874934845484,9,-8.07827537397535,-13.9070087684718,-7.70353071200022,-2.16103851472625,-5.8901545659397,-11.3236537326211,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Fraxinus_excelsior",2.32228165725502,11,-1.98793477759836,-8.00726310174874,-13.4297236712651,-7.70599640301598,3.74076188820695,-1.87040836434471,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Picea_abies",1.52464538205864,13,19.331397970721,15.3795340338726,-19.9597063711813,-16.2019131162433,14.3868822331589,10.7029859293789,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Larix_decidua",0.77555087615157,12,-8.61811191214013,-10.6283311898296,-18.32141072495,-16.4099105915036,8.14704891175064,6.27313840136668,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Prunus_avium",2.37736907643547,15,6.14970065326109,-0.0124136510227947,-12.9847495763551,-7.12524835393658,6.09363746339735,0.34936324956283,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Quercus_petraea",2.51875891942982,18,-2.87920333555264,-9.40779854624348,-9.13315094448779,-2.92516619627816,5.56163567659093,-0.524269139433605,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Tilia_cordata",2.25576727901004,21,4.22306324169196,-1.62386055104317,-15.8311629811235,-10.2713736914146,4.49737030004339,-0.95308581199511,-2.59198891975288,2.46469985687036,-2.41623156907856
"europe","Sorbus_aucuparia",1.95985276356849,20,-33.1139889743692,-38.1939056218858,-23.1849860192108,-18.3545371933565,4.1939902138907,-0.54146790418934,-2.59198891975288,2.46469985687036,-2.41623156907856
