date,airt,airtmax,airtmin,airtmmx,airtmmn,prec
2005-09,17.1,23.4,11.6,30.1,3.5,62
2005-10,9.7,13.9,6,24.6,-2.1,297
2005-11,4.8,9.9,-0.6,20.6,-12,108
2005-12,-3.4,0.9,-7.4,7.7,-17.6,77
2006-01,-0.7,4,-5.2,13.6,-17.9,104
2006-02,-3.8,1,-8.8,14.2,-18.7,51
2006-03,0.9,6.5,-4.5,20.7,-13.8,13
2006-04,8.1,14.8,2,24.1,-4.6,42
2006-05,12.3,17.7,7.4,28,2.2,115
2006-06,17.8,22.5,13.7,31.6,8.3,141
2006-07,21.9,27.3,16.9,32.1,11.1,92
2006-08,18.8,24.6,14,33.7,8.1,129
2006-09,14.6,20,9.9,25.9,1.6,75
2006-10,8.8,14.3,3.8,24.5,-2.9,168
2006-11,6.6,11.1,2.5,19,-5.2,117
2006-12,1.5,5.4,-2.7,17.5,-11.2,49
2007-01,-3.1,1,-7.3,18.5,-21.1,79
2007-02,-7.2,-2.5,-11.8,6.1,-18.4,47
2007-03,-0.2,5.5,-5.7,19.4,-21,108
2007-04,5.3,10,0.6,28.3,-7.9,160
2007-05,14.1,21.1,7.6,31.7,0.8,102
2007-06,17.4,23.7,11.7,32.1,3.4,64
2007-07,19.8,25.9,14.8,32.5,7.3,167
2007-08,19.6,25.5,14.1,31.1,7.5,30
2007-09,16.3,22.8,10.8,30.7,3.6,76
2007-10,12.4,17.8,7.5,27.7,-2.6,118
2007-11,2.2,6.9,-2.2,14.5,-10.1,91
2007-12,-3.7,0.4,-7.4,12,-16,97
2008-01,-3.4,1.1,-8.2,15.8,-20.2,72
2008-02,-3.8,0.7,-8.7,12.1,-19.7,267
2008-03,-0.3,4.8,-5,10.1,-9.7,139
2008-04,8.5,15,2,26.4,-5.5,111
2008-05,11.7,18.1,5.6,27.2,-2.7,57
2008-06,18.4,24.5,13.3,34.1,6.5,106
2008-07,21,26.7,16.4,31.1,11.8,225
2008-08,18.2,24.5,13.2,27.9,6.8,47
2008-09,15.9,21.6,11.2,29.3,3.1,198
2008-10,8.5,14.7,3.4,21.3,-3.1,63
2008-11,3,7.2,-0.8,18.4,-11.8,91
2008-12,-2.2,1.8,-7,12.8,-17.5,188
2009-01,-8.2,-3.1,-13.1,4.6,-21.4,78
2009-02,-2.9,2.7,-8.3,14.3,-19.3,36
2009-03,0.8,6.5,-4.1,16.6,-15.9,75
2009-04,8.4,14.6,2.4,32.5,-4.1,83
2009-05,13.3,19.1,7.3,30.1,1.5,130
2009-06,16.1,21.6,12,26.7,1.4,182
2009-07,18.5,24,13.7,28.1,8.9,254
2009-08,20.1,25.9,15.3,31,9.6,84
2009-09,14.4,20.3,9.2,27.4,2.9,34
2009-10,7.8,12.9,3.4,20.6,-2.5,169
2009-11,6,10.3,2.2,18,-4.2,61
2009-12,-3.4,0.8,-7.7,17.4,-18.9,90
2010-01,-4.8,-0.5,-9,12.2,-20.3,68
2010-02,-3.3,0.9,-6.8,7,-13.7,87
2010-03,4.3,9.3,0.1,19.8,-8.5,189
2010-04,9.7,16.1,3.4,30,-1.6,30
2010-05,15.3,21.8,8.9,33.7,-1.1,58
2010-06,18.5,24,13.4,30,7,105
2010-07,22,28,16.3,34.4,8.3,78
2010-08,20.1,25.9,14.8,33.4,10.1,82
2010-09,17,22.6,12,32.4,4.6,76
2010-10,9.3,14.6,4.4,23.3,-1.1,154
2010-11,3.6,8.4,-0.7,18.6,-7,103
2010-12,-3.9,0.6,-7.8,12.6,-15.9,76
2011-01,-6.5,-1.9,-11.1,13.3,-26,62
2011-02,-4.2,1,-9.8,15.7,-17.3,104
2011-03,0.3,5.2,-4.5,16.7,-16.8,145
2011-04,7.6,13.1,2.6,26.9,-3.3,136
2011-05,14.2,20.1,9.2,30.6,2.1,93
2011-06,17.3,23.1,12,30.7,5.2,134
2011-07,21.7,27.9,16.1,35.6,11.2,58
2011-08,19.6,25.4,14.9,29.3,9.3,271
2011-09,17,22.4,13,27.7,4,214
2011-10,9.5,14.5,5.3,27.7,-4,177
2011-11,6.8,12,2.2,18.9,-2.7,101
2011-12,1,5.7,-3.5,13.6,-12.5,125
2012-01,-2.7,2.2,-7.3,12.3,-19.1,59
2012-02,-0.5,4.5,-5.4,12.7,-13.4,27
2012-03,5.5,11.5,0.4,26,-13.4,24
2012-04,8.2,14.6,1.8,30,-3.6,56
2012-05,15.2,20.9,10.1,29.2,3.7,94
2012-06,17.2,23.4,11.8,33.9,7.2,84
2012-07,21.7,28,16,33.4,10.8,39
2012-08,20.9,27.2,15.4,32.3,9.7,139
2012-09,15.3,21,10.4,28.2,4.4,140
2012-10,10.7,15,6.4,22.8,-3.4,116
2012-11,2.3,7.2,-1.6,16.8,-6.7,14
2012-12,-0.2,3.6,-3.8,12.1,-10.6,92
2013-01,-3.8,0.6,-8.7,14.6,-21.4,59
2013-02,-3.6,0.5,-7.3,8.9,-15.6,63
2013-03,0.1,4.8,-4.2,12.9,-11.2,74
2013-04,6.8,13.1,1.2,21.3,-5.6,52
2013-05,13.6,20.4,6.8,31.5,0.2,142
2013-06,17.9,23.8,12.8,31.4,7.2,244
2013-07,22.5,27.6,18,32.9,10.9,54
2013-08,18.8,24.6,13.7,28.4,8.8,137
2013-09,14.7,21,9.1,31.3,2.1,90
2013-10,10,15.3,5.1,23.7,-3.6,63
2013-11,2,7.1,-3,17.7,-13.4,83
2013-12,-2.8,1,-7,16.1,-17.8,86
2014-01,-6.4,-1.6,-11.3,13.8,-22.9,84
2014-02,-5.7,-1,-10.3,8.3,-19.6,91
2014-03,-2.8,2.4,-8.5,11.9,-18.3,116
2014-04,6.6,12.7,0.7,22.4,-5.9,128
2014-05,13,19,7.3,28.7,2.2,82
2014-06,18.2,24,12.5,29,7.2,57
2014-07,20.2,25.9,15.2,30.9,10.8,229
2014-08,18.4,24.2,13.6,28.8,9.5,55
2014-09,15.3,21.2,10.3,29,2.9,41
2014-10,10.5,15,6.2,23.2,-1.8,190
2014-11,2.3,6.6,-2.2,17.2,-11.2,98
2014-12,-0.5,2.8,-3.8,13.8,-12.3,134
2015-01,-7.3,-2.8,-12.4,7.6,-23.7,69
2015-02,-10.7,-5,-16.6,2.3,-25.9,42
2015-03,-2.2,2.9,-7.4,11.4,-17.8,48
2015-04,6.5,11.9,1.3,20.4,-4.7,44
2015-05,16,23.1,8.9,29.7,0.9,33
2015-06,16.7,22.2,11.4,28,5.3,163
2015-07,20.3,26.1,15.3,31.6,10.2,110
2015-08,20.2,26,15.2,30.5,11.7,135
2015-09,17.8,24.1,12.2,31.4,3.3,158
2015-10,8.6,14.1,3.6,22.5,-6.1,49
2015-11,5.9,10.9,1.3,20.6,-7.5,49
2015-12,4.1,8.1,0.6,16.7,-7.3,126
2016-01,-3.6,0.9,-8,12.9,-17.7,40
2016-02,-2.1,3.7,-8.1,16,-27.6,108
2016-03,3.5,9.4,-1.7,24.1,-9.7,86
2016-04,6.3,12.5,0.1,24.2,-11.8,69
2016-05,13.3,19,7.8,32.1,1.3,60
2016-06,18,24.4,12.2,29.6,7.7,39
2016-07,21.3,28,15.6,33.4,10.5,63
2016-08,21.3,27.3,16.1,31.8,9.4,120
2016-09,16.8,22.6,11.8,29.9,3.2,100
2016-10,9.9,15.6,5.2,24.5,-3.8,77
2016-11,4.7,9.9,0.1,17.9,-4.6,85
2016-12,-2.2,2.1,-6.6,10.7,-21.4,90
2017-01,-1.9,2,-5.5,10.8,-19.2,66
2017-02,-0.5,4.9,-5.8,20.3,-18.2,65
2017-03,-1.9,3.3,-6.8,14,-16.7,78
2017-04,9.3,15.4,3.8,28.6,-2,87
2017-05,11.8,17.1,6.4,33,0.1,184
2017-06,18.1,24.1,12.4,33,5.5,128
2017-07,19.8,25.1,15.3,30,10.1,70
2017-08,19.1,24.7,13.9,29.4,8.7,92
2017-09,17.3,23.1,12.6,31.5,4,74
2017-10,13.4,19.1,8.6,25.1,-1.2,298
2017-11,3.3,8.3,-1.8,19.1,-9.8,42
2017-12,-4.9,-1,-8.5,13.3,-22.7,71
2018-01,-5.3,-0.4,-10.2,15.2,-25.8,130
2018-02,-0.1,5.3,-5.6,21.7,-19.9,125
2018-03,0.1,4.8,-4,12.9,-14.8,98
2018-04,4.2,9.5,-0.8,20,-6.5,129
2018-05,15.7,22.4,9.5,29.9,2.3,46
2018-06,17.6,23.4,11.9,31,6.3,169
2018-07,22,28,16.5,34.6,8.5,181
2018-08,21.4,26.8,17.1,32.1,12.3,273
2018-09,17,22,13,31.3,5.8,268
2018-10,8.6,13.3,4.4,26.3,-4.1,103
2018-11,1.4,4.7,-2.1,17.7,-17.6,214
2018-12,-1.3,3.2,-5.8,16.6,-11.8,104
2019-01,-5.5,-1.1,-10.3,12,-22.7,128.2
2019-02,-3.6,1.3,-8.2,16.1,-20.2,73
2019-03,0,5.5,-5.2,18.4,-17.9,50.8
2019-04,7.3,13,2,22.6,-5.7,212.3
2019-05,11.8,17.4,6.6,27.2,0.7,88.8
2019-06,17.9,23.5,12.2,30.4,5,107.8
2019-07,22.1,28.3,16.7,33.1,12.1,147.8
2019-08,19.6,25.9,14.2,29.3,7.5,84
2019-09,15.6,21.9,10.1,29.7,3.8,45.8
2019-10,10.2,14.9,5.8,23.1,-0.1,166.4
2019-11,1,6,-3.5,20.2,-12.2,82
2019-12,-2.1,1.8,-6.5,13,-16.2,179.3
2020-01,-1.8,2.5,-6,18.6,-15.8,45.1
2020-02,-1.7,2.7,-5.9,13.5,-18.5,85.8
2020-03,3.1,8.5,-2,20.8,-12.3,92.4
2020-04,5,10.2,0.2,17.3,-4.7,142.6
2020-05,12.4,19.1,5.9,28.3,-2.5,66.7
2020-06,18.9,25.2,12.9,31,2,31.4
2020-07,22.1,28.3,17.3,33.9,12,129.3
2020-08,20.4,26.6,15.3,31.9,8.6,82.7
2020-09,16,22,10.7,27.1,1.8,53.7
2020-10,9.6,14.6,5.2,22.8,-6.7,156.3
2020-11,6.2,11.5,1.1,23.1,-9.7,108.8
2020-12,-0.8,3.2,-5.2,16,-14.2,111.6
2021-01,-4,0.1,-7.7,5.2,-19.1,68.2
2021-02,-3.7,0,-7.8,8.2,-16.2,66.5
2021-03,2.5,8.6,-4,20.9,-15.1,46.5
2021-04,7.5,13.8,1.6,22.8,-6.5,129.9
2021-05,13,19.4,7.1,29.8,2,137.3
2021-06,19.8,26,14.1,33.4,7.3,79.6
2021-07,18.8,24.1,14.8,30.6,7.9,294.8
2021-08,21.1,26.2,16.9,32.1,11,93.1
2021-09,16.5,21.6,11.6,27.1,5,139.5
2021-10,11.8,16.8,7.8,23.5,-0.3,160.3
2021-11,3.2,8.4,-1.7,18.3,-8.7,71.7
2021-12,0.5,4.1,-3.1,14.6,-11.2,98
