Lat	Lon	MeanFitness
52.1800	-10.2500	 0.228
52.0100	-10.0900	 0.223
52.1800	-10.0900	 0.279
52.3400	-10.0900	 0.146
51.8400	-9.9200	 0.215
52.0100	-9.9200	 0.200
52.1800	-9.9200	 0.206
52.3400	-9.9200	 0.181
53.5100	-9.9200	 0.780
53.6700	-9.9200	 0.739
54.0000	-9.9200	 0.660
54.3400	-9.9200	 0.741
51.8400	-9.7600	 0.249
52.0100	-9.7600	 0.169
52.1800	-9.7600	 0.353
52.3400	-9.7600	 0.242
53.5100	-9.7600	 0.721
53.6700	-9.7600	 0.571
53.8400	-9.7600	 0.754
54.0000	-9.7600	 0.654
54.1700	-9.7600	 0.788
54.3400	-9.7600	 0.750
51.6800	-9.5900	 0.330
51.8400	-9.5900	 0.238
52.0100	-9.5900	 0.197
52.1800	-9.5900	 0.381
52.3400	-9.5900	 0.412
52.5100	-9.5900	 0.570
52.6700	-9.5900	 0.710
53.5100	-9.5900	 0.738
53.6700	-9.5900	 0.476
53.8400	-9.5900	 0.601
54.0000	-9.5900	 0.617
54.1700	-9.5900	 0.623
54.3400	-9.5900	 0.660
51.6800	-9.4200	 0.397
51.8400	-9.4200	 0.290
52.0100	-9.4200	 0.317
52.1800	-9.4200	 0.482
52.3400	-9.4200	 0.520
52.5100	-9.4200	 0.639
52.6700	-9.4200	 0.758
52.8400	-9.4200	 0.845
53.3400	-9.4200	 0.884
53.5100	-9.4200	 0.758
53.6700	-9.4200	 0.494
53.8400	-9.4200	 0.664
54.0000	-9.4200	 0.644
54.1700	-9.4200	 0.545
54.3400	-9.4200	 0.550
38.9000	-9.2600	 0.397
39.0600	-9.2600	 0.360
39.2300	-9.2600	 0.359
51.6800	-9.2600	 0.523
51.8400	-9.2600	 0.413
52.0100	-9.2600	 0.293
52.1800	-9.2600	 0.557
52.3400	-9.2600	 0.533
52.5100	-9.2600	 0.736
52.6700	-9.2600	 0.851
52.8400	-9.2600	 0.837
53.0100	-9.2600	 0.807
53.3400	-9.2600	 0.854
53.5100	-9.2600	 0.804
53.6700	-9.2600	 0.798
53.8400	-9.2600	 0.741
54.0000	-9.2600	 0.695
54.1700	-9.2600	 0.661
54.3400	-9.2600	 0.601
38.7300	-9.0900	 0.189
38.9000	-9.0900	 0.360
39.0600	-9.0900	 0.356
39.2300	-9.0900	 0.228
39.4000	-9.0900	 0.310
39.5600	-9.0900	 0.383
43.0500	-9.0900	 0.496
43.2100	-9.0900	 0.593
51.6800	-9.0900	 0.667
51.8400	-9.0900	 0.521
52.0100	-9.0900	 0.507
52.1800	-9.0900	 0.583
52.3400	-9.0900	 0.501
52.5100	-9.0900	 0.782
52.6700	-9.0900	 0.875
52.8400	-9.0900	 0.831
53.0100	-9.0900	 0.841
53.1700	-9.0900	 0.798
53.3400	-9.0900	 0.892
53.5100	-9.0900	 0.917
53.6700	-9.0900	 0.913
53.8400	-9.0900	 0.868
54.0000	-9.0900	 0.828
