"datasetID","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","provenance.lat","force","photo","chill","resp","force_type","photo_type","chill_type","chill.cen","photo.cen","force.cen","force.z","chill.z","photo.z","chill.hrs","chill.ports","chill.hrs.z","chill.ports.z","complex","complex.wname","prov.lat"
"ghelardini10","Ulmus","villosa","","yes","21","","16","timeonly",34.9128571428571,379,43.71667,21,16,0.970833333333333,34.9128571428571,"exp","exp","fldest",-1024.43009443861,1.31502861111111,3.64815507651586,0.73229762979316,-1.25869284415592,0.23614811550392,379,32.6145587434258,-1.21986278167243,-1.02040679000716,20,"Ulmus_complex",2
"ghelardini10","Ulmus","villosa","","yes","21","","16","timeonly",25.0938095238095,717,43.71667,21,16,2.89583333333333,25.0938095238095,"exp","exp","fldest",-562.430094438615,1.31502861111111,3.64815507651586,0.73229762979316,-0.691044453936867,0.23614811550392,717,55.2250495770784,-0.828271247965419,-0.427658489838278,20,"Ulmus_complex",2
"ghelardini10","Ulmus","villosa","","yes","21","","16","timeonly",18.2747619047619,1174,43.71667,21,16,4.6625,18.2747619047619,"exp","exp","fldest",-138.430094438615,1.31502861111111,3.64815507651586,0.73229762979316,-0.170085758151411,0.23614811550392,1174,76.1596852500067,-0.298811689077532,0.121156208660621,20,"Ulmus_complex",2
"ghelardini10","Ulmus","villosa","","yes","21","","16","timeonly",7.77380952380952,1467,43.71667,21,16,5.96041666666667,7.77380952380952,"exp","exp","fldest",173.069905561385,1.31502861111111,3.64815507651586,0.73229762979316,0.212646868587196,0.23614811550392,1467,95.6355435732762,0.040644877124111,0.631728137433878,20,"Ulmus_complex",2
"ghelardini10","Ulmus","glabra","","yes","21","","8","timeonly",49.9147619047619,45,43.71667,21,8,-0.741666666666667,49.9147619047619,"exp","exp","fldest",-1435.43009443861,-6.68497138888889,3.64815507651586,0.73229762979316,-1.76367874974041,-1.20046315520837,45,6.76912480797711,-1.60682009604564,-1.69796116709141,20,"Ulmus_complex",2
"ghelardini10","Ulmus","glabra","","yes","21","","8","timeonly",49.9147619047619,161,43.71667,21,8,-0.4375,49.9147619047619,"exp","exp","fldest",-1362.43009443861,-6.68497138888889,3.64815507651586,0.73229762979316,-1.67398538938112,-1.20046315520837,161,15.2393770935908,-1.47242773536512,-1.47590815279653,20,"Ulmus_complex",2
"ghelardini10","Ulmus","glabra","","yes","21","","8","timeonly",48.6871428571429,379,43.71667,21,8,0.970833333333333,48.6871428571429,"exp","exp","fldest",-1024.43009443861,-6.68497138888889,3.64815507651586,0.73229762979316,-1.25869284415592,-1.20046315520837,379,32.6145587434258,-1.21986278167243,-1.02040679000716,20,"Ulmus_complex",2
"ghelardini10","Ulmus","glabra","","yes","21","","8","timeonly",22.23,717,43.71667,21,8,2.89583333333333,22.23,"exp","exp","fldest",-562.430094438615,-6.68497138888889,3.64815507651586,0.73229762979316,-0.691044453936867,-1.20046315520837,717,55.2250495770784,-0.828271247965419,-0.427658489838278,20,"Ulmus_complex",2
"ghelardini10","Ulmus","glabra","","yes","21","","8","timeonly",16.7747619047619,1174,43.71667,21,8,4.6625,16.7747619047619,"exp","exp","fldest",-138.430094438615,-6.68497138888889,3.64815507651586,0.73229762979316,-0.170085758151411,-1.20046315520837,1174,76.1596852500067,-0.298811689077532,0.121156208660621,20,"Ulmus_complex",2
"ghelardini10","Ulmus","glabra","","yes","21","","8","timeonly",3.54571428571429,1467,43.71667,21,8,5.96041666666667,3.54571428571429,"exp","exp","fldest",173.069905561385,-6.68497138888889,3.64815507651586,0.73229762979316,0.212646868587196,-1.20046315520837,1467,95.6355435732762,0.040644877124111,0.631728137433878,20,"Ulmus_complex",2
"ghelardini10","Ulmus","glabra","","yes","21","","16","timeonly",50.3238095238095,45,43.71667,21,16,-0.741666666666667,50.3238095238095,"exp","exp","fldest",-1435.43009443861,1.31502861111111,3.64815507651586,0.73229762979316,-1.76367874974041,0.23614811550392,45,6.76912480797711,-1.60682009604564,-1.69796116709141,20,"Ulmus_complex",2
"ghelardini10","Ulmus","glabra","","yes","21","","16","timeonly",50.4604761904762,161,43.71667,21,16,-0.4375,50.4604761904762,"exp","exp","fldest",-1362.43009443861,1.31502861111111,3.64815507651586,0.73229762979316,-1.67398538938112,0.23614811550392,161,15.2393770935908,-1.47242773536512,-1.47590815279653,20,"Ulmus_complex",2
"ghelardini10","Ulmus","glabra","","yes","21","","16","timeonly",48.8238095238095,379,43.71667,21,16,0.970833333333333,48.8238095238095,"exp","exp","fldest",-1024.43009443861,1.31502861111111,3.64815507651586,0.73229762979316,-1.25869284415592,0.23614811550392,379,32.6145587434258,-1.21986278167243,-1.02040679000716,20,"Ulmus_complex",2
"ghelardini10","Ulmus","glabra","","yes","21","","16","timeonly",21.2752380952381,717,43.71667,21,16,2.89583333333333,21.2752380952381,"exp","exp","fldest",-562.430094438615,1.31502861111111,3.64815507651586,0.73229762979316,-0.691044453936867,0.23614811550392,717,55.2250495770784,-0.828271247965419,-0.427658489838278,20,"Ulmus_complex",2
"ghelardini10","Ulmus","glabra","","yes","21","","16","timeonly",17.8657142857143,1174,43.71667,21,16,4.6625,17.8657142857143,"exp","exp","fldest",-138.430094438615,1.31502861111111,3.64815507651586,0.73229762979316,-0.170085758151411,0.23614811550392,1174,76.1596852500067,-0.298811689077532,0.121156208660621,20,"Ulmus_complex",2
"ghelardini10","Ulmus","glabra","","yes","21","","16","timeonly",3.9552380952381,1467,43.71667,21,16,5.96041666666667,3.9552380952381,"exp","exp","fldest",173.069905561385,1.31502861111111,3.64815507651586,0.73229762979316,0.212646868587196,0.23614811550392,1467,95.6355435732762,0.040644877124111,0.631728137433878,20,"Ulmus_complex",2
"ghelardini10","Ulmus","minor","","yes","21","","8","timeonly",50.7328571428571,45,43.71667,21,8,-0.741666666666667,50.7328571428571,"exp","exp","fldest",-1435.43009443861,-6.68497138888889,3.64815507651586,0.73229762979316,-1.76367874974041,-1.20046315520837,45,6.76912480797711,-1.60682009604564,-1.69796116709141,20,"Ulmus_complex",2
"ghelardini10","Ulmus","minor","","yes","21","","8","timeonly",50.7328571428571,161,43.71667,21,8,-0.4375,50.7328571428571,"exp","exp","fldest",-1362.43009443861,-6.68497138888889,3.64815507651586,0.73229762979316,-1.67398538938112,-1.20046315520837,161,15.2393770935908,-1.47242773536512,-1.47590815279653,20,"Ulmus_complex",2
"ghelardini10","Ulmus","minor","","yes","21","","8","timeonly",46.6419047619048,379,43.71667,21,8,0.970833333333333,46.6419047619048,"exp","exp","fldest",-1024.43009443861,-6.68497138888889,3.64815507651586,0.73229762979316,-1.25869284415592,-1.20046315520837,379,32.6145587434258,-1.21986278167243,-1.02040679000716,20,"Ulmus_complex",2
"ghelardini10","Ulmus","minor","","yes","21","","8","timeonly",45.4142857142857,717,43.71667,21,8,2.89583333333333,45.4142857142857,"exp","exp","fldest",-562.430094438615,-6.68497138888889,3.64815507651586,0.73229762979316,-0.691044453936867,-1.20046315520837,717,55.2250495770784,-0.828271247965419,-0.427658489838278,20,"Ulmus_complex",2
"ghelardini10","Ulmus","minor","","yes","21","","8","timeonly",26.0485714285714,1174,43.71667,21,8,4.6625,26.0485714285714,"exp","exp","fldest",-138.430094438615,-6.68497138888889,3.64815507651586,0.73229762979316,-0.170085758151411,-1.20046315520837,1174,76.1596852500067,-0.298811689077532,0.121156208660621,20,"Ulmus_complex",2
"ghelardini10","Ulmus","minor","","yes","21","","8","timeonly",10.3647619047619,1467,43.71667,21,8,5.96041666666667,10.3647619047619,"exp","exp","fldest",173.069905561385,-6.68497138888889,3.64815507651586,0.73229762979316,0.212646868587196,-1.20046315520837,1467,95.6355435732762,0.040644877124111,0.631728137433878,20,"Ulmus_complex",2
"ghelardini10","Ulmus","minor","","yes","21","","16","timeonly",51.0057142857143,45,43.71667,21,16,-0.741666666666667,51.0057142857143,"exp","exp","fldest",-1435.43009443861,1.31502861111111,3.64815507651586,0.73229762979316,-1.76367874974041,0.23614811550392,45,6.76912480797711,-1.60682009604564,-1.69796116709141,20,"Ulmus_complex",2
"ghelardini10","Ulmus","minor","","yes","21","","16","timeonly",50.8695238095238,161,43.71667,21,16,-0.4375,50.8695238095238,"exp","exp","fldest",-1362.43009443861,1.31502861111111,3.64815507651586,0.73229762979316,-1.67398538938112,0.23614811550392,161,15.2393770935908,-1.47242773536512,-1.47590815279653,20,"Ulmus_complex",2
"ghelardini10","Ulmus","minor","","yes","21","","16","timeonly",46.7780952380952,379,43.71667,21,16,0.970833333333333,46.7780952380952,"exp","exp","fldest",-1024.43009443861,1.31502861111111,3.64815507651586,0.73229762979316,-1.25869284415592,0.23614811550392,379,32.6145587434258,-1.21986278167243,-1.02040679000716,20,"Ulmus_complex",2
"ghelardini10","Ulmus","minor","","yes","21","","16","timeonly",45.2780952380952,717,43.71667,21,16,2.89583333333333,45.2780952380952,"exp","exp","fldest",-562.430094438615,1.31502861111111,3.64815507651586,0.73229762979316,-0.691044453936867,0.23614811550392,717,55.2250495770784,-0.828271247965419,-0.427658489838278,20,"Ulmus_complex",2
"ghelardini10","Ulmus","minor","","yes","21","","16","timeonly",28.9123809523809,1174,43.71667,21,16,4.6625,28.9123809523809,"exp","exp","fldest",-138.430094438615,1.31502861111111,3.64815507651586,0.73229762979316,-0.170085758151411,0.23614811550392,1174,76.1596852500067,-0.298811689077532,0.121156208660621,20,"Ulmus_complex",2
"ghelardini10","Ulmus","minor","","yes","21","","16","timeonly",10.7738095238095,1467,43.71667,21,16,5.96041666666667,10.7738095238095,"exp","exp","fldest",173.069905561385,1.31502861111111,3.64815507651586,0.73229762979316,0.212646868587196,0.23614811550392,1467,95.6355435732762,0.040644877124111,0.631728137433878,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","14","","16","timeonly",55.1421428571429,45,43.71667,14,16,-0.741666666666667,55.1421428571429,"exp","exp","fldest",-1435.43009443861,1.31502861111111,-3.35184492348414,-0.672819011642965,-1.76367874974041,0.23614811550392,45,6.76912480797711,-1.60682009604564,-1.69796116709141,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","14","","16","timeonly",17.0678571428571,161,43.71667,14,16,-0.4375,17.0678571428571,"exp","exp","fldest",-1362.43009443861,1.31502861111111,-3.35184492348414,-0.672819011642965,-1.67398538938112,0.23614811550392,161,15.2393770935908,-1.47242773536512,-1.47590815279653,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","14","","16","timeonly",13.6921428571429,379,43.71667,14,16,0.970833333333333,13.6921428571429,"exp","exp","fldest",-1024.43009443861,1.31502861111111,-3.35184492348414,-0.672819011642965,-1.25869284415592,0.23614811550392,379,32.6145587434258,-1.21986278167243,-1.02040679000716,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","14","","16","timeonly",11.4414285714286,717,43.71667,14,16,2.89583333333333,11.4414285714286,"exp","exp","fldest",-562.430094438615,1.31502861111111,-3.35184492348414,-0.672819011642965,-0.691044453936867,0.23614811550392,717,55.2250495770784,-0.828271247965419,-0.427658489838278,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","14","","16","timeonly",9.37785714285714,1174,43.71667,14,16,4.6625,9.37785714285714,"exp","exp","fldest",-138.430094438615,1.31502861111111,-3.35184492348414,-0.672819011642965,-0.170085758151411,0.23614811550392,1174,76.1596852500067,-0.298811689077532,0.121156208660621,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","14","","16","timeonly",4.31357142857143,1467,43.71667,14,16,5.96041666666667,4.31357142857143,"exp","exp","fldest",173.069905561385,1.31502861111111,-3.35184492348414,-0.672819011642965,0.212646868587196,0.23614811550392,1467,95.6355435732762,0.040644877124111,0.631728137433878,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","26","","16","timeonly",1.38576923076923,45,43.71667,26,16,-0.741666666666667,1.38576923076923,"exp","exp","fldest",-1435.43009443861,1.31502861111111,8.64815507651586,1.73595237367611,-1.76367874974041,0.23614811550392,45,6.76912480797711,-1.60682009604564,-1.69796116709141,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","26","","16","timeonly",2.64884615384615,161,43.71667,26,16,-0.4375,2.64884615384615,"exp","exp","fldest",-1362.43009443861,1.31502861111111,8.64815507651586,1.73595237367611,-1.67398538938112,0.23614811550392,161,15.2393770935908,-1.47242773536512,-1.47590815279653,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","26","","16","timeonly",3.63884615384615,379,43.71667,26,16,0.970833333333333,3.63884615384615,"exp","exp","fldest",-1024.43009443861,1.31502861111111,8.64815507651586,1.73595237367611,-1.25869284415592,0.23614811550392,379,32.6145587434258,-1.21986278167243,-1.02040679000716,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","26","","16","timeonly",3.74230769230769,717,43.71667,26,16,2.89583333333333,3.74230769230769,"exp","exp","fldest",-562.430094438615,1.31502861111111,8.64815507651586,1.73595237367611,-0.691044453936867,0.23614811550392,717,55.2250495770784,-0.828271247965419,-0.427658489838278,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","26","","16","timeonly",3.64807692307692,1174,43.71667,26,16,4.6625,3.64807692307692,"exp","exp","fldest",-138.430094438615,1.31502861111111,8.64815507651586,1.73595237367611,-0.170085758151411,0.23614811550392,1174,76.1596852500067,-0.298811689077532,0.121156208660621,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","26","","16","timeonly",3.74230769230769,1467,43.71667,26,16,5.96041666666667,3.74230769230769,"exp","exp","fldest",173.069905561385,1.31502861111111,8.64815507651586,1.73595237367611,0.212646868587196,0.23614811550392,1467,95.6355435732762,0.040644877124111,0.631728137433878,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","26","","16","timeonly",7.37269230769231,45,43.71667,26,16,-0.741666666666667,7.37269230769231,"exp","exp","fldest",-1435.43009443861,1.31502861111111,8.64815507651586,1.73595237367611,-1.76367874974041,0.23614811550392,45,6.76912480797711,-1.60682009604564,-1.69796116709141,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","26","","16","timeonly",5.45346153846154,161,43.71667,26,16,-0.4375,5.45346153846154,"exp","exp","fldest",-1362.43009443861,1.31502861111111,8.64815507651586,1.73595237367611,-1.67398538938112,0.23614811550392,161,15.2393770935908,-1.47242773536512,-1.47590815279653,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","26","","16","timeonly",6.36269230769231,379,43.71667,26,16,0.970833333333333,6.36269230769231,"exp","exp","fldest",-1024.43009443861,1.31502861111111,8.64815507651586,1.73595237367611,-1.25869284415592,0.23614811550392,379,32.6145587434258,-1.21986278167243,-1.02040679000716,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","26","","16","timeonly",4.84769230769231,717,43.71667,26,16,2.89583333333333,4.84769230769231,"exp","exp","fldest",-562.430094438615,1.31502861111111,8.64815507651586,1.73595237367611,-0.691044453936867,0.23614811550392,717,55.2250495770784,-0.828271247965419,-0.427658489838278,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","26","","16","timeonly",4.44384615384615,1174,43.71667,26,16,4.6625,4.44384615384615,"exp","exp","fldest",-138.430094438615,1.31502861111111,8.64815507651586,1.73595237367611,-0.170085758151411,0.23614811550392,1174,76.1596852500067,-0.298811689077532,0.121156208660621,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","26","","16","timeonly",2.42384615384615,1467,43.71667,26,16,5.96041666666667,2.42384615384615,"exp","exp","fldest",173.069905561385,1.31502861111111,8.64815507651586,1.73595237367611,0.212646868587196,0.23614811550392,1467,95.6355435732762,0.040644877124111,0.631728137433878,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","14","","16","timeonly",74.4607142857143,45,43.71667,14,16,-0.741666666666667,74.4607142857143,"exp","exp","fldest",-1435.43009443861,1.31502861111111,-3.35184492348414,-0.672819011642965,-1.76367874974041,0.23614811550392,45,6.76912480797711,-1.60682009604564,-1.69796116709141,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","14","","16","timeonly",62.2692857142857,161,43.71667,14,16,-0.4375,62.2692857142857,"exp","exp","fldest",-1362.43009443861,1.31502861111111,-3.35184492348414,-0.672819011642965,-1.67398538938112,0.23614811550392,161,15.2393770935908,-1.47242773536512,-1.47590815279653,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","14","","16","timeonly",34.5107142857143,379,43.71667,14,16,0.970833333333333,34.5107142857143,"exp","exp","fldest",-1024.43009443861,1.31502861111111,-3.35184492348414,-0.672819011642965,-1.25869284415592,0.23614811550392,379,32.6145587434258,-1.21986278167243,-1.02040679000716,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","14","","16","timeonly",21.3814285714286,717,43.71667,14,16,2.89583333333333,21.3814285714286,"exp","exp","fldest",-562.430094438615,1.31502861111111,-3.35184492348414,-0.672819011642965,-0.691044453936867,0.23614811550392,717,55.2250495770784,-0.828271247965419,-0.427658489838278,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","14","","16","timeonly",13.1292857142857,1174,43.71667,14,16,4.6625,13.1292857142857,"exp","exp","fldest",-138.430094438615,1.31502861111111,-3.35184492348414,-0.672819011642965,-0.170085758151411,0.23614811550392,1174,76.1596852500067,-0.298811689077532,0.121156208660621,20,"Ulmus_complex",2
"ghelardini10","Ulmus","pumila","","yes","14","","16","timeonly",4.87642857142857,1467,43.71667,14,16,5.96041666666667,4.87642857142857,"exp","exp","fldest",173.069905561385,1.31502861111111,-3.35184492348414,-0.672819011642965,0.212646868587196,0.23614811550392,1467,95.6355435732762,0.040644877124111,0.631728137433878,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","14","","16","timeonly",48.015,45,43.71667,14,16,-0.741666666666667,48.015,"exp","exp","fldest",-1435.43009443861,1.31502861111111,-3.35184492348414,-0.672819011642965,-1.76367874974041,0.23614811550392,45,6.76912480797711,-1.60682009604564,-1.69796116709141,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","14","","16","timeonly",19.8814285714286,161,43.71667,14,16,-0.4375,19.8814285714286,"exp","exp","fldest",-1362.43009443861,1.31502861111111,-3.35184492348414,-0.672819011642965,-1.67398538938112,0.23614811550392,161,15.2393770935908,-1.47242773536512,-1.47590815279653,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","14","","16","timeonly",16.13,379,43.71667,14,16,0.970833333333333,16.13,"exp","exp","fldest",-1024.43009443861,1.31502861111111,-3.35184492348414,-0.672819011642965,-1.25869284415592,0.23614811550392,379,32.6145587434258,-1.21986278167243,-1.02040679000716,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","14","","16","timeonly",12.1914285714286,717,43.71667,14,16,2.89583333333333,12.1914285714286,"exp","exp","fldest",-562.430094438615,1.31502861111111,-3.35184492348414,-0.672819011642965,-0.691044453936867,0.23614811550392,717,55.2250495770784,-0.828271247965419,-0.427658489838278,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","14","","16","timeonly",11.4414285714286,1174,43.71667,14,16,4.6625,11.4414285714286,"exp","exp","fldest",-138.430094438615,1.31502861111111,-3.35184492348414,-0.672819011642965,-0.170085758151411,0.23614811550392,1174,76.1596852500067,-0.298811689077532,0.121156208660621,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","14","","16","timeonly",5.43928571428571,1467,43.71667,14,16,5.96041666666667,5.43928571428571,"exp","exp","fldest",173.069905561385,1.31502861111111,-3.35184492348414,-0.672819011642965,0.212646868587196,0.23614811550392,1467,95.6355435732762,0.040644877124111,0.631728137433878,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","26","","16","timeonly",23.2284615384615,45,43.71667,26,16,-0.741666666666667,23.2284615384615,"exp","exp","fldest",-1435.43009443861,1.31502861111111,8.64815507651586,1.73595237367611,-1.76367874974041,0.23614811550392,45,6.76912480797711,-1.60682009604564,-1.69796116709141,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","26","","16","timeonly",15.8557692307692,161,43.71667,26,16,-0.4375,15.8557692307692,"exp","exp","fldest",-1362.43009443861,1.31502861111111,8.64815507651586,1.73595237367611,-1.67398538938112,0.23614811550392,161,15.2393770935908,-1.47242773536512,-1.47590815279653,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","26","","16","timeonly",14.9469230769231,379,43.71667,26,16,0.970833333333333,14.9469230769231,"exp","exp","fldest",-1024.43009443861,1.31502861111111,8.64815507651586,1.73595237367611,-1.25869284415592,0.23614811550392,379,32.6145587434258,-1.21986278167243,-1.02040679000716,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","26","","16","timeonly",9.59423076923077,717,43.71667,26,16,2.89583333333333,9.59423076923077,"exp","exp","fldest",-562.430094438615,1.31502861111111,8.64815507651586,1.73595237367611,-0.691044453936867,0.23614811550392,717,55.2250495770784,-0.828271247965419,-0.427658489838278,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","26","","16","timeonly",7.67538461538462,1174,43.71667,26,16,4.6625,7.67538461538462,"exp","exp","fldest",-138.430094438615,1.31502861111111,8.64815507651586,1.73595237367611,-0.170085758151411,0.23614811550392,1174,76.1596852500067,-0.298811689077532,0.121156208660621,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","26","","16","timeonly",2.02,1467,43.71667,26,16,5.96041666666667,2.02,"exp","exp","fldest",173.069905561385,1.31502861111111,8.64815507651586,1.73595237367611,0.212646868587196,0.23614811550392,1467,95.6355435732762,0.040644877124111,0.631728137433878,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","26","","16","timeonly",9.69538461538462,45,43.71667,26,16,-0.741666666666667,9.69538461538462,"exp","exp","fldest",-1435.43009443861,1.31502861111111,8.64815507651586,1.73595237367611,-1.76367874974041,0.23614811550392,45,6.76912480797711,-1.60682009604564,-1.69796116709141,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","26","","16","timeonly",7.67538461538462,161,43.71667,26,16,-0.4375,7.67538461538462,"exp","exp","fldest",-1362.43009443861,1.31502861111111,8.64815507651586,1.73595237367611,-1.67398538938112,0.23614811550392,161,15.2393770935908,-1.47242773536512,-1.47590815279653,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","26","","16","timeonly",7.47346153846154,379,43.71667,26,16,0.970833333333333,7.47346153846154,"exp","exp","fldest",-1024.43009443861,1.31502861111111,8.64815507651586,1.73595237367611,-1.25869284415592,0.23614811550392,379,32.6145587434258,-1.21986278167243,-1.02040679000716,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","26","","16","timeonly",5.65576923076923,717,43.71667,26,16,2.89583333333333,5.65576923076923,"exp","exp","fldest",-562.430094438615,1.31502861111111,8.64815507651586,1.73595237367611,-0.691044453936867,0.23614811550392,717,55.2250495770784,-0.828271247965419,-0.427658489838278,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","26","","16","timeonly",5.35269230769231,1174,43.71667,26,16,4.6625,5.35269230769231,"exp","exp","fldest",-138.430094438615,1.31502861111111,8.64815507651586,1.73595237367611,-0.170085758151411,0.23614811550392,1174,76.1596852500067,-0.298811689077532,0.121156208660621,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","26","","16","timeonly",3.63576923076923,1467,43.71667,26,16,5.96041666666667,3.63576923076923,"exp","exp","fldest",173.069905561385,1.31502861111111,8.64815507651586,1.73595237367611,0.212646868587196,0.23614811550392,1467,95.6355435732762,0.040644877124111,0.631728137433878,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","14","","16","timeonly",74.6485714285714,45,43.71667,14,16,-0.741666666666667,74.6485714285714,"exp","exp","fldest",-1435.43009443861,1.31502861111111,-3.35184492348414,-0.672819011642965,-1.76367874974041,0.23614811550392,45,6.76912480797711,-1.60682009604564,-1.69796116709141,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","14","","16","timeonly",74.6485714285714,161,43.71667,14,16,-0.4375,74.6485714285714,"exp","exp","fldest",-1362.43009443861,1.31502861111111,-3.35184492348414,-0.672819011642965,-1.67398538938112,0.23614811550392,161,15.2393770935908,-1.47242773536512,-1.47590815279653,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","14","","16","timeonly",36.0114285714286,379,43.71667,14,16,0.970833333333333,36.0114285714286,"exp","exp","fldest",-1024.43009443861,1.31502861111111,-3.35184492348414,-0.672819011642965,-1.25869284415592,0.23614811550392,379,32.6145587434258,-1.21986278167243,-1.02040679000716,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","14","","16","timeonly",23.6321428571429,717,43.71667,14,16,2.89583333333333,23.6321428571429,"exp","exp","fldest",-562.430094438615,1.31502861111111,-3.35184492348414,-0.672819011642965,-0.691044453936867,0.23614811550392,717,55.2250495770784,-0.828271247965419,-0.427658489838278,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","14","","16","timeonly",15.9428571428571,1174,43.71667,14,16,4.6625,15.9428571428571,"exp","exp","fldest",-138.430094438615,1.31502861111111,-3.35184492348414,-0.672819011642965,-0.170085758151411,0.23614811550392,1174,76.1596852500067,-0.298811689077532,0.121156208660621,20,"Ulmus_complex",2
"ghelardini10","Ulmus","parvifolia","","yes","14","","16","timeonly",4.87642857142857,1467,43.71667,14,16,5.96041666666667,4.87642857142857,"exp","exp","fldest",173.069905561385,1.31502861111111,-3.35184492348414,-0.672819011642965,0.212646868587196,0.23614811550392,1467,95.6355435732762,0.040644877124111,0.631728137433878,20,"Ulmus_complex",2
"ghelardini10","Ulmus","villosa","","yes","14","","16","timeonly",69.3964285714286,45,43.71667,14,16,-0.741666666666667,69.3964285714286,"exp","exp","fldest",-1435.43009443861,1.31502861111111,-3.35184492348414,-0.672819011642965,-1.76367874974041,0.23614811550392,45,6.76912480797711,-1.60682009604564,-1.69796116709141,20,"Ulmus_complex",2
"ghelardini10","Ulmus","villosa","","yes","14","","16","timeonly",58.8935714285714,161,43.71667,14,16,-0.4375,58.8935714285714,"exp","exp","fldest",-1362.43009443861,1.31502861111111,-3.35184492348414,-0.672819011642965,-1.67398538938112,0.23614811550392,161,15.2393770935908,-1.47242773536512,-1.47590815279653,20,"Ulmus_complex",2
"ghelardini10","Ulmus","villosa","","yes","14","","16","timeonly",21.1942857142857,379,43.71667,14,16,0.970833333333333,21.1942857142857,"exp","exp","fldest",-1024.43009443861,1.31502861111111,-3.35184492348414,-0.672819011642965,-1.25869284415592,0.23614811550392,379,32.6145587434258,-1.21986278167243,-1.02040679000716,20,"Ulmus_complex",2
"ghelardini10","Ulmus","villosa","","yes","14","","16","timeonly",16.13,717,43.71667,14,16,2.89583333333333,16.13,"exp","exp","fldest",-562.430094438615,1.31502861111111,-3.35184492348414,-0.672819011642965,-0.691044453936867,0.23614811550392,717,55.2250495770784,-0.828271247965419,-0.427658489838278,20,"Ulmus_complex",2
"ghelardini10","Ulmus","villosa","","yes","14","","16","timeonly",13.1292857142857,1174,43.71667,14,16,4.6625,13.1292857142857,"exp","exp","fldest",-138.430094438615,1.31502861111111,-3.35184492348414,-0.672819011642965,-0.170085758151411,0.23614811550392,1174,76.1596852500067,-0.298811689077532,0.121156208660621,20,"Ulmus_complex",2
