"resp","chill","photo","force","complex","lat","datasetID","sp","sm.chill"
41.046,1686.5,16,20,"Ribes_nigrum",59.35,"pagter15",6,7.02708333333333
7.652,1886,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,7.85833333333333
6.4,2444,10,18,"Ribes_nigrum",56.5,"heide12",6,10.1833333333333
7.244,2669,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,11.1208333333333
10.27,3062,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,12.7583333333333
5.13,3062,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,12.7583333333333
6.4,2444,10,18,"Ribes_nigrum",56.5,"heide12",6,10.1833333333333
2.9,2444,10,9,"Ribes_nigrum",56.5,"heide12",6,10.1833333333333
4.2,2444,10,9,"Ribes_nigrum",56.5,"heide12",6,10.1833333333333
3.6,2444,10,15,"Ribes_nigrum",56.5,"heide12",6,10.1833333333333
6.2,2444,10,15,"Ribes_nigrum",56.5,"heide12",6,10.1833333333333
6.8,2444,10,21,"Ribes_nigrum",56.5,"heide12",6,10.1833333333333
2,1728,10,9,"Ribes_nigrum",59.666,"heide12",6,7.2
5,1728,10,9,"Ribes_nigrum",59.666,"heide12",6,7.2
6.7,1728,10,9,"Ribes_nigrum",59.666,"heide12",6,7.2
4.6,1728,10,9,"Ribes_nigrum",59.666,"heide12",6,7.2
4,1728,10,15,"Ribes_nigrum",59.666,"heide12",6,7.2
8.699,653,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.72083333333333
14.531,653,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.72083333333333
4.2,1122,10,15,"Ribes_nigrum",67.5,"heide12",6,4.675
68.03,820,16,20,"Ribes_nigrum",59.35,"pagter15",6,3.41666666666667
71.004,820,16,20,"Ribes_nigrum",59.35,"pagter15",6,3.41666666666667
73.978,820,16,20,"Ribes_nigrum",59.35,"pagter15",6,3.41666666666667
14.851,653,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.72083333333333
7.9,2444,10,21,"Ribes_nigrum",56.5,"heide12",6,10.1833333333333
7.028,710,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.95833333333333
4.92,710,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.95833333333333
5.326,710,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.95833333333333
41.003,1160.5,16,20,"Ribes_nigrum",59.35,"pagter15",6,4.83541666666667
44.036,1160.5,16,20,"Ribes_nigrum",59.35,"pagter15",6,4.83541666666667
5.3,646,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.69166666666667
5.7,646,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,2.69166666666667
5.1,646,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.69166666666667
6.1,646,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.69166666666667
6.4,646,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.69166666666667
5,646,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,2.69166666666667
5.23,653,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,2.72083333333333
23.975,1686.5,16,20,"Ribes_nigrum",59.35,"pagter15",6,7.02708333333333
10.016,1765.5,16,20,"Ribes_nigrum",59.35,"pagter15",6,7.35625
6.6,2444,10,15,"Ribes_nigrum",56.5,"heide12",6,10.1833333333333
6.8,2444,10,21,"Ribes_nigrum",56.5,"heide12",6,10.1833333333333
15.801,1298,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,5.40833333333333
6.4,1728,10,15,"Ribes_nigrum",59.666,"heide12",6,7.2
13.224,653,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,2.72083333333333
8.388,710,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.95833333333333
7.448,710,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.95833333333333
7.935,710,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.95833333333333
8.3,1728,10,21,"Ribes_nigrum",59.666,"heide12",6,7.2
9.77,653,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,2.72083333333333
12.092,653,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.72083333333333
12.999,653,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.72083333333333
2.8,1122,10,9,"Ribes_nigrum",67.5,"heide12",6,4.675
5.3,1122,10,15,"Ribes_nigrum",67.5,"heide12",6,4.675
4.3,1122,10,15,"Ribes_nigrum",67.5,"heide12",6,4.675
47.069,1000,16,20,"Ribes_nigrum",59.35,"pagter15",6,4.16666666666667
50.103,1000,16,20,"Ribes_nigrum",59.35,"pagter15",6,4.16666666666667
53.085,1000,16,20,"Ribes_nigrum",59.35,"pagter15",6,4.16666666666667
58.072,1000,16,20,"Ribes_nigrum",59.35,"pagter15",6,4.16666666666667
61.054,1000,16,20,"Ribes_nigrum",59.35,"pagter15",6,4.16666666666667
28.996,1686.5,16,20,"Ribes_nigrum",59.35,"pagter15",6,7.02708333333333
31.046,1686.5,16,20,"Ribes_nigrum",59.35,"pagter15",6,7.02708333333333
34.059,1686.5,16,20,"Ribes_nigrum",59.35,"pagter15",6,7.02708333333333
7.264,1886,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,7.85833333333333
14.35,1886,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,7.85833333333333
10.987,1997,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,8.32083333333333
17.762,1997,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,8.32083333333333
9.989,1997,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,8.32083333333333
8.445,2669,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,11.1208333333333
7.1,646,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.69166666666667
6.3,646,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.69166666666667
7.7,646,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,2.69166666666667
7.664,653,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,2.72083333333333
15.024,1765.5,16,20,"Ribes_nigrum",59.35,"pagter15",6,7.35625
6.6,1728,10,15,"Ribes_nigrum",59.666,"heide12",6,7.2
5.7,1728,10,15,"Ribes_nigrum",59.666,"heide12",6,7.2
5.8,1728,10,21,"Ribes_nigrum",59.666,"heide12",6,7.2
6.9,1728,10,21,"Ribes_nigrum",59.666,"heide12",6,7.2
7,1728,10,21,"Ribes_nigrum",59.666,"heide12",6,7.2
2.2,1122,10,9,"Ribes_nigrum",67.5,"heide12",6,4.675
2.4,1122,10,9,"Ribes_nigrum",67.5,"heide12",6,4.675
8.977,710,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.95833333333333
62.007,820,16,20,"Ribes_nigrum",59.35,"pagter15",6,3.41666666666667
4.987,2467.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,10.28125
5.8,2444,10,12,"Ribes_nigrum",56.5,"heide12",6,10.1833333333333
10.987,2669,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,11.1208333333333
21.046,1560,16,20,"Ribes_nigrum",59.35,"pagter15",6,6.5
7.9,646,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.69166666666667
5,646,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.69166666666667
5.821,653,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.72083333333333
7.097,653,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.72083333333333
4.913,710,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.95833333333333
5.517,710,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.95833333333333
9.693,1997,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,8.32083333333333
12.04,1997,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,8.32083333333333
9.091,2474,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,10.3083333333333
4.23,2474,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,10.3083333333333
0.033,653,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.72083333333333
3.7,1122,10,9,"Ribes_nigrum",67.5,"heide12",6,4.675
5.797,2299.5,24,20,"Ribes_nigrum",51.966,"sonsteby14",6,9.58125
6.456,2299.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,9.58125
5.139,2467.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,10.28125
6.112,653,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.72083333333333
5.193,653,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.72083333333333
5.443,2467.5,24,20,"Ribes_nigrum",51.966,"sonsteby14",6,10.28125
5.114,2635.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,10.98125
5.165,2635.5,24,20,"Ribes_nigrum",65.3426,"sonsteby14",6,10.98125
4.835,2635.5,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,10.98125
47.069,1160.5,16,20,"Ribes_nigrum",59.35,"pagter15",6,4.83541666666667
50.051,1160.5,16,20,"Ribes_nigrum",59.35,"pagter15",6,4.83541666666667
53.085,1160.5,16,20,"Ribes_nigrum",59.35,"pagter15",6,4.83541666666667
58.072,1160.5,16,20,"Ribes_nigrum",59.35,"pagter15",6,4.83541666666667
61.105,1160.5,16,20,"Ribes_nigrum",59.35,"pagter15",6,4.83541666666667
13.672,653,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.72083333333333
4.046,710,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.95833333333333
3.348,710,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.95833333333333
7.2,0,24,8,"Ribes_nigrum",67.5,"sonsteby14",6,0
0,0,24,8,"Ribes_nigrum",67.5,"sonsteby14",6,0
14.096,653,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.72083333333333
10.8,646,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,2.69166666666667
6.8,646,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.69166666666667
9.5,646,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,2.69166666666667
7.3,646,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.69166666666667
6.7,646,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,2.69166666666667
9.1,646,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.69166666666667
10.111,710,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.95833333333333
7.674,710,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.95833333333333
8.046,710,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.95833333333333
9.046,653,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,2.72083333333333
24.017,1686.5,16,20,"Ribes_nigrum",59.35,"pagter15",6,7.02708333333333
10.2,646,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,2.69166666666667
5.975,1963.5,24,20,"Ribes_nigrum",65.3426,"sonsteby14",6,8.18125
14.267,653,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.72083333333333
8.229,710,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.95833333333333
15.024,1765.5,16,20,"Ribes_nigrum",64,"pagter15",6,7.35625
19.041,1765.5,16,20,"Ribes_nigrum",64,"pagter15",6,7.35625
22.013,1765.5,16,20,"Ribes_nigrum",64,"pagter15",6,7.35625
4.835,2299.5,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,9.58125
8.684,1795.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,7.48125
5.139,2467.5,24,20,"Ribes_nigrum",65.3426,"sonsteby14",6,10.28125
5.19,2467.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,10.28125
5.468,2131.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,8.88125
5.975,2467.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,10.28125
6.582,2131.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,8.88125
7.063,2131.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,8.88125
5.063,2635.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,10.98125
5.165,2635.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,10.98125
5.873,2635.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,10.98125
10.101,1459.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,6.08125
17.848,1459.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,6.08125
10.101,1459.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,6.08125
12.633,1459.5,24,20,"Ribes_nigrum",65.3426,"sonsteby14",6,6.08125
15.468,1459.5,24,20,"Ribes_nigrum",51.966,"sonsteby14",6,6.08125
9.747,1459.5,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,6.08125
13.038,1459.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,6.08125
6.709,1627.5,24,20,"Ribes_nigrum",65.3426,"sonsteby14",6,6.78125
39.049,1000,16,20,"Ribes_nigrum",59.35,"pagter15",6,4.16666666666667
41.105,1000,16,20,"Ribes_nigrum",59.35,"pagter15",6,4.16666666666667
44.087,1000,16,20,"Ribes_nigrum",59.35,"pagter15",6,4.16666666666667
12.456,1627.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,6.78125
9.519,1627.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,6.78125
9.696,1795.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,7.48125
7.924,1795.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,7.48125
6.152,1795.5,24,20,"Ribes_nigrum",65.3426,"sonsteby14",6,7.48125
6.506,1795.5,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,7.48125
7.342,1795.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,7.48125
6.81,1795.5,24,20,"Ribes_nigrum",51.966,"sonsteby14",6,7.48125
7.063,1963.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,8.18125
6.481,1963.5,24,20,"Ribes_nigrum",51.966,"sonsteby14",6,8.18125
5.063,2131.5,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,8.88125
5.747,2131.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,8.88125
5.595,2131.5,24,20,"Ribes_nigrum",65.3426,"sonsteby14",6,8.88125
6.329,2131.5,24,20,"Ribes_nigrum",51.966,"sonsteby14",6,8.88125
6.842,3341,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,13.9208333333333
6.835,3341,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,13.9208333333333
5.458,3341,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,13.9208333333333
3.326,4238,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,17.6583333333333
15.148,1325,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,5.52083333333333
4.835,2467.5,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,10.28125
15.051,1857.5,16,20,"Ribes_nigrum",59.35,"pagter15",6,7.73958333333333
19.041,1857.5,16,20,"Ribes_nigrum",59.35,"pagter15",6,7.73958333333333
3.326,2474,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,10.3083333333333
0.066,989,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,4.12083333333333
8.368,1298,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,5.40833333333333
24.021,1765.5,16,20,"Ribes_nigrum",64,"pagter15",6,7.35625
26.03,1765.5,16,20,"Ribes_nigrum",64,"pagter15",6,7.35625
5.089,2299.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,9.58125
5.043,1886,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,7.85833333333333
24.354,1291.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,5.38125
5.418,2635.5,24,20,"Ribes_nigrum",51.966,"sonsteby14",6,10.98125
21.797,1291.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,5.38125
14.025,1291.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,5.38125
5.392,2299.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,9.58125
11.063,3341,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,13.9208333333333
7.717,1298,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,5.40833333333333
14.8,0,24,8,"Ribes_nigrum",67.5,"sonsteby14",6,0
29.029,1765.5,16,20,"Ribes_nigrum",64,"pagter15",6,7.35625
6.2,2444,10,12,"Ribes_nigrum",56.5,"heide12",6,10.1833333333333
5.9,2444,10,18,"Ribes_nigrum",56.5,"heide12",6,10.1833333333333
6.2,646,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.69166666666667
5.418,2299.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,9.58125
5.291,2299.5,24,20,"Ribes_nigrum",65.3426,"sonsteby14",6,9.58125
32.028,1765.5,16,20,"Ribes_nigrum",64,"pagter15",6,7.35625
6.076,1963.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,8.18125
7.772,1963.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,8.18125
6.835,1963.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,8.18125
7.028,710,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.95833333333333
7.244,1661,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,6.92083333333333
24.684,1291.5,24,20,"Ribes_nigrum",65.3426,"sonsteby14",6,5.38125
5.62,1963.5,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,8.18125
11.471,1886,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,7.85833333333333
4.943,4238,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,17.6583333333333
5.977,1886,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,7.85833333333333
21.013,1291.5,24,20,"Ribes_nigrum",51.966,"sonsteby14",6,5.38125
8.5,646,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.69166666666667
8.557,1627.5,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,6.78125
23.671,1291.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,5.38125
7.64,4238,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,17.6583333333333
6.6,646,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.69166666666667
8.608,1627.5,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,6.78125
10.679,1661,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,6.92083333333333
11.336,1325,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,5.52083333333333
8.773,653,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.72083333333333
5.8,646,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,2.69166666666667
14.069,653,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.72083333333333
12.716,653,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.72083333333333
7.541,653,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.72083333333333
5.2,2444,10,12,"Ribes_nigrum",56.5,"heide12",6,10.1833333333333
5.7,2444,10,12,"Ribes_nigrum",56.5,"heide12",6,10.1833333333333
12.533,653,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,2.72083333333333
6.1,646,24,20,"Ribes_nigrum",56.5,"sonsteby14",6,2.69166666666667
16.025,1291.5,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,5.38125
22.988,653,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.72083333333333
8.2,646,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,2.69166666666667
7.342,1627.5,24,20,"Ribes_nigrum",51.966,"sonsteby14",6,6.78125
14.421,1325,24,20,"Ribes_nigrum",59.666,"sonsteby14",6,5.52083333333333
7.62,1627.5,24,20,"Ribes_nigrum",67.5,"sonsteby14",6,6.78125
41.5625,1067.5,8,18,"Ulmus_complex",48.16447,"zohner16",7,4.44791666666667
38.5625,1067.5,16,18,"Ulmus_complex",48.16447,"zohner16",7,4.44791666666667
28.8125,1650,8,18,"Ulmus_complex",48.16447,"zohner16",7,6.875
20.5,2223.5,16,18,"Ulmus_complex",48.16447,"zohner16",7,9.26458333333333
28.8125,1650,16,18,"Ulmus_complex",48.16447,"zohner16",7,6.875
21.125,2223.5,8,18,"Ulmus_complex",48.16447,"zohner16",7,9.26458333333333
3.54571428571429,1430.5,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,5.96041666666667
50.3238095238095,-178,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,-0.741666666666667
16.7747619047619,1119,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,4.6625
49.9147619047619,-178,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,-0.741666666666667
21.2752380952381,695,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,2.89583333333333
49.9147619047619,-105,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,-0.4375
22.23,695,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,2.89583333333333
17.8657142857143,1119,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,4.6625
48.8238095238095,233,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,0.970833333333333
48.6871428571429,233,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,0.970833333333333
3.9552380952381,1430.5,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,5.96041666666667
50.4604761904762,-105,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,-0.4375
45.9375,1650,16,18,"Ulmus_complex",48.16447,"zohner16",7,6.875
65,1067.5,16,18,"Ulmus_complex",48.16447,"zohner16",7,4.44791666666667
23.9375,2223.5,8,18,"Ulmus_complex",48.16447,"zohner16",7,9.26458333333333
23.5625,2223.5,16,18,"Ulmus_complex",48.16447,"zohner16",7,9.26458333333333
48,1650,8,18,"Ulmus_complex",48.16447,"zohner16",7,6.875
64.875,1067.5,8,18,"Ulmus_complex",48.16447,"zohner16",7,4.44791666666667
49.4947619047619,-178,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,-0.741666666666667
20.6347619047619,695,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,2.89583333333333
4.32904761904762,1430.5,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,5.96041666666667
20.4904761904762,695,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,2.89583333333333
47.0419047619048,-105,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,-0.4375
25.1080952380952,233,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,0.970833333333333
14.7185714285714,1119,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,4.6625
26.4071428571429,233,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,0.970833333333333
47.4747619047619,-105,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,-0.4375
15.1514285714286,1119,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,4.6625
49.9280952380952,-178,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,-0.741666666666667
3.75190476190476,1430.5,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,5.96041666666667
16.0128571428571,1119,16,14,"Ulmus_complex",43.71667,"ghelardini10",7,4.6625
46.7780952380952,233,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,0.970833333333333
7.70923076923077,1119,16,26,"Ulmus_complex",43.71667,"ghelardini10",7,4.6625
7.50653846153846,695,16,26,"Ulmus_complex",43.71667,"ghelardini10",7,2.89583333333333
50.8695238095238,-105,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,-0.4375
45.2780952380952,695,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,2.89583333333333
40.2703846153846,-178,16,26,"Ulmus_complex",43.71667,"ghelardini10",7,-0.741666666666667
9.83923076923077,233,16,26,"Ulmus_complex",43.71667,"ghelardini10",7,0.970833333333333
30.5178571428571,-105,16,14,"Ulmus_complex",43.71667,"ghelardini10",7,-0.4375
74.4114285714286,-178,16,14,"Ulmus_complex",43.71667,"ghelardini10",7,-0.741666666666667
12.0711538461538,-105,16,26,"Ulmus_complex",43.71667,"ghelardini10",7,-0.4375
51.0057142857143,-178,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,-0.741666666666667
10.3647619047619,1430.5,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,5.96041666666667
50.7328571428571,-105,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,-0.4375
19.3746153846154,-178,16,26,"Ulmus_complex",43.71667,"ghelardini10",7,-0.741666666666667
13.9407142857143,1430.5,16,14,"Ulmus_complex",43.71667,"ghelardini10",7,5.96041666666667
74.4114285714286,-178,16,14,"Ulmus_complex",43.71667,"ghelardini10",7,-0.741666666666667
22.0407142857143,233,16,14,"Ulmus_complex",43.71667,"ghelardini10",7,0.970833333333333
26.0485714285714,1119,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,4.6625
28.9123809523809,1119,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,4.6625
5.88346153846154,1430.5,16,26,"Ulmus_complex",43.71667,"ghelardini10",7,5.96041666666667
68.9485714285714,233,16,14,"Ulmus_complex",43.71667,"ghelardini10",7,0.970833333333333
16.5342307692308,695,16,26,"Ulmus_complex",43.71667,"ghelardini10",7,2.89583333333333
35.9088461538462,-105,16,26,"Ulmus_complex",43.71667,"ghelardini10",7,-0.4375
8.115,1430.5,16,26,"Ulmus_complex",43.71667,"ghelardini10",7,5.96041666666667
16.5778571428571,695,16,14,"Ulmus_complex",43.71667,"ghelardini10",7,2.89583333333333
33.9092857142857,1119,16,14,"Ulmus_complex",43.71667,"ghelardini10",7,4.6625
41.4442857142857,695,16,14,"Ulmus_complex",43.71667,"ghelardini10",7,2.89583333333333
74.9764285714286,-105,16,14,"Ulmus_complex",43.71667,"ghelardini10",7,-0.4375
13.4911538461538,1119,16,26,"Ulmus_complex",43.71667,"ghelardini10",7,4.6625
26.475,233,16,26,"Ulmus_complex",43.71667,"ghelardini10",7,0.970833333333333
45.4142857142857,695,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,2.89583333333333
15.4471428571429,1430.5,16,14,"Ulmus_complex",43.71667,"ghelardini10",7,5.96041666666667
46.6419047619048,233,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,0.970833333333333
50.7328571428571,-178,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,-0.741666666666667
10.7738095238095,1430.5,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,5.96041666666667
14.9469230769231,233,16,26,"Ulmus_complex",43.71667,"ghelardini10",7,0.970833333333333
4.04047619047619,1430.5,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,5.96041666666667
7.67538461538462,1119,16,26,"Ulmus_complex",43.71667,"ghelardini10",7,4.6625
23.6321428571429,695,16,14,"Ulmus_complex",43.71667,"ghelardini10",7,2.89583333333333
74.6485714285714,-178,16,14,"Ulmus_complex",43.71667,"ghelardini10",7,-0.741666666666667
9.69538461538462,-178,16,26,"Ulmus_complex",43.71667,"ghelardini10",7,-0.741666666666667
50.5052380952381,-105,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,-0.4375
15.1514285714286,1119,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,4.6625
11.4414285714286,1119,16,14,"Ulmus_complex",43.71667,"ghelardini10",7,4.6625
16.4504761904762,695,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,2.89583333333333
74.6485714285714,-105,16,14,"Ulmus_complex",43.71667,"ghelardini10",7,-0.4375
50.5052380952381,-178,16,21,"Ulmus_complex",43.71667,"ghelardini10",7,-0.741666666666667
3.89619047619048,1430.5,8,21,"Ulmus_complex",43.71667,"ghelardini10",7,5.96041666666667
