"","Estimate","Est.Error","l-95% CI","u-95% CI","Rhat","Bulk_ESS","Tail_ESS"
"Intercept",27.6655950656323,16.7250204023788,-6.37256985459635,59.8285030763979,1.00504181205224,877,755
"withinsp.chillmeans",1.29610406776408,11.8714394800869,-23.1291102643919,24.6105306117089,1.0011827712917,1059,639
"sd(Intercept)",26.9114914102717,6.64344117969072,17.2923701359125,42.1688583526727,1.00086986901543,188,235
"sd(withinsp.chillmeans)",23.1832967051909,3.46386743899687,17.1008406385476,30.6187064357845,1.00257248803054,485,825
"cor(Intercept,withinsp.chillmeans)",0.0781805250606882,0.333186351406298,-0.516681696751372,0.668368404522208,1.00875666142516,67,196
"sd(Intercept)",13.7016380059896,2.21642429348258,9.35000398081627,17.5960396892487,1.0021047553937,287,364
"sigma",15.48844096731,0.198400319572419,15.1183296245527,15.8680396293805,1.00010576390273,2515,766
