"","Estimate","Est.Error","l-95% CI","u-95% CI","Rhat","Bulk_ESS","Tail_ESS"
"Intercept",30.6488802842698,15.4056799383787,1.14595684462197,62.8489435519684,1.00585256676618,274,439
"photomeans",0.20650214306088,4.84902195134435,-8.7114740446091,9.81687140105158,1.00129176595927,286,436
"withinsp.photomeans",-3.59539758818261,10.1092002389475,-22.7236636635651,15.886645569324,1.00146421982317,462,557
"sd(Intercept)",25.4694590018729,5.68894454495,16.3703633657004,37.8008751705725,1.01096589104122,143,297
"sd(withinsp.photomeans)",18.3242486350013,3.92635155322154,11.2634764178583,26.2198542668506,1.01622452034401,200,504
"cor(Intercept,withinsp.photomeans)",0.388879583209638,0.266323088952111,-0.176795467190581,0.797741110420626,1.00583912740092,113,258
"sd(Intercept)",12.3634920964639,2.10050814373119,8.34449644805044,16.7068310499355,1.00854013048039,241,383
"sigma",16.1607890134823,0.20722633370529,15.7539709056509,16.5631809324764,1.00540740641191,1625,825
