"","Estimate","Est.Error","l-95% CI","u-95% CI","Rhat","Bulk_ESS","Tail_ESS"
"Intercept",32.7851307190759,13.2116221543395,11.3067393863845,59.735206998636,1.11211303741534,19,29
"within_species",-6.4241944214965,6.33612504105812,-17.5686206995068,5.72660101562136,1.06365082468739,28,34
"sd(Intercept)",31.8951279824045,5.42359578777612,22.140901081492,43.9961612666883,1.00089112259321,314,529
"sd(within_species)",12.2526243449009,1.8511140980854,9.07131564867461,16.0899624084326,1.00081800648286,360,596
"cor(Intercept,within_species)",-0.735361034964921,0.144412412598352,-0.926887281296717,-0.345346104965223,1.03373261981374,100,349
"sd(Intercept)",10.4602879069051,1.75751190401697,7.05436361973351,14.0473005314216,1.00039304256508,409,497
"sigma",15.1076114413262,0.197917060996894,14.7429512122024,15.4763749426082,1.00125676498734,775,464
