"","LastName","FirstName","DatasetID","Dataset","SpeciesName","ObservationID","Basal area","Canopy height of stand","Diameter at breast height (DBH) of the forest stand","Exposition","Latitude","Leaf age at measurement","Leaf area index of the site (LAI)","Longitude","Maximum diameter at breast height comments","Maximum diameter at breast height extreme","Maximum diameter at breast height max","Maximum diameter at breast height mean","Maximum diameter at breast height min","Maximum height","Maximum height comment","Maximum height extreme","Maximum height max","Maximum height min","Plant developmental status / plant age / maturity / plant life stage","Plant height observed","Plant height vegetative","SLA leaf area type","Stem diameter at breast height (1.3 m","Wood density; stem specific density; wood specific gravity"
"207","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Carpinus betulus",762702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA
"208","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Carpinus betulus",762703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA
"209","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Carpinus betulus",764139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA
"210","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Carpinus betulus",1257920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA
"211","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Carpinus betulus",1257921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA
"212","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Carpinus betulus",1823149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","Page: 98",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Carpinus betulus",1823150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Page: 378",NA,"30","25",NA,NA,NA,NA,NA,NA
"214","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Carpinus betulus",1823151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,NA,NA,NA,NA,NA
"215","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Carpinus betulus",1823152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","bis 25 m hoher Baum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Carpinus betulus",1826523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Carpinus betulus",1828282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","15","10",NA,NA,NA,NA,NA,NA
"218","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Cornus alba",1828979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Cornus alba",1828980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","3",NA,NA,NA,NA,NA,NA
"220","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Cornus mas",762804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA
"221","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Cornus mas",762805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"222","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Cornus mas",762806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA
"223","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Cornus mas",1257980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA
"224","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Cornus mas",1257981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA
"225","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Cornus mas",1257982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA
"226","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Cornus mas",1823253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","Page: 121",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Cornus mas",1823254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Page: 384","8","5","2",NA,NA,NA,NA,NA,NA
"228","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Cornus mas",1823255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sparrig verzweigter",NA,"8","3",NA,NA,NA,NA,NA,NA
"229","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Cornus mas",1829912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","3",NA,NA,NA,NA,NA,NA
"230","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Corylus avellana",762813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA
"231","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Corylus avellana",762814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"232","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Corylus avellana",762815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"233","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Corylus avellana",764239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA
"234","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Corylus avellana",1257987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA
"235","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Corylus avellana",1257988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA
"236","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Corylus avellana",1823262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","Page: 121",NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Corylus avellana",1823263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Page: 388",NA,"6","2",NA,NA,NA,NA,NA,NA
"238","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Corylus avellana",1823264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-6 m hoher Strauch",NA,"6","2",NA,NA,NA,NA,NA,NA
"239","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Corylus avellana",1825056,NA,NA,NA,"Outside ""natural"" vegetation","58.715","Expanded",NA,"26.751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA
"240","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Corylus avellana",1825070,NA,NA,NA,"Outside ""natural"" vegetation","58.66",NA,NA,"25.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","5.67",NA,"projected leaf area",NA,NA
"241","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Corylus avellana",1825158,NA,"16.5",NA,"Outside ""natural"" vegetation","58.3",NA,NA,"26.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)","6",NA,NA,NA,NA
"242","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Corylus avellana",1826623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Corylus avellana",1828392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA
"244","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Corylus cornuta",1829837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","8","3",NA,NA,NA,NA,NA,NA
"245","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fagus grandifolia",762898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA
"246","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fagus grandifolia",762899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA
"247","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fagus grandifolia",762900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA
"248","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fagus grandifolia",1258031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",NA,NA,NA
"249","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fagus grandifolia",1258032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37",NA,NA,NA
"250","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fagus grandifolia",1258033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49",NA,NA,NA
"251","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fagus grandifolia",1258034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,NA,NA
"252","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fagus grandifolia",1823347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Page: 165",NA,"35","25",NA,NA,NA,NA,NA,NA
"253","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fagus grandifolia",1823348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Under optimum conditions","49","37","18",NA,NA,NA,NA,NA,NA
"254","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fagus grandifolia",1823349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It normally grows 65 to 80 feet (20-25 m) tall but can can grow up to 130 feet (40 m)",NA,"40","20",NA,NA,NA,NA,NA,NA
"255","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fagus grandifolia",1828667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","23","15",NA,NA,NA,NA,NA,NA
"256","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",762918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,NA,NA
"257","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",762919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA
"258","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",762920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17",NA,NA,NA
"259","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",762921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,NA,NA
"260","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",762922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,NA,NA
"261","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",764137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,NA,NA
"262","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",1258047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",NA,NA,NA
"263","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",1258048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,NA,NA
"264","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",1258049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",NA,NA,NA
"265","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",1258050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,NA,NA
"266","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",1823367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Page: 180",NA,"40","35",NA,NA,NA,NA,NA,NA
"267","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",1823368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Page: 240",NA,"40","30",NA,NA,NA,NA,NA,NA
"268","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",1823369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","35","17",NA,NA,NA,NA,NA,NA
"269","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",1823370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","Sommergr¸ner",NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",1823371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",1825072,NA,NA,NA,"Outside ""natural"" vegetation","58.66",NA,NA,"25.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","10.2",NA,"projected leaf area",NA,NA
"272","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",1825156,NA,"16.5",NA,"Outside ""natural"" vegetation","58.3",NA,NA,"26.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)","7.2",NA,NA,NA,NA
"273","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",1825341,NA,NA,NA,"Outside ""natural"" vegetation","58.3","Expanded",NA,"26.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.2",NA,"projected leaf area",NA,NA
"274","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",1826521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus excelsior",1828279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","24","18",NA,NA,NA,NA,NA,NA
"276","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus nigra",762924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA
"277","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus nigra",762925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.5",NA,NA,NA
"278","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus nigra",762926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27",NA,NA,NA
"279","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus nigra",1258052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA
"280","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus nigra",1258053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,NA
"281","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus nigra",1258054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA
"282","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus nigra",1823373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","Page: 182",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus nigra",1823374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The largest...is 26.5 in (87 ft) tall and 148 cm (58.3 in) in d.b.hÖ.More commonly","26.5","21","18",NA,NA,NA,NA,NA,NA
"284","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus nigra",1823375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40 to 60 feet (12-18 m) tall but can reach 90 feet (27 m) in height",NA,"27","12",NA,NA,NA,NA,NA,NA
"285","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Fraxinus nigra",1842722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Hamamelis virginiana",762965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA
"287","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Hamamelis virginiana",762966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5",NA,NA,NA
"288","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Hamamelis virginiana",764019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA
"289","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Hamamelis virginiana",1258073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",NA,NA,NA
"290","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Hamamelis virginiana",1258743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.6",NA,NA,NA
"291","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Hamamelis virginiana",1823414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Page: 207",NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Hamamelis virginiana",1823415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"At maturity",NA,"7.5","4.5",NA,NA,NA,NA,NA,NA
"293","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Hamamelis virginiana",1826403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","Shrubs or small trees ","10.6",NA,NA,NA,NA,NA,NA,NA,NA
"294","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Hamamelis virginiana",1828569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","6",NA,NA,NA,NA,NA,NA
"295","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Kalmia angustifolia",1830320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA
"296","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",763060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,NA
"297","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",763061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA
"298","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",763062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA
"299","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",763063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54",NA,NA,NA
"300","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",763064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,NA,NA
"301","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",763065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,NA
"302","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",764120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",NA,NA,NA
"303","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1258123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,NA,NA
"304","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1258124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,NA
"305","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1258125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,NA,NA
"306","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1258126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54",NA,NA,NA
"307","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1258127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56",NA,NA,NA
"308","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1258128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA,NA
"309","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1258129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",NA,NA,NA
"310","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1823509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","Page: 258",NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1823510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Page: 524","50","40","20",NA,NA,NA,NA,NA,NA
"312","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1823511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In Abh‰ngigkeit von Alter und Standort werden Baumhˆhen zwischen 30 und 40m (maximal bis 54m) Ö ...","54","40","30",NA,NA,NA,NA,NA,NA
"313","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1823512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature height usually ranges from 30 to 130 feet (9-40 m) in the United States and Canada; larg ...","56","54","9",NA,NA,NA,NA,NA,NA
