"","LastName","FirstName","SpeciesName","ObservationID","DatasetID","Dataset","Latitude","Longitude","Plant developmental status / plant age / maturity / plant life stage","Plant height reproductive / generative","Plant height vegetative","Seed number per reproducton unit (seed / ovule ratio)","Seed number: reproduction subunit measured","Seed number: reproduction unit measured","Wood density; stem specific density; wood specific gravity","LDMC"
"191","Kleyer","Michael","Carpinus betulus",191257,25,"The LEDA Traitbase",NA,NA,NA,"15",NA,NA,NA,NA,NA,NA
"192","Kleyer","Michael","Carpinus betulus",191258,25,"The LEDA Traitbase",NA,NA,NA,"20",NA,NA,NA,NA,NA,NA
"193","Kleyer","Michael","Carpinus betulus",203491,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"705318","unknown","per ramet/tussock or individual plant",NA,NA
"194","Kleyer","Michael","Carpinus betulus",204785,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"45",NA,"per multiple flower inflorescence",NA,NA
"195","Kleyer","Michael","Carpinus betulus",213812,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"196","Kleyer","Michael","Carpinus betulus",213813,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,"610",NA
"197","Kleyer","Michael","Carpinus betulus",213814,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"198","Kleyer","Michael","Carpinus betulus",213815,25,"The LEDA Traitbase","0","0","adult",NA,NA,NA,NA,NA,"710",NA
"199","Kleyer","Michael","Carpinus betulus",213816,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"200","Kleyer","Michael","Carpinus betulus",213817,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,NA
"201","Kleyer","Michael","Cornus alba",1075391,25,"The LEDA Traitbase",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA
"202","Kleyer","Michael","Cornus alba",1075392,25,"The LEDA Traitbase",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"203","Kleyer","Michael","Cornus alba",1116311,25,"The LEDA Traitbase",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA
"204","Kleyer","Michael","Cornus alba",1116312,25,"The LEDA Traitbase",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"205","Kleyer","Michael","Cornus alba",1116313,25,"The LEDA Traitbase",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA
"206","Kleyer","Michael","Cornus alba",1116314,25,"The LEDA Traitbase",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"207","Kleyer","Michael","Cornus alba",174467,25,"The LEDA Traitbase",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA
"208","Kleyer","Michael","Cornus alba",174468,25,"The LEDA Traitbase",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA
"209","Kleyer","Michael","Cornus alba",191469,25,"The LEDA Traitbase",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA
"210","Kleyer","Michael","Cornus alba",214108,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"211","Kleyer","Michael","Cornus alba",214109,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"212","Kleyer","Michael","Cornus mas",1070089,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"4.8",NA,"per multiple flower inflorescence",NA,NA
"213","Kleyer","Michael","Cornus mas",1070090,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"10",NA,"per multiple flower inflorescence",NA,NA
"214","Kleyer","Michael","Cornus mas",1070091,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"2",NA,"per multiple flower inflorescence",NA,NA
"215","Kleyer","Michael","Cornus mas",1075393,25,"The LEDA Traitbase",NA,NA,NA,"5",NA,NA,NA,NA,NA,NA
"216","Kleyer","Michael","Cornus mas",1075394,25,"The LEDA Traitbase",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA
"217","Kleyer","Michael","Cornus mas",1075395,25,"The LEDA Traitbase",NA,NA,NA,"8",NA,NA,NA,NA,NA,NA
"218","Kleyer","Michael","Cornus mas",1107944,25,"The LEDA Traitbase","5307743","407711","adult",NA,NA,NA,NA,NA,NA,"225.67"
"219","Kleyer","Michael","Cornus mas",1107945,25,"The LEDA Traitbase","5307743","407711","adult",NA,NA,NA,NA,NA,NA,"270"
"220","Kleyer","Michael","Cornus mas",1107946,25,"The LEDA Traitbase","5307743","407711","adult",NA,NA,NA,NA,NA,NA,"192.96"
"221","Kleyer","Michael","Cornus mas",1107947,25,"The LEDA Traitbase","5307743","407711","adult",NA,NA,NA,NA,NA,NA,"215.41"
"222","Kleyer","Michael","Cornus mas",1107948,25,"The LEDA Traitbase","5307743","407711","adult",NA,NA,NA,NA,NA,NA,"227.84"
"223","Kleyer","Michael","Cornus mas",1107949,25,"The LEDA Traitbase","5307743","407711","adult",NA,NA,NA,NA,NA,NA,"273.57"
"224","Kleyer","Michael","Cornus mas",1107950,25,"The LEDA Traitbase","5307743","407711","adult",NA,NA,NA,NA,NA,NA,"194.84"
"225","Kleyer","Michael","Cornus mas",1107951,25,"The LEDA Traitbase","5307743","407711","adult",NA,NA,NA,NA,NA,NA,"218.5"
"226","Kleyer","Michael","Cornus mas",1116315,25,"The LEDA Traitbase",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA
"227","Kleyer","Michael","Cornus mas",1116316,25,"The LEDA Traitbase",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA
"228","Kleyer","Michael","Cornus mas",174469,25,"The LEDA Traitbase",NA,NA,NA,NA,"3.5",NA,NA,NA,NA,NA
"229","Kleyer","Michael","Cornus mas",179237,25,"The LEDA Traitbase","5307743","407711","adult",NA,NA,NA,NA,NA,NA,"215.41"
"230","Kleyer","Michael","Cornus mas",179238,25,"The LEDA Traitbase","5307743","407711","adult",NA,NA,NA,NA,NA,NA,"218.5"
"231","Kleyer","Michael","Cornus mas",191470,25,"The LEDA Traitbase",NA,NA,NA,"3.5",NA,NA,NA,NA,NA,NA
"232","Kleyer","Michael","Cornus mas",191471,25,"The LEDA Traitbase",NA,NA,NA,"8",NA,NA,NA,NA,NA,NA
"233","Kleyer","Michael","Cornus mas",206777,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"5",NA,"per multiple flower inflorescence",NA,NA
"234","Kleyer","Michael","Cornus mas",214110,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"235","Kleyer","Michael","Corylus avellana",1062189,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"1250","unknown","per ramet/tussock or individual plant",NA,NA
"236","Kleyer","Michael","Corylus avellana",1075444,25,"The LEDA Traitbase",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA
"237","Kleyer","Michael","Corylus avellana",1075445,25,"The LEDA Traitbase",NA,NA,NA,"6",NA,NA,NA,NA,NA,NA
"238","Kleyer","Michael","Corylus avellana",1075446,25,"The LEDA Traitbase",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA
"239","Kleyer","Michael","Corylus avellana",1108029,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"291"
"240","Kleyer","Michael","Corylus avellana",1108030,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"278"
"241","Kleyer","Michael","Corylus avellana",1108031,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"292"
"242","Kleyer","Michael","Corylus avellana",1108032,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"274"
"243","Kleyer","Michael","Corylus avellana",1116379,25,"The LEDA Traitbase",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"244","Kleyer","Michael","Corylus avellana",1116380,25,"The LEDA Traitbase",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA
"245","Kleyer","Michael","Corylus avellana",1116381,25,"The LEDA Traitbase",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA
"246","Kleyer","Michael","Corylus avellana",1116382,25,"The LEDA Traitbase",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA
"247","Kleyer","Michael","Corylus avellana",1116383,25,"The LEDA Traitbase",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"248","Kleyer","Michael","Corylus avellana",174502,25,"The LEDA Traitbase",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"249","Kleyer","Michael","Corylus avellana",174503,25,"The LEDA Traitbase",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA
"250","Kleyer","Michael","Corylus avellana",174504,25,"The LEDA Traitbase",NA,NA,NA,NA,"3.5",NA,NA,NA,NA,NA
"251","Kleyer","Michael","Corylus avellana",179262,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"291"
"252","Kleyer","Michael","Corylus avellana",179263,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"278"
"253","Kleyer","Michael","Corylus avellana",179264,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"292"
"254","Kleyer","Michael","Corylus avellana",179265,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"274"
"255","Kleyer","Michael","Corylus avellana",191494,25,"The LEDA Traitbase",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA
"256","Kleyer","Michael","Corylus avellana",191495,25,"The LEDA Traitbase",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA
"257","Kleyer","Michael","Corylus avellana",202133,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"1250","unknown","per ramet/tussock or individual plant",NA,NA
"258","Kleyer","Michael","Corylus avellana",214139,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"259","Kleyer","Michael","Corylus avellana",214140,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"260","Kleyer","Michael","Corylus avellana",214141,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"261","Kleyer","Michael","Corylus avellana",214142,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,NA
"262","Kleyer","Michael","Fraxinus excelsior",1065876,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"50000","unknown","per ramet/tussock or individual plant",NA,NA
"263","Kleyer","Michael","Fraxinus excelsior",1066273,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"4","unknown","per single flower inflorescence",NA,NA
"264","Kleyer","Michael","Fraxinus excelsior",1076318,25,"The LEDA Traitbase",NA,NA,NA,"40",NA,NA,NA,NA,NA,NA
"265","Kleyer","Michael","Fraxinus excelsior",1076319,25,"The LEDA Traitbase",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA
"266","Kleyer","Michael","Fraxinus excelsior",1076320,25,"The LEDA Traitbase",NA,NA,NA,"15",NA,NA,NA,NA,NA,NA
"267","Kleyer","Michael","Fraxinus excelsior",1076321,25,"The LEDA Traitbase",NA,NA,NA,"15",NA,NA,NA,NA,NA,NA
"268","Kleyer","Michael","Fraxinus excelsior",1108892,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"265"
"269","Kleyer","Michael","Fraxinus excelsior",1108893,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"247"
"270","Kleyer","Michael","Fraxinus excelsior",1108894,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"251"
"271","Kleyer","Michael","Fraxinus excelsior",1108895,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"263"
"272","Kleyer","Michael","Fraxinus excelsior",1117414,25,"The LEDA Traitbase",NA,NA,NA,NA,"15",NA,NA,NA,NA,NA
"273","Kleyer","Michael","Fraxinus excelsior",1117415,25,"The LEDA Traitbase",NA,NA,NA,NA,"25",NA,NA,NA,NA,NA
"274","Kleyer","Michael","Fraxinus excelsior",1117416,25,"The LEDA Traitbase",NA,NA,NA,NA,"15",NA,NA,NA,NA,NA
"275","Kleyer","Michael","Fraxinus excelsior",1117417,25,"The LEDA Traitbase",NA,NA,NA,NA,"40",NA,NA,NA,NA,NA
"276","Kleyer","Michael","Fraxinus excelsior",1117418,25,"The LEDA Traitbase",NA,NA,NA,NA,"25",NA,NA,NA,NA,NA
"277","Kleyer","Michael","Fraxinus excelsior",1117419,25,"The LEDA Traitbase",NA,NA,NA,NA,"43",NA,NA,NA,NA,NA
"278","Kleyer","Michael","Fraxinus excelsior",1117420,25,"The LEDA Traitbase",NA,NA,NA,NA,"18",NA,NA,NA,NA,NA
"279","Kleyer","Michael","Fraxinus excelsior",1117421,25,"The LEDA Traitbase",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA
"280","Kleyer","Michael","Fraxinus excelsior",1117422,25,"The LEDA Traitbase",NA,NA,NA,NA,"40",NA,NA,NA,NA,NA
"281","Kleyer","Michael","Fraxinus excelsior",1117423,25,"The LEDA Traitbase",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA
"282","Kleyer","Michael","Fraxinus excelsior",1123172,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,"830",NA
"283","Kleyer","Michael","Fraxinus excelsior",1123173,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,"510",NA
"284","Kleyer","Michael","Fraxinus excelsior",175080,25,"The LEDA Traitbase",NA,NA,NA,NA,"15",NA,NA,NA,NA,NA
"285","Kleyer","Michael","Fraxinus excelsior",175081,25,"The LEDA Traitbase",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA
"286","Kleyer","Michael","Fraxinus excelsior",175082,25,"The LEDA Traitbase",NA,NA,NA,NA,"40",NA,NA,NA,NA,NA
"287","Kleyer","Michael","Fraxinus excelsior",175083,25,"The LEDA Traitbase",NA,NA,NA,NA,"25",NA,NA,NA,NA,NA
"288","Kleyer","Michael","Fraxinus excelsior",175084,25,"The LEDA Traitbase",NA,NA,NA,NA,"43",NA,NA,NA,NA,NA
"289","Kleyer","Michael","Fraxinus excelsior",175085,25,"The LEDA Traitbase",NA,NA,NA,NA,"15",NA,NA,NA,NA,NA
"290","Kleyer","Michael","Fraxinus excelsior",175086,25,"The LEDA Traitbase",NA,NA,NA,NA,"25",NA,NA,NA,NA,NA
"291","Kleyer","Michael","Fraxinus excelsior",179606,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"265"
"292","Kleyer","Michael","Fraxinus excelsior",179607,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"247"
"293","Kleyer","Michael","Fraxinus excelsior",179608,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"251"
"294","Kleyer","Michael","Fraxinus excelsior",179609,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"263"
"295","Kleyer","Michael","Fraxinus excelsior",191948,25,"The LEDA Traitbase",NA,NA,NA,"25",NA,NA,NA,NA,NA,NA
"296","Kleyer","Michael","Fraxinus excelsior",191949,25,"The LEDA Traitbase",NA,NA,NA,"15",NA,NA,NA,NA,NA,NA
"297","Kleyer","Michael","Fraxinus excelsior",191950,25,"The LEDA Traitbase",NA,NA,NA,"15",NA,NA,NA,NA,NA,NA
"298","Kleyer","Michael","Fraxinus excelsior",204256,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"50000","unknown","per ramet/tussock or individual plant",NA,NA
"299","Kleyer","Michael","Fraxinus excelsior",204572,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"4","unknown","per single flower inflorescence",NA,NA
"300","Kleyer","Michael","Fraxinus excelsior",214755,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,"690",NA
"301","Kleyer","Michael","Fraxinus excelsior",214756,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,"640",NA
"302","Kleyer","Michael","Fraxinus excelsior",214757,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"303","Kleyer","Michael","Fraxinus excelsior",214758,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,NA
"304","Kleyer","Michael","Fraxinus excelsior",214759,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"305","Kleyer","Michael","Fraxinus excelsior",214760,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"306","Kleyer","Michael","Fraxinus excelsior",214761,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"307","Kleyer","Michael","Fraxinus excelsior",214762,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"308","Kleyer","Michael","Fraxinus excelsior",214763,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"309","Kleyer","Michael","Kalmia angustifolia",1077166,25,"The LEDA Traitbase",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"310","Kleyer","Michael","Kalmia angustifolia",1077167,25,"The LEDA Traitbase",NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA
"311","Kleyer","Michael","Kalmia angustifolia",1118431,25,"The LEDA Traitbase",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"312","Kleyer","Michael","Kalmia angustifolia",1118432,25,"The LEDA Traitbase",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"313","Kleyer","Michael","Kalmia angustifolia",1118433,25,"The LEDA Traitbase",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA
"314","Kleyer","Michael","Kalmia angustifolia",175633,25,"The LEDA Traitbase",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"315","Kleyer","Michael","Kalmia angustifolia",175634,25,"The LEDA Traitbase",NA,NA,NA,NA,"0.75",NA,NA,NA,NA,NA
"316","Kleyer","Michael","Kalmia angustifolia",192378,25,"The LEDA Traitbase",NA,NA,NA,"0.75",NA,NA,NA,NA,NA,NA
"317","Kleyer","Michael","Kalmia angustifolia",215334,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"318","Kleyer","Michael","Larix decidua",1061675,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"94400","unknown","per ramet/tussock or individual plant",NA,NA
"319","Kleyer","Michael","Larix decidua",1077271,25,"The LEDA Traitbase",NA,NA,NA,"35",NA,NA,NA,NA,NA,NA
"320","Kleyer","Michael","Larix decidua",1077272,25,"The LEDA Traitbase",NA,NA,NA,"35",NA,NA,NA,NA,NA,NA
"321","Kleyer","Michael","Larix decidua",1077273,25,"The LEDA Traitbase",NA,NA,NA,"15",NA,NA,NA,NA,NA,NA
"322","Kleyer","Michael","Larix decidua",1109872,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"290"
"323","Kleyer","Michael","Larix decidua",1109873,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"275"
"324","Kleyer","Michael","Larix decidua",1109874,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"262"
"325","Kleyer","Michael","Larix decidua",1109875,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"292"
"326","Kleyer","Michael","Larix decidua",1118551,25,"The LEDA Traitbase",NA,NA,NA,NA,"35",NA,NA,NA,NA,NA
"327","Kleyer","Michael","Larix decidua",175703,25,"The LEDA Traitbase",NA,NA,NA,NA,"35",NA,NA,NA,NA,NA
"328","Kleyer","Michael","Larix decidua",180010,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"290"
"329","Kleyer","Michael","Larix decidua",180011,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"275"
"330","Kleyer","Michael","Larix decidua",180012,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"262"
"331","Kleyer","Michael","Larix decidua",180013,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"292"
"332","Kleyer","Michael","Larix decidua",192438,25,"The LEDA Traitbase",NA,NA,NA,"35",NA,NA,NA,NA,NA,NA
"333","Kleyer","Michael","Larix decidua",192439,25,"The LEDA Traitbase",NA,NA,NA,"25",NA,NA,NA,NA,NA,NA
"334","Kleyer","Michael","Larix decidua",201673,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"94400","unknown","per ramet/tussock or individual plant",NA,NA
"335","Kleyer","Michael","Larix decidua",215400,25,"The LEDA Traitbase","0","0","adult",NA,NA,NA,NA,NA,"540",NA
"336","Kleyer","Michael","Larix decidua",215401,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,"550",NA
"337","Kleyer","Michael","Malus domestica",1077779,25,"The LEDA Traitbase",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA
"338","Kleyer","Michael","Malus domestica",1077780,25,"The LEDA Traitbase",NA,NA,NA,"5",NA,NA,NA,NA,NA,NA
"339","Kleyer","Michael","Malus domestica",1119107,25,"The LEDA Traitbase",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA
"340","Kleyer","Michael","Malus domestica",1119108,25,"The LEDA Traitbase",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA
"341","Kleyer","Michael","Malus domestica",176007,25,"The LEDA Traitbase",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA
"342","Kleyer","Michael","Malus domestica",176008,25,"The LEDA Traitbase",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA
"343","Kleyer","Michael","Malus domestica",192686,25,"The LEDA Traitbase",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA
"344","Kleyer","Michael","Malus domestica",192687,25,"The LEDA Traitbase",NA,NA,NA,"5",NA,NA,NA,NA,NA,NA
"345","Kleyer","Michael","Malus domestica",215719,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"346","Kleyer","Michael","Malus domestica",215720,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,NA
"347","Kleyer","Michael","Picea abies",1061671,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"92256","unknown","per ramet/tussock or individual plant",NA,NA
"348","Kleyer","Michael","Picea abies",1061672,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"68493","unknown","per ramet/tussock or individual plant",NA,NA
"349","Kleyer","Michael","Picea abies",1078533,25,"The LEDA Traitbase",NA,NA,NA,"50",NA,NA,NA,NA,NA,NA
"350","Kleyer","Michael","Picea abies",1078534,25,"The LEDA Traitbase",NA,NA,NA,"50",NA,NA,NA,NA,NA,NA
"351","Kleyer","Michael","Picea abies",1078535,25,"The LEDA Traitbase",NA,NA,NA,"35",NA,NA,NA,NA,NA,NA
"352","Kleyer","Michael","Picea abies",1120008,25,"The LEDA Traitbase",NA,NA,NA,NA,"50",NA,NA,NA,NA,NA
"353","Kleyer","Michael","Picea abies",1123179,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,"350",NA
"354","Kleyer","Michael","Picea abies",176508,25,"The LEDA Traitbase",NA,NA,NA,NA,"50",NA,NA,NA,NA,NA
"355","Kleyer","Michael","Picea abies",193058,25,"The LEDA Traitbase",NA,NA,NA,"50",NA,NA,NA,NA,NA,NA
"356","Kleyer","Michael","Picea abies",193059,25,"The LEDA Traitbase",NA,NA,NA,"20",NA,NA,NA,NA,NA,NA
"357","Kleyer","Michael","Picea abies",201671,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"80374.5","unknown","per ramet/tussock or individual plant",NA,NA
"358","Kleyer","Michael","Picea abies",216229,25,"The LEDA Traitbase","0","0","adult",NA,NA,NA,NA,NA,"470",NA
"359","Kleyer","Michael","Picea abies",216230,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,"465",NA
"360","Kleyer","Michael","Picea abies",216231,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,"500",NA
"361","Kleyer","Michael","Picea abies",216232,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"362","Kleyer","Michael","Populus tremula",1078795,25,"The LEDA Traitbase",NA,NA,NA,"17.5",NA,NA,NA,NA,NA,NA
"363","Kleyer","Michael","Populus tremula",1078796,25,"The LEDA Traitbase",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA
"364","Kleyer","Michael","Populus tremula",1111474,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"383.55"
"365","Kleyer","Michael","Populus tremula",1111475,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"431.41"
"366","Kleyer","Michael","Populus tremula",1111476,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"350.9"
"367","Kleyer","Michael","Populus tremula",1111477,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"382.64"
"368","Kleyer","Michael","Populus tremula",1111478,25,"The LEDA Traitbase","5918300","571308","adult",NA,NA,NA,NA,NA,NA,"357.67"
"369","Kleyer","Michael","Populus tremula",1111479,25,"The LEDA Traitbase","5918300","571308","adult",NA,NA,NA,NA,NA,NA,"359.59"
"370","Kleyer","Michael","Populus tremula",1111480,25,"The LEDA Traitbase","5918300","571308","adult",NA,NA,NA,NA,NA,NA,"357.67"
"371","Kleyer","Michael","Populus tremula",1111481,25,"The LEDA Traitbase","5918300","571308","adult",NA,NA,NA,NA,NA,NA,"412.98"
"372","Kleyer","Michael","Populus tremula",1111482,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"387.98"
"373","Kleyer","Michael","Populus tremula",1111483,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"425.41"
"374","Kleyer","Michael","Populus tremula",1111484,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"334.38"
"375","Kleyer","Michael","Populus tremula",1111485,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"390.8"
"376","Kleyer","Michael","Populus tremula",1111486,25,"The LEDA Traitbase","5918300","571308","adult",NA,NA,NA,NA,NA,NA,"348.23"
"377","Kleyer","Michael","Populus tremula",1111487,25,"The LEDA Traitbase","5918300","571308","adult",NA,NA,NA,NA,NA,NA,"388.44"
"378","Kleyer","Michael","Populus tremula",1111488,25,"The LEDA Traitbase","5918300","571308","adult",NA,NA,NA,NA,NA,NA,"349.52"
"379","Kleyer","Michael","Populus tremula",1111489,25,"The LEDA Traitbase","5918300","571308","adult",NA,NA,NA,NA,NA,NA,"348.23"
"380","Kleyer","Michael","Populus tremula",1120270,25,"The LEDA Traitbase",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA
"381","Kleyer","Michael","Populus tremula",1120271,25,"The LEDA Traitbase",NA,NA,NA,NA,"30",NA,NA,NA,NA,NA
"382","Kleyer","Michael","Populus tremula",1120272,25,"The LEDA Traitbase",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA
"383","Kleyer","Michael","Populus tremula",1120273,25,"The LEDA Traitbase",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA
"384","Kleyer","Michael","Populus tremula",1120274,25,"The LEDA Traitbase",NA,NA,NA,NA,"30",NA,NA,NA,NA,NA
