"","LastName","FirstName","DatasetID","Dataset","SpeciesName","ObservationID","Altitude","Latitude","Location Site ID","Longitude","Plant height vegetative"
"1","Wright","Ian",65,"Overton/Wright New Zealand Database","Sorbus aucuparia",754092,"130","-43.7753","WaiporiRiver","171.0536","40"
