"","LastName","FirstName","SpeciesName","ObservationID","DatasetID","Dataset","Exposition","Latitude","Leaf carbon content per dry mass","Leaf carbon/nitrogen (C/N) ratio","Longitude","Plant developmental status / plant age / maturity / plant life stage","LDMC"
"1","Freschet","Gregoire","Alnus incana",962559,105,"Traits from Subarctic Plant Species Database","natural","68.35","49.14133939","22.01695695","18.81666667","Mature organs","316.0423453"
"2","Freschet","Gregoire","Betula pubescens",962562,105,"Traits from Subarctic Plant Species Database","natural","68.35","48.18143113","25.75237284","18.81666667","Mature organs","357.1716358"
"3","Freschet","Gregoire","Populus tremula",962582,105,"Traits from Subarctic Plant Species Database","natural","68.35","47.958519","21.48422001","18.81666667","Mature organs","296.0902734"
"4","Freschet","Gregoire","Prunus padus",962584,105,"Traits from Subarctic Plant Species Database","natural","68.35","44.12355331","22.57721494","18.81666667","Mature organs","304.3385273"
"5","Freschet","Gregoire","Sorbus aucuparia",962591,105,"Traits from Subarctic Plant Species Database","natural","68.35","45.18686018","21.40888302","18.81666667","Mature organs","274.3192292"
