"","LastName","FirstName","DatasetID","Dataset","SpeciesName","ObservationID","Exposition","Latitude","Leaf carbon content per dry mass","Leaf carbon/nitrogen (C/N) ratio","Longitude","Plant developmental status / plant age / maturity / plant life stage"
"1","Freschet","Gregoire",105,"Traits from Subarctic Plant Species Database","Alnus incana",962559,"natural","68.35","49.14133939","22.01695695","18.81666667","Mature organs"
"2","Freschet","Gregoire",105,"Traits from Subarctic Plant Species Database","Betula pubescens",962562,"natural","68.35","48.18143113","25.75237284","18.81666667","Mature organs"
"3","Freschet","Gregoire",105,"Traits from Subarctic Plant Species Database","Populus tremula",962582,"natural","68.35","47.958519","21.48422001","18.81666667","Mature organs"
"4","Freschet","Gregoire",105,"Traits from Subarctic Plant Species Database","Prunus padus",962584,"natural","68.35","44.12355331","22.57721494","18.81666667","Mature organs"
"5","Freschet","Gregoire",105,"Traits from Subarctic Plant Species Database","Sorbus aucuparia",962591,"natural","68.35","45.18686018","21.40888302","18.81666667","Mature organs"
