"","LastName","FirstName","SpeciesName","ObservationID","DatasetID","Dataset","Exposition temperature","Latitude","Leaf mass per area based on fresh weight","Longitude","Maximum plant height","Plant height vegetative","Specific leaf area (SLA) per fresh weight","Stomata density","stomata density: lower surface only","stomata density: upper+lower / one-sided leaf area","LWC","LDMC"
"150","Cornelissen","Johannes","Alnus glutinosa",16583,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.507785637",NA,NA,NA,NA,"2.933615635"
"151","Cornelissen","Johannes","Alnus glutinosa",16584,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.43887468",NA,NA,NA,NA,"2.963531746"
"152","Cornelissen","Johannes","Alnus glutinosa",16585,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.617560976",NA,NA,NA,NA,"3.337209302"
"153","Cornelissen","Johannes","Alnus glutinosa",16586,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.140646259",NA,NA,NA,NA,"3.015661765"
"154","Cornelissen","Johannes","Alnus glutinosa",16587,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.688511472",NA,NA,NA,NA,"3.077785589"
"155","Cornelissen","Johannes","Alnus glutinosa",16588,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.502974359",NA,NA,NA,NA,"2.698913043"
"156","Cornelissen","Johannes","Alnus glutinosa",16589,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.466103647",NA,NA,NA,NA,"3.199122807"
"157","Cornelissen","Johannes","Alnus glutinosa",16590,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.079557292",NA,NA,NA,NA,"3.261369863"
"158","Cornelissen","Johannes","Alnus glutinosa",16591,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.842244898",NA,NA,NA,NA,"3.052118644"
"159","Cornelissen","Johannes","Alnus glutinosa",16592,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.538387597",NA,NA,NA,NA,"2.749888393"
"160","Cornelissen","Johannes","Alnus glutinosa",16593,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.633670886",NA,NA,NA,NA,"3.659558824"
"161","Cornelissen","Johannes","Alnus glutinosa",16594,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.796876268",NA,NA,NA,NA,"3.097905405"
"162","Cornelissen","Johannes","Alnus glutinosa",16595,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.813823934",NA,NA,NA,NA,"3.084242424"
"163","Cornelissen","Johannes","Alnus glutinosa",16596,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.670638298",NA,NA,NA,NA,"2.758296089"
"164","Cornelissen","Johannes","Alnus glutinosa",16597,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.392777778",NA,NA,NA,NA,"3.15"
"165","Cornelissen","Johannes","Alnus glutinosa",16598,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.357370787",NA,NA,NA,NA,"3.364634146"
"166","Cornelissen","Johannes","Alnus glutinosa",16599,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.155893617",NA,NA,NA,NA,"2.843209877"
"167","Cornelissen","Johannes","Alnus glutinosa",172772,37,"Sheffield Database","5","53.4",NA,"-1.5",NA,"20",NA,NA,NA,NA,NA,"0.328"
"168","Cornelissen","Johannes","Alnus glutinosa",172892,37,"Sheffield Database","5","53.4",NA,"-1.5",NA,"20",NA,NA,NA,NA,NA,"0.328"
"169","Cornelissen","Johannes","Alnus glutinosa",172968,37,"Sheffield Database","5.2","53.4",NA,"-1.5",NA,"20",NA,NA,NA,NA,NA,"0.328"
"170","Cornelissen","Johannes","Alnus glutinosa",173088,37,"Sheffield Database","5.2","53.4",NA,"-1.5",NA,"20",NA,NA,NA,NA,NA,"0.328"
"171","Cornelissen","Johannes","Alnus incana",16010,37,"Sheffield Database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Cornelissen","Johannes","Betula pendula",1290866,37,"Sheffield Database",NA,NA,NA,NA,"3000",NA,NA,"66.8",NA,NA,"62.68232123",NA
"173","Cornelissen","Johannes","Betula pendula",1302686,37,"Sheffield Database",NA,NA,"0.195166154",NA,NA,NA,"5.123839246",NA,"132.8125","132.8125",NA,"0.373176788"
"174","Cornelissen","Johannes","Betula pendula",16017,37,"Sheffield Database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Cornelissen","Johannes","Betula pendula",16660,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.355191257",NA,NA,NA,NA,"2.417219917"
"176","Cornelissen","Johannes","Betula pendula",16661,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.257371429",NA,NA,NA,NA,"2.935303514"
"177","Cornelissen","Johannes","Betula pendula",16662,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.127692308",NA,NA,NA,NA,"2.695345557"
"178","Cornelissen","Johannes","Betula pendula",16663,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.96747541",NA,NA,NA,NA,"2.32833733"
"179","Cornelissen","Johannes","Betula pendula",16664,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.463911439",NA,NA,NA,NA,"2.924460432"
"180","Cornelissen","Johannes","Betula pendula",16665,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.126521739",NA,NA,NA,NA,"2.861212976"
"181","Cornelissen","Johannes","Betula pendula",16666,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.578461538",NA,NA,NA,NA,"2.402903226"
"182","Cornelissen","Johannes","Betula pendula",16667,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.594951456",NA,NA,NA,NA,"2.899463807"
"183","Cornelissen","Johannes","Betula pendula",16668,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.277399103",NA,NA,NA,NA,"2.780407125"
"184","Cornelissen","Johannes","Betula pendula",16669,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.615627907",NA,NA,NA,NA,"2.461930456"
"185","Cornelissen","Johannes","Betula pendula",16670,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.040195122",NA,NA,NA,NA,"2.968965517"
"186","Cornelissen","Johannes","Betula pendula",16671,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.789620253",NA,NA,NA,NA,"2.681986143"
"187","Cornelissen","Johannes","Betula pendula",16672,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.16",NA,NA,NA,NA,"2.419596691"
"188","Cornelissen","Johannes","Betula pendula",16673,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.394177215",NA,NA,NA,NA,"2.9625"
"189","Cornelissen","Johannes","Betula pendula",16674,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.30048913",NA,NA,NA,NA,"2.791331269"
"190","Cornelissen","Johannes","Betula pendula",16675,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.965625",NA,NA,NA,NA,"2.376888889"
"191","Cornelissen","Johannes","Betula pendula",16676,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.694081633",NA,NA,NA,NA,"2.92745377"
"192","Cornelissen","Johannes","Betula pendula",16677,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.058369565",NA,NA,NA,NA,"2.561363636"
"193","Cornelissen","Johannes","Betula pendula",16678,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.748932806",NA,NA,NA,NA,"2.375762045"
"194","Cornelissen","Johannes","Betula pendula",16679,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.660833333",NA,NA,NA,NA,"2.806930693"
"195","Cornelissen","Johannes","Betula pendula",16680,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.039473684",NA,NA,NA,NA,"2.771583221"
"196","Cornelissen","Johannes","Betula pendula",16681,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.882073171",NA,NA,NA,NA,"2.405837174"
"197","Cornelissen","Johannes","Betula pendula",16682,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.356157205",NA,NA,NA,NA,"2.975866337"
"198","Cornelissen","Johannes","Betula pendula",16683,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.387457627",NA,NA,NA,NA,"2.834313725"
"199","Cornelissen","Johannes","Betula pendula",16684,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.802748092",NA,NA,NA,NA,"2.537626775"
"200","Cornelissen","Johannes","Betula pendula",16685,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.381363636",NA,NA,NA,NA,"2.950191571"
"201","Cornelissen","Johannes","Betula pendula",16686,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.372880795",NA,NA,NA,NA,"2.6425"
"202","Cornelissen","Johannes","Betula pendula",16687,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.587087719",NA,NA,NA,NA,"2.324295474"
"203","Cornelissen","Johannes","Betula pendula",16688,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.273181818",NA,NA,NA,NA,"3.066371681"
"204","Cornelissen","Johannes","Betula pendula",16689,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.930294118",NA,NA,NA,NA,"2.690713324"
"205","Cornelissen","Johannes","Betula pendula",16690,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.668414986",NA,NA,NA,NA,"2.307694986"
"206","Cornelissen","Johannes","Betula pendula",16691,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.145806452",NA,NA,NA,NA,"2.974543081"
"207","Cornelissen","Johannes","Betula pendula",16692,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.5341",NA,NA,NA,NA,"2.601769912"
"208","Cornelissen","Johannes","Betula pendula",16693,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.848869565",NA,NA,NA,NA,"2.216448032"
"209","Cornelissen","Johannes","Betula pendula",16694,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.546727273",NA,NA,NA,NA,"2.8875"
"210","Cornelissen","Johannes","Betula pendula",16695,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.089651163",NA,NA,NA,NA,"2.814023372"
"211","Cornelissen","Johannes","Betula pendula",16696,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.060079681",NA,NA,NA,NA,"2.448467824"
"212","Cornelissen","Johannes","Betula pendula",16697,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.800597015",NA,NA,NA,NA,"2.671518987"
"213","Cornelissen","Johannes","Betula pendula",16698,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.818",NA,NA,NA,NA,"2.617808219"
"214","Cornelissen","Johannes","Betula pendula",16699,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.247281553",NA,NA,NA,NA,"2.425770654"
"215","Cornelissen","Johannes","Betula pendula",16700,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.95697417",NA,NA,NA,NA,"3.144198895"
"216","Cornelissen","Johannes","Betula pendula",16701,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.062222222",NA,NA,NA,NA,"2.727835052"
"217","Cornelissen","Johannes","Betula pendula",16702,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.858297872",NA,NA,NA,NA,"2.330477674"
"218","Cornelissen","Johannes","Betula pendula",16703,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.005695364",NA,NA,NA,NA,"2.936111111"
"219","Cornelissen","Johannes","Betula pendula",16704,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.740403226",NA,NA,NA,NA,"2.703448276"
"220","Cornelissen","Johannes","Betula pendula",172780,37,"Sheffield Database","5","53.4",NA,"-1.5",NA,"25",NA,NA,NA,NA,NA,"0.373"
"221","Cornelissen","Johannes","Betula pendula",172895,37,"Sheffield Database","5","53.4",NA,"-1.5",NA,"25",NA,NA,NA,NA,NA,"0.373"
"222","Cornelissen","Johannes","Betula pendula",172976,37,"Sheffield Database","5.2","53.4",NA,"-1.5",NA,"25",NA,NA,NA,NA,NA,"0.373"
"223","Cornelissen","Johannes","Betula pendula",173091,37,"Sheffield Database","5.2","53.4",NA,"-1.5",NA,"25",NA,NA,NA,NA,NA,"0.373"
"224","Cornelissen","Johannes","Betula pubescens",16018,37,"Sheffield Database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Cornelissen","Johannes","Carpinus betulus",16032,37,"Sheffield Database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Cornelissen","Johannes","Carpinus betulus",16046,37,"Sheffield Database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Cornelissen","Johannes","Carpinus betulus",172788,37,"Sheffield Database","5","53.4",NA,"-1.5",NA,NA,NA,NA,NA,NA,NA,NA
"228","Cornelissen","Johannes","Carpinus betulus",172899,37,"Sheffield Database","5","53.4",NA,"-1.5",NA,NA,NA,NA,NA,NA,NA,NA
"229","Cornelissen","Johannes","Carpinus betulus",172984,37,"Sheffield Database","5.2","53.4",NA,"-1.5",NA,NA,NA,NA,NA,NA,NA,NA
"230","Cornelissen","Johannes","Carpinus betulus",173095,37,"Sheffield Database","5.2","53.4",NA,"-1.5",NA,NA,NA,NA,NA,NA,NA,NA
"231","Cornelissen","Johannes","Corylus avellana",1290870,37,"Sheffield Database",NA,NA,NA,NA,"600",NA,NA,"84",NA,NA,"60.31746032",NA
"232","Cornelissen","Johannes","Corylus avellana",1302692,37,"Sheffield Database",NA,NA,"0.1715",NA,NA,NA,"5.83",NA,"164.9305556","164.9305556",NA,"0.396825397"
"233","Cornelissen","Johannes","Corylus avellana",16036,37,"Sheffield Database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Cornelissen","Johannes","Corylus avellana",16890,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.024908537",NA,NA,NA,NA,"2.476205534"
"235","Cornelissen","Johannes","Corylus avellana",16891,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"7.742899851",NA,NA,NA,NA,"2.77593361"
"236","Cornelissen","Johannes","Corylus avellana",16892,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.29802381",NA,NA,NA,NA,"2.3436"
"237","Cornelissen","Johannes","Corylus avellana",16893,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.431783981",NA,NA,NA,NA,"2.571719745"
"238","Cornelissen","Johannes","Corylus avellana",16894,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.595669725",NA,NA,NA,NA,"2.398502304"
"239","Cornelissen","Johannes","Corylus avellana",16895,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.83535109",NA,NA,NA,NA,"2.597484277"
"240","Cornelissen","Johannes","Corylus avellana",16896,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.700420561",NA,NA,NA,NA,"2.433007335"
"241","Cornelissen","Johannes","Corylus avellana",16897,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"9.714113924",NA,NA,NA,NA,"2.748639053"
"242","Cornelissen","Johannes","Corylus avellana",16898,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.896212471",NA,NA,NA,NA,"2.521432927"
"243","Cornelissen","Johannes","Corylus avellana",16899,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.586693548",NA,NA,NA,NA,"2.666666667"
"244","Cornelissen","Johannes","Corylus avellana",16900,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.619533333",NA,NA,NA,NA,"2.632075472"
"245","Cornelissen","Johannes","Corylus avellana",16901,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.766334842",NA,NA,NA,NA,"2.641219512"
"246","Cornelissen","Johannes","Corylus avellana",16902,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.580279441",NA,NA,NA,NA,"2.479041451"
"247","Cornelissen","Johannes","Corylus avellana",16903,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.673543689",NA,NA,NA,NA,"2.519877676"
"248","Cornelissen","Johannes","Corylus avellana",16904,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.483815261",NA,NA,NA,NA,"2.417223382"
"249","Cornelissen","Johannes","Corylus avellana",16905,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"7.27225058",NA,NA,NA,NA,"2.544457831"
"250","Cornelissen","Johannes","Corylus avellana",16906,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.766705202",NA,NA,NA,NA,"2.44762963"
"251","Cornelissen","Johannes","Corylus avellana",16907,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.568535826",NA,NA,NA,NA,"2.557768924"
"252","Cornelissen","Johannes","Corylus avellana",16908,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"3.66272",NA,NA,NA,NA,"2.29743083"
"253","Cornelissen","Johannes","Corylus avellana",16909,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.695499485",NA,NA,NA,NA,"2.544331551"
"254","Cornelissen","Johannes","Corylus avellana",16910,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.230924092",NA,NA,NA,NA,"2.421464435"
"255","Cornelissen","Johannes","Corylus avellana",16911,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"8.820740741",NA,NA,NA,NA,"3.054298643"
"256","Cornelissen","Johannes","Corylus avellana",16912,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.768398915",NA,NA,NA,NA,"2.355360825"
"257","Cornelissen","Johannes","Corylus avellana",16913,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"7.592740864",NA,NA,NA,NA,"2.565043478"
"258","Cornelissen","Johannes","Corylus avellana",16914,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.764604569",NA,NA,NA,NA,"2.342219828"
"259","Cornelissen","Johannes","Corylus avellana",16915,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.240449438",NA,NA,NA,NA,"2.507042254"
"260","Cornelissen","Johannes","Corylus avellana",16916,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.966046814",NA,NA,NA,NA,"2.292211538"
"261","Cornelissen","Johannes","Corylus avellana",16917,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.349897638",NA,NA,NA,NA,"2.682327586"
"262","Cornelissen","Johannes","Corylus avellana",16918,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.368807786",NA,NA,NA,NA,"2.393323171"
"263","Cornelissen","Johannes","Corylus avellana",16919,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.873913043",NA,NA,NA,NA,"2.613636364"
"264","Cornelissen","Johannes","Corylus avellana",16920,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.143657534",NA,NA,NA,NA,"2.390492958"
"265","Cornelissen","Johannes","Corylus avellana",16921,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.628747017",NA,NA,NA,NA,"2.566375"
"266","Cornelissen","Johannes","Corylus avellana",16922,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.776334563",NA,NA,NA,NA,"2.464809524"
"267","Cornelissen","Johannes","Corylus avellana",16923,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.4400978",NA,NA,NA,NA,"2.605095541"
"268","Cornelissen","Johannes","Corylus avellana",16924,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.480358056",NA,NA,NA,NA,"2.57893617"
"269","Cornelissen","Johannes","Corylus avellana",16925,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.096920103",NA,NA,NA,NA,"2.501578947"
"270","Cornelissen","Johannes","Corylus avellana",16926,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.490380623",NA,NA,NA,NA,"2.369055794"
"271","Cornelissen","Johannes","Corylus avellana",16927,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.579710145",NA,NA,NA,NA,"2.603773585"
"272","Cornelissen","Johannes","Corylus avellana",16928,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.094500978",NA,NA,NA,NA,"2.53456"
"273","Cornelissen","Johannes","Corylus avellana",16929,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"7.019079755",NA,NA,NA,NA,"2.590378378"
"274","Cornelissen","Johannes","Corylus avellana",16930,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.450410959",NA,NA,NA,NA,"2.446140351"
"275","Cornelissen","Johannes","Corylus avellana",16931,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.765682657",NA,NA,NA,NA,"2.765306122"
"276","Cornelissen","Johannes","Corylus avellana",16932,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.203286802",NA,NA,NA,NA,"2.553449477"
"277","Cornelissen","Johannes","Corylus avellana",16933,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.56010989",NA,NA,NA,NA,"2.60379562"
"278","Cornelissen","Johannes","Corylus avellana",16934,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.773088685",NA,NA,NA,NA,"2.559713115"
"279","Cornelissen","Johannes","Corylus avellana",16935,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"7.043154762",NA,NA,NA,NA,"2.55513308"
"280","Cornelissen","Johannes","Corylus avellana",16936,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"3.970145929",NA,NA,NA,NA,"2.451133603"
"281","Cornelissen","Johannes","Corylus avellana",16937,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.398894118",NA,NA,NA,NA,"2.603125"
"282","Cornelissen","Johannes","Corylus avellana",16938,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.867858407",NA,NA,NA,NA,"2.430518018"
"283","Cornelissen","Johannes","Corylus avellana",16939,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.058577406",NA,NA,NA,NA,"2.560714286"
"284","Cornelissen","Johannes","Corylus avellana",16940,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.0194375",NA,NA,NA,NA,"2.369426752"
"285","Cornelissen","Johannes","Corylus avellana",16941,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.773146067",NA,NA,NA,NA,"2.51898917"
"286","Cornelissen","Johannes","Corylus avellana",16942,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.107676768",NA,NA,NA,NA,"2.455714286"
"287","Cornelissen","Johannes","Corylus avellana",16943,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"7.668325041",NA,NA,NA,NA,"2.817757009"
"288","Cornelissen","Johannes","Corylus avellana",16944,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.518835063",NA,NA,NA,NA,"2.364545455"
"289","Cornelissen","Johannes","Corylus avellana",16945,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.509395604",NA,NA,NA,NA,"2.710638298"
"290","Cornelissen","Johannes","Corylus avellana",16946,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"7.103849765",NA,NA,NA,NA,"2.379122807"
"291","Cornelissen","Johannes","Corylus avellana",16947,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"6.124671916",NA,NA,NA,NA,"2.664335664"
"292","Cornelissen","Johannes","Corylus avellana",16948,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.787537879",NA,NA,NA,NA,"2.349473684"
"293","Cornelissen","Johannes","Corylus avellana",16949,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.250174927",NA,NA,NA,NA,"2.636392157"
"294","Cornelissen","Johannes","Corylus avellana",172797,37,"Sheffield Database","5","53.4",NA,"-1.5",NA,"6",NA,NA,NA,NA,NA,"0.397"
"295","Cornelissen","Johannes","Corylus avellana",172906,37,"Sheffield Database","5","53.4",NA,"-1.5",NA,"6",NA,NA,NA,NA,NA,"0.397"
"296","Cornelissen","Johannes","Corylus avellana",172993,37,"Sheffield Database","5.2","53.4",NA,"-1.5",NA,"6",NA,NA,NA,NA,NA,"0.397"
"297","Cornelissen","Johannes","Corylus avellana",173102,37,"Sheffield Database","5.2","53.4",NA,"-1.5",NA,"6",NA,NA,NA,NA,NA,"0.397"
"298","Cornelissen","Johannes","Fraxinus excelsior",1290873,37,"Sheffield Database",NA,NA,NA,NA,"3700",NA,NA,"149.2",NA,NA,"65.69080962",NA
"299","Cornelissen","Johannes","Fraxinus excelsior",1302701,37,"Sheffield Database",NA,NA,"0.228240282",NA,NA,NA,"4.38134755",NA,"337.6736111","337.6736111",NA,"0.343091904"
"300","Cornelissen","Johannes","Fraxinus excelsior",16023,37,"Sheffield Database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Cornelissen","Johannes","Fraxinus excelsior",16039,37,"Sheffield Database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Cornelissen","Johannes","Fraxinus excelsior",17215,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.307528517",NA,NA,NA,NA,"2.47453202"
"303","Cornelissen","Johannes","Fraxinus excelsior",17216,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.152380952",NA,NA,NA,NA,"3.201219512"
"304","Cornelissen","Johannes","Fraxinus excelsior",17217,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.212119565",NA,NA,NA,NA,"2.764458805"
"305","Cornelissen","Johannes","Fraxinus excelsior",17218,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"5.008522167",NA,NA,NA,NA,"3.103588144"
"306","Cornelissen","Johannes","Fraxinus excelsior",17219,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"3.999851852",NA,NA,NA,NA,"2.802717391"
"307","Cornelissen","Johannes","Fraxinus excelsior",17220,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.106761566",NA,NA,NA,NA,"2.768472906"
"308","Cornelissen","Johannes","Fraxinus excelsior",17221,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.366539683",NA,NA,NA,NA,"2.94126506"
"309","Cornelissen","Johannes","Fraxinus excelsior",17222,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"4.365199115",NA,NA,NA,NA,"2.717546012"
"310","Cornelissen","Johannes","Fraxinus excelsior",17223,37,"Sheffield Database",NA,"53.4",NA,"-1.5",NA,NA,"3.953033708",NA,NA,NA,NA,"2.499852941"
