"","LastName","FirstName","SpeciesName","ObservationID","DatasetID","Dataset","Plant height observed","Stem diameter at breast height (1.3 m"
"1","Mencuccini","Maurizio","Acer rubrum",1415138,199,"Whole Plant Hydraulic Conductance","5","6.691472635"
"2","Mencuccini","Maurizio","Acer saccharum",1415139,199,"Whole Plant Hydraulic Conductance","9","11.01727551"
"3","Mencuccini","Maurizio","Pseudotsuga menziesii",1415129,199,"Whole Plant Hydraulic Conductance","14.2","16.11694193"
"4","Mencuccini","Maurizio","Pseudotsuga menziesii",1415130,199,"Whole Plant Hydraulic Conductance","60","105"
"5","Mencuccini","Maurizio","Pseudotsuga menziesii",1415184,199,"Whole Plant Hydraulic Conductance","55","50"
"6","Mencuccini","Maurizio","Quercus petraea",1415141,199,"Whole Plant Hydraulic Conductance","14.8","11.25"
