"","x"
"a_sp[1]",23.5850903508759
"a_sp[2]",49.3229927307492
"a_sp[3]",49.7105971371499
"a_sp[4]",21.7872429446965
"a_sp[5]",21.1702254217067
"a_sp[6]",30.8656310117945
"a_sp[7]",31.6465413077387
"a_sp[8]",17.8415215288199
"a_sp[9]",29.7275074999411
"a_sp[10]",20.6324516854402
"a_sp[11]",17.6365520083851
"a_sp[12]",19.6446996007189
"a_sp[13]",45.7034436281295
"a_sp[14]",56.2193348537356
"a_sp[15]",60.0853330825672
"a_sp[16]",28.4033223894104
"a_sp[17]",40.3185838368933
"a_sp[18]",33.4006998942625
"a_sp[19]",21.8188604668398
"a_sp[20]",20.0418484227422
"a_sp[21]",37.7728100902986
"a_sp[22]",44.2958411820811
"a_sp[23]",22.8587375225496
"a_sp[24]",24.4089589542381
"a_sp[25]",38.5809139400726
"a_sp[26]",22.4942885570289
"a_sp[27]",15.9506950331586
"a_sp[28]",38.8870376974629
"a_sp[29]",19.4828245263934
"a_sp[30]",17.9907179547854
"a_sp[31]",10.8616823819932
"a_sp[32]",31.5250807089688
"a_sp[33]",32.6230983714807
"a_sp[34]",23.8780696991224
"a_sp[35]",16.7527136332348
"a_sp[36]",11.2951539616365
"a_sp[37]",12.7412688297155
"a_sp[38]",21.648634916999
"a_sp[39]",20.1320647838907
"a_sp[40]",24.2527725347673
"a_sp[41]",22.8902281363153
"a_sp[42]",20.4883063318773
"a_sp[43]",30.0169287951312
"a_sp[44]",25.2874766838279
"a_sp[45]",31.3730111576374
"a_sp[46]",27.8047673593138
"a_sp[47]",23.1219312544632
"a_sp[48]",35.5461646911833
"a_sp[49]",33.0503579837987
"a_sp[50]",34.129615615654
"a_sp[51]",35.0984657773771
"a_sp[52]",38.287810591583
"a_sp[53]",30.55677920526
"a_sp[54]",26.8110612539538
"a_sp[55]",30.5751550005554
"a_sp[56]",24.7203362481499
"a_sp[57]",25.8034873444629
"a_sp[58]",27.7007887191788
"a_sp[59]",32.7661942712844
"a_sp[60]",26.4180812180858
"a_sp[61]",34.2716866456572
"a_sp[62]",52.0465149518929
"a_sp[63]",24.0611599068879
"a_sp[64]",52.6979735665244
"a_sp[65]",37.9364339471061
"a_sp[66]",25.2683851827187
"a_sp[67]",37.8776441486595
"a_sp[68]",36.7257243361547
"a_sp[69]",41.1768775149013
"a_sp[70]",42.4142495980611
"a_sp[71]",27.6930470026063
"a_sp[72]",15.8567809460184
"a_sp[73]",17.7783666620945
"a_sp[74]",16.6594940541497
"a_sp[75]",40.4577230030105
"a_sp[76]",15.4062781174325
"a_sp[77]",28.9448613196492
"a_sp[78]",33.1912465705277
"a_sp[79]",64.0811163164159
"a_sp[80]",66.9473528113719
"a_sp[81]",83.1124974222767
"a_sp[82]",38.3171120223654
"a_sp[83]",34.7163661716453
"a_sp[84]",38.5889125273057
"a_sp[85]",48.096461686927
"a_sp[86]",47.7604578785853
"a_sp[87]",33.4405573552871
"a_sp[88]",33.7102438450067
"a_sp[89]",44.558742166228
"a_sp[90]",39.4746603009136
"a_sp[91]",50.1804731430206
"a_sp[92]",31.8096384892863
"a_sp[93]",28.7068418513811
"a_sp[94]",33.2141744775234
"a_sp[95]",34.9930577107213
"a_sp[96]",30.1848555871834
"a_sp[97]",29.7723917819892
"a_sp[98]",32.7500345263236
"a_sp[99]",21.5671643546088
"a_sp[100]",35.6522968729197
"a_sp[101]",25.7168656510293
"a_sp[102]",39.4118855018993
"a_sp[103]",42.0074543022703
"a_sp[104]",31.7465197249044
"a_sp[105]",33.7684603417794
"a_sp[106]",23.5696467522288
"a_sp[107]",45.2743036837915
"a_sp[108]",18.4251539058518
"a_sp[109]",15.9848175078529
"a_sp[110]",26.5163502978569
"a_sp[111]",14.0272790999262
"a_sp[112]",22.3291662314219
"a_sp[113]",26.4967269844412
"a_sp[114]",22.4498249467969
"a_sp[115]",53.9989377930222
"a_sp[116]",20.2276214773185
"a_sp[117]",22.4307255826138
"a_sp[118]",53.9428938549342
"a_sp[119]",69.9132864369579
"a_sp[120]",30.057521643405
"a_sp[121]",32.7683492743125
"a_sp[122]",31.3766102619577
"a_sp[123]",26.2426890892221
"a_sp[124]",18.7224948560192
"a_sp[125]",18.9331763225691
"a_sp[126]",14.3138588284012
"a_sp[127]",14.7090890813822
"a_sp[128]",30.5379729379845
"a_sp[129]",25.324185226254
"a_sp[130]",18.5598469785322
