"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"mu_b_force_sp",-1.32431529612736,0.00225110374792109,0.18403438229371,-1.68170043711494,-1.4472470742993,-1.32576553329924,-1.20001433637419,-0.963796087399419,6683.5455705786,1.00022582761942
"mu_b_photo_sp",-0.219079908022332,0.00297002865514035,0.206364597324732,-0.628038775909033,-0.352811342698324,-0.219314898559819,-0.0815833685215356,0.182571217987658,4827.79821538574,1.00017153273775
"mu_b_chill_sp",-4.03348219658947,0.00977199759074527,0.929671255810752,-5.91625717329071,-4.6356600345216,-4.01110090814838,-3.41220960909438,-2.22051668827989,9050.90703797703,0.999805486533142
"sigma_b_force_sp",0.912402800122971,0.00235121904108941,0.150571965945931,0.659614062213126,0.804207378862582,0.897947352342932,1.00540266506465,1.24113689784276,4101.11607387648,0.999879245682375
"sigma_b_photo_sp",0.890823155310592,0.00356791744982499,0.182798320359198,0.5775526436341,0.762247783215898,0.873544932373491,1.00293580027317,1.28509298337263,2624.9123520185,1.00132277107225
"sigma_b_chill_sp",5.17040287734801,0.0092713291137968,0.76407530310261,3.8797474381657,4.63367039713423,5.09671857525568,5.6274096813699,6.86717624739665,6791.85380122636,0.999841720325326
"b_force[1]",-1.29243910958491,0.00379943889992813,0.427118969475874,-2.12203990638811,-1.58562868367104,-1.2873507254428,-1.0044625907752,-0.46172441688361,12637.4307942336,0.999583386046246
"b_force[2]",-1.41903214139331,0.00548494290449293,0.625634045576192,-2.64577252891795,-1.83381009580575,-1.42321116482557,-0.992467654495416,-0.188073590260284,13010.5760537295,0.999657002188502
"b_force[3]",-1.21423117742547,0.00445107475651247,0.438595566809101,-2.0562820417667,-1.51066401972027,-1.2124603420474,-0.919276053393939,-0.34664441394625,9709.54096789973,0.999636644547445
"b_force[4]",-0.365257219509616,0.00581361601856988,0.539189882724461,-1.39954955687459,-0.737095473446478,-0.372789438223272,0.0114639837322578,0.700045433862035,8601.82853940147,0.999590825396651
"b_force[5]",-0.948351942981663,0.00344257241557932,0.357432423273846,-1.6398219396249,-1.18664330463949,-0.947880056783374,-0.70309786842813,-0.272004384826854,10780.073499912,0.999974668047766
"b_force[6]",-0.203678940154114,0.00581045976934134,0.636037375442525,-1.42909452178542,-0.634724715596958,-0.223871226299439,0.214882898276948,1.0861790787383,11982.4127831703,1.00009763077729
"b_force[7]",-1.7503407860615,0.00497259705271151,0.522877236440277,-2.78915521933424,-2.10754571520579,-1.74220270471828,-1.39619839793365,-0.735840734796357,11056.8885954151,0.999944817097456
"b_force[8]",-1.82993986559619,0.00453221672751478,0.443800753433193,-2.69252361810827,-2.12840147311899,-1.82895111147448,-1.5350997386815,-0.952303946987745,9588.58961835699,0.999780589505297
"b_force[9]",-1.2305011620605,0.00460411785690758,0.436456823705739,-2.07428645128516,-1.52260906919434,-1.23403245134061,-0.937808364361648,-0.38080457263727,8986.48204838271,0.99959845945103
"b_force[10]",-1.29819842899169,0.00757193553431782,0.797098641598682,-2.86036294697598,-1.8290464455834,-1.28841090886399,-0.761590414388364,0.23748548719938,11081.8003689099,0.999928934285638
"b_force[11]",-1.103685788189,0.00485828904266372,0.506816203122954,-2.12628903475135,-1.436216316217,-1.10048023379776,-0.762465107392214,-0.0937885379124504,10882.6405062367,0.999947959987755
"b_force[12]",-0.323436291059766,0.00249613680700541,0.246630499027668,-0.815378503208362,-0.486398348732175,-0.320590078508099,-0.15597529602074,0.152779852162868,9762.40441852374,0.999582038230134
"b_force[13]",-1.28273413003108,0.00301527887434213,0.288032891413628,-1.84611215330994,-1.47689752693263,-1.28584223577964,-1.08694386242818,-0.715032055150415,9124.92278730181,0.999521179482965
"b_force[14]",-0.436236711650441,0.00612952148453383,0.559356416001329,-1.53170345632686,-0.813802736099802,-0.438615409550079,-0.0621961636290782,0.675183878973707,8327.68145823211,0.999649149889451
"b_force[15]",-0.937065120429846,0.00533168468339058,0.6506520052464,-2.19942081649894,-1.36585554134126,-0.948888325283532,-0.511570910399507,0.360538965991726,14892.5350408949,0.999610731995458
"b_force[16]",-0.962271424856481,0.00365429612680024,0.416663680535846,-1.77335658183981,-1.2475540746654,-0.95582682176478,-0.682982261647667,-0.154290358507663,13000.6125790446,0.999424364731586
"b_force[17]",-1.71398856747152,0.00760603868620121,0.775619159477025,-3.23613351756657,-2.22808551301324,-1.71272009355742,-1.20075958324129,-0.192824222566951,10398.7226987033,0.999829491826537
"b_force[18]",-1.457497320946,0.00612301601748884,0.63153120630668,-2.70750351914542,-1.87355007835946,-1.4543193920917,-1.04603184820536,-0.247085054243117,10637.9719292117,0.999804421251881
"b_force[19]",-0.391729688698176,0.00210602386819172,0.21756588440188,-0.811189295809617,-0.539168948146389,-0.388886744260798,-0.244496442813949,0.0303876176295612,10672.2260417428,0.9995198397274
"b_force[20]",-1.54915873653787,0.00842466986231309,0.905182903816142,-3.36016865510936,-2.144498826949,-1.54324775099974,-0.945820025679485,0.196026389144296,11544.2813706188,1.00001412749306
"b_force[21]",-1.82355428544085,0.0068893270493473,0.742422292463392,-3.32345770036512,-2.31581794024595,-1.81246182138853,-1.32028412407343,-0.388445756166209,11613.1063602005,0.999755273113467
"b_force[22]",-3.02702824203734,0.00290386469463091,0.323088508762937,-3.66372276316941,-3.24114871528329,-3.02651926052217,-2.80997506431997,-2.39999028151818,12379.1341826163,0.999599489318983
"b_force[23]",-2.95363486640349,0.0018567245824612,0.200062577005402,-3.34734187692012,-3.08616563172394,-2.95339908467734,-2.82009403779534,-2.56245621609067,11610.1209090283,0.9996774685738
