"warming","sprwarm","winwarm","bothwarm","lat","lon"
7,7.40308000731821,13.6154907017841,8.0901801387288,48.1167,14.5667
0,12.8144996649177,12.8144996649177,12.8144996649177,48.1167,15.8667
1,11.9811349492209,12.1603406549733,11.3236562016032,48.1167,15.8667
2,11.1689313391072,11.9970020677466,10.3465043235285,48.1167,15.8667
3,10.3556744166097,12.0102777572463,9.55147442859881,48.1167,15.8667
4,9.55027572867729,12.1472205885093,8.91474702865796,48.1167,15.8667
5,8.79637536296056,12.453397550626,8.43251184771666,48.1167,15.8667
6,8.04621738174394,12.8705761227484,8.09996313517204,48.1167,15.8667
7,7.31061280111834,13.429120813025,7.90554430861438,48.1167,15.8667
0,13.0414470725374,13.0414470725374,13.0414470725374,48.15,16.8333
1,12.2072558646129,12.7569364929856,11.9276221587502,48.15,16.8333
2,11.3890273746816,12.8323592295504,11.1786199592205,48.15,16.8333
3,10.574323747234,13.0667562391628,10.5992694016355,48.15,16.8333
4,9.77903611197831,13.405540032059,10.1355779575596,48.15,16.8333
5,9.01838193209304,13.8956735884379,9.84515278049424,48.15,16.8333
6,8.26708521618256,14.4550273628474,9.64579774986405,48.15,16.8333
7,7.52608432394116,15.1393708740313,9.57589303863592,48.15,16.8333
0,12.5986981162411,12.5986981162411,12.5986981162411,48.1794,16.3167
1,11.7526638096058,12.5154392419837,11.668970898542,48.1794,16.3167
2,10.9368163298206,12.6537320764233,10.9944663862048,48.1794,16.3167
3,10.1316117173078,12.9302201146278,10.4617185763765,48.1794,16.3167
4,9.32635207690159,13.3421768362274,10.0518636434784,48.1794,16.3167
5,8.56696489306264,13.8584910685953,9.80585755987374,48.1794,16.3167
6,7.82309738003659,14.4863999117733,9.67488455578821,48.1794,16.3167
7,7.08018308734551,15.2491485622174,9.66649632069128,48.1794,16.3167
0,12.9431149304876,12.9431149304876,12.9431149304876,48.1833,15.0667
1,12.0997480251271,12.1716556055381,11.3354604821137,48.1833,15.0667
2,11.2910210091135,11.9874017881373,10.3364002846788,48.1833,15.0667
3,10.4772890244161,11.9873131704766,9.5272683256537,48.1833,15.0667
4,9.67470697340343,12.103823128648,8.87839357312748,48.1833,15.0667
5,8.91893445947572,12.3870549027695,8.37274101268354,48.1833,15.0667
6,8.16260159622407,12.7619171284907,7.99157439021152,48.1833,15.0667
7,7.433431426434,13.2870582448827,7.76931988356149,48.1833,15.0667
0,12.8079641915872,12.8079641915872,12.8079641915872,48.25,15.3333
1,11.9638104388705,12.150980567064,11.3190859837977,48.25,15.3333
2,11.1512385069709,12.0276346684172,10.3782319565956,48.25,15.3333
3,10.3410802743429,12.045131781497,9.58492100727971,48.25,15.3333
4,9.52989720775737,12.1727443538683,8.93213096088451,48.25,15.3333
5,8.77339806964567,12.4607829921751,8.43538916397526,48.25,15.3333
6,8.02783549501486,12.861808063899,8.08081111415584,48.25,15.3333
7,7.29173980170367,13.3926124219547,7.87808803220688,48.25,15.3333
0,13.9915338305589,13.9915338305589,13.9915338305589,48.2833,14.3667
1,13.1670184578472,12.7776290378771,11.9528943604169,48.2833,14.3667
2,12.3537333083586,12.3258006250858,10.657867476779,48.2833,14.3667
3,11.5280884792553,12.0421924053778,9.58699736319339,48.2833,14.3667
4,10.7459947368216,11.9297938904397,8.72214094812739,48.2833,14.3667
5,9.96774947758968,11.9505665649259,7.96926769166021,48.2833,14.3667
6,9.20797467071005,12.1073220101294,7.3532548996681,48.2833,14.3667
7,8.47103210408296,12.4160504033883,6.92474897999828,48.2833,14.3667
0,12.6120469718308,12.6120469718308,12.6120469718308,48.3,15.8333
1,11.7623014823467,12.5328968843465,11.6875806066749,48.3,15.8333
2,10.9566697048072,12.5548494924792,10.9010165584554,48.3,15.8333
3,10.1431756205081,12.7501020658122,10.2890716750886,48.3,15.8333
4,9.35116393372238,13.0687213026167,9.80211881928987,48.3,15.8333
5,8.58580876225835,13.504134405506,9.47052899424605,48.3,15.8333
6,7.83675254643217,14.075807856444,9.26905021018259,48.3,15.8333
7,7.09918829686789,14.7611713370763,9.19137587794753,48.3,15.8333
0,12.6120781174715,12.6120781174715,12.6120781174715,48.3167,15.8167
1,11.7623447464237,12.533013800436,11.6874474119246,48.3167,15.8167
2,10.9566859261243,12.5547146300011,10.9008803535561,48.3167,15.8167
3,10.1431225919,12.7500184664919,10.2890078455038,48.3167,15.8167
4,9.35103487776337,13.068767862437,9.80204382274519,48.3167,15.8167
5,8.58577170126854,13.5040498081779,9.47039711501905,48.3167,15.8167
6,7.83654175838743,14.0757092838068,9.2690584965374,48.3167,15.8167
7,7.09901625705195,14.7610731112014,9.19128356391057,48.3167,15.8167
0,13.6679779460416,13.6679779460416,13.6679779460416,48.3667,15.4167
1,12.8489077265772,12.5186971759551,11.6838839469256,48.3667,15.4167
2,12.0258312395612,12.1603365424611,10.5273890287213,48.3667,15.4167
3,11.216383044564,11.9605665116448,9.49027751952766,48.3667,15.4167
4,10.4066901848361,11.9148483182489,8.67300680148319,48.3667,15.4167
5,9.63147817573419,11.9899966109569,7.97899891524687,48.3667,15.4167
6,8.87938055022915,12.1873390077177,7.43095951539944,48.3667,15.4167
7,8.14478489357622,12.5505158763979,7.04689897797717,48.3667,15.4167
0,14.5306691762922,14.5306691762922,14.5306691762922,48.4,14.8333
1,13.6873255254661,13.0256508455592,12.186917207304,48.4,14.8333
2,12.8824078976003,12.5185374415861,10.8678987641232,48.4,14.8333
3,12.0448386987186,12.1658324791996,9.71605093402704,48.4,14.8333
4,11.2466802130991,11.9305282318338,8.69193132779862,48.4,14.8333
5,10.4644113482296,11.8422199066802,7.84305868930759,48.4,14.8333
6,9.71502234424273,11.8773010714447,7.12583512769944,48.4,14.8333
7,8.9615994465613,12.0755377092316,6.58934735127304,48.4,14.8333
0,12.6281911293844,12.6281911293844,12.6281911293844,48.4,15.7833
1,11.7851341903704,12.5522360707047,11.7070001084655,48.4,15.7833
2,10.9649038182117,12.5762577087884,10.9054436002552,48.4,15.7833
3,10.1563216346748,12.7558090538289,10.2975621436668,48.4,15.7833
4,9.35870894919202,13.0842855261639,9.81233712660437,48.4,15.7833
5,8.60042333858105,13.5241595880178,9.48240521387358,48.4,15.7833
6,7.8498600913907,14.0957250477309,9.28073018389698,48.4,15.7833
7,7.1213220839158,14.7620965011643,9.20396868149493,48.4,15.7833
0,14.6640098080436,14.6640098080436,14.6640098080436,48.4167,15.2167
1,13.8335416531244,13.1100067940272,12.2730887417981,48.4167,15.2167
2,13.0118922506403,12.6037901385014,10.9426996394414,48.4167,15.2167
3,12.1823251440927,12.2183805849752,9.75675101412334,48.4167,15.2167
4,11.3836121960156,11.9713812713567,8.73797506496945,48.4167,15.2167
5,10.6002252766005,11.8555617264495,7.86358096225131,48.4167,15.2167
6,9.84631265942999,11.8718125170247,7.12445605116732,48.4167,15.2167
7,9.09671279990637,12.0618147908766,6.57844359633801,48.4167,15.2167
0,12.8652672772567,12.8652672772567,12.8652672772567,48.4167,15.6167
1,12.0212800290545,12.3403813152498,11.5073526783288,48.4167,15.6167
2,11.2053453340033,12.3050902102778,10.6565863937547,48.4167,15.6167
3,10.3909696329467,12.4270527831002,9.96174223426384,48.4167,15.6167
4,9.5923320347751,12.6625775156624,9.39253752707944,48.4167,15.6167
5,8.84102087812467,13.0154317356702,8.99267008190707,48.4167,15.6167
6,8.08575036564742,13.501676046525,8.71386930297814,48.4167,15.6167
7,7.34837360532283,14.115578155871,8.57405306068628,48.4167,15.6167
0,13.8989948813586,13.8989948813586,13.8989948813586,48.4333,14.4833
1,13.0688804800533,12.6794385667446,11.8409685247995,48.4333,14.4833
2,12.2531191227073,12.2231392883656,10.5891282696471,48.4333,14.4833
3,11.4310783850379,11.9433030780056,9.48257608397596,48.4333,14.4833
4,10.6255239922302,11.8340737284908,8.59903785174564,48.4333,14.4833
5,9.85168190125466,11.8549418762908,7.85592740930568,48.4333,14.4833
6,9.0997485883545,12.0088893708298,7.25637179560185,48.4333,14.4833
7,8.35419204788831,12.3122557359266,6.81214259026702,48.4333,14.4833
0,12.8385797593218,12.8385797593218,12.8385797593218,48.4667,15.7
1,11.9998665282041,12.3183914071903,11.474586411433,48.4667,15.7
2,11.1894900826844,12.2846849587392,10.6401829405353,48.4667,15.7
3,10.3769040464557,12.4031314530094,9.94162311115856,48.4667,15.7
4,9.56475905381815,12.6366588209651,9.3719603385083,48.4667,15.7
5,8.80949505747105,12.9893791841099,8.96278083852795,48.4667,15.7
6,8.0643269838217,13.4682564650001,8.68517030955813,48.4667,15.7
7,7.32800288217193,14.0912590703873,8.54126611698839,48.4667,15.7
0,12.965821951141,12.965821951141,12.965821951141,48.4667,16.75
1,12.1515865834818,12.6714466085056,11.8547352411752,48.4667,16.75
2,11.3149016949778,12.6419514044161,10.9744635810735,48.4667,16.75
3,10.496256914879,12.8257816712189,10.3692354971128,48.4667,16.75
4,9.72313948110118,13.1487117356368,9.90295602260966,48.4667,16.75
5,8.96313519573429,13.6045287860518,9.5854036817702,48.4667,16.75
6,8.20212110827689,14.148058400719,9.35878336546302,48.4667,16.75
7,7.46472200643971,14.8260996280312,9.27815511546304,48.4667,16.75
0,12.6830365366779,12.6830365366779,12.6830365366779,48.4833,16.1833
1,11.8386792782533,12.5266144165101,11.6856152828253,48.4833,16.1833
2,11.0145023216771,12.547295756615,10.8858209645962,48.4833,16.1833
3,10.2107281907411,12.7626827635633,10.2942727881371,48.4833,16.1833
4,9.41344061814531,13.0919379846867,9.82212340089944,48.4833,16.1833
5,8.65939543003289,13.5559133239682,9.51740584827238,48.4833,16.1833
6,7.91042750438395,14.1273432405021,9.31540317040406,48.4833,16.1833
7,7.1676551273506,14.8247946204535,9.26097915210682,48.4833,16.1833
0,13.1289357277936,13.1289357277936,13.1289357277936,48.5167,15.8333
1,12.2928092475538,12.5458935344414,11.7008046545569,48.5167,15.8333
2,11.4758863650091,12.4290816472294,10.7713898760947,48.5167,15.8333
3,10.6665966678993,12.4778150758555,10.0100186112625,48.5167,15.8333
4,9.86192246209279,12.6718842063418,9.40130795313594,48.5167,15.8333
5,9.09542279138183,12.9834352597514,8.93985813141035,48.5167,15.8333
6,8.342154250209,13.4004645034133,8.60835882828465,48.5167,15.8333
7,7.61352333540977,13.9625142124623,8.42278938296107,48.5167,15.8333
0,14.8719398542451,14.8719398542451,14.8719398542451,48.5667,14.65
1,14.0408735930225,13.2784798025385,12.4494251260245,48.5667,14.65
2,13.2304795022282,12.7451164370636,11.1053657514997,48.5667,14.65
3,12.3950274584833,12.3390767262196,9.8803210883966,48.5667,14.65
4,11.5889606776875,12.0752936482359,8.81104715520511,48.5667,14.65
5,10.793642708627,11.905470645778,7.88394251992525,48.5667,14.65
6,10.0426233713006,11.8622360229718,7.0903516881607,48.5667,14.65
7,9.2917842444778,11.9742269419455,6.4791702975475,48.5667,14.65
0,13.168647201697,13.168647201697,13.168647201697,48.5667,15.9833
1,12.3370619153562,12.5870967434309,11.7501470392147,48.5667,15.9833
2,11.5159322350668,12.4622004073468,10.8054347617745,48.5667,15.9833
3,10.7015111406731,12.5072079457109,10.0473008864621,48.5667,15.9833
4,9.90692274487991,12.7112438237127,9.45101413893283,48.5667,15.9833
5,9.14470666410404,13.0167130612094,8.99382284280818,48.5667,15.9833
6,8.38994097215058,13.4362603049105,8.65403417054976,48.5667,15.9833
7,7.650094707822,14.0015496626482,8.47269433723616,48.5667,15.9833
0,14.5092532511961,14.5092532511961,14.5092532511961,48.7311,13.8325
1,13.6705746364496,13.0157036519561,12.1806972168058,48.7311,13.8325
2,12.8619217887098,12.4683915893783,10.819084224187,48.7311,13.8325
3,12.0268782065492,12.0800011229776,9.61953690618987,48.7311,13.8325
4,11.2291057198216,11.8717414035757,8.62412405463614,48.7311,13.8325
5,10.4324462966396,11.7864749524585,7.77051216301606,48.7311,13.8325
6,9.69173437785434,11.8272143441308,7.05812022114354,48.7311,13.8325
7,8.93274922183851,12.009175762224,6.52140215906896,48.7311,13.8325
0,13.14814267834,13.14814267834,13.14814267834,48.75,15.95
1,12.3102594102405,12.582457940798,11.7301512108692,48.75,15.95
2,11.5032933281324,12.4492638489642,10.7966355198992,48.75,15.95
3,10.6800641646353,12.4971451457624,10.0267402483376,48.75,15.95
4,9.87504933933318,12.6940435792555,9.42933631687486,48.75,15.95
5,9.12472357010355,13.0005182931212,8.97499469689062,48.75,15.95
6,8.36703222776378,13.4170643807795,8.62876679209359,48.75,15.95
7,7.63675328368226,13.9982760173445,8.44492056817365,48.75,15.95
0,14.3460373777971,14.3460373777971,14.3460373777971,48.8667,15.1333
1,13.4999848526941,12.909912611891,12.079707729408,48.8667,15.1333
2,12.6870845992062,12.45660937052,10.8154401367027,48.8667,15.1333
3,11.8618896948574,12.1926581697601,9.72584534781372,48.8667,15.1333
