"warming","sprwarm","winwarm","bothwarm","lat","lon"
0,18.7557618554293,18.7557618554293,18.7557618554293,46.8167,12.8
1,17.9284308058411,15.7273951243954,14.8915174405443,46.8167,12.8
2,17.0785668498439,14.7184439208858,13.0675811166288,46.8167,12.8
3,16.2382875640652,13.8907862808917,11.4204209691829,46.8167,12.8
4,15.4154356785106,13.1787242498295,9.92117299032627,46.8167,12.8
5,14.6120538053851,12.6165042980598,8.60182795080558,46.8167,12.8
6,13.8177195524506,12.1704014093466,7.42432819612017,46.8167,12.8
7,13.0480750969245,11.8866839861977,6.42442595866774,46.8167,12.8
0,26.8360341451507,26.8360341451507,26.8360341451507,46.9667,10.1833
1,25.976174608571,22.7776894567638,21.9144312196893,46.9667,10.1833
2,25.1081840390346,21.478126451972,19.7819917244446,46.9667,10.1833
3,24.2638531405668,20.2693538929044,17.747381463933,46.9667,10.1833
4,23.4081256557708,19.0536690598871,15.6827693936766,46.9667,10.1833
5,22.5604386272978,17.9189626516764,13.7246396481372,46.9667,10.1833
6,21.7243665567186,16.8322976052998,11.924956356371,46.9667,10.1833
7,20.9019149453919,15.9180389315203,10.3232016650269,46.9667,10.1833
0,13.561448281222,13.561448281222,13.561448281222,46.9833,15.7667
1,12.7308365617597,13.0067014535016,12.1670920633832,46.9833,15.7667
2,11.9040891435681,12.9930130193183,11.3363437539111,46.9833,15.7667
3,11.0921015863833,13.1140877530419,10.6426445688605,46.9833,15.7667
4,10.2954595447639,13.3715269887293,10.100388574736,46.9833,15.7667
5,9.51733753278245,13.7357846968051,9.68367869505727,46.9833,15.7667
6,8.76494994718212,14.1944244579942,9.3800844711349,46.9833,15.7667
7,8.0312853825195,14.7531003829771,9.19860042731395,46.9833,15.7667
0,26.2334783577601,26.2334783577601,26.2334783577601,47.0167,12.3833
1,25.3625032187989,22.5024216911838,21.6358353090983,47.0167,12.3833
2,24.4889009272418,21.1046091661971,19.4206014174179,47.0167,12.3833
3,23.6311148569733,19.88397714774,17.364386633581,47.0167,12.3833
4,22.7818122463711,18.6782091797279,15.3272476233215,47.0167,12.3833
5,21.935755900536,17.5649876578524,13.4365534628782,47.0167,12.3833
6,21.1153589234373,16.5532388510364,11.6766363679257,47.0167,12.3833
7,20.2987291912608,15.7056867998685,10.1166528996924,47.0167,12.3833
0,13.3361467979519,13.3361467979519,13.3361467979519,47.2167,15.8167
1,12.4975137180215,12.6203095776921,11.7733369984474,47.2167,15.8167
2,11.690751345913,12.5710280801497,10.9111968267564,47.2167,15.8167
3,10.8646473083264,12.690720892292,10.2288540733859,47.2167,15.8167
4,10.0564364274228,12.9295504808422,9.66727144952371,47.2167,15.8167
5,9.29682951512159,13.2837404253715,9.25012808847166,47.2167,15.8167
6,8.54336197004149,13.7372518459464,8.93402809733703,47.2167,15.8167
7,7.81928182293166,14.3084540351574,8.74518230457863,47.2167,15.8167
0,13.3563431731145,13.3563431731145,13.3563431731145,47.3167,9.98333
1,12.5269273880169,12.0256938505882,11.1736117186668,47.3167,9.98333
2,11.7265440808727,11.5662985525696,9.91884464251252,47.3167,9.98333
3,10.9049485285774,11.3075936282538,8.83958776298419,47.3167,9.98333
4,10.087470671349,11.2193653015384,7.98290440820719,47.3167,9.98333
5,9.30648961336709,11.2410400150354,7.24207288723481,47.3167,9.98333
6,8.56386580795388,11.3918709606268,6.63855988049252,47.3167,9.98333
7,7.83895935641082,11.6944449160544,6.21216639208591,47.3167,9.98333
0,12.1304649463526,12.1304649463526,12.1304649463526,47.3333,9.73333
1,11.2803019070286,11.3955345896525,10.5721120360587,47.3333,9.73333
2,10.4757278894024,11.2351018666891,9.57048347465023,47.3333,9.73333
3,9.65683709411535,11.2783383748431,8.80740785054863,47.3333,9.73333
4,8.86192458998559,11.4519009470004,8.21892856285683,47.3333,9.73333
5,8.09913119490218,11.7840193356957,7.76906065248145,47.3333,9.73333
6,7.34784329836979,12.2235934916991,7.451592115062,47.3333,9.73333
7,6.63636115237685,12.7977631363137,7.30196828580259,47.3333,9.73333
0,12.1699983228653,12.1699983228653,12.1699983228653,47.3667,9.7
1,11.3410920363153,11.4520706040169,10.6130039162468,47.3667,9.7
2,10.5216011401314,11.2847782915189,9.62705989166761,47.3667,9.7
3,9.71214981175629,11.3263701242422,8.87143742959693,47.3667,9.7
4,8.92483554637136,11.5129509956189,8.26994246132407,47.3667,9.7
5,8.15648707003581,11.8208706776647,7.8279756010727,47.3667,9.7
6,7.41060026147766,12.2715066897511,7.5115289115533,47.3667,9.7
7,6.67843374987025,12.8694330151461,7.35502764500986,47.3667,9.7
0,15.6603849023149,15.6603849023149,15.6603849023149,47.4,13.1167
1,14.823977733817,13.6827637722559,12.874484415097,47.4,13.1167
2,14.0186088742582,13.0425979795596,11.4059315262076,47.4,13.1167
3,13.1866541414721,12.5057813295351,10.045355222238,47.4,13.1167
4,12.374781112353,12.0751970633342,8.83027888937182,47.4,13.1167
5,11.5725965044247,11.7816532471813,7.78219374355221,47.4,13.1167
6,10.8107731675253,11.6037284033944,6.85776536648596,47.4,13.1167
7,10.0713235634929,11.5705884591556,6.12151951759332,47.4,13.1167
0,12.1393943182272,12.1393943182272,12.1393943182272,47.5,9.68333
1,11.2999039095328,11.4110580350366,10.5792819729044,47.5,9.68333
2,10.4842554502751,11.2529646911723,9.58353178376993,47.5,9.68333
3,9.66693599298335,11.2980938939261,8.82793541001439,47.5,9.68333
4,8.87890889217579,11.4699798501215,8.23384865943683,47.5,9.68333
5,8.10867190721831,11.7954007923879,7.77832116093943,47.5,9.68333
6,7.36185009863635,12.2340870765767,7.46175339643329,47.5,9.68333
7,6.64311037918681,12.8088313703493,7.31247416430554,47.5,9.68333
0,15.1923070526506,15.1923070526506,15.1923070526506,47.5833,13.5333
1,14.3525666698296,13.3804674908505,12.5517589938993,47.5833,13.5333
2,13.5414908234327,12.7466091764499,11.1051253315158,47.5833,13.5333
3,12.7177792345675,12.2957784850857,9.8279998026497,47.5833,13.5333
4,11.9028804545232,11.9585521638332,8.69747355337196,47.5833,13.5333
5,11.1126224772589,11.7310060258562,7.72014457213165,47.5833,13.5333
6,10.3575262299028,11.6395687813809,6.87724754567196,47.5833,13.5333
7,9.60441882088158,11.702725773721,6.22137586167185,47.5833,13.5333
0,17.3304560038919,17.3304560038919,17.3304560038919,47.6,13.7667
1,16.4740481391924,14.8725748392173,14.0420998795653,47.6,13.7667
2,15.647485983535,14.0391110923229,12.3957168027856,47.6,13.7667
3,14.8164537571764,13.3648780426143,10.9011612519102,47.6,13.7667
4,14.0075438864343,12.766858523983,9.49373432197768,47.6,13.7667
5,13.2099726932359,12.3060609778718,8.29159824873065,47.6,13.7667
6,12.4212672775876,11.9889659159058,7.21644612725899,47.6,13.7667
7,11.6597209565913,11.8009729731709,6.31044481658534,47.6,13.7667
0,13.1569748418953,13.1569748418953,13.1569748418953,47.6167,16.0833
1,12.3382761635891,12.2883014885219,11.4675524191971,47.6167,16.0833
2,11.5148672821812,12.0863269540354,10.4198681094032,47.6167,16.0833
3,10.6995943141414,12.0509229981345,9.59856468305738,47.6167,16.0833
4,9.91598178243043,12.1745931012772,8.95836075579767,47.6167,16.0833
5,9.14756721467543,12.4213019509147,8.41690354470115,47.6167,16.0833
6,8.38504958206626,12.7866600995877,8.01481478734844,47.6167,16.0833
7,7.65180172434981,13.2718005612561,7.76044920373614,47.6167,16.0833
0,13.1053771469932,13.1053771469932,13.1053771469932,47.6667,16.1833
1,12.267877707528,12.2259214076906,11.3930590849804,47.6667,16.1833
2,11.449705962799,12.0226528233896,10.3778002027225,47.6667,16.1833
3,10.6413913762878,11.9833171704543,9.53066988400586,47.6667,16.1833
4,9.83641744967254,12.1142950098867,8.87021898971308,47.6667,16.1833
5,9.06975594079629,12.3603240971932,8.34043795275675,47.6667,16.1833
6,8.3180941202323,12.7208766681284,7.94907437239147,47.6667,16.1833
7,7.59036533760153,13.21716889455,7.70193611911917,47.6667,16.1833
0,15.4331452397056,15.4331452397056,15.4331452397056,47.7,15.8667
1,14.6023855674343,13.5956588811282,12.7654722715643,47.7,15.8667
2,13.7716849322501,13.035745528075,11.3892874539912,47.7,15.8667
3,12.9566773592942,12.637285073169,10.1710532936369,47.7,15.8667
4,12.1416570462178,12.336069840971,9.08762192528523,47.7,15.8667
5,11.3593209610203,12.1491231935687,8.15298622377145,47.7,15.8667
6,10.5924813666665,12.1049417870351,7.35552941618512,47.7,15.8667
7,9.84108877681737,12.2046707857749,6.72134423615844,47.7,15.8667
0,15.4108359265561,15.4108359265561,15.4108359265561,47.7,16
1,14.5715434287259,13.5665904988913,12.7418122244893,47.7,16
2,13.7597814673916,13.0204306506013,11.3652116245055,47.7,16
3,12.9331301791294,12.6146808621276,10.1494723039416,47.7,16
4,12.1225305888607,12.3169572933457,9.0623094658047,47.7,16
5,11.3290160377851,12.1353638753071,8.12020011909525,47.7,16
6,10.5736796532453,12.0915346537743,7.33475800656722,47.7,16
7,9.81886261987378,12.1823366196239,6.69223196155736,47.7,16
0,14.1014220745295,14.1014220745295,14.1014220745295,47.8,15.7
1,13.2631348956415,12.7236074187897,11.8803455511616,47.8,15.7
2,12.4498633230911,12.3367771508149,10.6910572430453,47.8,15.7
3,11.622952436505,12.0484073063261,9.57870453061763,47.8,15.7
4,10.8269843407296,11.8879623643292,8.6314051319996,47.8,15.7
5,10.0332966750443,11.86771338011,7.84550278642141,47.8,15.7
6,9.29604131498164,11.9637480980128,7.18658661170781,47.8,15.7
7,8.54096132830775,12.1911670737735,6.70020065213298,47.8,15.7
0,13.8166893934642,13.8166893934642,13.8166893934642,47.8,15.9833
1,12.993132127984,12.5543997082734,11.7167165289976,47.8,15.9833
2,12.1703371161041,12.1929084646387,10.5539827081493,47.8,15.9833
3,11.3541042570807,11.9679517435625,9.50905507136607,47.8,15.9833
4,10.5448702717928,11.8904884738974,8.65856576258954,47.8,15.9833
5,9.77053611228935,11.936524590577,7.93535885063263,47.8,15.9833
6,9.02046210420081,12.0971456243005,7.34004806508239,47.8,15.9833
7,8.28204120817754,12.4126886779326,6.89997309359453,47.8,15.9833
0,14.0112299282223,14.0112299282223,14.0112299282223,47.85,14.6667
1,13.1856188953002,12.6371373358079,11.8079121906434,47.85,14.6667
2,12.364641040464,12.2450438483963,10.6088686062666,47.85,14.6667
3,11.5363327477688,11.9397394410236,9.46988141425529,47.85,14.6667
4,10.7379207841761,11.8097513512263,8.55627809779777,47.85,14.6667
5,9.95648343070608,11.8110573944228,7.79692425897713,47.85,14.6667
6,9.2140924294598,11.9397704908662,7.17226837149638,47.85,14.6667
7,8.4584716773176,12.2147550879231,6.73029328953316,47.85,14.6667
0,13.4303802162803,13.4303802162803,13.4303802162803,47.8936,13.1264
1,12.5999147088665,12.377840253983,11.5356581321527,47.8936,13.1264
2,11.7730075328181,12.1301919432254,10.4869946131572,47.8936,13.1264
3,10.962368509651,12.0158632096776,9.56421328456206,47.8936,13.1264
4,10.156821078368,12.0400402205084,8.79695392963203,47.8936,13.1264
5,9.39131292849833,12.2087251675855,8.19467613082777,47.8936,13.1264
6,8.63625808772855,12.4859997930468,7.71832334517468,47.8936,13.1264
7,7.90568819025426,12.911950576447,7.3928730238453,47.8936,13.1264
0,13.9634599282038,13.9634599282038,13.9634599282038,47.9,13.3167
1,13.1341669295096,12.6394692841224,11.7914430169021,47.9,13.3167
2,12.3176754574995,12.2311236314424,10.5860483403021,47.9,13.3167
3,11.4934742562829,11.9618534442156,9.50524991367192,47.9,13.3167
4,10.6829819139994,11.8688639114574,8.6471418029745,47.9,13.3167
5,9.9052255298155,11.9108980535121,7.91860436711856,47.9,13.3167
6,9.15886548645607,12.0820611719134,7.32410825946566,47.9,13.3167
7,8.4227001310867,12.3770569578184,6.87885254940944,47.9,13.3167
0,14.0640518121971,14.0640518121971,14.0640518121971,47.9,15.7333
1,13.2419686844035,12.6926577675692,11.8700874890458,47.9,15.7333
2,12.4147068443548,12.3044735307605,10.6680736844593,47.9,15.7333
3,11.594567066243,12.0244117453827,9.54328740953155,47.9,15.7333
4,10.7948765288822,11.8583899202324,8.59827669381618,47.9,15.7333
5,10.0017106020915,11.8397116685579,7.81898211174472,47.9,15.7333
6,9.26492656441132,11.933794037839,7.15911685107503,47.9,15.7333
7,8.51038115417469,12.163244851345,6.67350750458508,47.9,15.7333
0,12.9893994895117,12.9893994895117,12.9893994895117,47.9,16.65
1,12.1483440693416,12.7337366514561,11.8912712276943,47.9,16.65
2,11.3318813279278,12.8657895595408,11.2037763577132,47.9,16.65
3,10.519761375382,13.0964331180882,10.62362403246,47.9,16.65
4,9.71673376604073,13.4424022426718,10.1741661763431,47.9,16.65
5,8.96325217488437,13.935532016597,9.88387916630098,47.9,16.65
6,8.21140985745317,14.5105516352934,9.70080748290522,47.9,16.65
7,7.47801517207054,15.2104929690384,9.64330852877259,47.9,16.65
0,13.0685338020267,13.0685338020267,13.0685338020267,47.95,16.85
1,12.2332026157056,13.0344283761878,12.2035778663008,47.95,16.85
2,11.4113613708199,13.1807548476921,11.5300694428894,47.95,16.85
3,10.5996010214768,13.4161905529245,10.9628326608875,47.95,16.85
4,9.80646824901227,13.7999718385125,10.5402026706345,47.95,16.85
5,9.04091238918316,14.2934024723494,10.2379747557147,47.95,16.85
6,8.28907922206158,14.8899813125469,10.0677796842316,47.95,16.85
7,7.54827996016903,15.6068509822419,10.0142334309144,47.95,16.85
0,12.9891035384771,12.9891035384771,12.9891035384771,48.0167,14.9667
1,12.1585708414325,12.196990722394,11.3687598248871,48.0167,14.9667
2,11.33125391577,12.0388636014353,10.371747782457,48.0167,14.9667
3,10.51888560269,12.0274209315413,9.57504126693231,48.0167,14.9667
4,9.74101823348619,12.165613935646,8.94775453730345,48.0167,14.9667
5,8.97542715751508,12.4524734577829,8.44668106366822,48.0167,14.9667
6,8.21664982853379,12.8310118174538,8.06103820479611,48.0167,14.9667
7,7.47729369782091,13.3618972497621,7.84510523135329,48.0167,14.9667
0,12.9416521121433,12.9416521121433,12.9416521121433,48.0833,14.9333
1,12.1015128489891,12.1436694444323,11.3094874840419,48.0833,14.9333
2,11.2874532158168,11.9777400592723,10.3365076313207,48.0833,14.9333
3,10.4697895297866,11.9660226542129,9.50867316104454,48.0833,14.9333
4,9.66723501668097,12.1104930917833,8.87030375599034,48.0833,14.9333
5,8.9046292573236,12.3995637984952,8.378864382293,48.0833,14.9333
6,8.15867822640881,12.7800026968355,8.00363373883776,48.0833,14.9333
7,7.42556957010682,13.3250186349612,7.7966688854643,48.0833,14.9333
0,12.9158378846368,12.9158378846368,12.9158378846368,48.1167,14.5667
1,12.0911727067926,12.2341688967737,11.4034880257945,48.1167,14.5667
2,11.2630199546822,12.0896520585363,10.4258762613597,48.1167,14.5667
3,10.4516281969293,12.1414842012521,9.69225352030175,48.1167,14.5667
4,9.66013264701095,12.3085495125128,9.07867590439514,48.1167,14.5667
5,8.8953056497628,12.6280938955816,8.61163968236033,48.1167,14.5667
6,8.14568166315438,13.0482060878453,8.27183309123864,48.1167,14.5667
