"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"mu_a_sp",30.4021714450369,30.4950449399327,30.3887554270856,29.7603177387926,29.8996165580294,29.4760964317606,29.8034998860328,30.0160912173126,30.4996755808041,30.337967597586,29.8877886223958,30.5966261872571,29.4361023980592,29.1821715474444,30.0876951369724,30.8962865435654,29.3929242847412,30.1218422892069,30.385010317898,30.4283312067624
"mu_b_force_sp",-3.94219846557758,-4.13637520673767,-4.0268590680033,-3.62177062494334,-5.10586596880185,-4.62033265355791,-3.50297065553546,-5.19147064041792,-4.56419399812587,-4.19636200983446,-4.91659346677549,-4.35721977762049,-4.73740500614735,-4.85585169220304,-4.85426724465611,-4.14429742949594,-4.27245941580524,-4.76215467941113,-4.03744547946791,-5.22445455872009
"mu_b_photo_sp",-3.72281398826503,-3.03090370098575,-3.92228271745234,-3.68788077330338,-3.22415377423876,-2.85974076596973,-3.08056421439465,-2.79510077684403,-3.22079565548552,-1.6580864550868,-3.68933127029379,-3.58350120080559,-3.07090045333112,-1.72224180935986,-2.73650923275472,-2.95966523444953,-3.87215629270041,-2.8266414681127,-3.42343666825114,-2.40290831887541
"mu_b_chill_sp",-8.44183019809075,-9.21748289568971,-8.24132862181392,-8.34088060947731,-7.4137357147524,-7.92844854944722,-8.20179907284421,-8.39106341321754,-9.49941573829532,-8.04272805939507,-7.84573351072663,-8.97102014850299,-8.3161631672582,-7.8172972376589,-7.98026562502892,-8.85496047785397,-8.00203074318655,-7.8171076225263,-7.11453643663557,-9.34554859396586
"sigma_a_sp",9.57794274407995,8.69797005484254,9.90717441405573,8.91058599459265,9.12223074977832,10.2640991040423,9.85876191549371,10.2464271546879,9.41082658184794,9.76041110752261,8.86173728713975,10.0112294956181,10.0997332350236,9.56392172041336,9.37058980793776,10.1706932364466,8.85913170181845,10.0097763895777,9.46583571802703,9.48940869441977
"sigma_b_force_sp",5.43156125411356,5.19876457833536,5.39962053415484,4.39642090634935,4.44102136757751,4.91732877168235,4.70520499917369,4.26411113755554,5.80194329148135,5.20064687479962,5.41967952788793,5.09041563029651,5.82439466610797,4.32908162501087,5.61608094315081,5.32758238409831,4.85503739962208,3.61233022094359,5.29470204676761,5.78365165081446
"sigma_b_photo_sp",5.62775502146532,3.84148997134386,5.21209030891512,4.87130766823711,4.3322862430881,4.25691907770038,4.43607044580336,4.97844565316652,5.76666457380303,4.54696083644107,6.66270815105581,6.42933608742287,5.18481445060221,4.5083836160147,5.20763197667783,6.02812194721777,6.26668525103717,5.80360241982573,6.111767713592,4.2673063304776
"sigma_b_chill_sp",7.19687231019914,6.89413212907383,7.13221067208797,6.92844422769995,7.30723564141451,7.14274159356455,8.53470790802295,5.96739162238136,7.61781315482898,7.65676249721274,7.8784328743611,7.08632466489027,6.33140833319674,6.74822423328511,6.20167159021907,8.75489716034154,7.04262255425021,8.09761077118592,7.91492788010334,7.29408906113636
"sigma_y",23.6558199431096,23.7933615357113,23.5881362927314,26.1981877439481,24.641742754272,24.207596569818,25.1689594279075,24.4051955001361,26.1410533564636,24.1583118601026,24.9461791546582,24.232039993727,25.4528077890716,24.1041793554842,22.6891509488026,24.5562461306439,23.2820332510319,23.947152626157,23.4577078255614,23.5318256193392
