Lat	Lon	MeanFitness
52.1800	-10.2500	 0.547
52.0100	-10.0900	 0.449
52.1800	-10.0900	 0.552
52.3400	-10.0900	 0.149
51.8400	-9.9200	 0.365
52.0100	-9.9200	 0.295
52.1800	-9.9200	 0.191
52.3400	-9.9200	 0.141
53.5100	-9.9200	 0.636
53.6700	-9.9200	 0.434
54.0000	-9.9200	 0.183
54.3400	-9.9200	 0.476
51.8400	-9.7600	 0.486
52.0100	-9.7600	 0.110
52.1800	-9.7600	 0.616
52.3400	-9.7600	 0.147
53.5100	-9.7600	 0.334
53.6700	-9.7600	 0.177
53.8400	-9.7600	 0.286
54.0000	-9.7600	 0.222
54.1700	-9.7600	 0.533
54.3400	-9.7600	 0.376
51.6800	-9.5900	 0.646
51.8400	-9.5900	 0.190
52.0100	-9.5900	 0.112
52.1800	-9.5900	 0.540
52.3400	-9.5900	 0.265
52.5100	-9.5900	 0.677
52.6700	-9.5900	 0.805
53.5100	-9.5900	 0.235
53.6700	-9.5900	 0.046
53.8400	-9.5900	 0.175
54.0000	-9.5900	 0.176
54.1700	-9.5900	 0.176
54.3400	-9.5900	 0.221
51.6800	-9.4200	 0.651
51.8400	-9.4200	 0.199
52.0100	-9.4200	 0.253
52.1800	-9.4200	 0.448
52.3400	-9.4200	 0.458
52.5100	-9.4200	 0.594
52.6700	-9.4200	 0.664
52.8400	-9.4200	 0.833
53.3400	-9.4200	 0.745
53.5100	-9.4200	 0.189
53.6700	-9.4200	 0.000
53.8400	-9.4200	 0.161
54.0000	-9.4200	 0.177
54.1700	-9.4200	 0.167
54.3400	-9.4200	 0.167
38.9000	-9.2600	 0.998
39.0600	-9.2600	 0.849
39.2300	-9.2600	 0.849
51.6800	-9.2600	 0.593
51.8400	-9.2600	 0.162
52.0100	-9.2600	 0.043
52.1800	-9.2600	 0.277
52.3400	-9.2600	 0.228
52.5100	-9.2600	 0.580
52.6700	-9.2600	 0.734
52.8400	-9.2600	 0.681
53.0100	-9.2600	 0.487
53.3400	-9.2600	 0.343
53.5100	-9.2600	 0.191
53.6700	-9.2600	 0.190
53.8400	-9.2600	 0.185
54.0000	-9.2600	 0.180
54.1700	-9.2600	 0.177
54.3400	-9.2600	 0.172
38.7300	-9.0900	 0.953
38.9000	-9.0900	 0.749
39.0600	-9.0900	 0.849
39.2300	-9.0900	 0.849
39.4000	-9.0900	 0.949
39.5600	-9.0900	 0.998
43.0500	-9.0900	 0.732
43.2100	-9.0900	 0.764
51.6800	-9.0900	 0.627
51.8400	-9.0900	 0.168
52.0100	-9.0900	 0.135
52.1800	-9.0900	 0.141
52.3400	-9.0900	 0.137
52.5100	-9.0900	 0.192
52.6700	-9.0900	 0.594
52.8400	-9.0900	 0.443
53.0100	-9.0900	 0.293
53.1700	-9.0900	 0.189
53.3400	-9.0900	 0.347
53.5100	-9.0900	 0.348
53.6700	-9.0900	 0.298
53.8400	-9.0900	 0.195
54.0000	-9.0900	 0.191
54.1700	-9.0900	 0.293
54.3400	-9.0900	 0.336
38.5600	-8.9300	 0.704
38.7300	-8.9300	 0.449
38.9000	-8.9300	 0.449
39.0600	-8.9300	 0.499
39.2300	-8.9300	 0.699
39.4000	-8.9300	 0.749
39.5600	-8.9300	 0.699
39.7300	-8.9300	 0.748
42.7200	-8.9300	 0.687
42.8800	-8.9300	 0.657
43.0500	-8.9300	 0.572
43.2100	-8.9300	 0.710
51.6800	-8.9300	 0.605
51.8400	-8.9300	 0.441
52.0100	-8.9300	 0.189
52.1800	-8.9300	 0.194
52.3400	-8.9300	 0.146
52.5100	-8.9300	 0.399
52.6700	-8.9300	 0.647
52.8400	-8.9300	 0.598
53.0100	-8.9300	 0.548
53.1700	-8.9300	 0.197
53.3400	-8.9300	 0.648
53.5100	-8.9300	 0.399
53.6700	-8.9300	 0.198
53.8400	-8.9300	 0.195
54.0000	-8.9300	 0.194
54.1700	-8.9300	 0.191
54.3400	-8.9300	 0.190
37.2400	-8.7600	 0.488
37.4000	-8.7600	 0.105
38.7300	-8.7600	 0.444
