"Coefficient","Species","Number","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"b_force","Abies_alba",1,-7.39665739240264,0.0301118966937943,2.24410166241809,-11.7630660907135,-8.9490214258079,-7.40141255035244,-5.90888174837492,-2.84657857385206,5554.03780205155,0.999482945515709
"b_force","Abies_homolepis",2,-5.27715476263785,0.0820312012704032,5.6861343651113,-16.5925632920149,-9.14611870360146,-5.27269852990131,-1.41909855237104,6.06175725631039,4804.80861016748,0.999399681040829
"b_force","Acer_barbinerve",3,-6.42096229928785,0.078519772004648,6.07750304924747,-18.6970708035775,-10.4493090258076,-6.40118433063608,-2.50736587807117,5.68256835025731,5990.90331959194,0.999862915468094
"b_force","Acer_campestre",4,-5.89675817747115,0.0748458591584746,6.05699201965019,-18.147905339273,-9.78049653754955,-5.86517778727408,-1.9949020766901,6.20063951846692,6549.05212184028,0.999856364071073
"b_force","Acer_ginnala",5,-6.40981840672392,0.0688095661520032,5.92318943887099,-17.7795244197174,-10.4017496279756,-6.50799091015131,-2.35637519450677,5.16371131693453,7409.92148466456,0.999516032470944
"b_force","Acer_negundo",6,-4.85137351531487,0.0841128307080522,5.58732259465656,-15.5314013747158,-8.6624846046341,-4.99090923359265,-1.12554157063925,6.32466857598995,4412.4825014571,0.999494693067544
"b_force","Acer_pensylvanicum",7,-7.46659560445811,0.0443975919058174,3.49535043918754,-14.4175687360876,-9.7552564058961,-7.39823871728365,-5.11602208235746,-0.60556682487011,6198.15764911179,0.99969109936998
"b_force","Acer_platanoides",8,-5.91098643749916,0.0690875592220703,6.26475214025747,-17.8601622078763,-10.091458652352,-5.9204232988285,-1.69719860576955,6.57999043059271,8222.57960314036,0.999421501759033
"b_force","Acer_pseudolatauns",9,-5.28362190059181,0.0864904877929401,6.01348877543286,-16.9246793859777,-9.23905744983232,-5.26278523188944,-1.3148269256455,6.52700168043832,4834.1076386826,1.0006259628723
"b_force","Acer_pseudoplatanus",10,-7.25557726815105,0.031823108923471,2.19330162460927,-11.5399769660197,-8.71924499003814,-7.23824628111421,-5.77256074265834,-2.98593032197915,4750.19578564025,0.999900220239295
"b_force","Acer_rubrum",11,-0.243102687023387,0.035800832576859,2.71560175152723,-5.4438510209147,-2.07452779348211,-0.23730595443253,1.62069043263938,5.07429682742094,5753.68268584194,0.999212634610769
"b_force","Acer_saccharinum",12,-4.40307655195573,0.0807014499590104,5.44672009056705,-14.8848307542948,-8.060975308852,-4.47877173264061,-0.741279166433909,6.20352388018844,4555.19988700425,1.00001898244112
"b_force","Acer_saccharum",13,-5.27058238701227,0.0226441402397705,1.7760646236642,-8.73167432222612,-6.49475687642708,-5.26718714745281,-4.06468177253625,-1.86328361275742,6151.85167828008,0.999508923766833
"b_force","Acer_tataricum",14,-4.24887232474119,0.0817727569045931,5.55477867728512,-15.2116803986802,-7.96445885472719,-4.41221434833769,-0.527753294972152,6.50359590285417,4614.41063547633,0.999752081212267
"b_force","Actinidia_deliciosa",15,-8.4694520143139,0.0818616861266594,5.23388648941526,-18.8909812229909,-11.9918273795921,-8.32408389940138,-4.97120038344895,2.0359490915183,4087.77730176849,0.99985267877066
"b_force","Aesculus_flava",16,-5.47761069454633,0.0742541494359118,6.20525234781107,-17.6098512814551,-9.73419908234377,-5.44143994624394,-1.44379965771275,7.09254957182284,6983.56918059055,0.999820542180257
"b_force","Aesculus_hippocastanum",17,0.891991677977055,0.0545952007891403,3.37967388731384,-5.54780414194844,-1.46693682862821,0.860956983228194,3.1954753011707,7.59027293576839,3832.13373898671,1.00079234099438
