"stn"	"species"	"year"	"doy"
"spiers74 1972-12-24 20    14"	"Vaccinium.ashei"	1973	28
"spiers74 1972-11-14 20    14"	"Vaccinium.ashei"	NA	NA
"spiers74 1972-12-09 20    14"	"Vaccinium.ashei"	1973	38
"spiers74 1973-01-18 20    14"	"Vaccinium.ashei"	1973	33
"spiers74 1972-10-28 20    14"	"Vaccinium.ashei"	NA	NA
"spiers74 1972-11-06 20    14"	"Vaccinium.ashei"	1973	66
"spiers74 1972-10-24 20    14"	"Vaccinium.ashei"	NA	NA
"spiers74 1972-10-20 20    14"	"Vaccinium.ashei"	NA	NA
"spiers74 1972-10-20 20    14"	"Vaccinium.ashei"	NA	NA
"spiers74 1972-10-20 20    14"	"Vaccinium.ashei"	NA	NA
"spiers74 1972-10-20 20    14"	"Vaccinium.ashei"	NA	NA
"spiers74 1972-10-20 20 6.5 16.7 10 14"	"Vaccinium.ashei"	1972	366
"spiers74 1972-10-20 20 6.5 16.7 10 14"	"Vaccinium.ashei"	1973	18
"spiers74 1972-10-20 20 6.5 16.7 10 14"	"Vaccinium.ashei"	1973	58
"spiers74 1972-10-20 20 6.5 25 10 14"	"Vaccinium.ashei"	1973	2
"spiers74 1972-10-20 20 6.5 25 10 14"	"Vaccinium.ashei"	1973	22
"spiers74 1972-10-20 20 6.5 4.2 10 14"	"Vaccinium.ashei"	1972	355
"spiers74 1972-10-20 20 6.5 4.2 10 14"	"Vaccinium.ashei"	NA	NA
"spiers74 1972-10-20 20 6.5 4.2 10 14"	"Vaccinium.ashei"	NA	NA
"spiers74 1972-10-20 20 6.5 8.3 10 14"	"Vaccinium.ashei"	1972	362
"spiers74 1972-10-20 20 6.5 8.3 10 14"	"Vaccinium.ashei"	NA	NA
"spiers74 1972-10-20 20 6.5 8.3 10 14"	"Vaccinium.ashei"	NA	NA
"webb78 1974-05-01 28  182  16"	"Acer.saccharum"	1974	124
"webb78 1974-05-01 28  182  16"	"Acer.saccharinum"	1974	125
"webb78 1974-05-01 28  182  16"	"Fraxinus.americana"	1974	128
"webb78 1973-12-01 28  30  16"	"Acer.saccharinum"	1974	5
"webb78 1973-12-01 28  30  16"	"Fraxinus.americana"	1974	28
"webb78 1973-12-01 28  30  16"	"Acer.saccharum"	1974	28
"webb78 1973-12-01 28  30  16"	"Acer.saccharum"	1974	28
"webb78 1973-12-01 28  30  16"	"Acer.saccharum"	1974	28
"webb78 1973-12-01 28  30  16"	"Acer.saccharum"	1974	28
"webb78 1973-11-01 28 5 121 0 16"	"Acer.saccharum"	1974	77
"webb78 1973-11-01 28 5 121 0 16"	"Fraxinus.americana"	1974	71
"webb78 1973-11-01 28 5 121 0 16"	"Acer.saccharinum"	1974	67
"webb78 1973-11-01 28 5 152 0 16"	"Acer.saccharinum"	1974	96
"webb78 1973-11-01 28 5 152 0 16"	"Acer.saccharum"	1974	97
"webb78 1973-11-01 28 5 152 0 16"	"Fraxinus.americana"	1974	96
"webb78 1973-11-01 28 5 182 0 16"	"Acer.saccharum"	1974	125
"webb78 1973-11-01 28 5 182 0 16"	"Fraxinus.americana"	1974	125
"webb78 1973-11-01 28 5 182 0 16"	"Acer.saccharinum"	1974	125
"webb78 1973-11-01 28 5 30 0 16"	"Fraxinus.americana"	1974	16
"webb78 1973-11-01 28 5 30 0 16"	"Acer.saccharinum"	1974	10
"webb78 1973-11-01 28 5 30 0 16"	"Acer.saccharum"	1974	27
"webb78 1973-11-01 28 5 61 0 16"	"Fraxinus.americana"	1974	29
"webb78 1973-11-01 28 5 61 0 16"	"Acer.saccharum"	1974	38
"webb78 1973-11-01 28 5 61 0 16"	"Acer.saccharinum"	1974	25
"webb78 1973-11-01 28 5 92 0 16"	"Acer.saccharinum"	1974	48
"webb78 1973-11-01 28 5 92 0 16"	"Fraxinus.americana"	1974	54
"webb78 1973-11-01 28 5 92 0 16"	"Acer.saccharum"	1974	69
"zohner16 2013-12-21 18    8"	"Acer.barbinerve"	2014	12
"zohner16 2014-02-10 18    8"	"Acer.barbinerve"	2014	59
"zohner16 2014-03-21 18    8"	"Acer.barbinerve"	NA	NA
"zohner16 2013-12-21 18    8"	"Acer.campestre"	2014	37
"zohner16 2014-02-10 18    8"	"Acer.campestre"	2014	68
"zohner16 2014-03-21 18    8"	"Acer.campestre"	2014	104
"zohner16 2013-12-21 18    8"	"Acer.ginnala"	2014	15
"zohner16 2014-02-10 18    8"	"Acer.ginnala"	2014	68
"zohner16 2014-03-21 18    8"	"Acer.ginnala"	NA	NA
"zohner16 2014-03-21 18    8"	"Berberis.dielsiana"	NA	NA
"zohner16 2013-12-21 18    8"	"Betula.lenta"	2014	46
"zohner16 2014-02-10 18    8"	"Betula.lenta"	2014	83
"zohner16 2014-03-21 18    8"	"Betula.lenta"	2014	113
"zohner16 2013-12-21 18    8"	"Betula.nana"	2014	38
"zohner16 2014-02-10 18    8"	"Betula.nana"	2014	87
"zohner16 2014-03-21 18    8"	"Betula.nana"	2014	119
"zohner16 2013-12-21 18    8"	"Betula.populifolia"	2014	17
"zohner16 2014-02-10 18    8"	"Betula.populifolia"	2014	67
"zohner16 2014-03-21 18    8"	"Betula.populifolia"	2014	106
"zohner16 2013-12-21 18    8"	"Buddleja.albiflora"	2013	364
"zohner16 2014-02-10 18    8"	"Buddleja.albiflora"	2014	55
"zohner16 2014-03-21 18    8"	"Buddleja.albiflora"	NA	NA
"zohner16 2013-12-21 18    8"	"Buddleja.alternifolia"	2013	365
"zohner16 2014-02-10 18    8"	"Buddleja.alternifolia"	2014	60
"zohner16 2014-03-21 18    8"	"Buddleja.alternifolia"	NA	NA
"zohner16 2013-12-21 18    8"	"Buddleja.davidii"	2013	364
"zohner16 2014-02-10 18    8"	"Buddleja.davidii"	2014	56
"zohner16 2014-03-21 18    8"	"Buddleja.davidii"	NA	NA
"zohner16 2013-12-21 18    8"	"Caragana.pygmaea"	2013	364
"zohner16 2014-02-10 18    8"	"Caragana.pygmaea"	2014	55
"zohner16 2014-03-21 18    8"	"Caragana.pygmaea"	NA	NA
"zohner16 2013-12-21 18    8"	"Carpinus.betulus"	2014	36
"zohner16 2014-02-10 18    8"	"Carpinus.betulus"	2014	70
"zohner16 2014-03-21 18    8"	"Carpinus.betulus"	NA	NA
"zohner16 2013-12-21 18    8"	"Carpinus.laxiflora"	2014	25
"zohner16 2014-02-10 18    8"	"Carpinus.laxiflora"	2014	65
"zohner16 2014-03-21 18    8"	"Carpinus.laxiflora"	NA	NA
"zohner16 2013-12-21 18    8"	"Carpinus.monbeigiana"	2014	23
"zohner16 2014-02-10 18    8"	"Carpinus.monbeigiana"	2014	70
"zohner16 2014-03-21 18    8"	"Carpinus.monbeigiana"	2014	116
"zohner16 2013-12-21 18    8"	"Carya.cordiformis"	2014	105
"zohner16 2014-02-10 18    8"	"Carya.cordiformis"	2014	118
"zohner16 2014-03-21 18    8"	"Carya.cordiformis"	2014	130
"zohner16 2013-12-21 18    8"	"Carya.laciniosa"	2014	93
"zohner16 2014-02-10 18    8"	"Carya.laciniosa"	2014	112
"zohner16 2014-03-21 18    8"	"Carya.laciniosa"	2014	117
"zohner16 2013-12-21 18    8"	"Carya.ovata"	2014	114
"zohner16 2014-02-10 18    8"	"Carya.ovata"	2014	134
"zohner16 2014-03-21 18    8"	"Carya.ovata"	2014	139
"zohner16 2013-12-21 18    8"	"Castanea.sativa"	2014	38
"zohner16 2014-02-10 18    8"	"Castanea.sativa"	2014	80
"zohner16 2014-03-21 18    8"	"Castanea.sativa"	2014	116
"zohner16 2013-12-21 18    8"	"Cedrus.libani"	2014	26
"zohner16 2014-02-10 18    8"	"Cedrus.libani"	2014	75
"zohner16 2014-02-10 18    8"	"Salix.gracilistyla"	2014	60
"zohner16 2013-12-21 18    8"	"Acer.platanoides"	2014	41
"zohner16 2014-02-10 18    8"	"Acer.platanoides"	2014	76
"zohner16 2014-03-21 18    8"	"Acer.platanoides"	2014	111
"zohner16 2013-12-21 18    8"	"Aesculus.flava"	2014	83
"zohner16 2014-02-10 18    8"	"Aesculus.flava"	2014	110
"zohner16 2014-03-21 18    8"	"Aesculus.flava"	2014	118
"zohner16 2013-12-21 18    8"	"Aesculus.hippocastanum"	2014	31
"zohner16 2014-02-10 18    8"	"Aesculus.hippocastanum"	2014	80
"zohner16 2014-03-21 18    8"	"Aesculus.hippocastanum"	2014	112
"zohner16 2013-12-21 18    8"	"Aesculus.parviflora"	2014	75
"zohner16 2014-02-10 18    8"	"Aesculus.parviflora"	2014	82
"zohner16 2014-03-21 18    8"	"Aesculus.parviflora"	2014	114
"zohner16 2013-12-21 18    8"	"Alnus.incana"	2014	32
"zohner16 2014-02-10 18    8"	"Alnus.incana"	2014	79
"zohner16 2014-03-21 18    8"	"Alnus.incana"	2014	110
"zohner16 2013-12-21 18    8"	"Alnus.maximowiczii"	2014	40
"zohner16 2014-02-10 18    8"	"Alnus.maximowiczii"	2014	84
"zohner16 2014-03-21 18    8"	"Alnus.maximowiczii"	2014	120
"zohner16 2013-12-21 18    8"	"Amelanchier.alnifolia"	2014	27
"zohner16 2014-02-10 18    8"	"Amelanchier.alnifolia"	2014	70
"zohner16 2014-03-21 18    8"	"Amelanchier.alnifolia"	2014	105
"zohner16 2013-12-21 18    8"	"Amelanchier.florida"	2014	26
"zohner16 2014-02-10 18    8"	"Amelanchier.florida"	2014	68
"zohner16 2014-03-21 18    8"	"Amelanchier.florida"	2014	104
"zohner16 2013-12-21 18    8"	"Amelanchier.laevis"	NA	NA
"zohner16 2014-02-10 18    8"	"Amelanchier.laevis"	2014	76
"zohner16 2014-03-21 18    8"	"Amelanchier.laevis"	NA	NA
"zohner16 2013-12-21 18    8"	"Aronia.melanocarpa"	2014	17
"zohner16 2014-02-10 18    8"	"Aronia.melanocarpa"	2014	62
"zohner16 2014-03-21 18    8"	"Aronia.melanocarpa"	NA	NA
"zohner16 2013-12-21 18    8"	"Berberis.dielsiana"	2014	2
"zohner16 2014-02-10 18    8"	"Berberis.dielsiana"	2014	60
"zohner16 2013-12-21 18    8"	"Ulmus.laevis"	2014	55
"zohner16 2014-02-10 18    8"	"Ulmus.laevis"	2014	89
"zohner16 2014-03-21 18    8"	"Ulmus.laevis"	2014	104
"zohner16 2013-12-21 18    8"	"Viburnum.betulifolium"	2014	38
"zohner16 2014-02-10 18    8"	"Viburnum.betulifolium"	2014	71
"zohner16 2014-03-21 18    8"	"Viburnum.betulifolium"	NA	NA
"zohner16 2013-12-21 18    8"	"Viburnum.buddleifolium"	NA	NA
"zohner16 2014-02-10 18    8"	"Viburnum.buddleifolium"	2014	67
"zohner16 2014-03-21 18    8"	"Viburnum.buddleifolium"	NA	NA
"zohner16 2013-12-21 18    8"	"Viburnum.carlesii"	2014	20
"zohner16 2014-02-10 18    8"	"Viburnum.carlesii"	2014	61
"zohner16 2014-03-21 18    8"	"Viburnum.carlesii"	NA	NA
"zohner16 2013-12-21 18    8"	"Viburnum.opulus"	2014	31
"zohner16 2014-02-10 18    8"	"Viburnum.opulus"	2014	74
"zohner16 2014-03-21 18    8"	"Viburnum.opulus"	2014	113
"zohner16 2013-12-21 18    8"	"Viburnum.plicatum"	NA	NA
"zohner16 2014-02-10 18    8"	"Viburnum.plicatum"	2014	71
"zohner16 2014-03-21 18    8"	"Viburnum.plicatum"	NA	NA
"zohner16 2013-12-21 18    8"	"Weigela.coraeensis"	2014	14
"zohner16 2014-02-10 18    8"	"Weigela.coraeensis"	2014	59
"zohner16 2014-03-21 18    8"	"Weigela.coraeensis"	2014	100
"zohner16 2013-12-21 18    8"	"Weigela.florida"	2014	10
"zohner16 2014-02-10 18    8"	"Weigela.florida"	2014	62
"zohner16 2014-03-21 18    8"	"Weigela.florida"	NA	NA
"zohner16 2013-12-21 18    8"	"Weigela.maximowiczii"	2014	26
"zohner16 2014-02-10 18    8"	"Weigela.maximowiczii"	2014	67
"zohner16 2014-03-21 18    8"	"Weigela.maximowiczii"	2014	103
"zohner16 2014-03-21 18    8"	"Cedrus.libani"	2014	110
"zohner16 2013-12-21 18    8"	"Celtis.caucasica"	2014	42
"zohner16 2014-02-10 18    8"	"Celtis.caucasica"	2014	73
"zohner16 2014-03-21 18    8"	"Celtis.caucasica"	2014	110
"zohner16 2013-12-21 18    8"	"Celtis.laevigata"	2014	67
"zohner16 2014-02-10 18    8"	"Celtis.laevigata"	2014	86
"zohner16 2014-03-21 18    8"	"Celtis.laevigata"	2014	113
"zohner16 2013-12-21 18    8"	"Celtis.occidentalis"	2014	47
"zohner16 2014-02-10 18    8"	"Celtis.occidentalis"	2014	95
"zohner16 2014-03-21 18    8"	"Celtis.occidentalis"	NA	NA
"zohner16 2013-12-21 18    8"	"Cephalanthus.occidentalis"	2014	31
"zohner16 2014-02-10 18    8"	"Cephalanthus.occidentalis"	2014	87
"zohner16 2014-03-21 18    8"	"Cephalanthus.occidentalis"	2014	121
"zohner16 2013-12-21 18    8"	"Cercidiphyllum.japonicum"	2014	32
"zohner16 2014-02-10 18    8"	"Cercidiphyllum.japonicum"	2014	72
"zohner16 2014-03-21 18    8"	"Cercidiphyllum.japonicum"	NA	NA
"zohner16 2013-12-21 18    8"	"Cercidiphyllum.magnificum"	2014	38
"zohner16 2014-02-10 18    8"	"Cercidiphyllum.magnificum"	2014	71
"zohner16 2014-03-21 18    8"	"Cercidiphyllum.magnificum"	2014	101
"zohner16 2013-12-21 18    8"	"Cercis.canadensis"	2014	40
"zohner16 2014-02-10 18    8"	"Cercis.canadensis"	2014	89
"zohner16 2014-03-21 18    8"	"Cercis.canadensis"	2014	123
"zohner16 2013-12-21 18    8"	"Cercis.chinensis"	2014	27
"zohner16 2014-02-10 18    8"	"Cercis.chinensis"	2014	101
"zohner16 2014-03-21 18    8"	"Cercis.chinensis"	2014	125
"zohner16 2013-12-21 18    8"	"Cladrastis.lutea"	2014	68
"zohner16 2014-02-10 18    8"	"Cladrastis.lutea"	2014	101
"zohner16 2014-03-21 18    8"	"Cladrastis.lutea"	2014	116
"zohner16 2013-12-21 18    8"	"Cornus.alba"	2014	33
"zohner16 2014-02-10 18    8"	"Cornus.alba"	2014	85
"zohner16 2014-03-21 18    8"	"Cornus.alba"	NA	NA
"zohner16 2013-12-21 18    8"	"Cornus.kousa"	2014	24
"zohner16 2014-02-10 18    8"	"Cornus.kousa"	2014	71
"zohner16 2014-03-21 18    8"	"Cornus.kousa"	2014	113
"zohner16 2013-12-21 18    8"	"Corylopsis.sinensis"	2014	25
"zohner16 2014-02-10 18    8"	"Corylopsis.sinensis"	2014	69
"zohner16 2014-03-21 18    8"	"Corylopsis.sinensis"	NA	NA
"zohner16 2013-12-21 18    8"	"Corylopsis.spicata"	2014	36
"zohner16 2014-02-10 18    8"	"Corylopsis.spicata"	2014	72
"zohner16 2014-03-21 18    8"	"Corylopsis.spicata"	NA	NA
"zohner16 2013-12-21 18    8"	"Corylus.avellana"	2014	8
"zohner16 2014-02-10 18    8"	"Corylus.avellana"	2014	52
"zohner16 2014-03-21 18    8"	"Corylus.avellana"	2014	92
"zohner16 2013-12-21 18    8"	"Corylus.heterophylla"	2014	41
"zohner16 2014-02-10 18    8"	"Corylus.heterophylla"	2014	71
"zohner16 2014-03-21 18    8"	"Corylus.heterophylla"	2014	102
"zohner16 2013-12-21 18    8"	"Corylus.sieboldiana"	2014	30
"zohner16 2014-02-10 18    8"	"Corylus.sieboldiana"	2014	63
"zohner16 2014-03-21 18    8"	"Corylus.sieboldiana"	2014	100
"zohner16 2013-12-21 18    8"	"Decaisnea.fargesii"	2014	27
"zohner16 2014-02-10 18    8"	"Decaisnea.fargesii"	2014	63
"zohner16 2014-03-21 18    8"	"Decaisnea.fargesii"	NA	NA
"zohner16 2013-12-21 18    8"	"Deutzia.gracilis"	2014	2
"zohner16 2014-02-10 18    8"	"Deutzia.gracilis"	2014	53
"zohner16 2014-03-21 18    8"	"Deutzia.gracilis"	NA	NA
"zohner16 2013-12-21 18    8"	"Deutzia.scabra"	2014	12
"zohner16 2014-02-10 18    8"	"Deutzia.scabra"	2014	67
"zohner16 2014-03-21 18    8"	"Deutzia.scabra"	2014	104
"zohner16 2013-12-21 18    8"	"Elaeagnus.ebbingei"	2013	363
"zohner16 2014-02-10 18    8"	"Elaeagnus.ebbingei"	2014	51
"zohner16 2014-03-21 18    8"	"Elaeagnus.ebbingei"	NA	NA
"zohner16 2013-12-21 18    8"	"Eleutherococcus.senticosus"	2014	8
"zohner16 2014-02-10 18    8"	"Eleutherococcus.senticosus"	2014	58
"zohner16 2014-03-21 18    8"	"Eleutherococcus.senticosus"	2014	99
"zohner16 2013-12-21 18    8"	"Eleutherococcus.setchuenensis"	2014	16
"zohner16 2014-02-10 18    8"	"Eleutherococcus.setchuenensis"	2014	68
"zohner16 2014-03-21 18    8"	"Eleutherococcus.setchuenensis"	NA	NA
"zohner16 2013-12-21 18    8"	"Eleutherococcus.sieboldianus"	2014	10
"zohner16 2014-02-10 18    8"	"Eleutherococcus.sieboldianus"	2014	57
"zohner16 2014-03-21 18    8"	"Eleutherococcus.sieboldianus"	2014	100
"zohner16 2013-12-21 18    8"	"Fagus.orientalis"	2014	78
"zohner16 2014-02-10 18    8"	"Fagus.orientalis"	2014	103
"zohner16 2014-03-21 18    8"	"Fagus.orientalis"	2014	123
"zohner16 2013-12-21 18    8"	"Fagus.sylvatica"	2014	90
"zohner16 2014-02-10 18    8"	"Fagus.sylvatica"	2014	113
"zohner16 2014-03-21 18    8"	"Fagus.sylvatica"	2014	132
"zohner16 2013-12-21 18    8"	"Forsythia.ovata"	2014	5
"zohner16 2014-02-10 18    8"	"Forsythia.ovata"	2014	62
"zohner16 2014-03-21 18    8"	"Forsythia.ovata"	NA	NA
"zohner16 2013-12-21 18    8"	"Forsythia.suspensa"	2014	10
"zohner16 2014-02-10 18    8"	"Forsythia.suspensa"	2014	57
"zohner16 2014-03-21 18    8"	"Forsythia.suspensa"	2014	98
"zohner16 2013-12-21 18    8"	"Fraxinus.latifolia"	2014	80
"zohner16 2014-02-10 18    8"	"Fraxinus.latifolia"	2014	91
"zohner16 2014-03-21 18    8"	"Fraxinus.latifolia"	2014	123
"zohner16 2013-12-21 18    8"	"Fraxinus.ornus"	2014	84
"zohner16 2014-02-10 18    8"	"Hibiscus.syriacus"	2014	70
"zohner16 2014-03-21 18    8"	"Hibiscus.syriacus"	2014	120
"zohner16 2013-12-21 18    8"	"Hydrangea.arborescens"	2014	35
"zohner16 2014-02-10 18    8"	"Hydrangea.arborescens"	2014	63
"zohner16 2014-03-21 18    8"	"Hydrangea.arborescens"	2014	103
"zohner16 2013-12-21 18    8"	"Hydrangea.involucrata"	2014	33
"zohner16 2014-02-10 18    8"	"Hydrangea.involucrata"	2014	65
"zohner16 2014-03-21 18    8"	"Hydrangea.involucrata"	2014	100
"zohner16 2013-12-21 18    8"	"Hydrangea.serrata"	2014	22
"zohner16 2014-02-10 18    8"	"Hydrangea.serrata"	2014	61
"zohner16 2014-03-21 18    8"	"Hydrangea.serrata"	NA	NA
"zohner16 2013-12-21 18    8"	"Larix.gmelinii"	2014	8
"zohner16 2014-02-10 18    8"	"Larix.gmelinii"	2014	54
"zohner16 2014-02-10 18    8"	"Oemleria.cerasiformis"	2014	60
"zohner16 2014-03-21 18    8"	"Oemleria.cerasiformis"	NA	NA
"zohner16 2013-12-21 18    8"	"Orixa.japonica"	2014	29
"zohner16 2014-02-10 18    8"	"Orixa.japonica"	2014	76
"zohner16 2014-03-21 18    8"	"Orixa.japonica"	2014	112
"zohner16 2013-12-21 18    8"	"Ostrya.carpinifolia"	2014	15
"zohner16 2014-02-10 18    8"	"Ostrya.carpinifolia"	2014	62
"zohner16 2014-03-21 18    8"	"Ostrya.carpinifolia"	2014	108
"zohner16 2013-12-21 18    8"	"Ostrya.virginiana"	2014	39
"zohner16 2014-02-10 18    8"	"Ostrya.virginiana"	2014	71
"zohner16 2014-03-21 18    8"	"Ostrya.virginiana"	2014	99
"zohner16 2013-12-21 18    8"	"Paeonia.rockii"	2014	14
"zohner16 2014-02-10 18    8"	"Paeonia.rockii"	2014	65
"zohner16 2014-03-21 18    8"	"Paeonia.rockii"	NA	NA
"zohner16 2013-12-21 18    8"	"Parrotia.persica"	2014	16
"zohner16 2014-02-10 18    8"	"Parrotia.persica"	2014	61
"zohner16 2014-03-21 18    8"	"Parrotia.persica"	NA	NA
"zohner16 2013-12-21 18    8"	"Parrotiopsis.jaquemontiana"	2014	22
"zohner16 2014-02-10 18    8"	"Parrotiopsis.jaquemontiana"	2014	64
"zohner16 2014-03-21 18    8"	"Parrotiopsis.jaquemontiana"	2014	110
"zohner16 2013-12-21 18    8"	"Photinia.villosa"	2014	13
"zohner16 2014-02-10 18    8"	"Photinia.villosa"	2014	65
"zohner16 2014-03-21 18    8"	"Photinia.villosa"	2014	109
"zohner16 2013-12-21 18    8"	"Picea.abies"	2014	62
"zohner16 2014-02-10 18    8"	"Picea.abies"	2014	97
"zohner16 2014-03-21 18    8"	"Picea.abies"	2014	136
"zohner16 2013-12-21 18    8"	"Populus.koreana"	2014	11
"zohner16 2014-02-10 18    8"	"Populus.koreana"	2014	60
"zohner16 2014-03-21 18    8"	"Populus.koreana"	NA	NA
"zohner16 2013-12-21 18    8"	"Prinsepia.sinensis"	2013	360
"zohner16 2014-02-10 18    8"	"Prinsepia.sinensis"	NA	NA
"zohner16 2014-03-21 18    8"	"Prinsepia.sinensis"	NA	NA
"zohner16 2013-12-21 18    8"	"Prinsepia.uniflora"	2013	364
"zohner16 2014-02-10 18    8"	"Prinsepia.uniflora"	2014	51
"zohner16 2014-03-21 18    8"	"Prinsepia.uniflora"	NA	NA
"zohner16 2013-12-21 18    8"	"Prunus.cerasifera"	2014	4
"zohner16 2014-02-10 18    8"	"Prunus.cerasifera"	2014	60
"zohner16 2014-03-21 18    8"	"Prunus.cerasifera"	NA	NA
"zohner16 2013-12-21 18    8"	"Prunus.padus"	2014	12
"zohner16 2014-02-10 18    8"	"Prunus.padus"	2014	63
"zohner16 2014-03-21 18    8"	"Prunus.padus"	NA	NA
"zohner16 2013-12-21 18    8"	"Prunus.serrulata"	2014	21
"zohner16 2014-02-10 18    8"	"Prunus.serrulata"	2014	68
"zohner16 2014-03-21 18    8"	"Prunus.serrulata"	NA	NA
"zohner16 2013-12-21 18    8"	"Prunus.tenella"	2014	12
"zohner16 2014-02-10 18    8"	"Prunus.tenella"	2014	68
"zohner16 2014-03-21 18    8"	"Rhododendron.canadense"	2014	116
"zohner16 2013-12-21 18    8"	"Rhododendron.dauricum"	2014	12
"zohner16 2014-02-10 18    8"	"Rhododendron.dauricum"	2014	68
"zohner16 2014-03-21 18    8"	"Rhododendron.dauricum"	NA	NA
"zohner16 2013-12-21 18    8"	"Rhododendron.mucronulatum"	2013	364
"zohner16 2014-02-10 18    8"	"Rhododendron.mucronulatum"	2014	52
"zohner16 2014-03-21 18    8"	"Rhododendron.mucronulatum"	NA	NA
"zohner16 2013-12-21 18    8"	"Ribes.alpinum"	2014	14
"zohner16 2014-02-10 18    8"	"Ribes.alpinum"	2014	52
"zohner16 2014-03-21 18    8"	"Ribes.alpinum"	NA	NA
"zohner16 2013-12-21 18    8"	"Ribes.divaricatum"	2014	44
"zohner16 2014-02-10 18    8"	"Ribes.divaricatum"	2014	56
"zohner16 2014-03-21 18    8"	"Ribes.divaricatum"	NA	NA
"zohner16 2013-12-21 18    8"	"Ribes.glaciale"	2014	2
"zohner16 2014-02-10 18    8"	"Ribes.glaciale"	2014	51
"zohner16 2014-03-21 18    8"	"Ribes.glaciale"	2014	89
"zohner16 2013-12-21 18    8"	"Rosa.hugonis"	2014	6
"zohner16 2014-02-10 18    8"	"Rosa.hugonis"	2014	53
"zohner16 2014-03-21 18    8"	"Rosa.hugonis"	NA	NA
"zohner16 2013-12-21 18    8"	"Rosa.majalis"	2014	2
"zohner16 2014-02-10 18    8"	"Rosa.majalis"	2014	54
"zohner16 2014-03-21 18    8"	"Rosa.majalis"	2014	97
"zohner16 2013-12-21 18    8"	"Salix.gracilistyla"	2014	7
"zohner16 2013-12-21 18    8"	"Tilia.platyphyllos"	2014	24
"zohner16 2014-02-10 18    8"	"Tilia.platyphyllos"	2014	68
"zohner16 2014-03-21 18    8"	"Tilia.platyphyllos"	2014	110
"zohner16 2013-12-21 18    8"	"Toona.sinensis"	2014	29
"zohner16 2014-02-10 18    8"	"Toona.sinensis"	2014	81
"zohner16 2014-03-21 18    8"	"Toona.sinensis"	2014	117
"zohner16 2013-12-21 18    8"	"Ulmus.americana"	2014	32
"zohner16 2014-02-10 18    8"	"Ulmus.americana"	2014	70
"zohner16 2014-03-21 18    8"	"Ulmus.americana"	2014	101
"zohner16 2014-03-21 18    16"	"Carya.laciniosa"	2014	124
"zohner16 2014-03-21 18    16"	"Prunus.tenella"	NA	NA
"zohner16 2013-12-21 18    16"	"Ptelea.trifoliata"	2014	31
"zohner16 2014-02-10 18    16"	"Ptelea.trifoliata"	2014	75
"zohner16 2014-03-21 18    16"	"Ptelea.trifoliata"	2014	119
"zohner16 2013-12-21 18    16"	"Pyrus.elaeagnifolia"	2014	28
"zohner16 2013-12-21 18    8"	"Sorbus.decora"	2014	30
"zohner16 2014-02-10 18    8"	"Sorbus.decora"	2014	67
"zohner16 2014-03-21 18    8"	"Sorbus.decora"	2014	107
"zohner16 2013-12-21 18    8"	"Spiraea.canescens"	2014	11
"zohner16 2014-02-10 18    8"	"Spiraea.canescens"	2014	56
"zohner16 2014-03-21 18    8"	"Spiraea.canescens"	NA	NA
"zohner16 2013-12-21 18    8"	"Spiraea.chamaedryfolia"	2014	10
"zohner16 2014-02-10 18    8"	"Spiraea.chamaedryfolia"	2014	53
"zohner16 2014-03-21 18    8"	"Spiraea.chamaedryfolia"	2014	99
"zohner16 2014-02-10 18    16"	"Rosa.majalis"	2014	54
"zohner16 2014-03-21 18    16"	"Rosa.majalis"	2014	97
"zohner16 2013-12-21 18    16"	"Salix.gracilistyla"	2014	9
"zohner16 2014-02-10 18    16"	"Salix.gracilistyla"	2014	59
"zohner16 2014-03-21 18    16"	"Salix.gracilistyla"	NA	NA
"zohner16 2013-12-21 18    16"	"Salix.repens"	2014	41
"zohner16 2014-02-10 18    16"	"Salix.repens"	2014	76
"zohner16 2014-03-21 18    16"	"Salix.repens"	2014	104
"zohner16 2013-12-21 18    16"	"Sambucus.nigra"	2014	10
"zohner16 2014-02-10 18    16"	"Sambucus.nigra"	2014	56
"zohner16 2014-03-21 18    16"	"Sambucus.nigra"	NA	NA
"zohner16 2013-12-21 18    16"	"Sambucus.pubens"	2014	18
"zohner16 2014-02-10 18    16"	"Sambucus.pubens"	2014	54
"zohner16 2014-03-21 18    16"	"Sambucus.pubens"	NA	NA
"zohner16 2013-12-21 18    16"	"Sambucus.tigranii"	2014	18
"zohner16 2014-02-10 18    16"	"Sambucus.tigranii"	2014	55
"zohner16 2014-03-21 18    16"	"Sambucus.tigranii"	NA	NA
"zohner16 2013-12-21 18    16"	"Sinowilsonia.henryi"	2014	17
"zohner16 2014-02-10 18    16"	"Sinowilsonia.henryi"	2014	66
"zohner16 2014-03-21 18    16"	"Sinowilsonia.henryi"	2014	111
"zohner16 2013-12-21 18    16"	"Sorbus.aria"	2014	58
"zohner16 2014-02-10 18    16"	"Sorbus.aria"	2014	81
"zohner16 2014-03-21 18    16"	"Sorbus.aria"	2014	112
"zohner16 2013-12-21 18    16"	"Sorbus.commixta"	2014	16
"zohner16 2014-02-10 18    16"	"Sorbus.commixta"	2014	60
"zohner16 2014-03-21 18    16"	"Sorbus.commixta"	2014	99
"zohner16 2013-12-21 18    16"	"Sorbus.decora"	2014	30
"zohner16 2014-02-10 18    16"	"Sorbus.decora"	2014	65
"zohner16 2013-12-21 18    16"	"Acer.barbinerve"	2014	9
