"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1951/1952",1952,2111,1757.5,108.73091818051,3.59507034217913
"1952/1953",1953,2149,2029,118.1258931896,2.56304239554173
"1953/1954",1954,2466,2247.5,129.218407677999,2.70851409040339
"1954/1955",1955,2082,1864,118.947700033563,2.56040088616681
"1955/1956",1956,2200,1961,114.828913113312,1.42483564890361
"1956/1957",1957,2519,2408,132.214813131742,3.78424519843439
"1957/1958",1958,2569,2318,125.859972608958,2.23724051603151
"1958/1959",1959,2485,2238.5,130.662978071258,4.31976405438914
"1959/1960",1960,2545,2460,129.547881682189,3.59159616385302
"1960/1961",1961,2253,2229,124.306835492172,4.96747630406259
"1961/1962",1962,2324,1740,109.242006261126,3.14912728810208
"1962/1963",1963,1716,1856,105.976106131777,0.310023577976093
"1963/1964",1964,2494,2190.5,116.561574322362,2.36464783446994
"1964/1965",1965,2482,2117,121.018172206402,2.53966975455471
"1965/1966",1966,2361,2243,127.498095277681,3.89320746014984
"1966/1967",1967,2578,2360.5,125.5387608682,3.94193387415506
"1967/1968",1968,2029,1736.5,113.501647004496,3.56884968548821
"1968/1969",1969,2051,1845,107.943892307694,2.31933957080023
"1969/1970",1970,2276,2022,119.564210786685,1.772759394338
"1970/1971",1971,2637,2249.5,127.995758933609,2.9559904999662
"1971/1972",1972,2598,2342.5,128.149880587656,3.755234657848
"1972/1973",1973,2505,1909.5,122.238146179366,2.19941032819784
"1973/1974",1974,3468,2948.5,145.573315145759,4.14867915255281
"1974/1975",1975,3178,2588,135.562234313053,4.07877349373797
"1975/1976",1976,2602,2243,118.061041694959,2.68288726397646
"1976/1977",1977,2543,2376,129.078869033922,3.79391500953901
"1977/1978",1978,2507,2339,126.415514089397,3.66785369160199
"1978/1979",1979,2461,2173,123.42702914589,2.35382070210499
"1979/1980",1980,2608,2342,130.369477468319,3.82870883460948
"1980/1981",1981,1890,1828.5,118.011914633877,2.93544804759517
"1981/1982",1982,2541,2497,133.33525288144,2.4310848513214
"1982/1983",1983,2149,2172.5,124.74664702338,4.39738197718255
"1983/1984",1984,2422,2044,128.068824398336,2.4669717758448
"1984/1985",1985,2051,1857,114.066111545793,2.26882070400489
"1985/1986",1986,2462,2182.5,121.762164224052,2.06327825576893
"1986/1987",1987,2103,2050,116.946489654878,2.65860843114151
"1987/1988",1988,2808,2617,138.198563940281,4.26464779200164
"1988/1989",1989,2441,2502,133.424305995121,4.77816027055828
"1989/1990",1990,2595,2515.5,129.698592044556,5.05893856616919
"1990/1991",1991,2311,2223,126.027133520626,3.69091972882227
"1991/1992",1992,2944,2657.5,138.273245766138,3.49218302053517
"1992/1993",1993,2314,2181,124.112285737619,4.00992915565412
"1993/1994",1994,2633,2890.5,143.324566118203,4.12577820966846
"1994/1995",1995,2234,2165.5,118.757790610512,4.97443385107689
"1995/1996",1996,1867,1680,110.567853353008,2.63821590347259
"1996/1997",1997,2566,2355,128.647926501554,3.63483482441549
"1997/1998",1998,2241,2589.5,130.654910070565,4.73089612067132
"1998/1999",1999,2696,2490.5,134.037804313878,3.96540085476261
"1999/2000",2000,2694,2853.5,141.840479399089,4.62352102341681
"2000/2001",2001,2266,2199.5,128.930193648041,5.18969328022773
"2001/2002",2002,2524,2960,140.498289970474,4.77646215738869
"2002/2003",2003,2414,2232.5,127.821739802205,4.29356122478614
"2003/2004",2004,2284,2077.5,126.130979737766,4.11276986112407
"2004/2005",2005,2052,1939,115.781157573801,3.7968867075858
"2005/2006",2006,2052,1960,120.026526433516,3.08912728944319
"2006/2007",2007,2864,2720.5,130.008415256768,7.01306588098161
"2007/2008",2008,2722,2678.5,139.173650240032,4.26875577313047
"2008/2009",2009,2372,2253,123.19761551845,3.71367916227582
"2009/2010",2010,1997,1826,107.789026442755,3.50514143108794
"2010/2011",2011,2521,2425,128.704844489978,4.02544802323177
"2011/2012",2012,2738,2688,133.409962940714,4.37295764873565
"2012/2013",2013,2341,2135,119.29472222213,3.39367916942838
