"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1951/1952",1952,1727,1529,108.666287544727,2.44025816141842
"1952/1953",1953,1797,1753,110.706360841679,1.77202826227887
"1953/1954",1954,2159,1991,117.358366546845,1.30919808394469
"1954/1955",1955,2056,1756,112.376017968177,1.48327826873294
"1955/1956",1956,2008,1652,109.287730662379,0.622629094064376
"1956/1957",1957,2444,2260.5,127.666376234637,2.50047164222331
"1957/1958",1958,2373,1914,122.003715921478,1.40962261000191
"1958/1959",1959,2368,2012,127.697749295,3.09047162903578
"1959/1960",1960,2417,2256,126.316205900636,2.49852107091426
"1960/1961",1961,2039,1962.5,117.392486402179,3.83221689547535
"1961/1962",1962,1673,1346.5,102.170099916581,1.87400939207489
"1962/1963",1963,1705,1818,108.770190065207,-0.257547164054693
"1963/1964",1964,2230,1932.5,110.921912973836,1.49190137510411
"1964/1965",1965,2090,1806.5,116.839783976723,1.25733487755675
"1965/1966",1966,1891,1766.5,117.778236094159,2.75971691944759
"1966/1967",1967,2267,1910.5,122.171697980923,2.74367918395701
"1967/1968",1968,1819,1604,109.507591001947,2.84565721338991
"1968/1969",1969,1836,1669.5,104.619311242,1.79124995996244
"1969/1970",1970,2006,1643.5,115.953192220827,1.05806601408623
"1970/1971",1971,2192,1939,125.281237049853,1.97624995582737
"1971/1972",1972,2469,2177.5,127.16897004271,3.34004687370094
"1972/1973",1973,2003,1486.5,111.307985132843,1.18370280373086
"1973/1974",1974,3006,2303,137.744994509449,3.15011785411768
"1974/1975",1975,2640,2116.5,131.167211955467,2.5547169240297
"1975/1976",1976,2243,1944,116.377238091068,2.14354455302701
"1976/1977",1977,2210,2052.5,124.409170984778,3.05075464879145
"1977/1978",1978,2335,2000.5,126.62025458287,2.79823106953013
"1978/1979",1979,2362,1995.5,122.7050271988,1.83974052491633
"1979/1980",1980,2212,1774,121.126914115071,2.50542247921071
"1980/1981",1981,1654,1650.5,111.043217260278,1.68714618870444
"1981/1982",1982,2279,2087,125.933954718391,1.4717452501228
"1982/1983",1983,2063,1956.5,121.922666652205,3.30563671856609
"1983/1984",1984,1971,1816,121.257118416743,1.41805161149656
"1984/1985",1985,2089,1722.5,113.816200519336,1.75672165884742
"1985/1986",1986,2009,1683.5,113.41745408233,1.60108486987334
"1986/1987",1987,2204,1984,115.236874970284,1.73735845173305
"1987/1988",1988,2326,1884,124.452636491452,3.29485908128374
"1988/1989",1989,2419,2323,132.909211773517,4.28537726270492
"1989/1990",1990,2350,2114.5,124.917624350326,3.6131838815032
"1990/1991",1991,2164,1890,119.746792863286,2.85922163420462
"1991/1992",1992,2554,2209,131.973236619532,2.55624407431889
"1992/1993",1993,2115,1934,118.52791883608,2.71516503365095
"1993/1994",1994,2683,2594.5,136.827401420713,3.28931596421391
"1994/1995",1995,2004,1808,114.148950370149,3.46851407341606
"1995/1996",1996,1655,1545,106.081874867529,1.52363846359661
"1996/1997",1997,2509,2085,125.95007760008,2.40761787071385
"1997/1998",1998,2135,2127.5,123.508025085215,3.69584897399511
"1998/1999",1999,2240,2044.5,125.946064562596,2.62320748853655
"1999/2000",2000,2452,2269.5,125.489256434788,3.20535204103085
"2000/2001",2001,2137,1822,118.719572487675,3.77264142510885
"2001/2002",2002,2632,2641,137.217286534338,3.22051879594032
"2002/2003",2003,2185,1788,120.755011560911,2.58424522525648
"2003/2004",2004,1894,1702.5,114.441721796251,2.26521121697422
"2004/2005",2005,1755,1667,104.21332574449,2.3120046653038
"2005/2006",2006,1845,1820,113.697746082096,1.37120279953991
"2006/2007",2007,2673,2405.5,123.786159129678,5.92372628268874
"2007/2008",2008,2567,2440,137.186259629883,2.96222998073736
"2008/2009",2009,2253,1896,119.605576002552,3.27363200230032
"2009/2010",2010,1900,1841.5,108.817894266097,2.70837258097259
"2010/2011",2011,2184,1904,123.002799733822,2.99143861238142
"2011/2012",2012,2437,2167.5,125.340662664708,3.0301407773415
"2012/2013",2013,2120,1828.5,117.317066557373,2.34240560802051
