"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1951/1952",1952,2714,2323.5,127.083419721919,5.21591537637295
"1952/1953",1953,2389,2313.5,125.89795098384,4.0266036835833
"1953/1954",1954,2616,2700.5,136.649887985527,4.39313669425857
"1954/1955",1955,2285,2198.5,129.057837083676,4.13601405849628
"1955/1956",1956,2442,2375,127.805312303746,3.01075110641339
"1956/1957",1957,2521,2782,142.916721005039,5.53426874422398
"1957/1958",1958,2663,2753,141.680397439932,3.9866272693825
"1958/1959",1959,2828,2773,138.137610113661,5.52547157460929
"1959/1960",1960,2599,2855,140.884249687347,5.21392007125323
"1960/1961",1961,2361,2638,134.929025727001,6.04273571399093
"1961/1962",1962,2577,2292,125.877684738906,4.47047159819038
"1962/1963",1963,1700,2030.5,112.372653864447,2.29082542049417
"1963/1964",1964,2580,2649,132.778954388048,3.90584498312009
"1964/1965",1965,2687,2651,136.363557818806,3.87061312103222
"1965/1966",1966,2629,2689.5,135.545853140264,5.12115554591061
"1966/1967",1967,2753,2899.5,139.750004811396,5.18639139350908
"1967/1968",1968,2479,2201,122.452303839794,4.76286374330695
"1968/1969",1969,2280,2161.5,118.527058367227,3.95811311907645
"1969/1970",1970,2562,2603,131.557121276025,3.35695747213596
"1970/1971",1971,2812,2593.5,133.165925495875,4.36172160062113
"1971/1972",1972,3054,2927,142.829807870401,4.93725341077054
"1972/1973",1973,2950,2596.5,138.981051096493,3.95813670398158
"1973/1974",1974,3242,3558,152.931052484122,5.35768855949161
"1974/1975",1975,3131,3013.5,143.559008630193,5.19061309152792
"1975/1976",1976,2739,2656,133.571793031192,4.07089192778782
"1976/1977",1977,2635,2878,140.425944178046,4.98978762431861
"1977/1978",1978,2706,2746.5,138.59246785931,4.97205177565843
"1978/1979",1979,2550,2403,127.326056727052,3.27474049284158
"1979/1980",1980,2826,2877,140.891767502436,5.13058673978254
"1980/1981",1981,2319,2219.5,128.455893332343,4.36705178918124
"1981/1982",1982,2663,2903,139.958268544102,3.89981123358714
"1982/1983",1983,2465,2612,137.925548951084,5.50200459400174
"1983/1984",1984,3143,2754.5,138.693015086204,4.38654919772763
"1984/1985",1985,2095,2158,120.093720886265,3.93639142144876
"1985/1986",1986,2475,2506,127.047869203309,3.31497634099884
"1986/1987",1987,2111,2306,126.334217580728,4.14622632241896
"1987/1988",1988,3003,3208.5,149.191191874455,5.60490597800697
"1988/1989",1989,2489,2825.5,138.125760172022,5.91025930185767
"1989/1990",1990,2739,2992.5,139.767820293358,6.23398570971616
"1990/1991",1991,2423,2555,132.700934324673,5.02674517066236
"1991/1992",1992,3185,3308,147.946707537698,4.99582148457882
"1992/1993",1993,2458,2519,131.880454098998,5.26759422188273
"1993/1994",1994,2411,3078.5,146.702740573023,5.05570743416594
"1994/1995",1995,2577,2660.5,131.732945422646,6.3242687265661
"1995/1996",1996,2261,2171.5,121.080297059534,4.4357041262064
"1996/1997",1997,2540,2670,137.630761283623,4.59323102940876
"1997/1998",1998,2490,2921.5,141.481712586923,5.86790081223842
"1998/1999",1999,2745,2925.5,141.480693123108,5.11924516859482
"1999/2000",2000,2559,3292.5,146.770105797885,5.94204212070613
"2000/2001",2001,2349,2586,133.052406883602,6.36924514065514
"2001/2002",2002,2134,3025,143.496431776135,6.14903288142633
"2002/2003",2003,2476,2560.5,134.738005678353,5.85033005791418
"2003/2004",2004,2358,2525,134.835552785883,5.50598579242458
"2004/2005",2005,2155,2231.5,123.502804008508,5.19028290285606
"2005/2006",2006,2190,2244.5,125.515800634682,4.77153291221585
"2006/2007",2007,2662,2911.5,137.026975262538,8.03301868837256
"2007/2008",2008,2539,2900,145.211451917853,5.50234729485333
"2008/2009",2009,2191,2538,130.570682819544,4.76167442187017
"2009/2010",2010,1995,1924.5,110.646900600857,4.76884423303066
"2010/2011",2011,2419,2594.5,130.830177103438,5.33566025809719
"2011/2012",2012,2630,2987,139.372847247271,5.68082146926787
"2012/2013",2013,2346,2232.5,125.529670809984,4.23101405637286
