"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1951/1952",1952,2233,1940,121.395301432415,3.98974169485988
"1952/1953",1953,2096,1926,117.912010809786,2.87226408674329
"1953/1954",1954,2527,2314,129.999527707138,3.06773578048736
"1954/1955",1955,2174,1962.5,127.038854578695,3.11884426991104
"1955/1956",1956,2276,2022,117.75705573912,1.78272296484787
"1956/1957",1957,2486,2364.5,132.215054749249,4.01280651408037
"1957/1958",1958,2665,2271,131.774225416503,2.66976409126952
"1958/1959",1959,2454,2188,132.358323488122,4.53632065332231
"1959/1960",1960,2560,2484,134.343555392427,3.92805155539369
"1960/1961",1961,2228,2225.5,128.570418809161,5.26488195779241
"1961/1962",1962,2207,1751,112.632626219988,3.43469331945504
"1962/1963",1963,1697,1781,112.977661853778,0.861320735464962
"1963/1964",1964,2418,2186.5,119.217917666378,2.76215956267407
"1964/1965",1965,2441,2160.5,125.981117600036,2.68341975134165
"1965/1966",1966,2343,2131,124.335137599543,4.19691028355023
"1966/1967",1967,2430,2175.5,126.104539837811,4.21818386798039
"1967/1968",1968,2051,1782,118.564702473077,3.9801877044631
"1968/1969",1969,2133,1874,116.643682484154,2.74066031609996
"1969/1970",1970,2276,2109,121.7124944488,2.2789150434019
"1970/1971",1971,2562,2111,126.788121066509,3.20051879638736
"1971/1972",1972,2599,2383,136.463889629505,4.21575107947954
"1972/1973",1973,2461,1881,124.769703496564,2.49077824621356
"1973/1974",1974,3368,2895.5,143.604502946251,4.35283009138591
"1974/1975",1975,2975,2612.5,137.576852161997,4.26455179147229
"1975/1976",1976,2565,2254.5,125.028609359503,3.25023466913563
"1976/1977",1977,2622,2376.5,130.837454138283,4.16261783148654
"1977/1978",1978,2492,2359.5,131.181653923371,3.97544802434936
"1978/1979",1979,2529,2262.5,128.43082550135,2.917004651781
"1979/1980",1980,2597,2299,131.263217431762,4.14382619845808
"1980/1981",1981,1943,1835,121.465848188871,3.33209898212556
"1981/1982",1982,2615,2504.5,136.453601963071,2.82941031411624
"1982/1983",1983,2237,2224,127.746684924556,4.53195744587267
"1983/1984",1984,2399,2095,127.247423479101,2.73877928150652
"1984/1985",1985,2025,1928,117.032180102097,2.62818390351966
"1985/1986",1986,2389,2156.5,122.693745317857,2.33266504220049
"1986/1987",1987,2107,2084.5,119.619835715598,2.84089616291612
"1987/1988",1988,2795,2622,138.520002661739,4.46281680165672
"1988/1989",1989,2472,2589,136.068913953326,5.02066026513799
"1989/1990",1990,2497,2406,127.423477042667,5.13455177202627
"1990/1991",1991,2264,2216,123.61245832216,3.86316029101013
"1991/1992",1992,2928,2692.5,138.245383395706,3.72619709981159
"1992/1993",1993,2331,2269.5,127.57648297876,4.25978764063538
"1993/1994",1994,2681,2907,141.734356242623,4.36615556278617
"1994/1995",1995,2295,2217,121.873501983667,5.2736083726917
"1995/1996",1996,1905,1748,114.636739997256,3.02999993227422
"1996/1997",1997,2621,2442,133.543726391205,3.7892923681329
"1997/1998",1998,2263,2477.5,132.543082851033,5.01952818969159
"1998/1999",1999,2665,2432.5,131.730223645868,4.07058953165674
"1999/2000",2000,2639,2910,142.127772022673,4.69917829872105
"2000/2001",2001,2331,2335,128.606902305329,5.45891497232336
"2001/2002",2002,2543,2953.5,142.890335413857,4.74686310144651
"2002/2003",2003,2384,2046,127.527387387489,4.12905651148198
"2003/2004",2004,2185,1964.5,123.502205245893,3.67227691322338
"2004/2005",2005,2007,1888.5,116.764208751944,3.45832539439852
"2005/2006",2006,1920,1931,121.860889300516,2.98172163146653
"2006/2007",2007,2848,2591,126.226571681953,6.95766493882369
"2007/2008",2008,2592,2584.5,140.767836137178,4.30833323703458
"2008/2009",2009,2314,2175.5,125.184957013001,3.72514142617056
"2009/2010",2010,1972,1835.5,110.338580151408,3.62443388125174
"2010/2011",2011,2490,2367,127.648186732494,4.09634424806221
"2011/2012",2012,2658,2496,129.763885413708,4.15788723100764
"2012/2013",2013,2215,1991,121.650215494024,3.29724049233867
