"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1952/1953",1953,2176,1956.5,113.747502098458,4.05797165211396
"1953/1954",1954,2580,2330.5,128.350600128651,3.75700467770902
"1954/1955",1955,2212,1991.5,123.905984295116,3.77148580946081
"1955/1956",1956,2345,2066,116.5470210096,2.64342721566523
"1956/1957",1957,2585,2490,133.76707556176,5.09464615724436
"1957/1958",1958,2741,2432,131.74263085305,3.86153297725942
"1958/1959",1959,2669,2226.5,133.504769505322,5.729646143051
"1959/1960",1960,2617,2498.5,130.303670508239,4.69739430590572
"1960/1961",1961,2294,2186.5,120.597277211705,6.21839613212659
"1961/1962",1962,2351,1824,110.335604761129,4.48771220854624
"1962/1963",1963,1633,1819.5,106.046714036946,1.84370283368219
"1963/1964",1964,2455,2215,115.132633388167,3.50382625746668
"1964/1965",1965,2574,2100.5,125.407509446182,3.78933958264665
"1965/1966",1966,2429,2240,121.797948379536,5.28452822847186
"1966/1967",1967,2713,2386.5,126.675107830606,5.40252350885333
"1967/1968",1968,2256,1831,112.241052178137,4.98732387689008
"1968/1969",1969,2095,1884,108.881923857598,3.75056599860765
"1969/1970",1970,2235,2067.5,116.770233783104,3.14096695562948
"1970/1971",1971,2644,2312.5,130.50663218643,4.37507070163001
"1971/1972",1972,2640,2381.5,126.778775235776,5.09018772435615
"1972/1973",1973,2702,2112.5,124.941542866667,3.6610612836271
"1973/1974",1974,3449,3087,143.788263611925,5.42669803661488
"1974/1975",1975,3188,2800.5,140.006778895592,5.40459898050505
"1975/1976",1976,2639,2351.5,122.074458378365,4.2007511245183
"1976/1977",1977,2523,2520.5,131.136984292055,5.23471690883052
"1977/1978",1978,2719,2373,129.789525674285,4.94431597192526
"1978/1979",1979,2751,2399.5,129.669708687554,3.77476411127433
"1979/1980",1980,2665,2450,131.582496393702,4.8544130817388
"1980/1981",1981,2019,1807,113.277729186462,4.20077825269556
"1981/1982",1982,2681,2596.5,131.465522161646,3.88264146735365
"1982/1983",1983,2269,2302.5,125.063880101661,5.87785368690812
"1983/1984",1984,2690,2164,127.961273043324,4.04791075234769
"1984/1985",1985,2228,1975.5,117.562873753889,3.6878301509533
"1985/1986",1986,2441,2225,120.409995803308,3.85134429824187
"1986/1987",1987,2251,2174.5,118.804282648458,3.51124996622093
"1987/1988",1988,2874,2602.5,135.229226477549,5.5102111891463
"1988/1989",1989,2450,2545.5,132.81238675824,6.21389141524615
"1989/1990",1990,2618,2594.5,130.501996799606,6.16615556725652
"1990/1991",1991,2436,2350.5,127.818167131519,5.04110842259197
"1991/1992",1992,3106,2906.5,137.450608999646,5.1730046239135
"1992/1993",1993,2264,2252,124.976903640989,5.04872634694999
"1993/1994",1994,2741,3024.5,142.899169333384,5.64087256012959
"1994/1995",1995,2265,2134.5,117.867858930312,6.22698103759508
"1995/1996",1996,1980,1729.5,107.683143043932,3.72039902257895
"1996/1997",1997,2741,2552.5,132.513065928671,4.78155654160095
"1997/1998",1998,2210,2537.5,129.387884793602,5.95099047772622
"1998/1999",1999,2651,2495.5,131.828385930427,5.06412729000198
"1999/2000",2000,2662,2776.5,131.565793670684,5.80115014977946
"2000/2001",2001,2462,2332.5,126.205113861114,6.25700462182966
"2001/2002",2002,2562,2973.5,140.190215059826,5.86688670602117
