"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1951/1952",1952,1533,1278,93.5298315975582,1.42338024987511
"1952/1953",1953,1984,1774,108.036252146341,0.678254701820958
"1953/1954",1954,2103,1710.5,111.041881345397,0.0157783015341199
"1954/1955",1955,1737,1456,102.860340876427,0.275495276861069
"1955/1956",1956,1660,1252.5,96.1626643971337,-0.49469482462346
"1956/1957",1957,2388,2090,120.355101298055,1.37905657294927
"1957/1958",1958,2246,1735,121.667605821501,0.876108470983487
"1958/1959",1959,2241,1922,129.482466379498,2.62283013005442
"1959/1960",1960,2311,1996,124.219688944014,1.64185442339559
"1960/1961",1961,1996,1888,118.988535867496,3.15009426921255
"1961/1962",1962,1558,1228.5,103.420245553934,1.15712261564573
"1962/1963",1963,1625,1680,109.756795401751,-0.521132063823489
"1963/1964",1964,2198,1777.5,112.889899511902,0.809953033539331
"1964/1965",1965,1928,1543.5,115.60642942193,0.813726396906137
"1965/1966",1966,1768,1582.5,110.647757913954,2.0616273124096
"1966/1967",1967,1993,1795.5,120.198143978366,2.18191032858899
"1967/1968",1968,1699,1611.5,111.254654089169,2.45685440517892
"1968/1969",1969,1688,1395,99.352148591285,0.923749979352579
"1969/1970",1970,1786,1412,115.99592464849,0.529080176853381
"1970/1971",1971,2196,1828,122.670737441696,1.43429242077125
"1971/1972",1972,2236,1897,119.111875875725,2.34969478316098
"1972/1973",1973,1797,1289.5,113.613918319869,0.759433945289479
"1973/1974",1974,2629,1874,133.508031643192,2.29266504309456
"1974/1975",1975,2292,1830,127.632985485046,1.71120279194032
"1975/1976",1976,1983,1712.5,119.033397900883,1.16429574862385
"1976/1977",1977,2117,1736,123.41613434097,2.53830183005698
"1977/1978",1978,2095,1632,120.046050359173,1.73931599885911
"1978/1979",1979,2271,1759.5,123.089678156499,1.08700469268468
"1979/1980",1980,1968,1452.5,111.41319096611,1.46328635226953
"1980/1981",1981,1607,1530.5,108.670696346315,0.626721684104886
"1981/1982",1982,2135,1922.5,124.538889593648,0.706957531368079
"1982/1983",1983,2115,1854,119.000989565608,2.64252352584066
"1983/1984",1984,1977,1689,115.08486882029,0.858826271883549
"1984/1985",1985,2000,1535,109.05399101119,1.15452827608107
"1985/1986",1986,1758,1483.5,115.081674471647,0.702216965436303
"1986/1987",1987,2098,1825.5,112.069726042255,0.604339609133466
"1987/1988",1988,2128,1662,120.415915509735,2.41931919475029
"1988/1989",1989,2414,2181.5,128.280328230636,3.23431596544325
"1989/1990",1990,2296,1930,123.578744551377,2.71556597703822
"1990/1991",1991,1959,1636.5,115.062793951721,1.81389146889033
"1991/1992",1992,2386,1972.5,127.378883501535,1.63239432971033
"1992/1993",1993,1937,1749.5,113.630051584747,1.65641505731586
"1993/1994",1994,2650,2370,133.694700648167,2.66549522344041
"1994/1995",1995,1905,1542,115.937150536632,2.47712258614143
"1995/1996",1996,1659,1548.5,110.466560570069,0.911338007799022
"1996/1997",1997,2271,1619,125.329505107565,1.88747637290595
"1997/1998",1998,2106,1993.5,123.969654898864,2.59653296083089
"1998/1999",1999,2061,1843,121.324844832919,1.78363203560441
"1999/2000",2000,2182,1956.5,120.032642489578,2.09950699532588
"2000/2001",2001,2040,1651.5,106.180653333352,3.11764143974924
"2001/2002",2002,2420,2163.5,125.918394372111,1.80035373334386
"2002/2003",2003,2086,1702,121.297505644796,1.49186317420143
"2003/2004",2004,1826,1585.5,111.972126648964,1.49058682114288
"2004/2005",2005,1731,1604.5,98.3449541958992,1.82429241205407
"2005/2006",2006,1991,1875.5,113.13811443019,0.71915092732195
"2006/2007",2007,2780,2339,123.542217577542,4.95061309689234
"2007/2008",2008,2504,2247,131.677293571996,2.28995300045875
"2008/2009",2009,2184,1854,115.204773086928,2.56853767843776
"2009/2010",2010,1989,1876,104.191501429638,1.8187027895375
"2010/2011",2011,2159,1875.5,121.853580900986,1.99356127619515
"2011/2012",2012,2430,2067,121.553088179131,2.19253516226062
"2012/2013",2013,2056,1696.5,108.842500614091,1.67417449088117
