"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1951/1952",1952,1525,1422,102.273069079112,1.45762907540067
"1952/1953",1953,1695,1623.5,108.785051762108,0.94709903543446
"1953/1954",1954,2104,1767,112.30042798695,0.380141500937137
"1954/1955",1955,1858,1558,113.052626430527,1.03983488241826
"1955/1956",1956,1746,1357.5,104.634770113063,-0.0455399050853902
"1956/1957",1957,2314,2100,121.634330322095,1.63379713329311
"1957/1958",1958,2073,1629.5,115.62904277585,0.643136778077603
"1958/1959",1959,2216,1893.5,123.544143253885,2.53615560368986
"1959/1960",1960,2176,1876,115.10130146952,1.26438964310019
"1960/1961",1961,1887,1857,114.155784806557,2.55518862213237
"1961/1962",1962,1566,1336.5,94.389216184531,1.01535375088998
"1962/1963",1963,1763,1719.5,102.050882767906,-0.710849040715059
"1963/1964",1964,2189,1810,111.795860203537,0.911103266020231
"1964/1965",1965,1703,1360.5,100.481076639955,0.670778286893729
"1965/1966",1966,1678,1547,107.370522537509,1.72214618792213
"1966/1967",1967,1897,1664.5,118.823201125281,1.67417449088117
"1967/1968",1968,1665,1532,103.689223020552,1.96927225645282
"1968/1969",1969,1578,1340,95.208591398535,0.72766507807504
"1969/1970",1970,1733,1385,110.516469312226,0.316344332551795
"1970/1971",1971,1973,1675.5,117.933209075918,1.19825469019805
"1971/1972",1972,2179,1826,109.8931358772,1.8746478454223
"1972/1973",1973,1741,1335,108.344747043005,0.415330179395892
"1973/1974",1974,2550,1783.5,125.876838974044,1.86165090178509
"1974/1975",1975,2352,1783,125.302809310638,1.56205185187787
"1975/1976",1976,1769,1518,109.770905217161,0.944272279363353
"1976/1977",1977,1896,1664,118.893078467155,1.94240561696121
"1977/1978",1978,1793,1467,109.617133986315,1.24533016084395
"1978/1979",1979,2027,1648.5,115.969764202891,0.339976407495275
"1979/1980",1980,1780,1393.5,109.516067020159,1.21910795397147
"1980/1981",1981,1559,1511,102.46769720533,0.269622635482898
"1981/1982",1982,1996,1802.5,120.286148504591,0.501249988796189
"1982/1983",1983,1875,1571,116.781065212498,2.24528296868194
"1983/1984",1984,1826,1512.5,109.880887533776,0.301784030813287
"1984/1985",1985,1774,1321.5,107.799914971955,0.854882056363595
"1985/1986",1986,1674,1408.5,104.634827039353,0.312429238299681
"1986/1987",1987,1943,1632.5,112.670972473314,0.311273577948154
"1987/1988",1988,1858,1512.5,122.384021941784,2.13556333254813
"1988/1989",1989,2269,2144,131.353576739029,2.96693389594801
"1989/1990",1990,2139,1845.5,122.365935125746,2.66933956297712
"1990/1991",1991,1904,1582.5,109.993745447263,1.32450468737614
"1991/1992",1992,2294,1943,123.47358050535,1.70384972717421
"1992/1993",1993,1844,1661,114.814035805259,1.7606131681944
"1993/1994",1994,2563,2269.5,130.586417182299,2.24087259142203
"1994/1995",1995,1824,1530.5,113.259901883285,2.35964617367289
"1995/1996",1996,1617,1548.5,101.359780992691,1.00800467230502
"1996/1997",1997,2192,1682.5,122.925777486235,1.96514146550963
"1997/1998",1998,1930,1776,117.646086615727,2.67327824213437
"1998/1999",1999,1844,1709.5,116.787525449553,1.53346694685642
"1999/2000",2000,2191,2124,129.379295904317,1.8534506627975
"2000/2001",2001,2071,1811,119.043881268904,3.34462256675129
"2001/2002",2002,2429,2354.5,133.125891596186,2.62188673384909
"2002/2003",2003,2062,1733.5,119.69124205247,2.26745277950716
"2003/2004",2004,1816,1581.5,118.30595964235,1.7970422133541
"2004/2005",2005,1640,1628,108.382500299137,2.11594334893139
"2005/2006",2006,1839,1783.5,121.279559048184,1.05301884438772
"2006/2007",2007,2479,2138.5,126.516760834262,5.04492913252006
"2007/2008",2008,2416,2151.5,131.615197434091,2.67312200597877
"2008/2009",2009,2154,1979,120.491264012619,2.6597405065879
"2009/2010",2010,1918,1884,110.426663929128,2.05337259561298
"2010/2011",2011,2079,1852.5,120.015146874946,2.5016037176697
"2011/2012",2012,2104,2058,122.859366062536,2.43922529759174
"2012/2013",2013,2130,1816,119.134863693994,2.08964617970786
