"","b_chill","b_chill_low","b_chill_up","b_force","b_force_low","b_force_up","b_photo","b_photo_low","b_photo_up"
"Fraxinus americana",-7.22829816777452,-11.6340981142133,-2.76352653335078,-3.86866443385563,-11.4793266733449,4.01640395382271,-0.976337952076184,-5.26650583515744,3.39467029561248
"Fraxinus latifolia",-7.65678176523712,-16.4320303785369,1.06840339536881,-4.62935546083633,-13.1926046140418,3.80780855924918,-1.44894427956282,-5.60971878322615,2.74185650189769
"Fraxinus chinensis",-5.94403524017869,-14.9218656508764,2.9929351375757,-4.4009269494047,-12.3479439514481,3.59940217734879,-0.94819208993358,-5.03792978765451,3.16004740833018
"Juglans cinerea",-11.1078922794395,-20.9053594495771,-1.24524498015957,-2.91446597093904,-12.3339760684229,7.18885413986872,-1.45156409507577,-5.74785007231191,2.69682751728969
"Juglans ailantifolia",-11.6103721455773,-21.1797682699423,-2.29317109004133,-2.8520484617837,-12.1374427357355,7.073819693298,-1.5108459918502,-5.89551832173993,2.7739720815294
"Parrotiopsis jaquemontiana",-5.8342183834838,-15.6342180915036,3.88860813655876,-7.40424936884548,-18.4445541372815,3.63145729965363,-1.11363432576252,-5.5452403035785,3.31835941742396
"Pyrus ussuriensis",-6.04912728535158,-16.7061253570673,4.33946546357657,-5.98110585134865,-14.5783857543592,2.52117973206505,-0.734589094819557,-4.73987127372591,3.3136946002631
"Pyrus elaeagnifolia",-6.91804868609334,-15.8892849757572,1.86060079389695,-5.85448448230344,-14.4828074699983,3.1336325435266,-0.802876997677355,-4.82815021687973,3.3068270309672
"Quercus faginea",-20.9889807837455,-32.4654305955287,-10.8451577680364,-12.8586477189162,-18.5803517142264,-7.1548402061163,-3.69200202233583,-8.0340870088142,0.371654313358984
"Quercus bicolor",-15.081475571753,-23.837021018992,-6.01337951937377,-9.69051224243224,-16.5847203706279,-1.4604114636443,-2.3105359720177,-6.47712756357927,1.88718194993812
"Quercus alba",-14.3325946097512,-24.505702575314,-3.875581557759,-12.8417220536822,-19.6788429728063,-5.58500710792287,-2.68792730332371,-6.7438581287025,1.39279424987198
"Quercus coccifera",-21.1377446343932,-32.2660294894946,-10.7906473948002,-12.9080093093143,-20.091289333657,-5.50199638101626,-2.49909852733206,-6.73419784511313,1.85218300666463
"Quercus rubra",-18.2523888136249,-24.2093481825973,-12.2851786237606,-11.541503412389,-15.1138154754558,-7.89282827102938,-2.55992477735377,-6.09863074131897,1.06631089885265
"Quercus ellipsoidalis",-17.4716804133406,-27.0429442542706,-7.95521345007861,-13.1527167372834,-20.6209049393993,-5.68866609022157,-2.629085239323,-6.88876616006106,1.63251427792085
"Quercus velutina",-14.6917259894585,-25.2431744900672,-3.80566600503566,-13.1282505077508,-20.1846240477321,-6.08111450252458,-2.46793354878752,-6.65301765852598,1.79742701809668
"Quercus shumardii",-17.0407757038241,-25.9090146047744,-8.40858648610571,-12.1175585549429,-19.6222887550198,-4.1777336062931,-2.39722532319842,-6.36371574234546,1.79015059818981
"Quercus ilex",-23.288150861448,-34.8138616626632,-13.1398455812454,-17.7286172645124,-24.2677427161041,-11.8952578220522,-2.57307069849774,-6.68934115091574,1.77566614045899
"Quercus petraea",-16.4729275997949,-22.5785959870066,-10.3151180595442,-12.4486584846102,-15.8795864672075,-9.04437021978047,-2.63691694231626,-6.61539554397111,1.38316480323188
"Quercus pubescens",-14.7396994321186,-25.3427077119362,-3.61897849877491,-16.4199425385293,-24.6500441107389,-9.55548934083488,-2.32650316120877,-6.60669706726599,2.27813406603856
"Quercus robur",-13.1811309372057,-19.3995079428705,-6.82957839780495,-11.6609396933503,-15.2223386072618,-8.01938602369351,0.280741296011974,-3.48865455583198,4.34629680330666
"Rhamnus cathartica",-4.58383839260039,-12.2669485739063,3.21811823191202,-11.9026863115527,-22.375536691016,-2.50668088225431,-1.92679057157285,-6.11956858952738,2.18394402399865
"Rhamnus alpina",-11.5275243225931,-21.6706029955283,-2.00078127226287,-8.89854453559376,-19.5522335737977,1.60742388493629,-1.14482528024167,-5.42052939096163,3.12920517433732
"Rhamnus frangula",-6.97996736743386,-18.7641800781173,4.88285788607788,-10.6651980639774,-19.8304076827352,-1.62408962843395,-1.28723618144881,-5.82095006547943,3.18940019642952
"Salix gracilistyla",-7.37538530771357,-18.5366492402218,3.61775583794881,-6.14896486768684,-15.4157725078179,3.20619429784203,-1.0254915905854,-5.34173752619913,3.25779924102434
"Salix smithiana",-4.99772017952713,-11.2013546516065,1.19880570563162,-4.70824153712128,-10.1027456781186,0.955404451176404,-1.98154924492419,-6.28283640654771,2.07664906970409
"Salix repens",-9.73208123108734,-19.1732361313378,-0.527201848637308,-6.01734557189917,-14.8625900983935,3.35318145502172,-1.15934184131636,-5.35964871202886,3.14794777607876
"Sambucus tigranii",-8.11894811980066,-20.1402197199711,3.49213372008861,-5.32599282822075,-15.5258973992318,5.06670413365543,-0.834529913426708,-5.23180418158296,3.55627209591618
"Sambucus pubens",-8.29816036515283,-20.1706487157283,3.35220987162,-5.32656019675411,-15.7521695715144,5.10738429031445,-0.787437277892899,-5.25879755557322,3.69527659585199
"Sorbus aucuparia",-5.67404774228316,-15.2759880126345,4.25591448805159,-5.60051639437938,-10.2128927603654,-0.97845567636575,-0.804723494311174,-4.24097447909294,2.58366202446765
"Sorbus torminalis",-8.15448157389451,-17.4373016146557,0.372699968443995,-6.21369036034846,-14.7103676259895,2.46719368388576,-0.827846175208519,-4.45600808888005,2.95009620809873
"Sorbus aria",-8.86303988539375,-17.9959839821855,0.0768501342644441,-5.67382574317752,-14.077764710666,2.8605179465488,-0.863336744325088,-4.74165400830556,3.09464830070589
"Sorbus decora",-6.40022437210659,-15.176456702567,2.21616680589949,-5.77923315259361,-14.1898449450876,2.78401316979284,-0.847497642167968,-4.88498128775654,3.16554359324768
"Sorbus commixta",-5.84271542767913,-14.683591638279,3.20633202946676,-5.87947737026386,-14.3668794626326,2.63116395170311,-0.770827069594028,-4.82019014849339,3.38683209030886
"Spirea alba",-2.58254423037591,-14.7029571180809,10.3803331543636,-5.51256099425078,-13.8425562457241,2.79689877224836,-0.990666588715314,-5.28481511803875,3.46132628251077
"Stachyurus praecox",-6.21988315180681,-18.3975702965102,6.27481592394064,-6.02365884867012,-16.9531986686411,5.20802793158398,-1.08498503515274,-5.45879410270926,3.36900137652287
"Stachyurus sinensis",-6.14337702555192,-16.9039042586778,4.62473689673865,-5.64844879994224,-17.0129352277453,5.99199620504164,-0.974958267467936,-5.47306333135933,3.61978076305216
