"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"a_z",30.0143986101469,0.0331843014824311,3.75130535630032,22.7278234523675,27.4872613413548,30.003161111932,32.5411669110739,37.2569529481697,12779.076608345,0.999831914407956
"b_zf",-5.98130516983138,0.0300329687679753,1.82264483471856,-9.53525461193952,-7.15722861514928,-5.9979809276465,-4.82726020078601,-2.2773546856367,3683.04961531222,1.00016389910096
"b_zc",-6.20264497853946,0.0249030426667016,2.08598830253939,-10.278057796005,-7.56629820771356,-6.22045480184916,-4.88941641127339,-1.89648990738428,7016.47386906983,1.00038371866781
"b_zp",-1.30404092362715,0.0164764801411332,0.88699772653739,-3.05371699214974,-1.87106644356855,-1.311329091948,-0.743050541725484,0.453501237908072,2898.11847135155,1.00078926822128
"lam_interceptsa",0.641713397420854,0.00188138413022342,0.124142186183295,0.379911138759921,0.558950501856497,0.651204301279167,0.733978419980964,0.853824362279865,4353.95389251275,1.00004033385147
"lam_interceptsbf",0.144095929208235,0.00216980032221325,0.121349647156825,0.00438854137966006,0.0504790566810515,0.113626156068835,0.206704358482908,0.454040656481339,3127.7893536958,1.00061615432168
"lam_interceptsbc",0.527935327958256,0.00358589769734801,0.163693973171767,0.191066964293154,0.415851243626262,0.537014791801425,0.64671411306765,0.816852881695348,2083.86504258813,1.00106885226345
"lam_interceptsbp",0.57645576628318,0.0204823561300598,0.284779300248726,0.0392561549986571,0.345727186299202,0.613038545821542,0.825834912519626,0.983409096649354,193.311197463074,1.01962948305769
"sigma_interceptsa",14.0062502463169,0.0159121634043058,1.34622726798366,11.6621725734195,13.0531535123225,13.912835965755,14.8436016059178,16.9001485339505,7157.7793434705,0.999866630286135
"sigma_interceptsbf",8.16580765809584,0.0260334520430127,1.00516853550894,6.42150379800541,7.4585055178218,8.09086586891734,8.78312255597825,10.3688771955279,1490.7823835497,1.00345221069795
"sigma_interceptsbc",6.86626155019421,0.0181884931123451,0.855388738146516,5.34760939418712,6.26801856347993,6.81927926178229,7.41138969294483,8.66754646018732,2211.73767779613,1.00056510380883
"sigma_interceptsbp",2.43883220050799,0.0127984656494349,0.413870318051819,1.70535556668524,2.15967831020572,2.4108106745905,2.69605375317696,3.32909376510512,1045.71357835504,1.00682012156348
"sigma_y",12.5252015172925,0.00175775207567155,0.187906724778923,12.1675041514428,12.3999600241234,12.5219898698596,12.6477908514942,12.9036666122031,11427.9782931334,1.00001255262029
