"","Estimate","Est.Error","l-95% CI","u-95% CI","Rhat","Bulk_ESS","Tail_ESS"
"Intercept",27.1401762990633,13.9432300054331,-1.18471560668066,55.0861279311344,1.00133544520344,493,627
"species_mean",-10.0094239522908,3.09425480342571,-16.3286068549969,-3.96902472027283,1.00404299214298,566,589
"within_species",-6.33401507309487,6.8098612434643,-19.6760338956808,6.6904889725364,1.00124103108038,540,616
"sd(Intercept)",24.8774187335059,4.73269236720645,16.9784997705292,35.0430050299782,1.00310086215901,315,553
"sd(within_species)",11.6050290014953,1.79278763770339,8.41330932071729,15.4720173934957,1.00269397030637,425,541
"cor(Intercept,within_species)",-0.627344544135339,0.205556587274938,-0.899044820005445,-0.121305401687991,1.03174643558976,120,328
"sd(Intercept)",11.5207277919452,1.73765071466253,8.29992831455026,15.0627162413587,1.00285387388622,425,617
"sigma",15.1155171399163,0.187766542637882,14.7429884193644,15.4750022820429,1.00106465810989,1547,563
