"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"a_z",25.7483201494285,0.0247284758686306,4.50247485433429,16.8848547994022,22.738179387473,25.7333034899585,28.7262876053566,34.7252873088476,33151.8594779867,0.999921749642189
"b_zf",-5.918737307258,0.029660841698275,3.80342106544883,-12.9683147078758,-8.52354769721675,-6.04918597778562,-3.47015852693707,1.90223816297146,16443.0309027758,0.99991240807771
"b_zc",-8.11207432665034,0.0248127166728699,3.62807483174475,-15.3122658463536,-10.5048366206189,-8.08830086604672,-5.71639494353075,-0.940612228601403,21379.8098935477,0.999854151074305
"b_zp",-0.877205162071923,0.0260529971222954,3.32642053937511,-8.00717467589178,-2.9306749839267,-0.673086306247598,1.36691944656593,5.1915556140542,16301.9262548972,0.99991156419232
"lam_interceptsa",0.465022971060356,0.00204651782887057,0.258332116422859,0.0235341650334658,0.246389272572985,0.476232166504679,0.681398743150751,0.903401767817765,15934.0339804526,0.999896048920858
"lam_interceptsbf",0.356317661964739,0.00195892939939175,0.234553465423791,0.0162225212748997,0.158614628178871,0.329037375132705,0.529896405790043,0.835116614845608,14336.5990459203,1.00008449092796
"lam_interceptsbc",0.319830236538607,0.00199485241112646,0.229458983281739,0.0118881021148059,0.126699357475715,0.277298462871447,0.480349264281002,0.821029240164156,13230.875713936,1.00003942868004
"lam_interceptsbp",0.374577428079683,0.00231079470270019,0.244545988303843,0.0171672739981149,0.169568798200096,0.342350658169107,0.555909607271867,0.880455618422576,11199.4929045057,0.999962482574609
"sigma_interceptsa",23.4670953291054,0.0458662019763531,6.20001414043077,13.8739231646235,18.9103146946657,22.5860707781741,27.1528369686492,37.8127650200309,18272.5770413219,0.999907380895589
"sigma_interceptsbf",8.88558692604839,0.0272094993136317,2.45285954474693,4.9600314849368,7.10974119924898,8.59882455876847,10.3309732562678,14.5084495404834,8126.51348157471,0.999943285481149
"sigma_interceptsbc",10.4707813869363,0.0287611703065801,2.65778502496144,5.7774002077728,8.60338935987882,10.3009857164555,12.1465421653038,16.1665381803835,8539.38497014333,0.999864700064227
"sigma_interceptsbp",7.18276107360602,0.0305710378700936,2.29296885499011,3.29360130904143,5.55483667699316,6.9631848794434,8.56961627326482,12.2489583637917,5625.69192483785,1.00019219993525
"sigma_y",15.8120203100139,0.00239693748106697,0.40564338211513,15.0368698056023,15.5388818062237,15.8063892234132,16.0800469090421,16.6253951728621,28640.1558560769,0.999924450906047
