"","PMM","HMM"
"1",0.974877313657635,0.960500087678063
"2",0.561926526716438,0.468114882585891
"3",-0.0087926664069679,0.153697311291341
"4",0.800893463900857,0.804336818259076
"5",0.86125816986959,0.869350754041256
"6",0.726528854324636,0.727758651970039
"7",0.997928454869842,0.993662372386144
"8",0.837664980794361,0.835107357770808
"9",0.959834771427899,0.929960387170137
"10",0.941011092409524,0.960977884931823
"11",0.909519246358997,0.891808518411529
"12",0.400025546943094,0.244320868565457
"13",NA,NA
"14",0.986740341571,0.975874287053997
"15",0.938201121129124,0.899193668166029
"16",0.718181622621896,0.529891434324405
"17",0.664489063475493,0.461228698923039
"18",0.789414364291481,0.693055292056009
"19",0.633546364185624,0.621604513042877
"20",0.552642303626998,0.395452705698511
"21",0.45459541366564,0.158639841019737
"22",0.865464803659792,0.812835850805908
"23",0.720051082907865,0.517698181283291
"24",0.824831970691236,0.734324239311874
"25",NA,NA
