"","b_chill","b_chill_low","b_chill_up","b_force","b_force_low","b_force_up","b_photo","b_photo_low","b_photo_up"
"Fraxinus americana",-7.61001929736415,-12.0423710621186,-3.02936968860607,-5.47545357992168,-14.6333894707452,4.13171888489549,-1.11050251849512,-5.72569320784148,3.57019605826784
"Fraxinus latifolia",-10.5377612397573,-20.8552592106164,-0.451089783704494,-7.26466534915337,-17.7350971262731,3.41532228526353,-1.68340688367128,-6.05686484934751,2.60792330025852
"Fraxinus chinensis",-7.27251023986744,-17.5537059986887,3.05467356405312,-6.58680870834465,-15.8747647482041,3.19447198288389,-0.977327587881897,-5.28993968722965,3.42723433938089
"Juglans cinerea",-8.76345542962695,-19.5852174259069,2.18254250054614,-6.48977410534126,-15.8161160376875,2.86362199485676,-1.04597773674034,-5.2899141764801,3.25372488754194
"Juglans ailantifolia",-9.49467222384678,-20.3456333996753,1.27553843565535,-6.42495079584197,-15.558051466624,2.82064334608517,-1.1705319997145,-5.48508203349875,3.22420042024376
"Parrotiopsis jaquemontiana",-5.60810448153971,-15.9006434528997,4.64359572304987,-7.37405410025617,-17.6046678641325,2.85703678795041,-1.06318234229077,-5.35876345358541,3.27782863618274
"Pyrus ussuriensis",-8.4871707883613,-21.1183264357086,4.00559947189165,-7.49860572867678,-17.788162806713,3.04849065927882,-1.01169126641487,-5.40295975297415,3.50212560018038
"Pyrus elaeagnifolia",-9.47954122816209,-19.5660268757713,0.584352888898428,-7.2788565932931,-18.0193600578553,3.52620032502403,-1.0726951765517,-5.26460709914773,3.22209978235683
"Quercus faginea",-18.4706501249384,-33.5626859812128,-5.40729193712837,-11.029461271239,-17.8607828907025,-4.44850851666165,-3.10857647947613,-7.93857380277573,1.24073496101234
"Quercus bicolor",-8.93535208191195,-19.2434665668753,1.45897925181691,-6.41716022157039,-15.7413182638672,3.46330012201163,-1.21281725518818,-5.62561772075393,3.2278999065086
"Quercus alba",-9.45323034716444,-22.533767480668,3.34177208833192,-11.1321482474527,-20.4534958306116,-2.22777741683519,-1.96788486400975,-6.64472184460005,2.55497222019445
"Quercus coccifera",-18.0054982113161,-32.3068109873539,-4.98491312884894,-8.89688290895636,-18.9159814394755,0.856917084971715,-1.25353005823548,-5.72779932767374,3.27031804256204
"Quercus rubra",-16.8825971958816,-23.0092649020853,-10.6187278474473,-10.7820767327712,-14.6032259688305,-6.94386511835206,-2.16659762217566,-6.09780919979677,1.71918771030777
"Quercus ellipsoidalis",-13.6925396080061,-25.0051921246113,-2.52409106269743,-7.55007650247452,-17.7913654332257,2.4585642241938,-1.22018728591304,-5.7849765155098,3.27406162761799
"Quercus velutina",-9.87292893750926,-23.30223688177,3.02301045088989,-11.5288021807705,-21.1714709771089,-2.22454368277571,-1.60005876897444,-6.14235678517678,2.87264004085185
"Quercus shumardii",-12.3644336259816,-22.5860350988813,-2.45640954838342,-7.18489368761075,-17.3875570386647,3.44915026246195,-1.31281011648024,-5.42318356579838,3.02464468735789
"Quercus ilex",-22.7822816486218,-36.9841267491461,-10.0730169087798,-18.7209457109207,-25.6658133513974,-12.0424893922341,-1.40493431823286,-5.94006106221411,3.15232777859982
"Quercus petraea",-14.1852678943447,-21.0452917207263,-7.52379936809241,-12.6982119653576,-16.4309520850924,-9.13892786425416,-1.64007299640572,-5.90893157920061,2.49690334434627
"Quercus pubescens",-5.83004247223895,-19.0726039430156,7.79532143844686,-15.9015605878533,-26.6728289452782,-6.4404617467085,-0.978769810633835,-5.61559968766647,3.61194803934259
"Quercus robur",-10.1104893989981,-16.6634322649292,-3.50924259634317,-11.3780100372695,-15.344306600703,-7.52998101231738,1.9881304427484,-1.50936755380701,5.79081504542646
"Rhamnus cathartica",-4.04159754297271,-11.6259192818328,3.79145064499113,-11.3900432190326,-21.5729490030922,-1.8406214510478,-1.89300394872268,-6.25003541623054,2.36574090698109
"Rhamnus alpina",-13.2805766226795,-23.5586689888341,-3.28900428384084,-6.84091642504652,-17.377617401418,3.86481557610247,-0.915636860236802,-5.178955138544,3.56500533173547
"Rhamnus frangula",-7.4542548109681,-20.310863024278,5.5521982565257,-9.9667899674148,-19.2269184576948,-0.828973078679906,-1.1485753308299,-5.51413204110963,3.3720767830281
"Salix gracilistyla",-7.76562076591409,-20.0251289957712,5.07485927361017,-7.51574208519699,-17.7351597460951,2.8848412067794,-0.975623610938161,-5.36295118066314,3.49723221060069
"Salix smithiana",-4.74496183367533,-11.0044040775388,1.55453857182373,-4.6144195105575,-10.324331899951,0.927852844196819,-2.26575467461076,-6.68357487781969,2.05361165245156
"Salix repens",-11.6772367527805,-21.8779576842519,-1.57201683128266,-7.11339348708291,-17.6208388352878,3.43363943667811,-1.11487410300201,-5.41662972824048,3.2214020115837
"Sambucus tigranii",-10.432413761816,-22.8427913882704,1.54833104149559,-7.39687528363743,-17.9518864527544,3.27433569762535,-1.04875297258468,-5.56048450212937,3.37874183191416
"Sambucus pubens",-10.6845099729054,-23.0300719527265,1.35911969849959,-7.42048622882762,-17.883169845602,3.17239847583014,-1.0330841570383,-5.39009101556403,3.42818186825342
"Sorbus aucuparia",-8.39291390701416,-20.0328999658976,3.4368791302522,-6.34738083072697,-11.4072109900457,-1.49623818437468,-1.10735899629978,-4.80999796732594,2.57553682493118
"Sorbus torminalis",-10.8941868040332,-21.4076700787971,-0.74706537154179,-8.01196962913993,-18.3336763855722,2.39284264947097,-1.08853552138906,-5.05780934740395,2.8878548215034
"Sorbus aria",-13.0651918069078,-23.6891764815982,-2.73618063799373,-6.98187987112754,-17.3016502820174,3.43785955125506,-1.08139887334874,-5.34611332957551,3.23939235739394
"Sorbus decora",-8.57476943818627,-18.8142716320518,1.94176604855684,-7.33696188680275,-17.4815134091475,2.93236755694161,-1.09258981788542,-5.38645253742059,3.30277323390012
"Sorbus commixta",-7.50882750698536,-17.655172810484,2.70284686019612,-7.37965310895445,-17.7506143292131,3.09583247036083,-1.00828924902057,-5.4127913109835,3.50043825307663
"Spirea alba",-5.95387798481245,-18.4711878073733,6.9442990362124,-6.50900174569836,-14.7373635852486,1.51174402878828,-1.04604642890149,-5.49079236444249,3.46490112755755
"Stachyurus praecox",-7.89909071486443,-20.2888375035913,4.76681809299706,-7.54955999311345,-17.7321059935599,2.85569632847347,-1.05339118338514,-5.5439070209056,3.42709766756092
"Stachyurus sinensis",-7.56121406728518,-18.1687121705083,3.53413425787751,-7.03433745560947,-17.4116591091297,3.34545234320835,-0.99180680161462,-5.42501843302383,3.44119376606961
