"","Estimate","Est.Error","l-95% CI","u-95% CI","Rhat","Bulk_ESS","Tail_ESS"
"Intercept",31.3782023750637,14.5423863733125,2.50270674926179,61.3744682116797,1.00369609980254,957,646
"withinsp.photomeans",-3.28365604639395,9.49602074562726,-22.5085598815784,13.9811780710454,1.00061304807969,948,721
"sd(Intercept)",25.0628849567076,5.35697809959584,15.7642885741693,37.4709131651205,1.00730363350971,360,420
"sd(withinsp.photomeans)",18.7099594799467,4.21886710905186,11.3374613842083,27.4914879048695,1.01392963907315,214,479
"cor(Intercept,withinsp.photomeans)",0.367699663870006,0.275917892746393,-0.279888165776739,0.773985201913915,1.0098091766631,270,378
"sd(Intercept)",12.4319176257348,1.95931942886436,8.78501402494942,16.5875169098061,0.999381569188634,492,606
"sigma",16.1657839323203,0.200052800205165,15.7725034287382,16.566818737771,0.998857471615191,1054,532
