"","longitude","latitude","pmm","pmm2C","lmm","lmm2C"
"72",11.625,55.125,25.5313190431541,20.0783884379621,30.8654506721218,24.9522880906199
"73",11.875,55.125,25.8770591808439,20.2711791571391,31.2259563074381,25.169266253367
"74",12.125,55.125,25.9000314344982,20.2702333947296,31.2476676760129,25.1685329966018
"85",14.875,55.125,28.3512843490992,21.6955293044914,33.8919568925243,26.8500659156326
"87",38.625,55.125,50.6990129450724,47.1267937082605,56.1081229571783,51.9598167050458
"88",38.875,55.125,50.9609293921248,47.5410301523504,56.3889837892684,52.3836143616698
"89",39.125,55.125,51.1288848538803,47.7838867696739,56.5549162079396,52.6198338965376
"90",39.375,55.125,51.2244158987591,47.8309523609499,56.6327092372519,52.6521470271344
"91",39.625,55.125,51.424247888664,48.1472273237966,56.8486004608439,52.9773081372503
"92",39.875,55.125,51.4837840560059,48.322577042605,56.9117838737898,53.1491707886849
"93",40.125,55.125,51.5340216188469,48.4042856792141,56.957319008643,53.2242383253013
"94",40.375,55.125,51.681109661913,48.6004685973584,57.1299801252771,53.442969988686
"95",40.625,55.125,51.7474232271049,48.6403464605851,57.2053432215774,53.4935258675052
"96",40.875,55.125,51.6815669808091,48.502736166098,57.1272235187815,53.3480722886892
"97",41.125,55.125,51.8729495772058,48.6563534739732,57.3375351168991,53.5229450046909
"98",41.375,55.125,52.185280553625,49.0681330434995,57.7023261941076,53.9810584714712
"99",41.625,55.125,52.2239233552489,49.0878932008625,57.7334391209719,53.9944519572776
"100",41.875,55.125,52.1100099855253,48.8537603293448,57.5818949970495,53.7300940586197
"101",42.125,55.125,52.1985849144892,49.0191246783028,57.7008992655487,53.9211573874211
"102",42.375,55.125,52.3326673338782,49.1645366842483,57.8595999064853,54.0904896929924
"103",42.625,55.125,52.4160392678072,49.201960850476,57.9575140969125,54.1452865768454
"104",42.875,55.125,52.3957588026579,49.2018218725382,57.9390346658442,54.1457078829055
"105",43.125,55.125,52.5136588871009,49.3398634441928,58.0801590329131,54.3057329871029
"106",43.375,55.125,52.5682201507929,49.4038660300152,58.1421148561544,54.3765485308732
"107",43.625,55.125,52.699769020201,49.5083497759828,58.2770335496255,54.4860693588279
"108",43.875,55.125,52.8235756877057,49.6636275172556,58.407694752775,54.6462629637406
"109",44.125,55.125,53.0267361894463,49.9089592578453,58.6370320002761,54.9151736296044
"115",11.125,54.875,25.6113235299332,20.0400616873733,30.8413293737024,24.8171249615709
"119",12.125,54.875,25.9745696569059,20.2597997179636,31.2523151629233,25.0934429987515
"131",36.125,54.875,49.7315064500441,45.9868257289832,55.2392464510683,50.9291026372734
"132",36.375,54.875,49.8376842747641,46.0860799174742,55.3446795948704,51.0280386526877
"133",36.625,54.875,49.969203498866,46.179204431579,55.4640510430742,51.1113805707403
"134",36.875,54.875,49.8201348175338,46.0968544266351,55.2696396184821,50.9795778378862
"135",37.125,54.875,49.790678382443,46.1164928666225,55.2197330688646,50.9757418350194
"136",37.375,54.875,49.8346427721985,46.165492628181,55.2482283644018,51.0089623148386
"137",37.625,54.875,50.1502572303667,46.4955837802824,55.5814370439995,51.3557558992474
"138",37.875,54.875,50.3703192173888,46.7370460974668,55.7999205582551,51.594321446702
"139",38.125,54.875,50.5060893308586,46.8816281115917,55.9139017475422,51.7165717084828
"140",38.375,54.875,50.8832075116492,47.3632302572923,56.3183811830719,52.2190987178664
"141",38.625,54.875,51.0682822895937,47.6232061908048,56.5023004695196,52.4733051205106
"142",38.875,54.875,51.2299741404998,47.9038587005542,56.6617500112494,52.7443871409052
"143",39.125,54.875,51.4850544198028,48.1866335247731,56.9061595357959,53.0147851790034
"144",39.375,54.875,51.4685428384653,48.1726396293371,56.8484197468522,52.9594079822007
"145",39.625,54.875,51.563812750146,48.3428106965858,56.9323511017529,53.1136264532979
"146",39.875,54.875,51.6451448794388,48.4977851384959,57.0220745555081,53.272455727179
"147",40.125,54.875,51.7647267821325,48.6475792720069,57.1705672602443,53.4492995376079
"148",40.375,54.875,51.7990567469244,48.6951270877814,57.2128736269586,53.5040095130627
"149",40.625,54.875,51.8132946511104,48.6923706121327,57.2385206642582,53.5137090534102
"150",40.875,54.875,51.775833880906,48.6077032312761,57.1917339044905,53.4226236909977
"151",41.125,54.875,51.8867997668718,48.7199279601926,57.3170431353797,53.5491142179574
"152",41.375,54.875,52.2459650656175,49.0576929287761,57.7243596599401,53.9363487093188
"153",41.625,54.875,52.2263767090631,49.0141865561579,57.6960173082184,53.885561732257
"154",41.875,54.875,52.1396863048334,48.9274961519283,57.5871522353285,53.7766966593672
"155",42.125,54.875,52.407012536281,49.2690941174685,57.9166875596488,54.1759284518486
"156",42.375,54.875,52.4072646693703,49.2668285646564,57.9216998253047,54.1785781253635
"157",42.625,54.875,52.392967078101,49.2399425438798,57.9027894929455,54.147854832299
"158",42.875,54.875,52.2808218589814,49.1246502173834,57.7711411107654,54.0132532099426
"159",43.125,54.875,52.3936266241816,49.2620024201227,57.91086556532,54.1760129378725
"160",43.375,54.875,52.6739082302166,49.4963362584563,58.2270009708323,54.4490310368105
"161",43.625,54.875,52.7673238245966,49.6482880500449,58.3380479290099,54.6150082622677
"162",43.875,54.875,52.8962792794124,49.7847965625651,58.4822793213303,54.7663274310112
"163",44.125,54.875,53.1445245980487,50.0676600623463,58.7634220201181,55.0799557717386
"164",44.375,54.875,53.1761130873733,50.1319784683896,58.7968436084392,55.1440910578934
"165",9.375,54.625,26.0654416539706,20.9398102159666,31.0645102735102,25.4584846703457
"166",9.625,54.625,26.334958721423,21.1350555493264,31.3159355702549,25.6402134989292
"167",9.875,54.625,25.9890063564278,20.6959488059776,30.9569868018956,25.1938488213508
"174",11.625,54.625,25.811003636443,20.037697500292,31.0176209970084,24.8038185655571
"187",35.375,54.625,49.6435572442779,45.8963588373155,55.1440847693814,50.8315783634455
"188",35.625,54.625,49.5968041300017,45.8338701861553,55.0756274371974,50.7483548303799
"189",35.875,54.625,49.5596973047203,45.7527038575985,55.0197342074917,50.6511162382057
"190",36.125,54.625,49.7577514042567,45.9721582872972,55.2315306683413,50.8829947322543
"191",36.375,54.625,50.018226384945,46.3024990517507,55.5134296293116,51.2304556251389
"192",36.625,54.625,50.1772078850012,46.4256035277113,55.6702408624047,51.353599920222
"193",36.875,54.625,50.1278179295995,46.4152377037819,55.6014210938599,51.3214003298636
"194",37.125,54.625,50.0740106805522,46.3998251647317,55.5089144817584,51.2649232479131
"195",37.375,54.625,50.4508499054552,46.8326829009419,55.9154754839911,51.7240519252844
"196",37.625,54.625,50.8341265834546,47.2386187520543,56.3259772753582,52.155817045921
"197",37.875,54.625,50.8966660577033,47.316893763187,56.3723720660798,52.2169780375242
"198",38.125,54.625,50.9579850326457,47.4203839769787,56.4036860943076,52.2878654841146
"199",38.375,54.625,51.2507353094224,47.7471230134249,56.6970423754129,52.6131167591243
"200",38.625,54.625,51.4596761975017,48.0687303455939,56.9117046095803,52.933504991604
"201",38.875,54.625,51.6073045071818,48.3497960080506,57.0497878925486,53.1968056580483
"202",39.125,54.625,51.8069573115943,48.6262382324572,57.2412351691417,53.4603119949435
"203",39.375,54.625,51.8008107317024,48.6333095035479,57.1905759837647,53.4220564183071
"204",39.625,54.625,51.9780348508817,48.791021556991,57.3403133148151,53.5534836602643
"205",39.875,54.625,51.9496902807071,48.7784125237005,57.30192100399,53.5298575503209
"206",40.125,54.625,51.9234106811278,48.7924158985442,57.3002843143632,53.566022334951
"207",40.375,54.625,51.9361007449404,48.7591581946555,57.324336480849,53.5469571948625
"208",40.625,54.625,51.9099359987661,48.7386582417594,57.3073593333266,53.5352958796574
"209",40.875,54.625,51.8290080220718,48.6130413403144,57.2210051168654,53.4070056526925
"210",41.125,54.625,52.0021501768979,48.8094720897289,57.4095547664859,53.6174092796177
"211",41.375,54.625,52.341732681277,49.1666783954181,57.8040417200299,54.0284343781492
"212",41.625,54.625,52.3084159885464,49.122032116131,57.772178209853,53.9859392033375
"213",41.875,54.625,52.1512757642195,48.9453798260679,57.5894730957847,53.7849240001761
"214",42.125,54.625,52.356760807614,49.1225409030712,57.8289590398594,53.9978307826638
"215",42.375,54.625,52.4193497912968,49.2568839349452,57.9073646128419,54.1435702316665
"216",42.625,54.625,52.4066775501736,49.2246996280858,57.8873692052417,54.1052647349731
"217",42.875,54.625,52.605801910589,49.4540362193185,58.1248848018824,54.3711314373064
"218",43.125,54.625,52.6553671875488,49.5394785203739,58.1818617071091,54.4617752805433
"219",43.375,54.625,52.5531178697759,49.496394821285,58.0634447358832,54.3988792246321
"220",43.625,54.625,52.66728681051,49.6659528518509,58.1933377535117,54.5807492693639
"221",43.875,54.625,52.7551901104198,49.7664445812679,58.2893640300819,54.6885885066394
"222",44.125,54.625,53.0629475961078,50.0918258682661,58.6634250518008,55.0791876733456
"223",44.375,54.625,53.1805925474252,50.1717055310618,58.8032540169619,55.1835777563909
"224",-2.875,54.375,15.1005576260979,10.0907397395604,20.3500714661918,14.8527251015159
"225",-2.625,54.375,16.2450097399736,10.8392857454337,21.534498430064,15.6656344512069
"226",-1.875,54.375,17.6186586979462,11.8529056194996,22.8890824123432,16.682367757315
"227",-1.625,54.375,15.9050918472171,11.4686769247339,20.8759495589092,15.9166835543589
"228",-1.375,54.375,16.0508998814219,11.5666489268112,21.0139086766156,16.0097534213853
"229",-1.125,54.375,17.2423593964724,11.6553620170284,22.4147627687248,16.3757921557116
"230",-0.875,54.375,16.791865858807,11.3741828562352,21.9539634013587,16.0738771098316
"233",9.125,54.375,26.2022167909199,21.0098666765276,31.1095378323551,25.4409035374526
"234",9.375,54.375,26.7863656069693,21.5537325181539,31.6682678682977,25.9618320991383
"235",9.625,54.375,27.1324284821364,21.8739891128311,31.9836511893724,26.2529988507672
"236",9.875,54.375,26.7943875991158,21.5793783116104,31.6096660882394,25.9197684640674
"237",10.125,54.375,26.3946903585505,21.3080830520189,31.2153577091122,25.645952284134
"247",12.625,54.375,28.5644173864624,22.7804110852303,33.5466924135017,27.3228489654508
"249",13.125,54.375,29.6362817739202,23.5715534946769,34.5540587058719,28.0667862340932
"250",13.375,54.375,29.5193224399546,23.3293392871144,34.5057590589501,27.9009476281539
"255",18.625,54.375,34.2184623982819,27.6955152849754,39.3265522993189,32.4092880578679
"260",35.125,54.375,49.8258323803971,46.0754868660579,55.3314398941392,51.015980248027
"261",35.375,54.375,49.8200458697432,46.1011714291721,55.3088945731486,51.0229673287996
"262",35.625,54.375,49.9897368367601,46.2381324794702,55.482892352043,51.1662514098602
"263",35.875,54.375,49.9725316675168,46.1963798726877,55.4443162592635,51.1046400437054
"264",36.125,54.375,49.7199127007106,45.9859321447308,55.1376885980282,50.8375858008329
"265",36.375,54.375,49.9939783414202,46.3065749746171,55.4405871893774,51.1841923467916
"266",36.625,54.375,50.1322363593711,46.483227702565,55.5826263541861,51.3622610417514
"267",36.875,54.375,50.3195900334698,46.7177879873159,55.7809703652635,51.6049036554736
"268",37.125,54.375,50.3883103483782,46.810426318288,55.8393113187225,51.6856892342727
"269",37.375,54.375,50.7440505010433,47.1548368843966,56.2147478406798,52.0504940915953
"270",37.625,54.375,51.0653488355477,47.5283772013561,56.5595015900704,52.4442716279127
"271",37.875,54.375,51.3639591327026,47.8571997293282,56.8776790644422,52.7908002079773
"272",38.125,54.375,51.3030924884673,47.7938153991915,56.763906512164,52.674665063558
"273",38.375,54.375,51.4523090236036,48.0248567261248,56.9020919776309,52.8896347736093
"274",38.625,54.375,51.5938696477756,48.2671247863547,57.0336626695778,53.1157091511984
"275",38.875,54.375,51.8421432271071,48.5336515884716,57.2835260732224,53.3827013478656
"276",39.125,54.375,52.0395829053496,48.7738919270387,57.476147567296,53.6154869083372
"277",39.375,54.375,52.2601867625393,49.0398141304544,57.6954065341955,53.8772725337758
"278",39.625,54.375,52.4277363320287,49.2551997320713,57.863859057911,54.0906143081713
"279",39.875,54.375,52.2866740686627,49.2318392845979,57.6936193088508,54.0308257417055
"280",40.125,54.375,52.1191249370581,48.9912772618514,57.5022202769337,53.7709115376978
"281",40.375,54.375,51.9531572911816,48.8183859797459,57.323007542767,53.5852016751432
"282",40.625,54.375,51.9978738612144,48.8649908142048,57.3829687077035,53.6469347841855
"283",40.875,54.375,51.9752758544957,48.802109833063,57.3456678979827,53.5718325002077
"284",41.125,54.375,52.2493194949393,49.0962949607181,57.6758234901516,53.9208888295051
"285",41.375,54.375,52.4539874933846,49.2940393229344,57.9231329840553,54.1617011950209
"286",41.625,54.375,52.4901174316392,49.3219867820094,57.9720464872394,54.2029362737466
"287",41.875,54.375,52.3564318629933,49.2204017086069,57.8070916452296,54.0681044815352
"288",42.125,54.375,52.3614265893569,49.1700073451386,57.8098980846542,54.0189338938566
"289",42.375,54.375,52.5604553155394,49.2979114446053,58.0277407480182,54.1700333292357
"290",42.625,54.375,52.4937912847597,49.2671244379212,57.9497054369797,54.1256649562073
"291",42.875,54.375,52.7229720753774,49.5145584513244,58.210697731905,54.4037860441553
"292",43.125,54.375,52.7988925859075,49.7490931736456,58.3137633516895,54.6556949688263
"293",43.375,54.375,52.9519063365076,49.9512017993239,58.4970752291533,54.8850773930408
"294",43.625,54.375,53.0490359915626,50.1068676515875,58.6106463901304,55.0535788212974
"295",43.875,54.375,52.8184437763578,49.8517279988436,58.3284082738775,54.7483054316692
"296",44.125,54.375,53.0598503118074,50.1063523852758,58.6248820238632,55.0571827903954
"297",44.375,54.375,53.162240430014,50.267278700691,58.766757721238,55.2539887550498
"298",44.625,54.375,53.205128422704,50.3082784289549,58.8182102371281,55.3036693268342
"299",-2.875,54.125,13.4660149253284,10.2443834502928,18.4183976502349,14.5990823537446
"300",-2.625,54.125,14.7400191635811,10.1739434171734,19.8778402793334,14.7969007795188
"301",-2.375,54.125,16.9721089062869,11.4203591294631,22.2915981005469,16.2857037775086
"302",-2.125,54.125,18.0276595312012,12.1366515791577,23.3807409871179,17.0564873730722
"303",-1.875,54.125,17.6665472395441,12.0317138279726,22.962265581536,16.8784057178428
"304",-1.625,54.125,15.9725669642876,11.5481110498363,20.9684797348884,16.0204360430082
"305",-1.375,54.125,15.8025135966952,11.9552371751503,20.6497685025849,16.243349059042
"306",-1.125,54.125,16.142810511706,11.9839704598572,21.0254316551021,16.3266414341034
"307",-0.875,54.125,15.8725671695908,11.8994064529736,20.766454985729,16.2419059351332
"308",-0.625,54.125,15.6750531472686,11.6634977206543,20.6323353230563,16.0717567423094
"309",-0.375,54.125,15.1229725361765,11.7546858573817,20.0391820726443,16.0822457839374
"311",9.125,54.125,26.9289254734907,21.7535697389331,31.7268454031979,26.0741586052475
"312",9.375,54.125,27.2519242832908,22.0860098708636,32.0222465454645,26.3784194680431
"313",9.625,54.125,27.5574254470895,22.2763269046712,32.2904367048845,26.5385210370097
"314",9.875,54.125,27.6940060433087,22.2964645279485,32.3823205182198,26.5211349638212
"315",10.125,54.125,27.5046142509556,22.1366555449374,32.2409084313272,26.407483334586
"316",10.375,54.125,27.3800529119788,22.1190958567721,32.1752177793403,26.442202848594
"317",10.625,54.125,27.3638398370145,22.0072107175528,32.1994605307094,26.376667098603
"318",10.875,54.125,26.9300468473573,21.5406878111768,31.8199286075597,25.9664214776195
"323",12.125,54.125,27.5683743782957,22.182162449492,32.4478194241052,26.5972655343413
"324",12.375,54.125,28.5422784915931,23.0320705321433,33.4297336517521,27.4628220990412
"325",12.625,54.125,29.3309128187886,23.7048913078722,34.1967499779014,28.1211591867019
"326",12.875,54.125,29.8404183520753,24.05955915822,34.6793600026345,28.45846979476
"327",13.125,54.125,29.9206897413111,24.0901062509022,34.7390365956996,28.4714851930392
"328",13.375,54.125,30.0296363850098,24.0763157069054,34.8530835518814,28.4703557823445
"329",13.625,54.125,30.014082240713,23.948095118519,34.934706825201,28.4462530573518
"333",18.625,54.125,34.6647528815031,28.1783122137676,39.6737333565374,32.7907267011317
"334",18.875,54.125,33.9325650942611,27.5764146719254,38.8882649710149,32.1275224589089
"335",19.125,54.125,34.2098999147796,27.9097680037511,39.158630408465,32.4504555714975
"336",19.375,54.125,35.0417843039272,28.7617938801103,40.0027352057254,33.3134611058864
"337",34.875,54.125,49.9058868026235,46.1517647594321,55.4022795602475,51.0832760259237
"338",35.125,54.125,49.8401431493519,46.1420396174677,55.3078858755488,51.0414500163635
"339",35.375,54.125,49.8312205728684,46.1104578678712,55.2836435012455,50.9959443127907
"340",35.625,54.125,49.8135249600874,46.1557044026263,55.2440554543706,51.0154210694422
"341",35.875,54.125,49.7974943428798,46.0886906459145,55.2065400316948,50.93006315591
"342",36.125,54.125,49.8722786036044,46.1855046582767,55.2797608276788,51.0239566331282
"343",36.375,54.125,49.899631943398,46.2260758490529,55.2953379684204,51.0519373826104
"344",36.625,54.125,50.2988775100833,46.6561630680309,55.7376851092957,51.5232262772137
"345",36.875,54.125,50.5191051203132,46.9796158002201,55.9750114265067,51.857418872208
"346",37.125,54.125,50.4598322637219,46.9404844308403,55.8768538374325,51.7781620202622
"347",37.375,54.125,50.6679623672812,47.1448380055474,56.0953173271054,51.9930816217236
"348",37.625,54.125,50.9288276779269,47.4157740597989,56.3715729481534,52.2787876113358
"349",37.875,54.125,51.3021374655924,47.8016722769717,56.7709124134705,52.6899400373582
"350",38.125,54.125,51.535241461326,48.0228172646734,57.0068195334393,52.914624844657
"351",38.375,54.125,51.7951780097679,48.3576549686833,57.261279669816,53.2393720972301
"352",38.625,54.125,52.0100799489894,48.6386461628178,57.4764100621379,53.5165205332548
"353",38.875,54.125,52.231431643223,48.9367872770455,57.6989099090479,53.8110794404669
"354",39.125,54.125,52.2955069162859,49.0272982520736,57.7468823383024,53.8838590872026
"355",39.375,54.125,52.3923833554112,49.1248041126742,57.8269108136593,53.9644782105947
"356",39.625,54.125,52.418063918477,49.2260152527834,57.8388537127627,54.0472988739298
"357",39.875,54.125,52.2353629845498,49.0804501859025,57.6226704687818,53.8659638640295
"358",40.125,54.125,52.1265281942199,49.0081218411436,57.4969999184525,53.7745508997455
"359",40.375,54.125,52.1639618812695,49.0524791644222,57.5474690774064,53.8315171870874
"360",40.625,54.125,52.3240226837276,49.2723350070397,57.7337335423197,54.0738932153508
"361",40.875,54.125,52.1470655735766,49.073348145251,57.525770096364,53.8452570881608
"362",41.125,54.125,52.3563901347136,49.3185497304835,57.7766424804078,54.1297964102146
"363",41.375,54.125,52.5057502927916,49.44776840135,57.9609277496497,54.2951809423281
"364",41.625,54.125,52.5724238443932,49.43324658263,58.0346353357892,54.2926949319185
"365",41.875,54.125,52.4210740893544,49.3184032731622,57.8546350371072,54.1469522192819
"366",42.125,54.125,52.5657665603653,49.3976359107354,58.0043318547984,54.2352216413056
"367",42.375,54.125,52.9407991549058,49.7632271831455,58.4461392103601,54.6681692763383
"368",42.625,54.125,52.8745229333462,49.7347162501076,58.3581156022192,54.6155845503133
"369",42.875,54.125,52.8981963371184,49.7451718028972,58.3736981461698,54.6187634855233
"370",43.125,54.125,52.9858851907561,49.8882497463667,58.4852324529633,54.7822748194201
"371",43.375,54.125,53.1798008578348,50.1438487180308,58.7273878194745,55.0823136933872
"372",43.625,54.125,53.1910368930109,50.2532745033634,58.7456380162142,55.192704983628
"373",43.875,54.125,52.9781894154222,50.0246914888906,58.4869332341038,54.9192340006361
"374",44.125,54.125,53.147794955398,50.2534626475503,58.703291970262,55.1911136521091
"375",44.375,54.125,53.2625153699499,50.3518181037428,58.8594020901824,55.3318669231126
"376",44.625,54.125,53.3301605895755,50.4515638186119,58.957757429858,55.4603453125867
"378",-2.875,53.875,13.0255897999313,10.9375464020217,17.8504490624102,15.0948908774308
"379",-2.625,53.875,14.3176046901163,10.4999110779134,19.33256518125,14.9539061953646
"380",-2.375,53.875,15.6652570339881,11.1061049238094,20.7792564666106,15.7048140951838
"381",-2.125,53.875,16.7956854177217,11.7361432346306,22.0050136202556,16.4610060607938
"382",-1.875,53.875,16.6117752449778,11.8820499149761,21.7635325465438,16.5290245575604
"383",-1.625,53.875,15.8646492082446,12.0551380752214,20.7969868669271,16.4260063055001
"384",-1.375,53.875,15.7321385999767,12.558972578544,20.5093648090774,16.7355294113025
"385",-1.125,53.875,15.9568574219186,12.971888421619,20.6489259561774,17.0516943209464
"386",-0.875,53.875,15.8242608421533,12.6265473831814,20.5686353701829,16.7717646990326
"387",-0.625,53.875,15.6637537918888,12.2646254608013,20.4871650763709,16.5012870339361
"388",-0.375,53.875,15.3209767535514,12.5676348561847,20.0850055657712,16.7051324075175
"391",9.375,53.875,27.3388260213854,22.4744044956564,31.9887696995902,26.6278630310604
"392",9.625,53.875,27.7849705147127,22.6379387465463,32.4309414354163,26.8048337990528
"393",9.875,53.875,28.0804454442792,22.7483637623567,32.7278867814466,26.9281286227154
"394",10.125,53.875,28.0762791061828,22.7536387463906,32.7368090995028,26.9459106613006
"395",10.375,53.875,28.2143228968039,22.9508481556957,32.8828830404339,27.1475055175465
"396",10.625,53.875,28.0414840413405,22.8724225215366,32.695697721845,27.0489174042473
"397",10.875,53.875,27.754934635008,22.6481858412648,32.4902898895648,26.9019837274583
"398",11.125,53.875,27.9177815998353,22.6618599164314,32.6972867466714,26.9689970002073
"400",11.625,53.875,28.1110199928438,22.9620999602514,32.8711819660013,27.243302385532
"401",11.875,53.875,28.4194034739577,23.1546698898988,33.1866003172367,27.4500414982788
"402",12.125,53.875,28.8594767196133,23.4606763613024,33.6042687721706,27.7419019217014
"403",12.375,53.875,29.7321952138171,24.2540877496106,34.47921133826,28.5424228353476
"404",12.625,53.875,30.2922283487938,24.8355212147496,35.0214158052806,29.1047093355671
"405",12.875,53.875,30.5265490213136,24.9471046995739,35.2510015646997,29.2191187281098
"406",13.125,53.875,30.6824409235238,24.9720769349089,35.4269587032157,29.2722210752908
"407",13.375,53.875,30.5236242656057,24.7723478810924,35.2787559735599,29.0856262233428
"408",13.625,53.875,30.4754489336801,24.6039530473728,35.2771047568258,28.9711612318732
"412",18.375,53.875,36.0322592182181,29.5615540873666,40.9578176478352,34.0895771933111
"413",18.625,53.875,35.2420671452282,28.8147920961766,40.1454686807777,33.3179829406869
"414",18.875,53.875,34.5731343671211,28.2679670842897,39.4309863921879,32.7180863709383
"415",19.125,53.875,35.2349327610047,28.9599777089907,40.131227643836,33.4466787282791
"416",19.375,53.875,35.7690312412163,29.4651228013356,40.6738395425362,33.9621208173571
"417",34.875,53.875,49.4389715900091,45.7257619427162,54.828361807415,50.5477503953833
"418",35.125,53.875,49.5029141869775,45.8331346214846,54.8876179356796,50.6477612380812
"419",35.375,53.875,49.6293787786901,46.0156177245044,55.0223929035,50.8351038810402
"420",35.625,53.875,49.7045019427422,46.0957762603593,55.0902068610132,50.9076430228354
"421",35.875,53.875,49.9218536203286,46.3408224828616,55.3209367539057,51.1643614292795
"422",36.125,53.875,50.0105784859491,46.4402475135633,55.4110065286614,51.2644722206347
"423",36.375,53.875,50.203098207921,46.6000373188164,55.6052699341762,51.4280219283158
"424",36.625,53.875,50.5158498164311,46.9505542158482,55.9455451544272,51.8037360306827
"425",36.875,53.875,50.6500505685604,47.1250379424006,56.0771266527919,51.9731190033043
"426",37.125,53.875,50.6279221412395,47.1148685231115,56.0256132147556,51.9328278779379
"427",37.375,53.875,50.8460705617625,47.3537878523214,56.255002529027,52.1817085773731
"428",37.625,53.875,51.1551800985967,47.6905919340715,56.5894455069917,52.5421400688895
"429",37.875,53.875,51.4228361090203,47.9796482746575,56.880070522265,52.8528471173617
"430",38.125,53.875,51.7118901478114,48.2863261147587,57.1749593594565,53.1642740995406
"431",38.375,53.875,51.789466748506,48.4199212267604,57.2351208787631,53.2770032939857
"432",38.625,53.875,52.030082896148,48.6529843166981,57.4727855971249,53.5075802359243
"433",38.875,53.875,52.4158900412636,49.0299795611586,57.8810168251586,53.9075423914644
"434",39.125,53.875,52.7705368913574,49.4293153360031,58.2443454794537,54.3128070562632
